"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-10.49172 -5.028358 0.04260703 3.984169 -24.14934 -4.443867
-10.39627 -5.090087 -0.02578947 3.986452 -24.75294 -4.671785
-10.34029 -5.231623 0.04253377 3.982201 -24.89446 -4.971465
-9.833528 -4.992877 0.09194351 3.982345 -25.13893 -4.81306
-10.04147 -5.062719 0.0498371 3.981796 -25.18695 -4.610379
-10.14377 -5.072222 0.004731944 3.967598 -24.45142 -4.5812
-10.29287 -5.168741 0.01208668 3.954035 -24.32427 -5.140381
-10.54976 -4.928954 0.04741726 3.926595 -25.92026 -4.62707
-10.18019 -5.02037 0.0002596241 3.980052 -25.14924 -4.661676
-10.03807 -5.105474 -0.01884847 3.9548 -24.26221 -4.703065
-10.19582 -5.191803 0.02574133 3.972426 -25.31591 -4.555245
-10.36975 -4.986552 0.08729831 3.98426 -24.26265 -4.318957
-9.862471 -5.032908 -0.05069137 3.990711 -24.54929 -4.40599
-10.57457 -5.256781 -0.002873582 3.951935 -24.74739 -5.161459
-10.36439 -4.932862 -0.02146899 3.97963 -25.29082 -5.362489
-10.32639 -5.103179 -0.02345312 3.987416 -23.91746 -4.342673
-10.55276 -5.050887 0.07347037 3.986501 -24.00891 -4.36971
-10.34275 -4.948484 0.0666871 3.981905 -26.17561 -4.589283
-9.900594 -5.054388 0.04841007 3.98548 -25.65539 -5.362614
-10.25395 -4.942482 0.05831723 3.996335 -23.46979 -5.808613
-10.26654 -4.939788 0.0003457391 3.999066 -25.06568 -4.024137
-10.33061 -4.856007 0.05681303 3.959921 -25.63775 -3.750399
-9.970915 -4.95091 -0.01622629 3.981195 -25.45599 -4.726754
-10.03946 -5.099498 0.05539681 3.99582 -24.20373 -4.935217
-9.890707 -5.103477 -0.03707486 3.985862 -24.07512 -4.127653
-10.05631 -5.020246 -0.04776406 3.985353 -23.60491 -4.927988
-10.12165 -5.059201 0.003550548 3.965436 -25.11994 -4.743291
-10.23027 -5.101058 0.06239147 3.96972 -24.95059 -5.095819
-10.34003 -5.108888 0.09967229 3.966332 -24.44755 -4.458918
-10.19852 -4.97806 0.04952992 3.996225 -25.50309 -4.34787
-10.26387 -5.048977 0.04206998 3.991931 -24.66541 -4.580886
-10.16526 -5.07544 0.04030444 3.972722 -24.79783 -4.512691
-10.24198 -5.211438 -0.0414067 3.969735 -24.98155 -4.219464
-10.39987 -5.112111 0.01731118 3.967441 -24.05634 -4.218816
-10.28146 -5.097348 -0.07768768 3.977601 -24.20231 -4.313859
-10.31236 -4.955727 -0.05552749 3.974604 -24.14199 -4.918513
-10.08784 -4.972709 -0.02023797 3.994675 -24.53511 -3.574148
-10.22004 -4.964435 0.06597618 3.989329 -24.76577 -4.563627
-10.17241 -5.165534 0.009645565 3.946919 -24.0313 -4.862455
-9.873258 -5.047517 0.09199908 3.931648 -25.37911 -4.658315
-10.31959 -5.052868 -0.03981422 3.969013 -24.16765 -2.846157
-9.883082 -4.825966 0.1023039 3.984488 -23.97433 -4.092103
-9.992585 -5.225661 0.03304807 3.997084 -25.4358 -4.485494
-10.46513 -4.90017 0.106135 3.972014 -23.96994 -4.387452
-10.48158 -5.107455 0.1534609 3.992774 -24.17343 -4.389935
-10.1467 -5.063083 -0.0283773 3.991223 -25.12763 -4.702833
-10.06602 -4.989126 0.06392407 3.99338 -23.39812 -5.20797
-9.989723 -5.034455 0.01916503 3.997601 -24.1495 -4.359518
