"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-30.39183 -4.124438 27.8159 4.271928
-30.88342 -4.095997 32.95341 4.140424
-29.34953 -4.091779 28.1137 5.558905
-29.82769 -4.042224 27.45466 4.908061
-39.98553 -3.993022 73.99516 4.582976
-29.29012 -4.294507 24.6288 4.699219
-31.57638 -4.075254 25.69898 4.986133
-31.31118 -4.300605 27.68277 4.250235
-116.7954 -4.140579 278.1994 4.287593
-37.61884 -4.103611 43.71254 4.736582
-169.0881 3.39595 36.30346 -3.89244
-29.90288 -4.017729 22.34181 3.798678
-31.65197 -3.89362 26.01496 4.175161
-29.13454 -3.811603 20.33908 7.339124
-30.22831 -3.869858 20.81939 4.657535
-31.00406 -4.135461 23.32726 2.696671
-30.61384 -4.154777 22.11316 4.451032
-30.22179 -3.713565 23.51638 4.554659
-32.92995 -4.160338 22.32224 3.898371
-30.33054 -4.099282 22.75368 4.595534
-30.16526 -3.762805 23.01384 4.660802
-30.44969 -4.016999 21.92534 5.547534
-30.62861 -4.170177 22.24335 5.266392
-31.31719 -3.996539 23.82363 3.879915
-29.41917 -3.997591 23.91568 5.384621
-29.77849 -4.119618 22.01634 4.807591
-38.05381 -4.182565 40.89406 4.612215
-29.3977 -4.108245 20.19986 4.117091
-30.7646 -3.615594 21.41511 4.157473
-30.52843 -4.309454 21.23389 4.583722
-31.58735 -3.91429 21.05276 4.268988
-30.15143 -4.020544 20.76661 3.979309
-30.8916 -3.970983 20.01428 4.840182
-31.48627 -4.039774 21.45048 4.504626
-31.10686 -3.904444 20.86018 5.12389
-31.20168 -4.040372 23.51779 4.223039
-31.82115 -3.937172 26.35422 4.219753
-109.6092 -3.99739 128.1227 4.563826
-31.84642 -3.994658 25.31613 5.036906
-29.96208 -4.106468 22.64659 4.223486
-29.72549 -3.836016 20.70681 5.221656
-30.89489 -4.129753 21.62753 5.423936
-30.65432 -4.053941 22.24361 4.897195
-30.63974 -3.561639 21.40372 4.6674
-30.66749 -4.098175 21.55129 4.773679
-31.74642 -4.151001 20.6852 4.835794
-31.59867 -4.129684 20.97887 3.438141
-30.46134 -3.981562 19.50892 4.068424
-30.7336 -4.035031 21.05777 4.291695
-31.10734 -4.130374 21.97134 5.150879
-31.14851 -3.974287 21.15404 4.039986
-31.33986 -3.982046 20.70592 5.098993
-31.82006 -4.271463 20.62452 4.062506
-32.27809 -3.844645 21.55212 5.869751
-31.86661 -3.724371 21.61355 4.076934
-30.77866 -3.790719 22.76014 4.820273
-30.29448 -4.12863 20.37712 4.728522
-30.63962 -4.165999 22.13914 3.897589
-30.60914 -3.774908 23.6628 5.0218
-30.54267 -3.715837 21.90059 3.798666
-31.83403 -3.96921 21.46651 3.781839
-31.32802 -3.936498 23.26407 5.120581
-30.84251 -4.018963 21.25902 3.05616
-30.70497 -3.652765 22.56891 5.551584
-30.38849 -4.036943 21.38018 3.689784
-30.18707 -3.716792 22.40373 4.855353
-29.24073 -3.895314 21.74765 3.925153
-31.13224 -4.305514 23.17888 5.122438
-31.99946 -4.186715 22.06415 4.708856
-32.07865 -4.040885 22.05254 3.985877
-33.06951 -4.109823 23.41125 4.356902
-31.49772 -4.34757 21.43264 4.75246
-31.24244 -4.023804 21.56735 5.171517
-32.88888 -3.909927 24.96217 5.175405
-31.4379 -3.471202 21.46753 5.012917
-30.74676 -3.659166 23.18035 3.718379
-30.87286 -4.076801 21.30202 5.537267
-31.16393 -4.064847 21.17772 5.298415
-31.29365 -4.479352 21.07518 4.758707
-31.64755 -3.852119 22.18369 2.963215
-32.02551 -3.808616 23.30972 2.989792
-30.10615 -3.640244 20.08857 3.880919
-31.42531 -3.785223 20.68064 4.340621
-30.62176 -4.043087 21.25158 4.047621
-31.35129 -4.073372 21.66854 4.812593
-30.43128 -3.60072 21.12313 4.354288
-29.82761 -3.151959 21.67718 4.065246
-31.93914 -3.862875 20.47077 2.602234
-33.50177 -3.689755 21.13741 5.13461
-33.80793 -3.97583 21.61563 4.242061
-32.16419 -3.943309 24.55122 4.18287
-31.4108 -4.090554 21.72812 3.936705
-31.60934 -3.804494 21.43423 3.571401
-30.71983 -3.61398 22.74912 3.961097
-30.33219 -4.081248 21.5869 3.09692
-30.2308 -3.634784 22.28053 2.647318
-31.46881 -3.774731 22.72925 3.861853
-30.95675 -4.083587 21.73225 3.839507
-30.86967 -3.897432 21.8481 3.802902
-31.84221 -3.64456 23.64667 4.948501
-30.64179 -4.084063 21.74285 4.286975
-30.31114 -3.919161 21.88406 5.330117
-31.65129 -4.07442 22.51213 5.518809
-31.8442 -4.135116 23.17495 4.971704
-29.46227 -3.994328 23.65903 4.954571
-30.20354 -3.984526 24.45771 5.7364
-29.93136 -3.981279 22.2424 3.82123
-30.37985 -4.039218 22.34004 5.220929
-30.36826 -3.784747 21.53836 5.349665
