p_1 p_2 p_3 p_4 
0.2337665 0.7504417 0.009704513 0.006087292 
0.2660205 0.727198 0.005127586 0.001653923 
0.3763283 0.612975 0.001276283 0.00942049 
0.2754454 0.7175248 0.0006407731 0.006389047 
0.3780218 0.6018613 0.009515984 0.01060099 
0.3189144 0.6716349 0.003273577 0.006177112 
0.279579 0.7037752 0.0161689 0.0004769409 
0.206631 0.7857903 0.006723131 0.0008555357 
0.2536609 0.7327949 0.01140731 0.002136902 
0.3218534 0.6552129 0.007408656 0.01552508 
0.2449783 0.7458163 0.007389451 0.001815928 
0.3516629 0.6267106 0.01652009 0.005106352 
0.3017562 0.6815589 0.008790602 0.007894326 
0.2390916 0.753466 0.003086005 0.004356316 
0.2838519 0.7097803 0.003677537 0.002690224 
0.4677389 0.5151715 0.004532967 0.01255667 
0.2693859 0.6988715 0.006228983 0.02551354 
0.3059809 0.684014 0.0003292148 0.009675902 
0.3440862 0.6553556 5.423944e-05 0.0005040052 
0.4441516 0.539738 0.009474869 0.006635537 
0.2918516 0.7037813 0.003039815 0.001327344 
0.2705873 0.7161301 0.004387422 0.008895111 
0.268296 0.709422 0.006182288 0.01609966 
0.4112205 0.5860889 0.002406587 0.0002839949 
0.3766325 0.6221665 0.0004862173 0.000714778 
0.3372283 0.6587863 0.003701663 0.0002837113 
0.3117632 0.682859 0.001251007 0.004126744 
0.2507839 0.7263577 0.0206886 0.002169812 
0.3107495 0.6718069 0.01529442 0.002149175 
0.3458831 0.6406731 0.005755101 0.007688632 
0.273608 0.6967991 0.003557489 0.02603539 
0.3043612 0.6762012 0.01528955 0.004147973 
0.3368781 0.6402779 0.01298687 0.009857174 
0.3055642 0.681544 0.004592185 0.008299675 
0.2480216 0.7399356 0.003453081 0.00858976 
0.3076695 0.6876932 0.0008892017 0.003748082 
0.2855734 0.7083091 0.0007652677 0.005352234 
0.2823508 0.7068212 0.002726929 0.008101037 
0.2411266 0.7401167 0.0169517 0.001805023 
0.2017572 0.7800993 0.0001588107 0.0179847 
0.2788875 0.7157169 0.002905774 0.002489828 
0.267369 0.7213616 0.00535169 0.005917676 
0.2211167 0.7719355 0.0005162171 0.00643157 
0.2995364 0.6926093 0.005365078 0.00248922 
0.3879265 0.6037725 0.005581831 0.002719179 
0.2763639 0.7180361 0.0001140655 0.00548596 
0.2817652 0.7082825 0.001272105 0.008680209 
0.2738859 0.7199096 0.00215598 0.004048539 
0.2596912 0.7135672 0.02144605 0.005295544 
0.2650347 0.7238623 0.0005875359 0.01051547 
0.3408579 0.6353047 0.01976869 0.004068765 
0.2979763 0.6770255 0.01961181 0.005386407 
0.3021004 0.6909059 0.002457332 0.004536318 
0.3025692 0.6906539 0.00563789 0.001139089 
0.2772353 0.7188489 0.002267448 0.001648279 
0.3062259 0.6884978 0.0004904719 0.004785872 
0.319545 0.6546959 0.01464608 0.01111305 
0.3502706 0.6395463 0.004542922 0.005640089 
0.2105839 0.7793434 0.001418824 0.008653956 
0.2888988 0.6762296 0.004071129 0.03080048 
0.2746778 0.7237883 0.0003841064 0.001149786 
0.3137952 0.6812131 0.004055336 0.0009363682 
0.3353011 0.6451903 0.005896122 0.01361241 
0.417127 0.5743451 0.00751865 0.001009186 
0.2194531 0.776838 0.0006208327 0.003088047 
0.2301931 0.7505075 0.01060053 0.008698923 
0.3757535 0.6198274 0.001334357 0.003084801 
0.270752 0.7147805 0.006076109 0.008391394 
0.3247577 0.6633488 0.008716229 0.003177308 
0.25641 0.7205054 0.005643237 0.01744135 
0.3154865 0.6679342 0.01611278 0.0004664913 
0.2449455 0.7290969 0.009107016 0.01685051 
0.3291383 0.6673369 0.00148424 0.002040643 
0.2615454 0.7155105 0.01010368 0.01284042 
0.2869137 0.6863929 0.003362172 0.02333117 
0.2767384 0.7205713 0.0005851601 0.002105118 
0.3437102 0.645602 0.004919306 0.005768507 
0.30593 0.6679092 0.02209018 0.004070632 
0.2544312 0.7241443 0.007948807 0.01347575 
0.3661715 0.6104528 0.003173126 0.02020254 
0.2775039 0.7125188 0.00654628 0.003431067 
0.2709738 0.7181919 0.008717408 0.00211689 
0.3436318 0.6537245 0.001233227 0.001410461 
0.1883563 0.8027279 0.007413745 0.001502078 
0.2208931 0.7763926 0.001460499 0.001253783 
0.2516947 0.7344884 0.003030812 0.01078607 
0.2679157 0.7134042 0.004469971 0.01421016 
0.23464 0.7549404 0.008354527 0.002065003 
0.3115015 0.6466657 0.01705821 0.02477452 
0.2645319 0.7166206 0.006026183 0.01282136 
0.336676 0.6606667 0.0004751242 0.002182163 
0.3224021 0.6606782 0.009307496 0.007612159 
0.2770921 0.7036829 0.004058866 0.0151661 
0.354069 0.6330563 0.003581128 0.009293615 
0.2738228 0.6921432 0.01893105 0.01510287 
0.197748 0.7809329 0.01466603 0.006652975 
0.3331823 0.658104 0.0002116218 0.008502023 
0.3419179 0.6524182 0.0001510245 0.005512945 
0.2870307 0.7094444 0.002867301 0.0006576332 
0.2991866 0.6952663 0.001095311 0.004451737 
0.3217119 0.6623045 0.01384892 0.002134645 
0.3137907 0.6724061 0.008787883 0.005015382 
0.3467477 0.6281377 0.01954976 0.00556488 
0.2454584 0.741373 0.009603871 0.003564677 
0.2884857 0.7086651 0.00203848 0.000810752 
0.3223681 0.6675202 0.005709628 0.004402021 
0.299104 0.6949735 0.0002879612 0.005634499 
0.1654044 0.8260526 0.0009970303 0.007546021 
0.2856203 0.6899476 0.006045134 0.018387 
0.3088305 0.6678874 0.01937948 0.003902551 
0.287851 0.6788333 0.02034588 0.01296987 
0.317308 0.6562039 0.01282099 0.01366711 
0.2664942 0.7276243 0.004303139 0.001578333 
0.2348328 0.7568715 0.003513711 0.004781984 
0.3196153 0.6577985 0.02243995 0.0001462179 
0.2713337 0.7183973 0.008728466 0.001540462 
0.3470489 0.6432238 0.00521069 0.004516562 
0.3411788 0.6503034 0.002430518 0.006087219 
0.2419894 0.7289603 0.01624461 0.01280572 
0.2934612 0.6975338 0.005694816 0.003310104 
0.2920912 0.7029724 0.004428971 0.0005074545 
0.3489558 0.6408591 0.004185073 0.006000032 
0.3022395 0.6871214 1.30749e-05 0.01062594 
0.4190114 0.5488199 0.0297615 0.002407176 
0.2653795 0.7301711 0.0008478518 0.003601502 
0.3400147 0.6522112 0.004063231 0.003710888 
0.3435582 0.6522659 0.002431478 0.001744349 
0.3488543 0.6434972 0.007614124 3.439153e-05 
0.2363616 0.7486901 0.009685126 0.005263134 
0.2626015 0.7124324 0.02217512 0.002790983 
0.2836873 0.7056276 0.001548077 0.009137039 
0.3662391 0.6121808 0.005045152 0.01653495 
0.2693226 0.7256041 0.003307898 0.001765337 
0.2334499 0.7506323 0.01444652 0.001471269 
0.3569505 0.612676 0.009839673 0.0205338 
0.2898266 0.6882722 0.01587511 0.006026082 
0.3541143 0.6348099 0.004865721 0.006210049 
0.3678603 0.6171489 0.009949911 0.005040971 
0.2686683 0.7275969 0.0009403367 0.002794415 
0.2665888 0.7084868 0.005001214 0.01992317 
0.4051178 0.5825107 0.003719875 0.008651551 
0.2903812 0.6901517 0.01518235 0.004284763 
0.2816792 0.717859 0.0003601676 0.0001015559 
0.3975171 0.6010215 0.0008835912 0.0005778233 
0.2338228 0.7523438 0.001484541 0.01234883 
0.2683553 0.7233247 0.001611867 0.006708136 
0.3329263 0.6441639 0.01041996 0.01248986 
0.3103071 0.6861059 0.001630943 0.001956007 
0.2915061 0.6932966 0.00538008 0.009817239 
0.2601562 0.715048 0.02380227 0.0009935563 
0.3103053 0.6837939 0.002469183 0.00343166 
0.2435067 0.7179509 0.01725161 0.02129076 
0.2731659 0.7079133 0.0001179636 0.01880278 
0.346678 0.6465959 0.002970516 0.00375557 
0.3293404 0.6625314 0.008012802 0.0001154254 
0.3593141 0.6323069 0.004316902 0.004062062 
