Delta_1 Delta_2 Delta_3 Delta_4 
-0.03339124 0.01008873 -3.802532 -3.539913 
-0.0626657 -0.009273912 21.11251 2.552072 
-0.03897489 -0.01328534 -5.858503 14.1848 
0.01550221 0.01512573 -5.912671 15.75899 
-0.06022509 0.02217385 -2.028509 -4.354166 
0.1052453 -0.01431911 -10.49377 16.56726 
0.001886682 -0.01733415 -2.6675 8.94335 
-0.01012983 -0.01629597 -10.43022 -8.47567 
0.01906911 0.00504432 1.286683 4.32385 
0.06026522 -0.002747207 6.502353 13.06785 
-0.1079793 -0.03154779 2.74369 10.57915 
0.01883813 0.007817233 3.726638 -20.95447 
-0.09185607 0.005037044 5.844459 3.596274 
-0.09783188 -0.002459534 -13.68434 2.370029 
-0.02037992 -0.01584602 0.4320076 -1.265097 
0.03079113 -0.02058142 14.86316 -15.88996 
-0.001550103 -0.004562581 5.217345 8.312287 
-0.04560187 0.001882702 -5.563011 -11.14998 
-0.03060261 -0.00603608 6.298471 -4.428892 
0.0183502 -0.01610542 10.4705 17.3484 
-0.0687087 0.002454375 -7.199778 -0.5045739 
0.06397324 -0.01041129 5.478464 0.003763334 
0.009345774 0.01223996 11.3943 0.3844351 
0.003581147 0.006239033 -10.3009 -3.145684 
0.01080259 -0.005687992 5.672027 -25.56606 
0.00948178 -0.006874522 -2.176694 -8.026257 
-0.01514568 0.000367217 0.9708936 -0.1848906 
-0.1343213 -0.02014937 -8.224976 -3.738418 
-0.04752864 -0.02495297 3.621932 -1.989877 
-0.006353271 0.02269108 1.37395 -8.437778 
-0.0871423 0.007635271 15.73694 10.18698 
-0.002799807 -0.003430552 -1.424762 -6.6101 
-0.05778881 -0.01271183 8.966186 6.942011 
-0.06254074 0.005557046 15.6225 0.3812093 
-0.006782916 0.009535538 0.6564331 1.21354 
-0.007223706 -0.01592025 21.4273 -12.92514 
-0.09384895 -0.009835543 -5.751553 -0.5809319 
-0.04168143 -0.03535265 7.438237 -4.014084 
0.006702404 0.009419165 12.71802 -7.874132 
0.006121621 0.005895721 -10.24837 -8.72825 
-0.1414236 0.02115487 -3.090886 -9.899311 
-0.04316106 -0.02835259 -19.97891 1.725059 
0.1201403 -0.01408028 22.25328 -9.523275 
-0.1380622 -0.01573539 -1.102159 -3.320313 
-0.08570371 -0.001286444 0.005148115 10.03584 
0.04875201 -0.01048338 -3.660034 4.018808 
-0.04783478 0.002064462 13.45803 -6.632323 
-0.02489408 0.007875209 4.260559 1.247031 
-0.03924684 -0.03835648 0.5638035 10.78951 
0.03498628 0.0427323 -14.19448 -6.65375 
-0.05283711 -0.00639019 -2.751988 -11.46752 
0.008286137 -0.009383027 -7.614532 15.27875 
0.0369872 0.002839642 -11.12285 13.69337 
0.007093192 -0.02013886 -7.687564 -6.061073 
-0.0199467 -0.02630498 2.613526 19.80926 
0.04540059 0.0005294835 14.74779 12.01012 
-0.1055771 0.003014242 2.334725 3.047685 
-0.08614181 0.008971237 3.960352 -5.025835 
0.1766046 -0.0206884 -1.681664 -13.11489 
-0.009731242 0.01695397 -5.795304 -7.07431 
-0.06824024 0.005422358 16.91048 -8.892513 
-0.00150558 0.01303926 7.173239 -1.522937 
-0.06095671 -0.004015704 7.577958 5.165958 
-0.1078335 0.007091191 -7.283632 -18.18737 
-0.1053404 -0.01005682 4.043025 3.02471 
-0.02017776 -0.01003034 19.19688 3.144533 
0.04911302 -0.02712916 8.890914 5.931908 
-0.02144863 0.00655485 -4.377911 -27.22711 
-0.0423559 -0.01181249 11.91945 -13.22222 
0.07423356 -0.008240423 12.76257 4.733093 
0.01164008 0.001333004 -0.1508255 5.36351 
-0.04742416 0.007902914 28.71008 3.062441 
0.06173765 -0.002420534 12.3669 0.4679984 
-0.02237384 -0.0083381 14.36993 -0.1996387 
-0.08364443 -0.0108414 -10.04631 3.072975 
-0.03977328 0.00787965 -14.95368 16.54077 
0.08848284 -0.01698502 -8.1405 4.613789 
0.03792377 0.008347671 17.8827 12.64931 
-0.02940324 -0.00675352 -8.666715 -7.070953 
-0.07747792 0.01642898 20.17942 6.90833 
-0.04907831 0.01211977 -13.30047 10.72549 
-0.03616367 -0.0007091518 8.500813 -1.41783 
0.03904628 -0.01370751 -5.118896 14.11204 
0.0348986 -0.03329786 4.204182 4.004571 
-0.105038 -0.006375383 -0.1357286 10.73512 
-0.09181372 0.03015282 4.811934 -10.44307 
-0.02582536 0.01259019 4.817947 9.917239 
-0.06219007 0.0175527 6.12605 5.618722 
0.03173471 0.0207933 0.5129218 19.79103 
-0.007551275 -0.0006233361 -4.662741 8.805033 
0.1374577 -0.001742898 -16.03234 10.57935 
-0.007183203 -0.03265368 -11.56381 -15.74455 
0.1266614 -0.009079268 -5.417033 9.818254 
-0.05101731 0.05098788 0.1695947 -7.988403 
0.08593443 -0.02358618 5.037727 -4.825455 
-0.07643074 0.01306293 9.407971 -2.877133 
-0.06332733 -0.02202457 9.991699 -17.38073 
-0.03043557 -0.009984697 -14.52385 20.2341 
-0.005952201 -0.02109552 -4.225979 9.389422 
0.02811318 -0.03830307 -10.81962 4.706754 
0.02972638 0.0031021 -2.620694 -7.596636 
-0.01139502 -0.006246478 -20.47401 -9.15189 
0.001948175 -0.00107737 -24.21119 -8.279418 
