beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
-0.01379393 0.9942307 1.937839 0.04004259 4.357871 -4.010838 -11.31001 -7.457042 
0.004320981 0.9829323 1.921619 0.04405347 -7.297004 -5.796794 19.45984 -2.584686 
-0.09110675 1.032238 1.911997 0.04566442 -5.735563 -4.331695 15.40514 -10.06381 
0.1015127 0.9450157 1.935472 0.03633747 6.382423 -1.222591 2.172492 -2.859078 
-0.0100749 0.9842384 1.906225 0.04925856 7.579378 -1.373023 -20.14869 3.775052 
0.1620071 0.9185554 1.946561 0.02958482 -7.814023 0.5895095 -3.526583 13.98594 
0.1176441 0.9393095 1.925015 0.0435251 -3.648167 23.04304 -5.805622 1.622689 
0.03183055 0.9650754 1.890341 0.05498927 -3.980071 19.10062 -19.46125 11.71446 
0.1003074 0.9528527 1.976949 0.01965652 8.660948 2.36048 -24.86361 -11.97626 
-0.2690909 1.111548 1.907883 0.04404194 -1.111998 12.11004 -1.285402 -5.379865 
0.1271683 0.9296585 1.992421 0.003952584 0.7549681 -3.018793 -0.02559042 -3.831623 
0.1477218 0.9143354 1.970426 0.02251134 3.037575 16.83189 -1.108992 -9.125234 
-0.06703391 1.018269 1.913112 0.04768648 7.867835 2.924186 -3.378105 2.957961 
0.03867105 0.9598068 1.962506 0.01886109 12.58569 -5.726715 1.256225 -5.731249 
-0.2006136 1.067582 1.937372 0.03178884 -0.3939702 2.531298 -13.25198 -2.080472 
0.1502655 0.9103037 1.916407 0.04460347 -9.294816 -0.5541662 -17.6488 3.192177 
0.1085104 0.9423877 1.95417 0.02988199 5.903466 15.09504 -0.9301525 0.9826833 
-0.08990976 1.036038 1.915147 0.04543602 -12.69106 -2.292514 16.65593 -4.396856 
0.1087944 0.9399554 1.873388 0.06253613 -2.770629 11.43953 -0.2778954 -5.975807 
-0.06090254 1.027837 1.911252 0.04610742 -7.377935 17.76277 -15.54129 -20.43639 
0.01778826 0.9767183 1.903515 0.04785345 14.39809 -3.603291 -0.9883474 -11.36337 
0.2552779 0.8726166 1.918085 0.04573599 -5.243908 7.503087 12.31767 -2.391204 
-0.06211769 1.014629 1.927247 0.03908674 -17.53946 2.122722 -5.608731 1.359777 
-0.06340687 1.023837 1.909339 0.04792066 -24.62348 -6.631761 -14.39811 4.95478 
-0.03985364 1.007352 1.932408 0.03543087 17.06754 -5.8579 7.205249 -17.92266 
0.03512284 0.9470533 1.873442 0.06060182 1.837853 -2.443221 6.666021 0.4370723 
-0.03769442 1.000755 1.974551 0.01694489 4.492468 -3.450038 -20.63312 -2.513944 
0.2060464 0.8817484 1.940588 0.03310332 -21.68214 3.149595 -0.04316348 7.287245 
0.1104456 0.9348546 1.906676 0.04396933 -2.585291 7.422662 4.983501 9.029453 
0.1080714 0.9365407 1.919371 0.04566569 12.83561 8.43045 21.4206 5.719983 
0.07395772 0.9303983 1.95159 0.02858221 -4.76141 7.969807 -20.62819 -9.536635 
-0.03897626 0.9963525 1.95421 0.02832505 -9.89927 10.62234 8.107609 -18.83126 
0.05190473 0.9696201 1.962537 0.02749239 8.007315 0.02553882 -7.742985 4.595545 
-0.07610356 1.007316 1.953182 0.02598998 -4.853658 8.116521 15.44313 11.43426 
0.04563312 0.9877219 1.901803 0.04842807 17.31946 0.2540541 -2.373586 24.06815 
0.04461138 0.9703689 1.906605 0.04825961 8.198549 15.65028 3.687764 3.843971 
0.1229864 0.9271624 1.949639 0.02784002 11.06953 1.468145 5.855604 -0.7301901 
-0.05760285 1.013192 1.901632 0.05016883 -2.276455 27.2161 -9.608573 20.47266 
-0.02373749 0.9957921 1.904409 0.04851091 12.18404 3.033455 -0.6402699 -4.04144 
-0.150114 1.053657 1.914747 0.04455924 -13.30591 1.50443 0.2072915 -13.9424 
0.05684513 0.9440853 1.913831 0.03953652 26.28955 -0.1484275 4.549844 15.48462 
-0.009302957 0.9934537 1.949982 0.0232344 -9.269349 6.252516 -12.878 13.56147 
0.0398551 0.9789806 1.921073 0.03835702 -11.95019 -0.7449496 8.711672 6.489916 
-0.1609951 1.038581 1.919059 0.03916837 9.569995 6.907073 4.5995 5.268958 
-0.04712257 0.991753 1.925183 0.03690364 -7.138695 -6.155467 -11.35171 -9.380937 
0.09123463 0.9398692 1.928621 0.03835739 -2.448862 5.060382 8.159442 -3.462447 
-0.08179089 1.01592 1.950718 0.02806596 1.114512 -4.004043 13.76442 16.61468 
0.1696333 0.8980925 1.915762 0.03678514 -8.804855 2.449198 -6.316663 17.34539 
0.1345585 0.9321193 1.931564 0.03125432 21.11665 4.55841 -11.51568 -6.026757 
0.03978346 0.9757255 1.885515 0.05627437 21.11213 -4.473039 -12.05053 -12.48968 
-0.07566904 0.9964031 1.910893 0.04841643 -6.444163 5.483663 -0.6650004 -4.542581 
0.1237842 0.9312871 1.891261 0.05304799 -6.09974 4.136542 -2.799126 -7.765595 
-0.1364484 1.041101 1.969571 0.0219238 -17.93298 -4.665538 5.032081 11.2362 
-0.06929312 1.014525 1.923528 0.03723605 10.20453 7.299834 -5.442175 -0.9243383 
-0.2551127 1.078722 1.892917 0.05273194 -13.25596 -10.60197 -7.385899 -5.087885 
-0.06136612 1.00873 1.912497 0.04621717 -2.641715 -1.50865 14.717 -4.848639 
0.1519909 0.9104513 1.920074 0.0447516 10.40708 7.342571 -2.278537 -0.6935472 
0.0341557 0.9608705 1.920983 0.04228138 -4.42315 15.63469 -15.14481 2.109954 
-0.19477 1.073703 1.95499 0.02167663 2.698628 -6.474714 8.353453 -4.663849 
-0.06388776 1.017208 1.901725 0.0532447 -14.76897 -5.87698 3.077065 -9.863342 
-0.024359 0.9787664 1.91046 0.04731886 4.24812 -9.889908 25.75346 -1.079358 
-0.1027729 1.040748 1.947529 0.03004197 2.896371 -7.427064 6.380799 -17.54016 
-0.1969483 1.070491 1.901148 0.04396708 16.0896 6.365173 9.3075 5.318338 
0.2449704 0.8683557 1.913018 0.04587504 -22.23699 7.274264 -19.13106 -9.509135 
-0.08638327 1.007095 1.875662 0.06402956 -0.4482551 1.439234 -8.308504 18.76703 
-0.04645644 1.005598 1.936614 0.03771531 0.2685205 0.4138148 -10.61432 -15.13298 
-0.1066224 1.04075 1.917256 0.0412698 4.270059 -9.283369 4.819679 0.5511571 
-0.07884885 1.023209 1.919573 0.04302722 -3.711829 -9.000756 -2.777307 -4.201803 
0.07217112 0.9540202 1.948032 0.02801308 7.315033 11.61703 -1.219029 3.349276 
0.03782194 0.9656733 1.913186 0.04493387 -0.7435457 -20.85311 3.275972 -0.5939955 
0.01193248 0.9933263 1.892878 0.05630818 -1.576974 -5.73532 -1.18896 -10.01165 
-0.08647451 1.031519 1.870519 0.0613474 -10.37149 -7.422816 0.005650163 -0.2161128 
-0.03945533 1.001763 1.923596 0.03898881 -10.15467 10.2022 2.014709 11.87187 
-0.1042842 1.024931 1.934119 0.03410094 -23.23245 -4.839809 -0.2351732 4.584359 
-0.1052332 1.036086 1.938797 0.0307515 -19.82555 -1.29076 -7.729686 -0.1963408 
-0.07182752 0.9920428 1.898994 0.05332702 8.970013 -1.697994 -16.75878 3.820085 
0.1094816 0.9231218 1.947644 0.03275665 -6.254984 -2.146636 7.699315 15.89631 
0.1393377 0.9381136 1.966609 0.02293906 2.842007 -9.691468 -10.3739 5.568697 
0.06053907 0.9614159 1.924754 0.03704633 4.754041 -8.23544 19.58279 -7.679681 
0.05391945 0.9592605 1.940435 0.02989896 -14.75718 -9.028925 7.961098 5.257168 
0.04226348 0.9622186 1.934942 0.03523928 4.154878 3.034748 20.32514 -9.275786 
0.07483985 0.9602367 1.941534 0.02751503 -2.373113 0.9120508 -3.933293 -7.054173 
-0.1141449 1.033166 1.918633 0.03888916 -9.567323 7.039023 8.601059 -1.402492 
0.2537505 0.88614 1.894608 0.05072485 -0.8675729 -1.286055 -1.947132 1.886182 
-0.03510926 0.9989166 1.955702 0.02555914 -13.09876 3.288279 21.86114 -7.162607 
-0.279765 1.108347 1.888313 0.05279418 9.998428 12.58512 -14.72822 4.180746 
0.02498059 0.9640486 1.907351 0.05382451 17.6 9.551887 16.91202 6.472755 
0.06150386 0.96647 1.941083 0.03196345 -2.174806 5.467032 2.277001 -11.75015 
0.1245366 0.927752 1.912802 0.04350244 5.045788 -0.3011898 10.56377 -1.581228 
0.08821628 0.9350216 1.924163 0.03896168 5.437933 -25.75883 3.59855 -13.05397 
0.06925872 0.9571829 1.858786 0.07333247 7.817754 3.302594 -6.02799 -12.7442 
0.1481465 0.9181519 1.950609 0.02334847 4.693512 8.433251 -17.10928 4.461365 
0.2612981 0.8856965 1.971478 0.01959267 -7.160757 3.145529 -2.065407 13.76956 
0.2145192 0.890163 1.92323 0.03917924 -6.898271 -0.5288371 -5.772175 1.309679 
0.02979966 0.9861691 1.906759 0.04819994 4.808904 -1.577956 -3.744594 -3.15894 
-0.1104647 1.04582 1.902141 0.04806054 8.059439 2.079042 -4.209597 -3.644765 
-0.1648202 1.049465 1.949912 0.02628562 19.12351 -2.735016 4.704599 -14.32135 
0.048804 0.9672143 1.899892 0.05404975 1.592341 9.680345 8.298062 14.8593 
0.2167609 0.8980691 1.909413 0.04320082 -13.79538 -20.32342 -0.3391863 -15.2579 
-0.03013161 1.012342 1.925629 0.03578319 10.32606 -6.592767 -14.878 4.901577 
0.1496855 0.9265715 1.974017 0.01226597 5.40666 3.660716 -2.547793 -5.545397 
0.0521982 0.9775121 1.923105 0.03746328 5.644266 -0.2542621 -36.70275 -1.404112 
0.01465466 0.983454 1.964791 0.02546599 6.356687 16.75344 -5.330744 -6.014957 
-0.01143234 0.9876544 1.935856 0.03406633 -12.65867 -10.50845 5.579091 -3.986684 
0.02848162 0.9835411 1.902375 0.04841101 12.94838 11.09733 -5.458626 -2.788535 
0.1078483 0.9262807 1.933408 0.03216482 15.9702 -9.848583 5.867391 5.468384 
-0.01013766 0.9913548 1.858712 0.06894138 5.410211 -0.7161903 -6.766865 1.880447 
-0.0892836 1.024445 1.883821 0.05812593 -9.864188 6.623864 16.94765 9.001583 
-0.1122798 1.044112 1.917809 0.04655681 17.76682 -5.442907 -21.49527 -13.13046 
0.009606739 0.9870413 1.916561 0.04352115 -3.519768 14.91568 -21.41464 6.41909 
-0.09950335 1.033288 1.922232 0.04394482 -11.60937 3.918656 -5.512308 -8.965175 
-0.1000905 1.022879 1.933345 0.03431714 14.88588 -19.01666 1.544149 -11.53595 
0.1044608 0.9483116 1.963146 0.01973116 4.176546 -3.873927 -0.6583839 -4.894424 
-0.1332885 1.028345 1.913676 0.04122994 -10.90091 3.912643 -9.108202 4.280499 
0.07684023 0.9573146 1.893749 0.05849276 3.6394 3.226266 -12.11565 -26.7025 
0.03000599 0.9768898 1.99593 0.008414519 -2.15002 -4.888533 -9.954313 -12.94613 
-0.07373093 1.01794 1.907096 0.04639234 8.822934 -2.187541 4.395331 -15.64623 
-0.2227868 1.081272 1.926756 0.04042479 11.62184 1.067058 -3.500602 18.07161 
0.1045003 0.9216752 1.911752 0.04481918 -9.857038 0.2056369 -33.02196 4.089254 
0.1396769 0.9321164 1.96215 0.02553561 -8.63325 -11.36753 4.882848 -13.08705 
0.196729 0.9035896 1.888593 0.05621292 -2.000132 1.810346 -1.939457 -18.25569 
-0.03996438 0.9987933 1.908266 0.04742912 -23.22803 -9.553017 -0.3846064 1.142404 
0.1973131 0.8992861 1.944227 0.03016831 -1.058291 -6.43038 7.15363 4.945075 
0.05673456 0.9580754 1.994908 0.005197587 0.2681737 0.001906478 -6.223927 11.37695 
0.08769862 0.9604041 1.905669 0.05068642 26.19703 -22.80105 -7.121937 7.309396 
0.02218235 0.975837 1.88034 0.06166373 -2.216293 -0.5489949 3.833845 6.94283 
0.06042911 0.958606 1.950584 0.02867808 -2.375777 1.184088 1.946056 3.871104 
0.1811616 0.9190399 1.969878 0.02192468 0.5622607 -8.270378 -20.08509 -11.97967 
0.05593861 0.9639874 1.958124 0.02914362 -1.956798 -2.499304 -4.612892 4.723267 
0.05738567 0.959115 1.883801 0.05934606 -6.23499 -21.82374 -0.8693217 9.296249 
-0.0009792049 0.9875158 1.893837 0.05080712 -8.475089 -27.04961 -3.776827 3.154979 
0.2795923 0.8722573 1.924503 0.04012151 -4.015343 17.11839 -12.6483 4.741503 
-0.03128444 0.9928036 1.930898 0.03649817 13.63116 17.67461 -3.070145 21.06547 
-0.2212218 1.084493 1.935626 0.03381522 -8.850243 -4.072839 -1.638989 12.67664 
0.02815596 0.9746019 1.899851 0.0508104 1.222961 -1.643961 -2.729803 5.959047 
0.02775975 0.9619533 1.870658 0.06489711 11.14086 -5.747013 -9.724779 5.805173 
-0.1506747 1.062423 1.871771 0.06417504 -6.689478 15.53005 0.71012 -4.512895 
0.04536907 0.9694911 1.945282 0.03081695 5.117658 7.790357 -1.220604 -2.336629 
0.2060896 0.8892329 1.860045 0.07010192 4.360266 -5.100225 0.1163025 -2.571422 
0.008893446 0.9870891 1.880226 0.05740559 -16.41902 13.69552 7.337722 -5.134578 
0.1073837 0.9421424 1.929092 0.04238759 1.196152 5.032759 0.8781678 11.65951 
0.1408744 0.9271972 1.919062 0.04123461 0.2396981 15.00035 6.072353 20.58193 
-0.2535184 1.09265 1.923769 0.03933933 -17.36235 14.74608 -21.31927 1.663131 
0.04444459 0.965653 1.931162 0.03648703 -2.324508 1.496403 0.02223894 -23.04448 
-0.02090436 0.9877158 1.920156 0.04293583 -3.749422 1.454371 -9.817722 -18.0021 
-0.173407 1.064218 1.944117 0.0250833 5.599312 8.398969 -2.40008 3.768571 
0.06494629 0.9551563 1.941085 0.03069223 2.972883 0.8922706 2.693174 -4.236909 
-0.03462999 1.010066 1.97658 0.01720818 -1.940429 2.162963 -10.27026 9.539821 
-0.01863403 1.000246 1.914032 0.04070782 9.491001 -2.404615 -9.50258 15.0046 
-0.06019198 1.016912 1.920838 0.04423978 -13.10006 3.113571 1.481244 8.934682 
-0.02065171 0.9939459 1.93553 0.03758396 0.4359688 4.180523 7.358697 -5.837597 
-0.08682671 0.9997694 1.909272 0.0500218 -5.319953 1.016666 -3.528485 1.89057 
-0.01757781 0.9953845 1.915597 0.04401401 -2.380968 8.699563 12.63727 -1.420678 
0.03126462 0.9658699 1.930287 0.04002652 -3.994288 -18.62831 11.37457 -6.33384 
0.01843411 0.9756718 1.945905 0.02794974 -12.38845 2.421057 -4.63053 6.723633 
0.09461792 0.9343426 1.964014 0.02034034 14.86142 -14.34259 7.205132 14.34431 
