tau2_1 tau2_2 tau2_3 tau2_4 
0.003518989 0.003553928 0.3673007 122.4588 
0.01371378 0.003149784 3071.236 10.17115 
0.01281236 0.002231234 0.1671931 80.62019 
0.006532088 0.002325654 8.718486 118342.2 
0.005122808 0.003174176 2.251681 12586684 
0.02140482 0.00358202 1.076946 15537578 
0.005837467 0.003366544 0.2181365 0.02226829 
0.01655906 0.002818793 368.1521 126448.5 
0.006329329 0.002717619 1.150984 67.48341 
0.01226078 0.002616062 267532.1 2.321994e+12 
0.01274835 0.003134323 27835.75 0.2221709 
0.009081295 0.002663314 0.05607225 4.679046 
0.006327698 0.003253661 20.96877 0.8212722 
0.01277393 0.003471075 0.815128 0.470477 
0.01863704 0.002902989 535430426 0.2240518 
0.01487089 0.002666228 30819180448 1.380974 
0.007155295 0.003495002 0.5348735 0.2042429 
0.01606554 0.003396957 0.6457677 5126454 
0.004646535 0.003063871 1626301 96.06378 
0.006528018 0.005240217 690627793 1186889 
0.008201264 0.002974999 0.09761115 236.7343 
0.02199172 0.003559273 526.0649 0.4874602 
0.01036743 0.003210654 1517.649 0.3087716 
0.003756562 0.002470009 0.1363326 1.404679e+25 
0.00907444 0.002556973 0.746108 1631.217 
0.02690012 0.004709692 633.1472 13.85302 
0.01362745 0.003501378 1.942073e+13 168.0098 
0.006245219 0.003657339 51.52299 1.890864 
0.008463204 0.003316019 16610.74 251.9429 
0.01013049 0.003572754 3.411706e+15 5812286553 
0.017036 0.002761861 2575846 1129.342 
0.01334939 0.003385943 3030112872 480581.6 
0.00791728 0.002500081 0.3588805 2034.416 
0.01243567 0.003008272 0.2667725 0.536063 
0.01345854 0.003766314 7600071 0.06397342 
0.007582942 0.002283487 2050151842 1.151183e+17 
0.01552458 0.00215675 0.1531095 59.77132 
0.02470306 0.00248097 12.3451 6.226963e+13 
0.008177965 0.002261661 4968489310 1609.883 
0.009711751 0.002467545 0.09603301 167295672 
0.01521403 0.00313606 0.05071409 3.700616e+19 
0.009620569 0.002571493 4868.174 1.625015 
0.02410478 0.003480229 2.445698e+16 47062.45 
0.006943354 0.003533674 260191.5 0.08318553 
0.0187754 0.003290794 106.1198 1.133283 
0.01457695 0.002930266 91569.97 1.837116 
0.02286447 0.002796527 0.4418173 0.06743564 
0.01117807 0.003840695 3.965228 477.9041 
0.008013328 0.002527432 0.0620374 17433.83 
0.02110304 0.003367294 2696.992 0.1540205 
0.01231672 0.00265453 2.844523 42.77288 
0.01129772 0.002683119 0.2915561 0.01655581 
0.01313959 0.003253894 1.053379 0.4609456 
0.005272878 0.002154744 0.6608275 1.574816 
0.02152629 0.003847343 7.229798 0.1400538 
0.02185553 0.003579463 6.289755e+14 3003935 
0.01035331 0.00369273 1250.059 31.18292 
0.01812411 0.005093199 4942150 0.8051055 
0.01405737 0.002812657 0.447967 28.22079 
0.01211067 0.00275011 6.522232 19.8946 
0.02046789 0.003426302 84.40287 0.06101612 
0.007912798 0.00366274 1.055084 0.58806 
0.006128655 0.002413326 0.03503791 27.25159 
0.01036197 0.003004261 332.1729 255203.2 
0.008098147 0.002355629 3567481 931702528 
