nu alpha 
2.943885 0.02622101 
8.427761 0.1861395 
14.90279 0.1088994 
3.618863 0.05037942 
5.469463 0.379441 
13.65351 0.09439512 
8.27826 0.1217749 
8.402254 0.423596 
4.701689 0.392254 
6.722681 0.3654048 
9.818214 0.2567067 
11.91695 0.09286892 
5.715963 0.2089555 
29.59 0.04923332 
31.17199 0.05969279 
9.024694 0.4070942 
8.15854 0.4291849 
6.38411 0.2119386 
4.660804 0.3561541 
4.54917 0.09888428 
5.892031 0.2791371 
37.60133 0.09620156 
11.93594 0.1182962 
2.898081 0.294036 
8.219365 0.1864296 
24.76244 0.08563355 
5.343767 0.2547112 
45.4914 0.03476591 
51.1961 0.05080477 
11.04293 0.02872611 
15.01302 0.08817081 
7.529946 0.3118065 
5.878256 0.3069897 
4.277837 0.238596 
4.940632 0.2329866 
2.993888 0.4471842 
5.892121 0.3644484 
13.56858 0.1121236 
4.573514 0.1025556 
5.291109 0.4463992 
45.0297 0.02638438 
6.445626 0.028226 
12.44805 0.3520267 
13.36876 0.2855028 
9.558199 0.04845899 
41.23113 0.04937317 
6.382774 0.4987455 
10.65962 0.3056613 
5.564527 0.1585265 
12.6318 0.06726028 
9.528329 0.1340062 
31.25827 0.146691 
15.1786 0.09077117 
4.926188 0.252937 
21.91567 0.09512907 
16.4434 0.07399335 
112.2284 0.02365766 
45.60107 0.04908439 
16.38735 0.08137496 
14.26 0.1538829 
58.65665 0.02365361 
7.291887 0.2221893 
8.886457 0.4165591 
18.64186 0.05143791 
9.122428 0.1517722 
5.286523 0.2325766 
8.448192 0.351435 
9.128527 0.04968488 
6.622418 0.1369125 
16.02357 0.4273117 
2.731429 0.4813802 
11.96564 0.04119071 
14.01745 0.05826921 
6.166032 0.2298449 
8.254407 0.2129048 
38.39574 0.02422266 
18.86928 0.06809031 
3.980698 0.3368302 
5.308224 0.2622739 
4.494056 0.4282685 
14.28734 0.08880241 
8.534752 0.19946 
6.109497 0.129291 
98.0318 0.04449393 
15.6258 0.2066539 
25.84081 0.05275589 
7.775373 0.2438837 
28.83316 0.04277354 
34.26758 0.07380742 
16.15684 0.07585739 
16.36809 0.08166483 
5.521115 0.3084688 
23.61689 0.07734488 
17.54531 0.02644225 
7.072334 0.2962248 
14.67896 0.06834828 
5.506109 0.315461 
5.189366 0.2076146 
10.86151 0.08036073 
12.49858 0.1344532 
9.511195 0.1169071 
5.020371 0.4492022 
3.735503 0.3698615 
5.324674 0.4041 
4.628002 0.1994484 
5.844988 0.3103107 
5.201735 0.2859292 
8.63038 0.2305947 
36.84722 0.03288961 
4.439621 0.3679018 
12.34615 0.06075175 
51.2301 0.08157374 
16.04582 0.1168678 
37.96726 0.05407483 
5.96438 0.4641427 
3.786139 0.3766491 
4.487413 0.09343858 
25.82332 0.1032883 
38.26792 0.04412547 
11.27142 0.180749 
17.71491 0.1931957 
39.24253 0.03864135 
32.08172 0.03460382 
8.826146 0.4209925 
2.833605 0.2755847 
2.241759 0.3375299 
7.076216 0.1487547 
7.526654 0.2749025 
