"nu" "alpha"
2.94025 0.4217105
3.269055 0.4681916
2.532299 0.2493688
3.187252 0.2676289
3.032899 0.3483619
3.066127 0.2426177
3.071639 0.3744365
2.681399 0.3918193
3.169323 0.1586952
2.426079 0.2781601
2.622684 0.4121731
2.467265 0.2005657
2.66503 0.3084386
3.152536 0.1951238
3.027287 0.2108912
2.918697 0.2017195
3.296984 0.1182157
3.062251 0.426506
3.121772 0.3508395
2.895592 0.1895201
3.379006 0.3480093
3.164002 0.3058443
3.100443 0.3553226
3.017503 0.1876654
3.032638 0.2788499
3.004736 0.2858597
3.081041 0.2226029
2.697118 0.3424499
2.562603 0.1396564
3.215798 0.2743965
2.842931 0.2191693
3.427213 0.4593844
2.705594 0.1253015
2.785479 0.1547479
3.001737 0.4396915
2.428298 0.4718535
3.516989 0.2456558
2.931788 0.3652328
3.225707 0.2993674
2.836794 0.2648489
4.387946 0.0829718
3.959968 0.3115045
2.734094 0.488387
3.244812 0.4377335
3.604624 0.423894
3.571004 0.4706358
3.467496 0.4731289
3.015211 0.2741607
3.608702 0.3677225
2.88948 0.471341
2.561801 0.1626002
3.161201 0.1386474
2.688759 0.09343822
3.047013 0.4886432
3.564122 0.2447102
3.5291 0.1618519
3.097243 0.1616714
3.483768 0.2934174
3.087913 0.3214599
3.639657 0.3868691
3.904544 0.2509588
3.111403 0.1307095
2.616739 0.4000022
2.814351 0.2074197
3.011623 0.1725702
2.508685 0.2586652
2.717331 0.1954631
2.893917 0.227811
2.521848 0.159679
2.896039 0.4577423
3.358465 0.1608775
2.833796 0.4512068
3.411122 0.3261911
3.109926 0.4296937
2.749886 0.3500326
2.918592 0.4488981
2.925909 0.2718325
2.643327 0.3608131
2.92527 0.2054799
2.842731 0.1229182
2.59618 0.1574736
2.694022 0.3438855
2.818427 0.2103824
2.520563 0.3806537
2.957225 0.03145675
2.540123 0.0902666
2.983259 0.1412854
2.867663 0.2582952
2.966862 0.2507317
3.191141 0.3220484
3.417767 0.2875337
3.151837 0.1847233
2.940572 0.4736767
3.292454 0.3603301
2.640147 0.1201852
3.034338 0.3907449
2.868534 0.4948175
2.400297 0.473275
2.54369 0.4033243
3.028951 0.3585857
2.651967 0.2992226
2.496393 0.4671538
3.200236 0.2633435
3.231501 0.136042
3.123235 0.3225765
3.587974 0.1628188
3.081725 0.4941342
2.865301 0.3410832
3.101333 0.1317303
3.339471 0.03735203
3.573338 0.4123952
3.341675 0.4025707
2.764416 0.1436857
2.821229 0.3818281
3.275138 0.1595073
3.102145 0.2111895
2.829977 0.3056088
3.087748 0.2845996
3.241381 0.3232837
2.822918 0.2043191
3.169155 0.3768126
2.954275 0.2103904
3.215692 0.2637066
3.022917 0.435904
2.932008 0.3736156
2.913774 0.4910391
2.740439 0.3817671
3.187604 0.2237277
3.062776 0.3976177
2.423637 0.28535
2.58598 0.4470995
2.799175 0.1088164
2.781833 0.4106281
2.927307 0.3732333
3.524177 0.131484
2.857971 0.3124365
3.59152 0.2100004
2.81343 0.3056449
2.640279 0.3007963
2.835873 0.3950935
3.894725 0.3970514
3.113156 0.4731438
2.899177 0.130397
2.988864 0.3415155
3.374041 0.07917701
2.930763 0.2097139
2.941454 0.3721133
2.997075 0.2915883
3.046743 0.2320686
3.142639 0.4034267
3.320818 0.1086296
3.808522 0.06632508
2.894647 0.05240476
3.05031 0.2374516
2.605151 0.454932
2.520072 0.3877268
2.729438 0.2277256
2.666881 0.4012304
2.567634 0.1036824
2.649246 0.4067308
2.645114 0.1368061
2.871207 0.3535151
2.663328 0.2419313
2.649723 0.3295706
2.680379 0.4590109
2.679931 0.3669136
2.490887 0.2914715
2.565618 0.2717048
2.465031 0.2846556
2.817538 0.3117961
2.794111 0.3447988
2.749752 0.4560861
3.108915 0.1003382
3.148693 0.1347481
3.072399 0.4898424
3.067263 0.3121177
2.803754 0.3270305
3.000233 0.3605563
2.809847 0.2867897
2.730754 0.1147634
2.645837 0.3733158
2.839924 0.2668618
3.470054 0.4552552
3.096356 0.3748343
2.732211 0.4850865
2.726418 0.2517847
2.765065 0.4789724
3.024463 0.2413805
