"p_1" "p_2" "p_3"
0.06324711 0.1815303 0.7552225
0.05375831 0.1692041 0.7770376
0.05406846 0.1413195 0.8046121
0.04888413 0.1704895 0.7806264
0.05537255 0.1523188 0.7923086
0.04893003 0.1797727 0.7712972
0.06881598 0.1638647 0.7673193
0.05652196 0.1740025 0.7694756
0.04747227 0.155936 0.7965917
0.03627786 0.171216 0.7925061
0.05478682 0.1565287 0.7886845
0.07113402 0.1487889 0.7800771
0.05405684 0.1658147 0.7801284
0.04297528 0.1626123 0.7944125
0.04577356 0.1535468 0.8006797
0.04612444 0.1721796 0.781696
0.0483869 0.1769001 0.774713
0.05529487 0.1558652 0.7888399
0.05386719 0.1720752 0.7740576
0.04981505 0.1559577 0.7942272
0.04553867 0.169435 0.7850263
0.05930539 0.1689665 0.7717281
0.04418483 0.1492324 0.8065828
0.06875588 0.1723543 0.7588898
0.05056059 0.160862 0.7885775
0.05617907 0.1527373 0.7910836
0.05152981 0.151589 0.7968812
0.06336196 0.1612941 0.7753439
0.03879208 0.1759759 0.7852321
0.04203296 0.1648591 0.793108
0.05664554 0.1670918 0.7762626
0.04507025 0.1522623 0.8026675
0.04929911 0.1606655 0.7900354
0.03993405 0.1724648 0.7876012
0.0514993 0.1647588 0.7837419
0.06931011 0.1721338 0.7585561
0.0499223 0.1794593 0.7706184
0.05223789 0.1859048 0.7618573
0.04798252 0.1604787 0.7915388
0.04898055 0.1372636 0.8137558
0.05360119 0.1513847 0.7950141
0.05511913 0.1670717 0.7778092
0.05295586 0.1688182 0.778226
0.05391551 0.1883963 0.7576882
0.05568493 0.1647257 0.7795894
0.04098995 0.168285 0.7907251
0.06242902 0.1647038 0.7728672
0.04818609 0.1756797 0.7761343
0.05525987 0.1623573 0.7823828
0.04978555 0.1654514 0.7847631
0.05129039 0.1639354 0.7847743
0.06034868 0.1733211 0.7663302
0.05189297 0.1561949 0.7919122
0.05382334 0.1744396 0.7717371
0.04918213 0.1722698 0.7785481
0.05218391 0.1657203 0.7820958
0.04367577 0.1546524 0.8016719
0.04469814 0.1678646 0.7874373
0.06743775 0.1668194 0.7657428
0.06123452 0.1794985 0.7592669
0.06201477 0.1703155 0.7676697
0.05704319 0.161082 0.7818748
0.05477261 0.1613362 0.7838912
0.05359461 0.1623085 0.7840969
0.04828008 0.1750856 0.7766344
0.05184851 0.1850024 0.7631491
0.05241665 0.1730524 0.7745309
0.04483786 0.1740617 0.7811005
0.06024814 0.1876122 0.7521397
0.04839335 0.1623368 0.7892698
0.04902603 0.1857043 0.7652696
0.04237483 0.16783 0.7897952
0.04635893 0.161054 0.7925871
0.04748685 0.158936 0.7935771
0.05072966 0.159923 0.7893474
0.03811104 0.1645125 0.7973764
0.05921015 0.1643515 0.7764383
0.0508609 0.1438929 0.8052462
0.06316792 0.1688348 0.7679972
0.04868006 0.1224204 0.8288996
0.05950789 0.1668619 0.7736302
0.05848385 0.176297 0.7652192
0.0491356 0.167817 0.7830474
0.05012211 0.1471818 0.8026961
0.05906555 0.169216 0.7717184
0.05678094 0.1530003 0.7902187
0.05725853 0.1517959 0.7909455
0.05301737 0.1524918 0.7944909
0.0495817 0.1755356 0.7748827
0.05920111 0.1606735 0.7801254
0.05872317 0.1824379 0.758839
0.05945552 0.1439325 0.796612
0.06874829 0.1468129 0.7844388
0.05240972 0.1602376 0.7873526
0.05348643 0.1788019 0.7677116
0.0486483 0.1571937 0.794158
0.0504125 0.1612448 0.7883427
0.04887928 0.1649239 0.7861968
0.05914638 0.1385867 0.802267
0.04031887 0.1549638 0.8047174
0.05288261 0.1552102 0.7919072
0.06437622 0.1709084 0.7647154
0.05881217 0.155229 0.7859588
0.04983137 0.155021 0.7951476
0.05253341 0.1675859 0.7798807
0.06785965 0.1426037 0.7895366
0.0472928 0.1616426 0.7910646
0.05209583 0.186081 0.7618232
0.04884964 0.1590167 0.7921337
0.05480073 0.1701304 0.7750689
0.05328968 0.177008 0.7697023
0.05652409 0.1628619 0.780614
0.07090545 0.1530976 0.775997
0.05215063 0.1695 0.7783493
0.0603569 0.1708356 0.7688075
0.0558235 0.1590548 0.7851217
0.05094694 0.1826804 0.7663726
0.04939848 0.1701508 0.7804507
0.05353906 0.186281 0.7601799
0.04290739 0.1949915 0.7621011
0.04658145 0.1620082 0.7914104
0.04728956 0.1715122 0.7811982
0.05555204 0.1825612 0.7618867
0.04337256 0.1765856 0.7800418
0.04521724 0.1705347 0.784248
0.06165825 0.1469225 0.7914192
0.05678857 0.1546517 0.7885597
0.05052112 0.1604871 0.7889918
0.04512506 0.190772 0.7641029
0.05754186 0.1667237 0.7757344
0.04899037 0.1581065 0.7929031
0.04843505 0.1712974 0.7802675
0.05111085 0.1823829 0.7665063
0.05244037 0.1736168 0.7739429
0.05163786 0.1577575 0.7906046
0.04897686 0.1850372 0.765986
0.05380235 0.1970484 0.7491492
0.0639431 0.1669494 0.7691075
0.05968644 0.1602472 0.7800663
0.06296718 0.1686622 0.7683706
0.05241142 0.1499237 0.7976649
0.03983493 0.1628778 0.7972873
0.05785808 0.1414322 0.8007097
0.04666453 0.152221 0.8011145
0.05143021 0.181473 0.7670968
0.05297462 0.1799688 0.7670566
0.04698098 0.1558326 0.7971864
0.05415129 0.1705191 0.7753296
0.04728233 0.1484054 0.8043123
0.05814759 0.1636953 0.7781572
0.04449397 0.1916281 0.7638779
0.04456204 0.1626246 0.7928134
0.06158516 0.1633817 0.7750331
0.05580076 0.1551311 0.7890681
0.06143678 0.1641033 0.7744599
0.06417202 0.1708172 0.7650107
0.04196389 0.1679482 0.7900879
0.05707526 0.1482372 0.7946875
0.06282532 0.1784415 0.7587332
0.05511998 0.1746869 0.7701931
0.05637156 0.1768324 0.766796
0.06833323 0.1666193 0.7650475
0.05533884 0.1625952 0.7820659
0.06536042 0.1485124 0.7861272
0.0522161 0.1590075 0.7887764
0.062944 0.1604516 0.7766044
0.05635511 0.1841895 0.7594554
0.05876383 0.167049 0.7741871
0.04503158 0.1523214 0.8026471
0.04673959 0.1771288 0.7761316
0.0598731 0.1574953 0.7826315
0.06758591 0.148853 0.7835611
0.04867244 0.1652381 0.7860894
0.05215295 0.173454 0.7743931
0.0531271 0.1704103 0.7764626
0.0514234 0.1635407 0.7850359
0.05848088 0.1650134 0.7765057
0.06484481 0.1476335 0.7875217
0.04948055 0.178767 0.7717524
0.04372401 0.154846 0.80143
0.06119074 0.1658563 0.772953
0.05450473 0.1566985 0.7887967
0.05814732 0.1764169 0.7654358
0.05615059 0.1768772 0.7669722
0.05894496 0.1751189 0.7659361
