"Delta_1" "Delta_2" "Delta_3"
-2.777039 -2.489154 0.7854018
-3.04564 -1.908465 0.5543429
-2.836591 -1.845991 1.303693
-2.664735 -1.847096 0.8748638
-2.659687 -1.96792 0.9083199
-2.737006 -2.145386 1.277069
-2.89637 -2.026028 1.119757
-2.703326 -2.157596 1.303325
-2.864481 -2.03874 1.176349
-2.618194 -1.984226 0.9989113
-2.693528 -2.100059 0.8924624
-2.726877 -2.047399 0.6656124
-2.596315 -2.031496 0.9470523
-2.648226 -2.380923 1.064253
-2.773817 -2.380842 0.8485072
-2.804289 -2.193593 0.9779
-2.838955 -2.051048 0.9116113
-2.966703 -2.19014 1.064561
-2.946671 -2.287286 0.6145482
-2.781262 -2.085408 0.9492801
-2.706996 -2.314609 0.7253231
-2.79759 -2.08796 1.430021
-2.737453 -2.096366 1.057715
-3.016327 -2.038599 1.025491
-2.94415 -2.050467 0.9747143
-3.216402 -2.257483 1.194207
-3.092091 -1.857168 1.317286
-2.844846 -1.983472 0.9234869
-2.830123 -2.18296 1.357516
-2.801755 -2.268064 1.358514
-2.902478 -1.990975 1.171014
-2.872398 -1.858109 0.7043452
-3.030629 -1.824732 0.8870928
-2.953436 -1.926068 0.6337102
-2.699247 -1.909799 0.973384
-2.80945 -2.111414 0.709775
-2.850936 -2.259405 0.8745848
-2.915442 -2.342703 1.055844
-2.936258 -2.168263 0.8333712
-2.935419 -2.413784 0.9846175
-2.978394 -2.270891 1.060254
-3.022247 -2.081051 1.097599
-2.950888 -2.358655 1.240301
-3.119985 -2.670352 1.209696
-3.151786 -2.444323 1.067305
-3.129115 -2.364362 1.000988
-3.130504 -2.413374 1.173685
-3.111253 -2.087331 1.067464
-3.089558 -1.948409 0.9753042
-3.074855 -2.057926 0.9842115
-3.060176 -1.986912 1.038163
-3.108915 -1.763326 1.101973
-2.904341 -2.379853 0.8636447
-2.93143 -2.211319 1.100363
-2.890957 -2.230771 1.092853
-2.980708 -2.231275 1.681824
-3.140273 -1.994819 1.1964
-3.126486 -2.180186 0.9284078
-3.269415 -2.331543 1.09486
-3.252648 -2.228715 0.9452041
-3.175507 -2.25451 1.173238
-3.029175 -1.932937 0.9275388
-2.783423 -2.258794 1.16793
-3.060756 -2.30052 1.276403
-3.051203 -2.269904 1.219651
-3.168044 -1.932813 1.018792
-3.252872 -2.120129 0.4177389
-3.29251 -2.251134 0.9786136
-3.208834 -2.433297 0.9608145
-3.145461 -2.25251 1.124918
-3.022068 -2.189932 1.051199
-3.120097 -2.212304 0.9432405
-2.97587 -2.092708 0.7699192
-2.784413 -2.002027 1.114363
-2.842032 -1.956281 1.050677
-2.932305 -2.123852 1.004371
-3.034719 -2.084764 1.06891
-2.942512 -2.00206 0.4511851
-2.704182 -1.861699 0.8556783
-2.682542 -2.224728 0.9252332
-2.764124 -2.055098 1.019284
-2.739107 -1.932138 0.959926
-2.825807 -2.06555 1.04765
-2.817763 -2.145809 1.018342
-2.891994 -2.330087 0.7697144
-2.943941 -2.286134 1.025385
-2.991224 -2.232117 0.8605955
-3.198711 -2.411177 1.045495
-3.106623 -2.043189 1.102323
-2.95782 -1.911959 0.8931529
-2.931143 -2.031252 1.063512
-2.940498 -2.168507 1.192513
-2.973343 -2.062077 0.9552878
-2.986716 -1.839865 1.269712
-2.863127 -1.791894 0.8733358
-2.839679 -2.388009 0.9756093
-2.920671 -2.33103 0.8663171
-3.171339 -2.510989 0.7474792
-3.072878 -2.28408 0.991364
-3.014186 -2.199554 1.014117
-3.075479 -2.047384 0.9518404
-2.877314 -2.080778 0.8243754
-2.959707 -2.307946 0.7195294
-3.044687 -2.087303 1.233822
-3.075036 -2.078467 0.8905055
-3.036302 -2.109972 0.9687112
-2.981548 -2.355325 1.068347
-3.051787 -2.291451 1.096069
-3.204851 -2.005408 0.9095073
-3.188116 -2.584388 1.110452
-3.220779 -2.459916 0.638038
-3.165771 -2.518163 0.9842655
-3.127823 -1.952335 1.014579
-2.991768 -2.101098 0.860908
-2.987796 -2.055162 0.9604042
-2.994356 -2.123396 0.8547438
-2.947 -2.032166 1.046999
-2.966377 -2.497698 0.8083236
-3.07882 -2.271927 0.9362658
-3.070434 -2.472121 0.958623
-2.898989 -2.538125 0.926689
-2.809155 -2.248744 1.002955
-2.80897 -2.265252 0.9612282
-2.680791 -2.264469 0.8199798
-2.716306 -1.971457 1.045585
-2.737157 -2.168883 1.125479
-2.680636 -1.988977 0.9754227
-2.779335 -2.116256 0.8428065
-2.849367 -2.215663 1.018401
-2.896203 -2.095507 0.9440299
-2.981383 -2.317996 1.242927
-2.921086 -2.318999 1.113672
-2.87514 -2.173807 0.9827758
-2.938906 -2.159604 0.8196243
-3.140508 -2.116762 0.9402069
-2.99273 -2.074273 0.5466765
-2.855942 -2.188819 1.192579
-2.76014 -2.336554 1.667663
-2.879101 -2.294934 0.6827416
-3.034143 -2.222981 0.8000725
-3.136926 -2.178753 1.49317
-3.132842 -1.929353 1.40701
-3.179537 -2.204499 0.8686199
-3.292651 -2.290324 0.9750238
-3.233551 -2.18132 1.356989
-3.199301 -2.286097 1.312007
-3.17452 -2.625546 0.7174394
-3.07963 -2.52465 1.042127
-3.10156 -2.340413 1.220364
-2.969069 -2.116141 1.257369
-3.000229 -1.96634 0.8829827
-2.991162 -1.917826 0.9160726
-2.985239 -2.009271 0.6739645
-2.83384 -2.063301 1.181829
-2.83314 -2.062024 0.8619161
-3.033733 -2.053147 1.281591
-2.986673 -1.977249 1.463261
-2.785858 -1.974998 1.322838
-3.021269 -2.291212 1.002275
-2.84859 -2.402817 1.040501
-2.991929 -2.568394 1.188012
-3.142328 -2.481609 0.914255
-3.005345 -2.081529 1.146229
-2.89826 -2.066105 1.098008
-2.999533 -2.098091 1.320081
-2.975555 -2.176841 1.053134
-3.044389 -2.128145 0.821939
-3.036182 -2.242533 1.082874
-3.038082 -2.230876 1.177316
-3.116147 -2.012672 0.6531115
-3.103679 -2.182489 0.6124992
-3.04531 -2.402447 0.9041814
-2.939941 -2.357092 1.224853
-2.898031 -2.252093 1.163301
-3.060872 -2.452565 0.96278
-3.27262 -2.229575 0.6790929
-3.222218 -2.365211 0.8726495
-3.067124 -2.373141 1.064285
-3.129191 -2.677405 0.9970684
-3.135481 -2.271884 0.9874141
-3.202277 -2.271078 0.9296843
-3.374018 -2.283581 0.8556044
-3.43972 -2.245912 1.073166
-3.339685 -1.870336 1.695376
-3.271703 -2.065494 0.9028116
-3.374636 -2.044031 1.344761
-3.205001 -2.085503 1.027309
-3.098826 -1.979127 0.8416041
-3.283963 -2.086804 0.9231907
-3.263571 -2.316102 0.8503153
-3.177379 -2.221922 1.023882
-3.359811 -2.07269 0.7244213
-3.337748 -2.253056 1.082812
-3.179461 -2.229833 0.9046779
-3.128876 -1.987156 0.3708001
-3.08758 -2.157295 0.7251417
-3.102966 -2.12043 1.406281
-3.049159 -2.354954 0.9595132
-3.004554 -2.283301 1.009762
-3.149821 -2.404096 0.7296921
-3.061223 -1.980656 1.257948
-3.046553 -2.192381 0.8795162
-3.03957 -2.304202 1.113129
-2.912254 -2.345673 0.944663
-3.043304 -2.288783 1.00465
-2.969678 -2.256823 1.129138
-3.128427 -2.332652 0.8619454
-3.043324 -2.38032 1.037355
-3.033158 -1.95688 0.8377806
-3.025731 -2.045105 1.177097
-3.169722 -1.968351 1.111392
-3.004249 -2.297576 1.390756
-3.075776 -2.164769 1.368685
-3.163851 -1.930628 1.083472
-3.150474 -2.36145 1.051546
-3.10859 -2.147901 1.167284
-3.244485 -2.358345 1.318107
-3.367602 -2.572223 1.140536
-3.34639 -2.382365 1.028373
-3.032979 -2.064566 0.8685989
-3.125722 -2.049873 0.8851764
-3.040903 -2.054627 0.8824232
-2.968811 -2.164049 0.8142132
-3.14244 -2.140209 0.8199864
-2.835784 -2.229423 1.036235
-3.006169 -1.828989 0.9743871
-3.087059 -2.14405 1.066184
-2.98107 -2.217673 0.7037519
-2.95617 -2.213589 0.9705593
-2.836254 -2.015394 1.154978
-3.035383 -1.980531 0.4495163
-3.249667 -2.395597 0.8695696
-3.113578 -2.257729 0.6285535
-3.080459 -2.277051 1.01542
-3.106849 -2.027635 0.6040539
-3.074315 -2.086927 0.6708378
-3.051735 -2.115773 0.776382
-3.07837 -2.066241 1.260293
-3.131492 -2.138838 1.163736
-3.241662 -2.435123 0.9002892
-3.142786 -2.40071 1.217529
-3.040081 -2.329093 0.9816881
-2.974805 -2.440024 1.053949
-3.0067 -2.234259 0.8966564
-2.977452 -2.241247 0.6451673
-3.124701 -2.352413 1.173397
-3.087453 -2.010599 0.7901091
-3.059506 -2.047827 1.332293
-3.091886 -2.429544 1.061247
-2.998982 -2.316838 1.019173
-2.987774 -2.175244 1.198958
-3.160287 -2.130366 1.028645
-3.112973 -2.390663 1.262564
-3.315479 -2.23621 1.029946
-3.234738 -2.272972 0.5933298
-3.260621 -2.112481 0.9108285
-3.317254 -2.206246 1.128587
-3.235972 -2.190093 1.043218
-3.128488 -2.001344 1.171453
-3.133354 -1.683017 0.856661
-3.006665 -1.864293 1.024787
-3.086197 -1.881141 0.8894661
-3.036271 -1.78353 0.7469237
-2.928939 -1.868115 0.9604189
-2.820199 -2.514811 0.909286
-2.814996 -2.28946 1.293872
-2.818705 -2.191734 1.149103
-2.888678 -2.325471 1.18427
-3.0332 -2.329019 1.105915
-2.968257 -2.147832 1.050683
-2.988659 -2.300888 1.017449
-2.927145 -2.020267 0.9727824
