"Delta_1" "Delta_2"
0.9060989 -5.509245
0.9432818 -5.62305
0.9401318 -5.325269
0.9614354 -5.780752
0.9872802 -6.160799
0.9592174 -5.824457
0.9582859 -5.055602
1.037584 -5.031786
1.050147 -5.498574
1.04016 -5.298751
1.017128 -5.267376
1.026552 -6.105803
0.9934962 -5.944033
0.9756471 -5.975399
0.9757044 -5.958374
0.997784 -5.824463
1.013956 -5.579826
0.9648914 -5.140634
0.9551228 -5.184188
0.948171 -5.274548
1.015091 -5.415033
0.991912 -5.205838
0.9798271 -4.503782
1.008201 -4.718686
0.9659348 -4.195859
0.9563565 -4.554776
0.9601689 -4.807141
0.9875952 -4.631992
0.9692158 -3.767006
0.9861018 -4.069631
0.9766144 -3.726448
0.9323526 -3.750124
0.9257055 -4.142302
0.9758801 -4.448306
0.9547438 -4.702617
0.9594469 -4.398178
0.9282386 -4.414285
0.9126699 -4.076663
0.9679981 -4.062824
1.04069 -4.526295
1.063425 -5.142275
1.063017 -6.184018
1.05497 -6.041061
1.001282 -5.452181
0.9820736 -4.834774
0.9739182 -4.559785
0.9271051 -5.097156
1.011917 -4.891054
0.9762591 -4.5278
0.9900861 -4.522601
1.000112 -4.633779
0.9610986 -4.999236
0.9815971 -4.979946
0.9551739 -5.074111
0.9953693 -5.555988
1.014214 -6.352614
1.024423 -5.911085
1.025422 -6.294485
0.920214 -5.478775
0.9749815 -4.970147
0.9903079 -5.327135
0.983075 -5.31154
0.9679027 -5.601764
0.9755404 -5.204898
0.9959734 -5.057065
0.9937682 -5.035847
0.973052 -5.202241
1.010052 -5.595022
1.029511 -5.871602
0.9699967 -5.290311
0.978924 -4.976481
0.9557306 -5.018863
0.9527784 -5.504576
0.9867701 -5.333212
0.984841 -5.349197
0.9850991 -5.673136
1.033296 -6.313049
1.030615 -5.955081
1.004603 -6.287918
0.9861123 -5.932147
1.001563 -6.376166
0.9864489 -5.80459
0.9603407 -6.0209
0.937669 -5.161586
0.965009 -5.615835
1.007401 -5.632012
0.9713741 -5.659755
0.9461252 -5.54165
1.005347 -5.38991
0.9906409 -4.989974
1.007052 -5.234939
0.9366224 -5.246369
0.9683962 -5.139686
0.9939663 -4.862283
0.9349074 -5.026874
0.9136512 -4.933213
0.9499783 -5.0003
0.9143579 -4.803582
0.9178994 -4.154344
0.908485 -4.274068
0.9370119 -4.469092
0.9554805 -4.268409
0.9498306 -4.268219
0.9319188 -4.247964
0.9356696 -4.670981
0.962192 -4.746817
0.9485608 -3.896638
0.9393296 -3.683781
0.9676121 -4.149474
0.937435 -3.852692
0.9841338 -4.242954
0.9607512 -4.347174
0.9740057 -4.134278
0.9113894 -3.835969
0.9167628 -4.058775
0.9012679 -4.033055
0.9080992 -3.776224
0.8958025 -3.815057
0.8926971 -3.901616
0.9499341 -4.2285
0.9603348 -4.293336
0.9448636 -4.560645
0.9883994 -4.513079
0.9849326 -4.56441
1.026213 -4.790779
1.009319 -5.273423
0.9940295 -4.707029
1.012451 -4.54038
0.9476848 -4.707134
0.9609764 -4.489902
0.9609746 -5.024377
0.9415312 -4.068953
0.8992232 -3.83341
0.8960706 -4.05895
0.8951547 -4.208879
0.8952605 -4.068896
0.87906 -4.944317
0.9020179 -4.951653
0.9072581 -4.921256
0.9410497 -4.95917
0.9433672 -4.578147
0.9856204 -4.874118
0.9779049 -4.732839
0.9701383 -4.797744
0.9561948 -4.889197
0.9758067 -4.722239
0.9938541 -5.304214
0.9794002 -6.416299
1.029979 -5.70186
1.00897 -4.982376
1.01728 -4.615358
1.026635 -5.029143
1.032708 -5.119316
1.097141 -4.872845
1.102306 -5.176973
1.047612 -5.110335
0.9745854 -4.507269
0.9465062 -5.011915
0.9586746 -4.695573
1.008122 -4.989789
1.041068 -4.839846
0.9341606 -5.268654
0.9311685 -4.604329
0.9257008 -4.798646
0.9527039 -5.104799
0.942893 -5.070256
0.9578527 -4.588235
0.9106285 -4.514434
0.922556 -4.997286
0.9641216 -4.990658
0.9461893 -4.778292
0.919131 -4.512141
0.9310323 -4.518376
0.9370812 -4.838549
0.8985607 -4.108847
0.8924197 -3.829174
0.9377443 -4.595361
0.9319133 -4.72105
0.9269971 -4.547223
0.9584128 -4.652758
0.9788821 -5.064709
0.9347967 -5.12583
0.9318514 -4.849564
0.9379955 -4.936536
0.9269853 -4.907927
0.9480389 -4.954104
0.9360833 -4.486541
0.9753503 -3.724921
0.973252 -3.70908
0.8924381 -3.945222
