"nu" "alpha"
2.103575 0.2060293
1.848737 0.2188904
2.401262 0.3282897
2.257601 0.0789595
2.001524 0.2697099
2.560669 0.2148803
1.434677 0.1651123
3.016815 0.2630103
3.098456 0.09515544
3.258357 0.4078486
1.995264 0.3353548
1.349983 0.2094014
1.687474 0.3049788
2.218301 0.4913382
2.142204 0.2907067
2.18812 0.2051218
2.549973 0.3386486
2.524378 0.3611895
3.624572 0.4435009
2.853454 0.08488005
3.831302 0.2716856
2.964225 0.4249201
3.633754 0.16864
3.95502 0.3617614
3.548551 0.3150237
1.952791 0.4595116
2.299703 0.4757427
2.187476 0.2493344
3.062755 0.1844806
2.070681 0.2185587
2.236706 0.1615479
5.374531 0.1650942
2.118421 0.1925641
1.675978 0.3220355
1.67914 0.3876119
2.284811 0.427203
2.745537 0.04463447
2.681647 0.3504441
6.052805 0.392857
3.912052 0.3981395
1.588919 0.2979526
4.572624 0.1843148
2.80764 0.1324309
3.017601 0.3706182
1.930754 0.2970719
3.760266 0.2868688
1.89513 0.2675998
4.389889 0.4379197
2.268694 0.3210697
2.466998 0.3099965
3.312629 0.2666354
2.926478 0.4886937
4.282044 0.3430973
4.945731 0.4115965
3.717689 0.1158492
3.72283 0.2896506
5.741071 0.2052419
3.011199 0.198562
2.553635 0.4874703
5.419953 0.1191636
1.638192 0.06688965
2.165035 0.3731029
1.444621 0.4978593
2.45928 0.1713737
1.752381 0.2342894
2.037896 0.1909053
5.005345 0.3657392
4.711136 0.2262849
3.549908 0.358656
1.928724 0.4707645
2.124658 0.4108438
2.709926 0.1272552
1.996588 0.2779934
1.70076 0.2650383
1.427012 0.4201645
2.684704 0.1417198
2.95554 0.3791466
2.333603 0.2429695
5.042449 0.100642
4.484443 0.1386641
2.727156 0.4663889
4.214289 0.4097257
2.724231 0.1727296
1.410073 0.2216726
2.075754 0.4864962
2.988193 0.1862546
4.056404 0.4142008
2.437879 0.4696638
4.535944 0.1755327
3.285142 0.4383947
2.834342 0.3736295
1.575107 0.2237909
2.22128 0.4476622
1.434094 0.4666458
3.223547 0.2652154
2.497912 0.3617011
4.666938 0.2609519
2.407882 0.1588217
1.398735 0.0690649
2.053215 0.4727058
2.603252 0.4008167
2.620577 0.2580125
2.296044 0.4548721
7.366206 0.202342
2.689114 0.4545109
2.747149 0.4387278
2.253342 0.2271178
2.027122 0.2833475
2.068697 0.3915208
3.254874 0.2747929
1.636352 0.4055836
2.264014 0.3880115
2.160256 0.3254872
4.689625 0.4198283
2.463858 0.4620231
2.952815 0.2591087
2.610055 0.03651827
2.285728 0.2394145
1.857917 0.05463412
2.846605 0.2804599
3.515832 0.3444813
2.46086 0.1328114
3.74843 0.2554621
2.851452 0.2994718
2.755847 0.1046758
3.082588 0.3288514
2.042313 0.05062956
2.94319 0.2241481
2.902731 0.06328463
2.062019 0.1502913
1.558882 0.2909313
1.920402 0.4955696
1.955305 0.3143452
2.06864 0.2821041
1.574192 0.4547757
2.180986 0.2304271
5.946127 0.1479318
4.750241 0.1457006
2.761517 0.4268124
2.292472 0.2526573
2.39068 0.4295549
2.561134 0.3107597
2.185799 0.3915581
1.842076 0.2487236
2.392589 0.12981
3.95429 0.4259329
4.569787 0.2646939
7.470183 0.3043402
2.111939 0.2590546
2.087397 0.3315081
2.655936 0.1684554
4.458487 0.3331607
1.804084 0.1105375
1.917032 0.2340629
1.758801 0.1703268
1.596897 0.1777348
1.844917 0.1860595
2.871213 0.2492166
2.969476 0.2438149
3.042153 0.3600274
2.926493 0.2767562
3.237304 0.112478
2.125186 0.4659979
2.571219 0.3213504
1.813481 0.4173789
2.268446 0.1232496
3.0233 0.359161
2.179398 0.03000578
1.515954 0.3978205
2.004396 0.1315683
1.802623 0.4405546
1.697798 0.1844342
1.91798 0.3048998
2.754829 0.2489453
2.350586 0.4361912
3.987381 0.04614186
3.49415 0.2026627
3.132301 0.08931852
2.24301 0.1573706
2.693486 0.4428177
1.960301 0.1085185
2.806295 0.1876361
4.313433 0.4209731
3.443718 0.2414289
4.13653 0.1549465
2.140447 0.4328035
3.071331 0.2480579
1.973281 0.4044807
1.755499 0.3987992
2.361307 0.1313056
2.540442 0.4009945
2.331057 0.07519504
2.092739 0.4346427
2.338107 0.2096194
3.029792 0.3691142
3.360176 0.2850431
2.759225 0.3701928
3.105952 0.4285607
3.699677 0.2607439
3.840713 0.136014
2.214264 0.1154087
4.134258 0.1713535
1.917535 0.3641971
3.691435 0.4765105
2.779886 0.4044962
1.626934 0.2767177
1.968495 0.3854519
2.458152 0.05132112
1.983646 0.3061865
2.221694 0.4442775
2.855724 0.2151026
1.874824 0.2990219
2.126063 0.40642
1.967008 0.1767978
4.370078 0.0917049
2.443051 0.2740093
2.101854 0.3810305
2.924612 0.09932252
2.13197 0.4508013
3.364013 0.1981073
2.308496 0.08969961
2.9753 0.1097039
4.443172 0.4264534
4.093886 0.2594478
3.091721 0.3717519
3.931175 0.1313355
3.51711 0.3174933
4.503309 0.3034563
2.994987 0.07865692
2.166761 0.1408363
1.081016 0.4600368
2.032494 0.3285911
1.713677 0.4942565
1.998998 0.4746481
2.11151 0.1491469
2.158189 0.2364534
1.633461 0.3619838
4.449196 0.2550471
1.779584 0.09650322
2.570958 0.4599798
2.641264 0.2248029
3.473835 0.3264502
2.163755 0.2234926
1.471324 0.4360864
2.763548 0.3100077
2.775215 0.4957357
1.698092 0.08714229
2.58544 0.2223209
2.094956 0.1964231
1.70489 0.320199
1.583192 0.3859747
1.820906 0.341973
2.060812 0.4962456
1.074044 0.4235981
2.028699 0.2011944
2.548976 0.4327251
3.961016 0.2906855
2.309969 0.2459476
3.764491 0.3443588
2.724134 0.0942462
3.365532 0.3066849
3.756295 0.1541915
6.695058 0.2513375
1.405976 0.3226075
3.171369 0.2240233
2.582068 0.4901703
1.646598 0.4514274
1.89451 0.1956848
2.387444 0.2798681
2.853139 0.3226909
1.808662 0.1655449
1.35396 0.2584706
2.063445 0.2647805
3.528338 0.1911087
