"Delta_1" "Delta_2" "Delta_3"
-2.213647 -2.97023 1.05467
-2.169118 1.323993 1.041001
-1.996604 -1.179458 1.103573
-2.095299 -0.7626051 1.100842
-1.639615 -3.08943 1.056938
-2.125298 -2.750913 0.977944
-2.176685 -1.634824 1.015448
-2.01065 -2.130403 0.9887538
-2.014181 -0.9959858 0.9858303
-1.936035 -2.04693 0.9501327
-2.38412 0.5646475 0.8972164
-2.447624 -0.8393787 0.9325095
-2.181942 -1.534588 0.9305948
-2.676113 -1.413386 0.89079
-2.667601 -0.6904547 0.9650105
-2.355728 0.3214919 0.9606169
-1.939807 -1.813155 0.9024958
-2.13982 0.5481785 0.9336672
-1.960011 -2.245367 0.9871165
-2.376449 -1.093324 1.012853
-2.246558 -3.257561 1.029311
-2.581957 -3.061271 1.021277
-2.610012 -3.361994 1.031598
-2.357536 -4.814325 1.031845
-2.128011 -3.435779 1.050392
-1.98108 -1.749191 1.021751
-2.274251 -0.8058555 1.03861
-2.504802 -1.539501 1.046942
-2.370511 1.874694 1.053807
-2.190533 -0.8553675 1.02888
-2.922132 -0.9084514 1.070583
-2.609149 -0.3737612 1.025055
-2.440065 -1.128598 0.9982667
-2.354232 -2.985317 1.058821
-2.578032 -0.04071402 1.037797
-2.265184 -2.647309 1.03374
-1.914687 -2.651219 1.067272
-1.867017 -2.93679 1.019153
-2.243803 -3.139748 1.08414
-2.092009 -1.523132 1.037147
-2.03845 0.4027064 1.004034
-1.804037 1.248801 0.9937761
-1.895779 -1.310293 1.004249
-1.914534 -0.1510523 1.020687
-1.787514 1.030792 1.017232
-1.725269 -2.263577 1.025908
-1.90295 1.518376 1.027857
-1.925674 -1.927887 0.9981782
-2.464424 0.013974 0.9803489
-1.846799 -1.408833 0.9733657
-2.030056 -2.623762 1.042571
-1.983805 -2.584923 1.051715
-2.435437 -3.060167 0.9971497
-2.165179 -0.4941067 1.02367
-2.007642 -2.42375 1.01083
-1.960896 -1.26186 0.9981026
-2.169699 -3.924504 0.9452376
-1.993906 -1.873082 0.9394837
-1.253604 -1.42551 0.9343586
-2.156196 -1.857582 0.9336606
-2.078124 -2.608532 0.968025
-1.89772 0.2918206 1.008949
-1.993774 -3.11336 1.046303
-1.617312 2.623529 0.9982746
-2.269402 -1.580256 1.028737
-2.167136 -2.065807 1.054731
-1.963048 -3.972145 1.066687
-2.022205 -2.210869 1.072394
-1.661802 -0.7085078 1.068711
-2.028063 -2.914118 1.010647
-2.038464 -3.08301 1.044659
-2.043102 -0.9856443 1.055056
-2.042892 1.241815 0.9947934
-1.90283 -1.980866 1.0147
-1.864709 0.6852466 1.064752
-2.229527 -2.411795 1.072432
-2.204024 1.570977 1.039233
-1.68798 -2.606303 1.08547
-1.739756 4.038378 1.083396
-2.232253 -1.368475 1.037456
-2.398308 -1.900613 1.037645
-2.13162 -1.267558 1.099076
-2.089544 -0.8200091 1.056291
-2.271051 -2.569349 1.076776
-2.286996 -2.311178 1.106005
-2.206146 -0.2626655 1.080594
-2.564713 -0.9796613 1.105485
-2.636102 -1.517243 1.006778
-2.323844 3.610294 1.111899
-2.515791 -0.1316602 1.011718
-2.1815 -1.359538 1.057943
-1.829154 3.066695 1.032868
-2.14935 0.1801087 1.03871
-1.86359 -0.1044521 1.033903
-1.547581 0.5433661 1.084767
-2.318225 -1.963013 1.079242
-1.795209 0.5838679 1.051114
-1.887548 -1.184501 1.046881
-1.932758 -0.4668101 1.04569
-1.931588 -0.7380955 1.05074
-2.470584 -1.049941 1.02785
-1.992008 -0.2854184 1.116558
-1.993036 -3.148924 1.097956
-1.878297 -0.1114042 1.055189
-2.141416 -1.61759 1.075457
-2.191456 -0.1671814 1.046755
-2.380283 -1.415007 1.048004
-2.165918 -2.259536 1.01641
-2.381067 -2.589162 1.054977
-2.276665 -1.607819 1.094322
-1.954415 -2.0923 1.16095
-2.313693 -1.72648 1.047724
-1.948256 -0.2650652 1.097988
-2.10835 -2.06743 1.050805
-2.224427 -2.922767 1.077468
-1.765731 -1.725616 1.083611
-2.155795 1.887669 1.110199
-1.764635 -1.300463 1.034885
-1.995878 1.985027 1.0162
-2.123113 -2.590399 1.084898
-2.090919 -2.764758 1.016253
-1.872995 -0.8438999 1.076029
-2.089902 -0.2008014 1.043204
-1.966106 -0.05506401 1.03221
-1.911065 -2.622577 1.043773
-1.553184 -0.7404648 0.9850378
-1.660244 4.286345 1.03686
-1.984014 -2.357982 1.015462
-1.950083 -1.398675 0.9897701
-1.936855 -2.369589 0.9534743
-1.991953 -1.974886 0.9783697
-1.779571 -2.572984 0.9732239
-1.890768 -0.01179329 1.024877
-1.841327 -2.643707 1.010719
-1.953582 0.585924 0.9773931
-2.030699 -2.804003 0.987392
-2.052305 -2.252757 1.007091
-2.17295 -1.574912 0.9768112
