"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-10.18489 -5.003696 -25.77097 -4.563458 0.04715492 3.980224
-10.2609 -4.97615 -24.1007 -5.123703 0.0161648 3.974828
-9.941575 -5.055265 -23.87365 -4.710026 0.02719055 4.007089
-10.07912 -4.965651 -24.17591 -4.960474 0.03756596 4.002939
-9.995661 -5.166256 -25.73049 -4.488634 0.1344802 3.987836
-10.13711 -5.070034 -25.5223 -4.501248 0.004687183 4.006753
-10.36957 -5.050777 -24.56796 -4.436498 0.02594754 3.989703
-10.19451 -5.073389 -24.47394 -3.670545 -0.03015597 3.986549
-10.02053 -5.165547 -24.3503 -4.65778 -0.09890663 3.950948
-10.09418 -5.009765 -24.73409 -4.447366 -0.05045883 3.962733
-10.80725 -5.135156 -24.75581 -4.943358 -0.006051652 3.98594
-10.83592 -5.197861 -24.30079 -4.610683 -0.03669982 3.975612
-10.2061 -5.096398 -24.05848 -5.207339 -0.1149648 3.972798
-10.93357 -5.056821 -24.46559 -5.392578 0.03720117 3.961896
-10.75461 -5.013654 -25.72392 -4.038628 -0.06760756 4.003741
-10.4574 -4.925225 -24.53078 -4.449438 -0.09791985 4.000405
-10.3079 -5.110218 -25.25099 -4.338426 -0.02445422 3.992477
-10.31195 -5.172447 -24.95368 -5.022775 0.005477179 3.984756
-10.35157 -5.138402 -24.73758 -3.875591 0.08257406 3.972837
-10.44947 -5.178746 -25.10986 -3.880704 0.01573752 3.957028
-10.43229 -5.043464 -25.0241 -4.447254 0.02173507 3.963378
-10.70963 -5.071286 -25.0481 -5.001834 -0.0161142 3.981712
-10.41609 -5.148494 -25.09838 -4.451758 -0.03887308 4.004282
-10.38691 -4.90806 -25.74625 -5.158941 -0.04349851 3.977397
-9.984392 -4.977377 -25.45729 -5.714692 -0.07474567 3.966398
-10.18207 -4.993655 -24.60752 -4.652717 -0.02148642 3.984745
-10.20749 -4.806478 -23.88726 -4.653677 -0.03809277 3.977867
-10.54863 -4.871782 -24.74457 -4.411939 0.01624949 3.968177
-10.64785 -5.078281 -24.51965 -3.496333 0.0758237 3.986057
-10.18632 -4.960462 -23.25599 -5.150825 0.01459801 3.954289
-11.01558 -4.90606 -25.1106 -4.579932 0.1213454 3.987161
-10.37623 -4.973634 -24.17528 -5.166431 -0.08160859 3.99261
