"res" "LCI" "UCI"
-3.153762219819 -3.44732173242954 -2.87786214536224
-2.91751726433027 -3.1861797082842 -2.66507102815959
-2.72587664164011 -2.98455883968763 -2.48526064836058
-2.660979557145 -2.90443315822829 -2.43110039899914
-2.57899295689129 -2.81612193869506 -2.35624375503322
-2.52676247093753 -2.75469454993528 -2.31199739774567
-2.49778914396143 -2.72110294314352 -2.28564672090677
-2.48847198069438 -2.71171094638871 -2.277793739417
-2.46754917459944 -2.68751500978725 -2.2588123628756
-2.43368850284075 -2.65487939601871 -2.22422245334092
-2.40120797223422 -2.62494704591962 -2.19334835000425
-2.36281976804909 -2.58617999100763 -2.16178091946732
-2.31537882192552 -2.52393812314335 -2.12240818476895
-2.27589560024158 -2.4856588180727 -2.07637323434338
-2.23954793837698 -2.44476175683519 -2.04536582261357
-2.20948624886313 -2.40446895416466 -2.026084784865
-2.18982406324428 -2.38847782850383 -2.0056370111791
-2.16330050082272 -2.35254678642298 -1.98394329777757
-2.12890138170557 -2.32058730787445 -1.94946963280952
-2.09655005984822 -2.28160095302446 -1.92273798584903
-2.08158588275361 -2.2614315737689 -1.91012456996062
-2.05767222761186 -2.23590900914176 -1.88799034286802
-2.04085383249831 -2.21527842020034 -1.87140331997556
-2.01646844192647 -2.18675842450901 -1.85040858984727
-2.00443089113738 -2.17478833100751 -1.83788151893062
-1.98899196045527 -2.16034462973557 -1.82490570192865
-1.96037256812604 -2.12659216166582 -1.79702880385359
-1.92193932304743 -2.08555472023665 -1.76099613913182
-1.88113818148989 -2.03936457650599 -1.72963977044271
-1.86383503295669 -2.0165702342628 -1.71312886138999
-1.84125901732313 -1.99290825409444 -1.68961722833469
-1.83147405442751 -1.9818539799085 -1.68239040545871
-1.81224406054228 -1.96106891655283 -1.66455865970737
-1.79552416910104 -1.94413705136212 -1.6509839724367
-1.78132015807513 -1.92513044585528 -1.63814155252461
-1.76909973973744 -1.91151410326238 -1.6294584597862
-1.76207655590213 -1.90287414562554 -1.62445709470076
-1.75273188043227 -1.89072456988652 -1.61734785448892
-1.74583001041444 -1.88310201437533 -1.6117915311028
-1.74053293899524 -1.8771193723273 -1.60645152990536
-1.73484516051844 -1.87182645318055 -1.60051484172467
-1.7244593233325 -1.86274363495655 -1.59026124757865
-1.7196692957051 -1.85747356635213 -1.58588148058707
-1.71558490287794 -1.85355312598318 -1.58190827880804
-1.71066624497043 -1.84814662053028 -1.57646805364314
-1.70629955928632 -1.84366855729232 -1.57329257881008
-1.70245905458572 -1.8407892538467 -1.56986921924099
-1.69681547026447 -1.83354303027458 -1.56551484765884
-1.6924881514975 -1.83118540028082 -1.56200966301937
-1.68388265679106 -1.8210561262609 -1.5538013546242
-1.67177522860838 -1.80785824296023 -1.54432752817928
-1.6515142067786 -1.78490670732115 -1.52199872159
-1.63592724287693 -1.76798680032631 -1.50949253534766
-1.62584297289051 -1.75696162080092 -1.49942854360006
-1.60312698788823 -1.73017956838224 -1.47761870685198
-1.57830681776907 -1.70343938939423 -1.45680031616969
-1.55679354840075 -1.67934274756321 -1.43531837187393
-1.55609978096905 -1.67832781244747 -1.43468735114252
-1.54490326683783 -1.66492048293027 -1.42510234462951
-1.52548479756403 -1.64368612388259 -1.40772065096853
-1.5186175832047 -1.63608766870213 -1.40160783555022
-1.50825933178313 -1.62412925817297 -1.39260840711398
-1.50444882499027 -1.61995662626637 -1.3887153536509
-1.4942026310252 -1.60900978000929 -1.37986824310175
-1.4876948604582 -1.60203767074131 -1.37427297795653
-1.48432323299675 -1.59823931700667 -1.3716400386324
-1.48073303353205 -1.59424039934213 -1.36745427514945
-1.47651783946394 -1.58945068206785 -1.36447856862575
-1.4700106089345 -1.5827903765906 -1.35906472250926
-1.45969412217376 -1.57242104452035 -1.34924171179981
-1.44324967205111 -1.55556718367662 -1.3335435278382
-1.43819244941844 -1.54941790632646 -1.32816857854397
-1.43324230075579 -1.54339877496353 -1.32455150632505
-1.43084050961782 -1.54087902378368 -1.32095183399606
-1.4278843975404 -1.5380227006359 -1.31852195245594
-1.42486927050204 -1.53583406307904 -1.3155259065688
-1.42284800660565 -1.53341899438247 -1.31386152076685
-1.42041158041563 -1.53110567277835 -1.3123479457172
-1.41639343280652 -1.52578960094569 -1.30876811316863
-1.41329055925109 -1.52300425119522 -1.30593900146688
-1.40870845394633 -1.51761650329714 -1.30158924773255
-1.40588134816438 -1.51532134076206 -1.29920696572482
-1.40360839621432 -1.51331944143151 -1.29653429263335
-1.40094876455215 -1.51094362776088 -1.29443149622405
-1.39922331144549 -1.50916739957531 -1.29276255132468
-1.39609252357783 -1.50548814216075 -1.28944615207882
-1.39262368987834 -1.50102651786152 -1.28670384415766
-1.38560309632724 -1.49320558995104 -1.28070566885077
-1.38068546064389 -1.48811500009833 -1.27499390120352
-1.36873074734149 -1.47626839562943 -1.26380515635712
-1.36231341847721 -1.46936661030824 -1.25801276994413
-1.34630107478244 -1.45407246507688 -1.24177766997136
-1.34211869604946 -1.44974998948428 -1.239407101772
-1.33671523468985 -1.44311060508165 -1.23446060594543
-1.33072391904779 -1.43640911589451 -1.22867700369024
-1.32780873767151 -1.43365757261231 -1.22605178973646
-1.32282426259385 -1.42706494029977 -1.2204833731904
-1.31888501465534 -1.42200994230033 -1.21773667366447
-1.31334631809496 -1.41622946057137 -1.2121411899391
-1.30767276619304 -1.40972506967473 -1.2056079056883
-1.30112894640464 -1.40405328143045 -1.2012655246163
-1.29423286216563 -1.39554656030335 -1.19652690107918
-1.28779229170645 -1.39100409134293 -1.1890156942927
-1.28163192886683 -1.38286321068101 -1.18384959641397
-1.27506870610676 -1.3770229539674 -1.17686682684178
-1.27059850398456 -1.37191891085059 -1.1729052419857
-1.26678856315244 -1.36809285450694 -1.16929799939952
-1.26212450275863 -1.36364116605145 -1.16399044754142
-1.25812900753901 -1.35906257236217 -1.16079681595776
-1.25401609604775 -1.35421529791791 -1.15657874076734
-1.24984916085595 -1.35037760774356 -1.15378116606068
-1.2437895817285 -1.3438755874846 -1.14914374512096
-1.23897801834481 -1.33943068875405 -1.1440432537784
-1.23250401821246 -1.33197166905307 -1.13597600710634
-1.22767659950482 -1.32720964537804 -1.13199255140846
-1.22302893918963 -1.32281073586458 -1.12826746244315
-1.21822920841556 -1.31795746105307 -1.1233598786129
-1.21254204000255 -1.31194634092398 -1.117302635968
-1.20823412405183 -1.30698862397151 -1.11393474591483
-1.20273213944231 -1.30069084916924 -1.10925459305826
-1.19741544543208 -1.29552009156643 -1.10383893702304
-1.19285613126929 -1.2899080012293 -1.09930017357292
-1.1879596675848 -1.2840295054802 -1.09509826635541
-1.18298401563054 -1.2788252284544 -1.09088671117393
-1.17674249510496 -1.27303445812066 -1.08458211216553
-1.17093230916702 -1.26696941656559 -1.07877306603072
-1.16510475155337 -1.26076786358157 -1.07430812070702
-1.15928025659497 -1.25377446010685 -1.0647349917386
-1.15317386133406 -1.24832844840417 -1.05956079886235
-1.14715846031704 -1.24220824049883 -1.05532152263216
-1.14092771421691 -1.23571270620965 -1.05051097338722
-1.13432674701282 -1.2289664250896 -1.04492247184283
-1.12841832693042 -1.22252062305632 -1.03829688047653
-1.12363218015563 -1.21644260737228 -1.03348375420553
-1.11913064000301 -1.21069587356694 -1.03018112432385
-1.11415335347323 -1.20581172503939 -1.02394552855331
-1.10963866533384 -1.20160755818158 -1.0202387745855
-1.10360751952995 -1.19589445139776 -1.01486165215099
-1.09853568907751 -1.19071425613173 -1.00991306237307
-1.09397245049704 -1.1867314327431 -1.00624767444247
-1.08899336430212 -1.18065559862901 -1.00175358657874
-1.0849214818653 -1.17566178815812 -0.997750085494535
-1.08002892256 -1.17149844547467 -0.992277359032821
-1.07535217120178 -1.16516934993883 -0.988477583377835
-1.07037763410043 -1.16019106466314 -0.983248412924549
-1.06487431521671 -1.15386535072543 -0.976944399758055
-1.05874329026784 -1.14644090097417 -0.972333813005475
-1.05288791218724 -1.1400000700888 -0.968147422734912
-1.04722504602917 -1.1338787369066 -0.961382591750529
-1.03972262750131 -1.12571930004682 -0.953933165250248
-1.03407006734489 -1.12011755626585 -0.94809776076319
-1.02810636171487 -1.11355575439883 -0.941881639131241
-1.02053387513934 -1.10672157742858 -0.933691316765472
