u.bar t.bar 
1.022198 0.9230145 
1.086129 1.101103 
1.00021 0.7753351 
1.022149 0.7519382 
1.034786 0.845221 
1.042848 0.8380557 
0.9419813 0.7577355 
1.045139 0.7431544 
1.068206 0.800851 
1.054089 0.7278713 
1.020925 0.7954106 
1.071371 0.7505092 
1.01875 0.8288663 
1.058852 0.8660603 
0.9678969 1.097337 
0.9761713 1.084906 
1.011732 1.10897 
1.014656 1.104653 
0.9541441 0.9765305 
1.091388 0.9028065 
1.012813 0.8596472 
1.024409 0.7857263 
0.98399 0.7741251 
0.9699487 0.9479495 
1.01168 0.850781 
1.073085 0.8400815 
0.9657166 0.7394466 
1.024834 0.9843758 
0.9741837 1.065569 
1.101918 0.8875255 
0.9866296 0.8951363 
0.9262215 1.01947 
1.014593 1.286804 
0.8949911 1.083299 
0.8462171 1.788659 
0.7760398 1.686697 
1.094358 1.55045 
1.125953 1.484606 
1.028691 2.140246 
0.9440106 1.782529 
1.010973 1.611714 
1.022429 1.650199 
1.185244 1.190784 
1.10298 1.075293 
0.9218939 1.039334 
1.014662 1.049118 
1.066519 0.9569881 
1.005232 1.031422 
0.9987023 0.7565225 
0.9704512 0.7740941 
0.9414336 0.9372871 
0.9857954 0.9771977 
1.024562 0.885703 
1.00397 0.8127965 
1.033629 0.7501144 
1.029174 0.8583083 
0.9511442 1.195462 
1.065205 1.035664 
1.021466 1.309652 
0.9595535 1.33199 
0.9422748 2.504584 
1.134119 1.683894 
0.9705139 1.102517 
1.189091 1.141639 
1.042732 1.10405 
1.093441 1.193814 
1.133798 1.132594 
1.056303 1.013437 
0.9607907 0.9977293 
0.9749598 1.13986 
0.8936416 0.9591326 
1.051398 0.964281 
1.011549 0.8765202 
1.014167 0.8956186 
0.9726746 1.1048 
1.004565 1.479893 
0.9319122 1.180386 
1.165073 1.056263 
0.9307691 1.076292 
0.9814202 1.119209 
0.9885566 0.8539814 
0.9825029 0.7314002 
1.007212 0.8365372 
0.918949 0.9658447 
1.042117 0.7805393 
1.063497 0.7232759 
1.016323 0.7397756 
0.9982268 0.8456491 
0.9477735 0.7800073 
0.9984716 1.06296 
0.9185662 0.9133201 
0.9729384 0.9020907 
0.9859337 0.9272753 
1.021148 0.8641495 
0.9777236 0.8103396 
0.98479 0.7554155 
1.222259 0.9691043 
1.010966 0.8733289 
1.076706 0.8576571 
0.9839186 0.9462397 
0.9968314 1.035874 
1.004847 1.220606 
1.000339 1.130032 
0.9741082 1.152137 
1.018265 0.7340191 
0.982255 1.051754 
1.061659 0.6867483 
0.9229993 1.171153 
0.9959855 0.8531957 
1.000912 0.8478507 
1.004156 0.9013833 
1.044815 0.8924841 
0.9972948 1.016621 
1.194038 1.084632 
1.133001 0.7848631 
1.11318 0.8026925 
1.034316 0.8797889 
