Delta_1 Delta_2 Delta_3 Delta_4 
0.9345665 0.2181167 19.39965 -1.170438 
0.925034 -0.4052496 -16.1039 -0.5283036 
1.234939 2.516101 -3.819989 -0.926715 
1.189026 1.673154 -4.401022 0.7387867 
1.138009 -1.701856 9.920298 0.6020465 
1.14082 0.03392724 18.00216 1.43834 
1.204199 -0.5065698 1.950149 0.8776389 
1.215172 -0.09614879 0.1267757 -0.9782867 
1.221183 1.590071 5.19718 0.657639 
1.170784 3.570809 3.185692 1.381585 
1.058221 -1.476869 -1.389069 0.3794474 
1.269233 -2.091131 3.051511 0.9752996 
1.169939 -0.8426038 12.7917 0.7447364 
1.039734 1.989883 -5.089503 -3.073297 
0.8211795 -0.4936378 -9.406744 -2.554334 
0.8247495 1.322927 0.1282878 2.034258 
0.8786519 1.36037 9.342558 0.4960532 
0.8982198 2.216 -5.065216 -0.1451152 
1.138138 0.696536 -3.547167 -0.3998849 
1.174903 1.588414 6.572467 -1.111809 
1.137341 -1.317676 -1.326354 11.84297 
1.1051 -0.4709242 23.47438 -0.7556591 
1.03536 1.106611 21.39961 3.816275 
0.9610209 -2.413235 3.291549 -8.271322 
0.9500168 1.273481 0.7984532 7.346566 
1.030517 1.134627 -1.002671 3.315466 
1.294037 1.783097 2.932486 11.544 
0.9784552 -0.8326229 3.029816 -1.907603 
0.9423668 0.5861986 -0.7413586 0.630718 
0.9483158 -3.216138 -1.221749 5.694858 
0.9089044 0.5323795 0.4299422 4.733674 
0.9022639 2.4834 -1.175681 3.77218 
0.8917719 0.7930298 -0.8260045 9.047787 
0.7133955 1.527912 0.1227249 0.82888 
0.4643874 -0.6585865 0.5834346 -5.649998 
0.541654 0.4364738 0.613042 7.992915 
0.5627323 0.7884726 4.399194 24.23808 
0.547551 -0.601651 2.557014 4.848362 
0.4930664 -0.6872611 -0.7618512 0.5026313 
0.4785769 -0.3563069 -8.465766 -0.0560574 
0.4625968 1.563512 7.286215 -2.049446 
0.5915273 1.590387 1.605323 -4.321761 
0.7342804 1.453891 3.344679 -0.2911808 
0.9107621 0.8294583 19.8936 0.4907648 
0.9076277 0.9480135 7.552177 0.1804049 
0.8537224 0.8618734 8.782955 3.995774 
1.000196 1.130603 9.113143 7.344074 
1.091471 0.8929347 5.387032 7.102074 
1.087556 0.2674915 4.036076 8.364202 
1.167263 -12.29795 2.477092 0.8325272 
1.063147 15.11117 -0.581587 -2.78621 
0.8975208 15.51974 1.253705 3.002197 
1.06486 9.82234 0.6997576 -4.327828 
1.206227 -22.31319 -2.802166 -2.360475 
