beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
0.3399388 8.332048 -30.70953 -4.201559 15.89319 3.964212 30.10227 3.933317 
-9.296186 20.9327 -30.91216 -3.923673 14.96138 4.139769 29.85633 3.895767 
1.575801 7.89752 -29.57742 -3.822066 15.53205 3.976546 29.64117 3.861682 
-5.168651 -7.844359 -29.66711 -3.842458 15.49308 4.3348 30.10297 4.139793 
-11.80958 9.29852 -28.87927 -4.017687 15.54694 4.862708 29.77762 3.800183 
-14.48559 -10.29179 -29.34519 -4.033756 15.8208 4.543585 29.80514 3.857883 
-14.45707 6.969158 -29.33718 -3.633145 15.53396 3.861932 29.77829 4.007321 
-19.42769 19.28786 -30.93888 -3.916551 15.50768 4.671469 29.587 4.057559 
-1.155975 -5.38397 -31.10481 -4.384223 15.58167 4.142717 29.77162 3.99766 
13.98282 -1.037203 -29.45568 -3.84666 15.60635 3.980721 29.75785 3.976982 
15.6539 0.7679889 -29.44576 -4.101571 15.35779 4.408227 29.75558 4.203979 
8.449306 -3.871867 -29.55911 -3.911535 15.65103 4.214317 29.98694 3.930735 
7.642043 -8.231386 -29.78342 -4.071214 15.4043 4.567723 29.85378 3.876828 
-20.23966 2.031433 -30.07523 -3.906742 15.37815 4.255637 29.56542 3.954679 
10.81282 0.855838 -29.09702 -4.083306 16.03742 4.287163 29.75212 3.803793 
7.141213 1.860414 -29.23358 -3.703381 15.29017 4.204649 29.73426 3.789072 
2.604081 -19.03449 -31.38581 -4.100672 14.93457 4.081734 29.53939 4.033531 
-14.02948 7.049214 -31.27423 -4.115577 15.00043 4.277106 30.02533 4.011679 
-9.607991 17.79121 -30.15762 -4.229023 15.65959 4.198176 29.70902 3.918329 
-2.553525 -2.297983 -29.88735 -4.265805 15.82679 4.077693 29.76929 3.831325 
-4.562586 10.57498 -32.2785 -4.170163 15.90851 3.850713 29.86055 3.996042 
-18.28642 -8.9244 -31.18666 -4.024393 15.76935 4.375546 30.09606 3.870561 
16.68075 8.643986 -31.21772 -3.966653 15.73161 4.314291 29.96312 3.94988 
17.5932 10.53929 -30.07239 -4.134941 15.88703 4.212171 29.75352 3.804142 
11.33767 -6.564391 -31.50069 -4.039389 15.3536 4.207894 29.98564 3.873816 
-11.37842 -7.409243 -30.66138 -4.406501 15.29857 4.307883 29.71086 3.843242 
9.433146 1.713078 -30.7031 -3.832714 15.86751 4.137882 30.3059 3.917421 
-6.712041 2.021926 -30.80349 -4.196065 15.33772 4.20775 29.91899 3.896298 
7.223982 8.652274 -30.27798 -4.340427 16.12035 4.174863 29.58113 3.830888 
11.70256 7.263318 -32.35927 -3.88836 15.68133 4.24532 30.00914 4.02265 
12.7572 -7.33078 -30.96958 -4.169835 15.48211 4.23802 29.67362 4.240481 
12.3516 -13.46835 -30.91911 -3.971584 15.60783 4.558961 29.68306 3.999594 
21.18987 -5.889921 -31.32393 -4.497889 15.70598 4.209911 29.77507 3.82852 
8.151431 1.750555 -32.45027 -4.223872 15.58798 4.14804 29.5751 4.275638 
-2.610129 14.94861 -32.93927 -3.901399 15.4803 4.352422 29.73043 3.898979 
6.792426 0.5943651 -31.99075 -3.836616 15.05428 4.776184 29.73848 4.058352 
6.688167 4.968142 -30.34774 -3.707576 15.48292 4.143238 29.75068 3.776256 
1.261609 8.228302 -29.55818 -4.086416 15.42696 4.123137 29.8194 3.82292 
11.05759 3.651001 -30.89242 -3.843413 15.15508 4.406632 30.10736 4.034229 
-10.71174 -8.144903 -30.95743 -4.127502 15.62588 3.96319 29.81147 3.889012 
9.641786 12.03722 -31.08495 -4.106783 15.59437 4.128465 29.65585 4.097178 
-0.5271886 -9.284082 -29.78787 -3.947759 15.77236 4.382425 29.7502 3.944163 
-7.866 0.1626418 -29.82926 -4.237995 15.43152 4.453262 29.8667 3.977301 
9.54247 6.429456 -30.84048 -4.188725 15.24212 4.572326 29.72888 4.03254 
-2.885427 0.6199448 -30.11313 -4.21248 15.86262 4.204312 29.64474 4.187379 
-11.70143 -2.504228 -30.3335 -4.092393 15.56895 4.728484 29.80228 3.84796 
-3.310827 18.90062 -30.34818 -4.150897 15.42718 4.403031 29.60907 4.054695 
