Delta_1 Delta_2 Delta_3 
0.8540225 0.5680408 8.049461 
1.014003 2.419961 8.047565 
0.7082834 -1.746142 0.8928923 
0.7531544 0.651779 5.718578 
0.7104804 1.925377 -0.9205355 
0.7711889 -0.2138522 -2.695941 
0.8748431 2.399289 -0.6884699 
1.034294 -2.155609 1.838937 
0.7015743 -0.1332113 8.877215 
0.941506 -1.12728 -0.008829194 
1.139472 0.8815876 -11.40317 
0.9976536 -2.209153 0.9056821 
0.9438474 1.593403 5.845674 
0.9111107 -0.5570906 -1.932867 
0.6431419 1.644648 4.496988 
0.7525048 -1.593135 1.175288 
1.195992 1.351985 6.789562 
0.9653234 -1.806673 6.612387 
1.235262 -1.065073 -2.107818 
0.9471019 1.701255 1.559634 
0.7375856 1.3206 -0.8005944 
0.5884026 0.1821575 -1.836959 
0.4857847 0.6798272 1.536328 
0.5277351 0.7696675 -1.223397 
0.5635175 -0.02460513 0.1588573 
0.7428724 0.5931417 -1.927903 
0.6339316 3.055472 -0.4081579 
0.5611871 0.7163706 10.06858 
0.5469368 -0.9812606 1.036385 
0.6380841 -1.615194 1.17217 
0.5349002 -1.396494 2.553086 
0.7820947 0.7555118 0.8382205 
0.7948329 1.026867 5.932733 
0.7584468 -0.2698488 2.723836 
0.9261504 3.403695 -0.8970629 
0.8344818 3.347266 0.8123216 
0.7897408 0.9408054 4.06335 
0.655085 0.7228661 -6.130599 
0.6087872 0.3806981 -1.940035 
0.5954161 2.468837 -7.530483 
0.6531333 -0.1155064 4.447064 
0.925522 2.016007 0.2432935 
0.8773551 1.659379 1.779082 
0.6785833 0.4740154 -1.508945 
0.6682907 0.5862218 -0.09217375 
0.8896695 -0.5989026 -0.937724 
0.789739 1.678159 -0.03685082 
0.6066785 -0.7309445 -3.690928 
0.7432928 -1.958772 -0.04189967 
0.8585237 -0.4408663 9.641688 
1.101809 -1.784005 2.880863 
0.8722809 2.686578 3.891515 
0.8840007 1.121587 3.860923 
0.8410584 2.726686 8.313676 
0.9386421 2.757781 6.827573 
1.041524 2.581843 1.139842 
0.9926873 2.35671 0.6801856 
1.080999 -1.785135 -0.1320816 
1.068523 3.82633 -2.156988 
1.0288 2.77194 -0.1960263 
0.8466531 1.739915 -1.692516 
0.9170481 1.782111 0.4989338 
0.7102174 1.093797 2.763964 
0.6247542 0.5648288 3.460167 
0.7310562 -0.1412846 0.5404977 
0.6741028 -0.3133979 0.2674705 
0.7713336 -2.90744 0.8563569 
0.7523574 -2.109762 3.55869 
0.7954562 0.9377209 -0.6684081 
0.8030171 0.3864231 -0.8893064 
0.6980263 1.318742 -0.6922782 
0.7976541 0.8873478 1.501372 
0.6861139 1.371604 -8.776766 
0.5236539 0.6115829 0.6281691 
0.4228048 0.4624004 4.183816 
0.500586 -1.070657 7.621011 
0.4398213 -0.585109 7.885671 
0.6825108 -0.003781016 1.077603 
0.554159 0.5064035 0.9972685 
0.6560337 0.3397115 -1.181529 
0.639429 1.308622 -0.3853543 
0.7434503 1.827858 -1.820522 
0.7488586 0.3516952 1.298964 
0.5568906 1.918134 -0.541846 
0.6038799 -0.09865985 -0.02601448 
0.7802885 -0.8684319 0.6480822 
0.6343804 0.7325312 0.7992217 
0.7601561 0.7885426 0.9644657 
0.6850762 0.5894 -0.5703492 
0.5947278 -0.1374919 0.6890035 
0.6866414 1.032467 3.167575 
0.6159173 0.6907203 1.716978 
0.8521031 1.835828 0.6639644 
0.9859866 -0.7747528 0.7322373 
0.8238047 -1.280916 6.44815 
0.7777657 2.284336 -0.3349767 
0.831981 1.353098 1.680113 
0.8784114 0.3315526 1.573425 
0.770756 -0.1140894 1.125123 
0.9105103 0.3699363 -1.498286 
0.9279818 2.145217 3.161139 
0.8398711 -1.202925 0.5672916 
0.7960471 1.107146 3.123296 
0.7744471 1.160036 1.592762 
0.7391627 0.2910201 -0.7354564 
0.9001818 3.672209 -2.067676 
0.585613 4.994168 -1.090655 
0.7777204 4.826935 -0.7034535 
0.8679172 -0.9938819 0.174278 
0.9976581 0.02493312 -0.3687225 
0.8190809 1.258241 -0.7486915 
0.9013968 0.4524904 4.211323 
0.831335 -0.268052 -0.7812206 
0.9149846 -2.565551 0.2582536 
0.9065221 -0.04529566 -0.3679153 
0.9740633 0.914962 -0.4519283 
0.9589359 -0.4117773 0.09475165 
0.7081083 0.7029012 1.027358 
0.6803822 -0.8714717 0.8198239 
0.6759343 0.2582596 1.825269 
0.5784629 -1.161333 11.37384 
0.7955257 -1.388603 2.542327 
0.8420861 -0.04915478 -0.4388319 
0.9129216 0.03776965 -0.1941018 
0.9274716 0.9587951 5.636399 
0.8167505 -3.816856 2.082053 
1.030464 -5.150909 -7.269482 
1.158542 -0.8971692 0.197681 
1.093099 -0.04551223 2.110373 
0.8616327 -3.157031 3.1993 
0.8627614 -2.489731 8.274324 
0.8810403 2.037462 7.887089 
0.8354366 -0.9305112 4.271208 
0.900443 -3.089406 -2.255498 
0.9248263 -0.6994125 -2.730026 
0.8444007 -0.5352063 0.0743458 
0.796299 0.4484483 -0.6337382 
0.7109326 1.330573 2.823821 
0.8190266 1.2831 11.04019 
0.9890388 1.786697 1.798637 
0.9866183 0.4694454 9.26233 
0.9443928 2.036442 9.571559 
0.9759212 -1.353295 6.212666 
1.196851 -0.397316 22.01228 
1.123545 -0.4136913 12.36419 
1.271683 0.7465886 13.86028 
1.187528 1.648904 17.36399 
1.087005 0.311054 17.39226 
1.109734 -5.076987 -1.761488 
1.128089 -3.85093 -4.607613 
0.8368333 -5.052098 -14.58381 
0.7905899 -6.080101 1.773677 
0.7930194 -5.507994 -10.28887 
0.7695402 -6.203838 9.329802 
0.9662271 -5.171587 11.81394 
0.9296254 1.735293 15.15603 
1.09212 1.258902 -0.7825506 
0.8939627 0.6576679 2.623207 
0.9188824 0.8978834 3.91121 
0.8268594 -0.7421031 0.380232 
1.030636 0.2944762 5.029676 
0.8675381 0.8620464 4.530079 
0.9326447 3.363 4.824317 
0.9389602 0.3148309 3.823462 
0.8120919 0.01892473 0.8068253 
0.9490691 -0.753031 -1.699688 
0.7812683 1.292329 1.709173 
0.7760505 2.380092 2.755887 
0.7670414 0.4695605 1.118505 
0.5904913 3.837419 0.8078813 
0.708137 -0.3153751 0.5410126 
0.79364 -0.8593956 1.011723 
0.6525597 1.92618 0.8723346 
0.6362081 1.081366 0.746635 
0.6690074 -0.6883964 0.5784015 
0.818209 -1.220539 0.1991881 
0.8955095 0.7879452 1.118862 
0.7549136 -0.6563105 6.632312 
0.9316574 2.288769 2.867757 
0.9119243 1.246516 1.416528 
1.025126 1.169003 1.962251 
1.103859 3.818378 1.008954 
1.013274 2.228902 -0.7566446 
1.344595 -1.437205 0.06966419 
1.439531 -3.208315 6.028916 
1.318227 -1.518447 0.8787529 
1.003102 -1.303139 -2.027103 
0.9829526 1.535424 -0.8302198 
0.9343333 -1.629914 -0.8404187 
0.8910635 -2.64951 6.246623 
0.8058631 -2.446085 1.034031 
0.6264548 0.08830258 1.412204 
0.7357058 0.3807934 -0.8078949 
0.7435962 0.2704753 0.5733337 
0.7992807 1.317272 0.6138896 
0.7386851 1.073148 5.622944 
0.7843562 -0.3601765 6.880217 
1.037179 0.5590932 0.997438 
0.9719133 0.4233604 0.2003974 
1.008958 0.9244848 -0.736374 
0.9343338 3.926385 -4.914505 
0.7490296 3.214315 -10.85568 
1.016736 -0.9997483 -5.054165 
0.7368781 -0.4022296 0.9838181 
0.7489333 -0.9182505 -5.65812 
0.89286 1.279397 8.580979 
1.000977 1.278948 0.2135047 
1.052864 1.442922 -2.278684 
0.9937176 0.161822 -0.1431143 
0.880098 -0.8717926 -1.55441 
0.830043 -3.1791 5.601344 
0.7663794 -2.395667 4.089394 
0.6546665 -3.90484 10.54653 
0.8745434 0.8406924 -0.6712065 
0.6516095 0.1742089 1.513324 
0.848003 2.462636 0.8751 
0.751363 2.94976 4.039494 
0.7298316 2.194993 1.206287 
0.8584536 0.4662363 1.433777 
0.6036342 -0.02259767 -0.3735882 
0.5951458 0.7277015 1.069279 
0.6795139 0.3629541 -0.5734309 
0.7033919 1.372647 1.518483 
0.6381626 1.542462 10.38105 
0.6522396 -0.88959 1.020691 
0.7054479 0.3156087 0.9624085 
0.4201615 -1.522591 -9.584985 
0.5327696 -0.1025962 0.9682675 
0.6825393 -0.7638413 1.705924 
0.7454694 0.5683897 8.602926 
0.7573118 -0.1461559 6.386795 
0.7928448 0.5022473 0.5548621 
0.7970421 1.37801 -2.598772 
0.7394381 0.3095547 0.1933444 
0.6751906 0.05939152 2.770795 
0.4843816 0.6437751 -0.3659901 
0.5282421 3.486969 1.931433 
0.7381248 1.181199 1.297688 
0.8048989 1.09142 0.5452291 
0.9835659 0.6930255 0.7028992 
0.9170672 1.451847 1.154968 
0.9726365 1.024772 0.6775079 
0.9492425 -2.710212 16.30202 
0.80959 1.257378 -2.389366 
0.8838013 -2.074935 12.83637 
0.9782997 -1.286845 14.76171 
1.120592 1.047936 12.98301 
1.195847 -0.1743383 12.03886 
0.9734152 3.925308 9.098204 
0.8073743 -0.6676739 16.66529 
0.8177154 1.441317 10.77972 
0.8624526 3.995595 1.505492 
0.8379845 1.515403 3.813912 
0.84294 -0.8939689 -7.120247 
0.8066212 0.4254841 2.055741 
0.7307962 -0.02947774 0.8394329 
0.9266929 0.8113464 -0.3144459 
0.7478496 0.5176219 -1.395111 
0.668421 -2.082337 1.588019 
0.721891 -2.248186 -0.2560783 
0.6629639 -0.6013227 0.3037332 
0.8651403 -1.566121 5.827364 
0.6114658 0.3046151 7.69808 
0.6178523 0.57625 -1.375194 
0.8333148 3.947692 2.044719 
0.8270534 0.6771423 2.705539 
0.8783681 0.8168929 -1.635241 
0.8300994 0.1618046 -0.6775742 
0.7682359 3.73451 11.34599 
0.6758921 2.930424 15.00959 
0.7879872 3.789139 2.038209 
0.9673946 -1.958977 0.581269 
1.066808 -0.8587839 -1.524332 
1.084006 -3.296454 2.549142 
1.004162 -1.667585 -1.181233 
0.7768959 -2.54982 -0.1326153 
0.7672266 -1.671962 0.7361779 
0.6399284 -1.749086 -5.05774 
0.6041669 -7.902819 5.922542 
0.6231172 -6.515771 14.19613 
0.7565512 -6.738832 -27.39417 
0.7139519 -7.575496 4.479954 
0.9787678 -7.208699 5.449014 
0.7604135 -6.23093 -9.324251 
0.6701667 -4.692615 5.674663 
0.640325 -4.887782 7.31326 
0.6124667 0.4821148 -3.928174 
0.6192382 -2.280688 -6.135509 
0.6730977 -1.909612 -1.150803 
0.8536161 0.8849939 3.704054 
1.154322 1.822865 16.73125 
1.078478 -0.7818849 4.547053 
0.9352299 -1.686156 6.566895 
0.822239 0.749924 1.0454 
0.731399 -1.479387 0.4218413 
0.7292881 1.77172 0.6998201 
0.8852926 -1.051948 0.5750173 
1.077445 3.132223 0.5678681 
0.7597638 1.104794 0.1503011 
