p_1 p_2 p_3 
0.7884881 0.1208472 0.09066469 
0.7728933 0.1664302 0.06067653 
0.8401285 0.1391534 0.02071813 
0.7561546 0.1857879 0.05805751 
0.7197451 0.1932781 0.08697683 
0.8353967 0.1132058 0.05139752 
0.8429816 0.1131534 0.04386491 
0.8162236 0.1461538 0.03762253 
0.7821158 0.1024284 0.1154557 
0.7865284 0.1774313 0.0360403 
0.796871 0.1271371 0.07599188 
0.7466483 0.207801 0.04555069 
0.7898118 0.1394069 0.07078134 
0.8466687 0.1148622 0.03846906 
0.802279 0.1453923 0.0523287 
0.7504404 0.2003945 0.04916509 
0.7423394 0.157338 0.1003226 
0.7335951 0.1232408 0.1431641 
0.752805 0.1686078 0.07858714 
0.8117376 0.1677034 0.02055903 
0.7804701 0.1260023 0.0935276 
0.7962783 0.1640635 0.03965816 
0.7736362 0.1984575 0.02790638 
0.7330719 0.1877899 0.07913819 
0.844069 0.1035326 0.05239837 
0.7786555 0.1640315 0.05731298 
0.8065012 0.1666569 0.02684195 
0.8028962 0.110997 0.08610678 
0.8334502 0.1293722 0.03717759 
0.7524218 0.2058772 0.04170096 
0.746631 0.2057139 0.04765506 
0.8186759 0.157746 0.0235781 
0.8050908 0.1146197 0.08028947 
0.87537 0.1028219 0.02180818 
0.7879716 0.1515406 0.06048782 
0.8067655 0.1525402 0.0406943 
0.7655485 0.1341632 0.1002883 
0.7717069 0.1626957 0.0655974 
0.7884619 0.141024 0.07051408 
0.7874695 0.1274166 0.0851139 
0.7736994 0.1979004 0.02840021 
0.8593459 0.1171552 0.0234989 
0.7861387 0.1521797 0.06168162 
0.7633535 0.1971873 0.03945915 
0.8391723 0.1411948 0.01963286 
0.735552 0.1401755 0.1242724 
0.7834591 0.1029263 0.1136147 
0.7375765 0.2108768 0.05154674 
0.7946637 0.163471 0.04186534 
0.7820775 0.1615016 0.05642088 
0.8740506 0.09934639 0.02660296 
0.7507329 0.1977975 0.05146958 
0.8597482 0.1160163 0.02423552 
0.8079731 0.1422523 0.04977457 
0.8452379 0.08617313 0.06858899 
0.7355387 0.2155757 0.04888558 
0.8005553 0.1188529 0.0805918 
0.7963628 0.1427381 0.06089903 
0.8205647 0.1463384 0.03309697 
0.7714017 0.1352663 0.09333204 
0.8316764 0.1215118 0.04681174 
0.7378369 0.2127951 0.04936801 
0.8091073 0.1285576 0.06233513 
0.8266509 0.1097225 0.06362657 
0.7479474 0.1711155 0.08093713 
0.8351107 0.09999975 0.06488956 
0.7767693 0.1794694 0.04376129 
0.8474204 0.1198629 0.03271667 
0.8148975 0.07978207 0.1053204 
0.7566576 0.1426702 0.1006722 
0.7753348 0.1530344 0.07163081 
0.7773988 0.1513523 0.07124892 
0.7845071 0.1070043 0.1084887 
0.7881693 0.1676714 0.04415931 
0.758533 0.1561727 0.08529435 
0.7598463 0.1562739 0.08387985 
0.8634005 0.09602733 0.04057221 
0.8031163 0.157549 0.03933465 
0.7550574 0.1690795 0.07586319 
0.7192324 0.2296356 0.05113197 
0.7844434 0.1055119 0.1100447 
0.7630056 0.1933066 0.04368773 
0.7730733 0.1178125 0.1091142 
0.7976593 0.108163 0.09417768 
0.8091237 0.1370838 0.05379247 
0.775327 0.1455669 0.07910609 
0.7105577 0.1688639 0.1205783 
0.798804 0.1203279 0.08086814 
0.7480321 0.1669653 0.08500253 
0.8800104 0.07902461 0.04096498 
0.8174767 0.1584113 0.02411197 
0.784418 0.1732611 0.04232093 
0.7607098 0.1591302 0.08015997 
0.8287016 0.1346885 0.03660996 
0.83804 0.09756986 0.06439015 
0.7954191 0.1565542 0.04802671 
0.7953171 0.1603605 0.04432241 
0.7799764 0.1625956 0.057428 
0.7823796 0.1790006 0.0386198 
0.8206801 0.1129745 0.06634541 
0.7735356 0.1242042 0.1022603 
0.743767 0.1744156 0.08181743 
0.7696965 0.1899467 0.04035686 
0.7845237 0.1560863 0.05938996 
0.7911022 0.149657 0.05924074 
0.7799779 0.16617 0.05385214 
0.7840273 0.1329304 0.08304222 
0.7060208 0.2205906 0.07338858 
0.7500093 0.202622 0.04736865 
0.8075852 0.1470113 0.04540355 
0.7975722 0.1572255 0.04520226 
0.8437521 0.09762336 0.05862449 
0.7787956 0.1534131 0.06779133 
0.7410238 0.2044428 0.05453335 
0.7869565 0.1796607 0.03338275 
0.8431531 0.1106488 0.0461981 
0.7931071 0.1538543 0.05303859 
0.7636424 0.1983666 0.03799104 
0.8262217 0.1097606 0.0640177 
0.8682608 0.08866746 0.04307173 
0.7806106 0.1063051 0.1130844 
0.818744 0.1004888 0.08076722 
0.7345297 0.1630201 0.1024501 
0.7557971 0.1289715 0.1152314 
0.8817022 0.07070999 0.0475878 
0.7727104 0.1837662 0.04352343 
0.7540999 0.2373782 0.008521982 
0.8874267 0.07827237 0.03430094 
0.820928 0.1313352 0.0477368 
0.7853692 0.1340794 0.08055139 
0.7836589 0.1486107 0.0677304 
0.7388276 0.2213276 0.03984486 
0.7380273 0.1883398 0.07363289 
0.8252894 0.09045567 0.08425491 
0.8189926 0.1488397 0.03216774 
0.8206129 0.1343792 0.04500789 
0.7175906 0.2179664 0.06444295 
0.8151836 0.09662379 0.08819257 
0.772582 0.1645473 0.06287077 
0.7869749 0.07963412 0.133391 
0.7944734 0.1236175 0.08190912 
0.7705542 0.09076663 0.1386792 
0.8130811 0.1238783 0.06304063 
0.8518934 0.1112463 0.0368603 
0.7809388 0.1304476 0.08861361 
