"Delta_1" "Delta_2" "Delta_3"
-3.379913 -2.086745 1.301919
-3.409156 -2.190248 0.8400015
-3.457933 -2.395069 1.597237
-3.196791 -2.400605 1.227769
-3.172132 -2.02495 1.236741
-3.007788 -2.266689 1.06618
-3.048035 -2.412053 1.112175
-3.026954 -2.327469 0.9150929
-2.997815 -2.320053 0.8186721
-3.129406 -2.252905 0.7848393
-3.215801 -2.176151 0.9352371
-3.303544 -2.209682 0.8632333
-3.066269 -1.884332 1.006948
-3.147241 -1.846145 1.277412
-2.97703 -1.97075 0.8507443
-2.902112 -2.185295 1.04979
-2.764819 -1.931231 1.317645
-2.959012 -1.840319 0.8222551
-2.876056 -2.114113 0.8468466
-2.891986 -2.05673 0.9704506
-2.948294 -2.186426 0.8911295
-2.995521 -1.714336 1.213134
-3.019751 -2.097345 0.8563422
-3.024761 -2.446094 0.8238089
-3.201946 -2.334942 0.9680171
-3.290866 -2.083846 1.173143
-3.330728 -2.086507 1.159431
-3.217707 -2.017475 0.5079872
-3.347842 -2.010063 0.8763186
-3.51097 -2.242981 1.261025
-3.640643 -2.142725 1.080433
-3.470644 -2.266537 1.286572
-3.343742 -2.371198 1.038987
-3.366785 -2.155899 0.8503959
-3.231998 -1.969067 1.121118
-3.289343 -2.267475 0.9918259
-3.138117 -1.839768 1.039081
-3.239696 -2.084757 0.9270172
-3.260991 -2.62324 0.9716703
-3.33069 -2.070537 0.848358
-3.322192 -2.348505 0.8493724
-3.125469 -2.241902 1.197525
-3.138967 -2.232343 1.211079
-3.210798 -2.171008 1.269719
-3.064352 -2.058252 0.9359763
-3.158684 -2.183427 0.9522593
-3.139943 -2.195816 1.001842
-3.090194 -2.237165 1.011447
-3.085901 -2.090551 0.9062865
-3.12083 -2.051504 0.7775453
-3.126374 -2.461721 0.9822454
-3.035633 -2.45128 1.172436
-3.047422 -2.314221 1.179986
-3.268155 -2.470483 1.357007
-3.167458 -2.235944 1.159209
-3.12037 -2.146991 0.7242955
-3.241228 -2.119939 0.7005849
-3.050165 -2.222234 0.9215063
-2.951708 -2.096213 0.7702233
-3.00289 -2.078999 0.8911681
-3.06414 -2.32454 0.9784331
-3.09142 -2.217147 0.9800855
-3.042344 -2.139916 0.9841904
-2.958494 -2.135308 1.108686
-2.708985 -2.094939 0.8645656
-2.755752 -2.08559 1.040475
-2.737554 -2.100547 1.231943
-2.729767 -2.136505 1.063383
-2.912302 -2.430273 1.01712
-3.139585 -2.452763 0.8814446
-3.225559 -2.096647 1.020298
-3.161204 -2.221648 1.104374
-3.118494 -2.720299 1.417998
-3.148329 -2.311536 1.03039
-3.241836 -2.161804 1.123984
-3.242142 -2.333123 0.8543339
-3.387669 -2.256124 0.9707475
-3.472384 -2.311813 1.470586
-3.39546 -2.207303 1.016055
-3.429865 -2.07565 0.9768149
-3.427481 -2.315658 1.052182
-3.167775 -2.467209 0.8476459
-3.422459 -2.301198 0.8977966
-3.446353 -2.321187 0.9551713
-3.280861 -2.382333 1.482067
-3.156208 -2.216021 0.9809741
-3.046726 -2.138016 0.919334
-3.068765 -1.825839 0.3095375
-2.967617 -2.197386 0.9443442
-3.323486 -2.324263 0.9926913
-3.216759 -2.365767 0.813476
-3.290094 -2.330626 1.345557
-3.270877 -2.436695 0.8724895
-3.328289 -2.30621 0.8156383
-3.483192 -2.362342 0.5753667
-3.497626 -2.396072 0.977613
-3.531109 -2.377151 0.9028209
-3.354278 -2.106445 0.8544189
-3.316428 -2.291043 1.22759
-3.182771 -2.029404 1.09355
-2.89825 -2.031888 1.130892
-2.86532 -1.757567 0.9187576
-3.124493 -1.976034 1.362617
-2.852851 -1.889275 0.9507741
-2.951684 -1.924018 0.7868721
-3.077107 -2.137294 1.020459
-2.861522 -2.267096 1.149528
-2.855227 -2.149132 0.816157
-2.938939 -2.275151 1.327807
-2.975512 -2.457838 0.8677513
-3.145437 -2.521708 0.8164635
-2.943579 -2.292482 1.180133
-2.944804 -2.064473 0.4131615
-2.991748 -2.172518 0.9438433
-3.08872 -2.029804 1.075567
-3.04394 -2.188587 0.7951251
-3.12038 -2.236498 0.8303276
-3.132579 -2.393562 0.8495138
-3.019231 -1.999188 0.8620528
-3.032299 -2.370835 1.05921
-2.980655 -2.293051 1.040441
-3.046942 -2.221036 1.142226
-3.135083 -2.085317 0.7942437
-3.155972 -2.13398 0.6675058
-3.044311 -2.382095 1.382893
-3.018703 -2.184271 1.172628
-3.104362 -2.144878 0.9429414
-3.174822 -1.831909 1.175725
-3.0236 -1.918554 0.9672307
-2.951325 -2.142765 0.9233664
-2.94709 -2.186008 1.154164
-2.980606 -2.114748 1.056115
-3.075886 -2.074805 0.7216479
-3.027075 -2.110838 0.8953186
-3.04491 -1.877075 1.013329
-3.081953 -2.316511 0.9382316
-3.10737 -2.375286 0.9718654
-3.095607 -2.57272 1.103296
-3.155606 -2.418423 1.304419
-3.154409 -2.66719 1.137636
-3.091438 -2.49589 0.6135518
-3.162602 -2.321213 1.034125
-3.13451 -2.681413 1.187964
-3.204477 -2.454988 0.7604283
-3.171726 -2.883617 0.9132584
-3.233408 -2.724019 0.8040116
-3.133808 -2.743773 1.001435
-3.086289 -2.418888 1.330023
-3.304351 -2.037462 1.156767
-3.448537 -1.97965 1.605356
-3.428596 -2.151714 1.326634
-3.313124 -2.085559 0.7316513
-3.245784 -1.874973 1.329269
-3.279557 -2.246956 1.117056
-3.215502 -2.320556 1.069803
-3.082066 -2.268859 1.170505
-3.059481 -2.058466 1.095343
-3.120105 -1.834437 1.403731
-3.072025 -1.83441 1.163523
-3.086721 -2.137245 1.134955
-3.200029 -2.061727 1.191919
-3.336217 -2.208286 1.207529
-3.20567 -2.07129 1.028792
-3.268627 -2.242644 0.8979576
-3.146711 -2.16142 1.152809
-3.008963 -1.99761 0.991797
-3.043988 -2.126351 1.151241
-2.924565 -2.520327 1.114791
-2.925378 -2.290355 1.275673
-2.911439 -2.028146 1.058819
-2.941476 -2.219514 0.8586497
-3.008325 -1.697129 0.8811476
-2.823871 -1.849702 1.34783
-2.71644 -1.925587 0.8438053
-2.851277 -1.990813 0.765107
-2.897507 -2.405375 0.9818524
-2.858837 -2.738811 0.9730741
-3.059455 -2.208102 1.19899
-3.137683 -2.298929 1.043861
-3.071651 -2.09406 1.172454
-3.132287 -1.866602 0.7421425
-3.085733 -1.662838 0.6801277
-3.100574 -2.094489 0.6312705
-3.300798 -2.219832 0.7182256
-3.082846 -2.492325 1.142856
-3.16853 -2.175227 0.7153307
-3.075327 -1.950843 0.8810842
-2.88753 -2.024904 0.9727139
-3.045331 -2.189388 0.839923
-3.259446 -2.368985 1.097784
-3.224868 -2.04463 1.201969
-3.073476 -2.147152 0.9921388
-3.055746 -1.893105 1.241618
-3.138468 -2.304258 1.037079
-3.135547 -2.043075 1.0516
-3.148999 -2.307255 1.076305
-3.197952 -2.472946 1.214281
-3.124925 -2.378316 0.9714576
-3.04544 -2.718203 0.9815612
-2.957016 -2.474631 1.249337
-2.860197 -2.334248 1.088659
-2.92445 -2.291759 0.9304599
-3.038452 -2.276305 0.9367701
-3.100181 -2.283368 1.097043
-3.015112 -2.104849 0.6001207
-2.863366 -2.4211 0.8481652
-3.114557 -2.309355 0.832321
-3.129063 -2.318816 1.154782
-3.156668 -2.274059 0.7676358
-3.003422 -1.949075 0.876885
-2.707176 -2.178705 0.4095144
-2.749126 -1.975749 0.9458803
-2.789037 -2.021788 0.8976276
-2.970661 -2.262433 1.086447
-2.939203 -2.160918 0.9329742
-2.854269 -2.055975 1.063853
-2.924207 -2.20199 1.138424
-2.788773 -2.029264 1.21473
-2.932496 -2.275823 0.9985763
-3.05454 -2.243857 0.7934862
-2.962084 -2.217075 0.7986571
-3.003255 -2.303148 0.9764566
-2.933933 -2.02844 1.171555
-2.815491 -1.853686 1.172227
-2.82667 -2.069178 1.053641
-2.812009 -2.352397 1.105413
-2.965601 -2.206694 0.8657569
-2.914638 -2.298818 1.314953
-2.980829 -2.630791 0.9714564
-2.941118 -2.378247 0.8804849
-3.020127 -2.325081 0.9180681
-2.866134 -2.4039 0.827185
-3.143758 -2.455644 1.035967
-3.176457 -2.275912 1.239613
-3.194241 -2.390214 1.069681
-3.127885 -2.345466 1.029682
-3.273547 -2.320449 0.8637696
-3.209047 -2.203527 0.807829
-3.170786 -2.073626 0.719255
-3.166562 -1.970306 1.23113
-3.18681 -2.001199 1.076801
-3.478496 -2.301892 0.9837229
-3.477986 -2.529038 0.7442297
-3.486159 -2.461724 1.186075
-3.434976 -2.259079 0.6337325
-3.459384 -2.418843 0.9180427
-3.256456 -2.240599 1.237564
-3.066481 -2.061718 0.7555362
-3.157879 -2.368248 1.044477
-3.098093 -2.403261 0.9268536
-3.099643 -2.424748 0.7868667
-2.983692 -2.081841 1.100979
-2.833002 -1.948744 0.8805214
-2.866076 -1.982556 1.07794
-2.829544 -2.032136 1.21807
-2.963772 -1.940492 0.7687106
-2.920966 -1.923087 1.032935
-2.947937 -2.137039 0.9539725
-3.008297 -2.277354 1.013909
-2.925369 -2.344047 1.329211
-2.950667 -2.234292 1.202595
-2.886829 -2.019818 1.140176
-2.802393 -1.930236 1.279003
-2.890442 -1.990239 1.030714
-2.808128 -1.729167 1.107949
-3.043881 -2.113588 0.861145
-2.984711 -2.09325 1.026551
-3.060362 -2.701777 0.9332892
-3.131321 -2.273918 1.022175
-3.235104 -2.023375 0.8234319
-3.029705 -2.247874 1.413176
-3.095292 -2.207563 1.341353
-2.901957 -2.067741 1.227949
-2.967025 -1.919314 1.319783
-3.007259 -2.417046 1.136916
-3.140044 -2.22531 0.9093144
-3.177663 -2.152548 0.9485408
-3.080654 -1.9293 1.02897
-3.12441 -1.921072 1.134875
-3.146719 -2.470223 0.9734917
-3.16062 -2.191749 0.9297632
-3.045593 -2.100398 1.019094
-3.039768 -2.075775 0.7583234
-2.971128 -1.904866 0.8760884
-3.002715 -2.150517 1.222509
-2.923474 -2.088156 0.8924946
-2.862799 -2.084601 1.307565
-2.792429 -2.298454 0.7812484
-2.857399 -2.005093 1.085461
-2.951958 -2.070815 0.8873678
-2.842701 -2.26542 0.9243002
-2.920247 -2.342608 1.081872
-3.129886 -2.391807 1.478367
-2.867479 -2.318541 1.146707
-2.776536 -2.017555 1.102064
-2.856063 -2.025674 1.018485
