beta1_1 beta2_1 beta1_2 beta2_2 
20.45092 3.60841 -30.59641 -3.776553 
25.42631 5.102668 -35.9229 -4.025287 
19.03686 3.262169 -31.08497 -3.77003 
19.81072 3.246592 -32.09317 -3.958478 
16.1886 4.317648 -29.26831 -3.52743 
194.2875 6.854441 -110.4013 -3.87392 
19.20155 3.970481 -31.36538 -3.89683 
34.97924 3.950147 -45.6203 -3.909019 
21.83064 3.946292 -33.8839 -3.923584 
18.45363 3.622804 -30.25313 -3.868352 
23.24654 5.184259 -33.59522 -3.745817 
23.54817 4.281875 -32.13046 -3.716657 
30.17441 5.882337 -38.69722 -3.993539 
20.51143 2.782197 -32.40761 -3.857773 
33.62395 -0.05248896 -33.64767 -3.881983 
18.37985 3.252895 -29.91889 -4.071259 
20.48391 3.154426 -33.04289 -3.851071 
17.68634 4.67226 -29.5828 -4.055449 
20.50193 5.437159 -31.06846 -3.77429 
20.44911 3.048602 -30.61724 -4.027056 
18.86749 5.893271 -29.88081 -3.764619 
20.38503 3.791114 -30.81623 -3.815057 
19.26159 2.152526 -30.61113 -3.953668 
18.87669 5.643413 -29.93844 -3.75443 
18.09515 5.424913 -29.70486 -3.803477 
18.3768 4.09325 -29.74096 -3.757814 
16.90764 4.035136 -28.9713 -3.900929 
16.34517 2.52183 -29.92141 -3.631212 
17.94314 7.3747 -33.52604 -3.928112 
22.14632 5.534528 -30.2174 -3.968153 
20.05447 4.040772 -30.76236 -3.914192 
19.25296 3.267603 -30.84255 -3.816717 
19.75556 6.318761 -30.39837 -3.990335 
19.33154 5.830382 -31.20151 -3.789675 
21.00397 1.397293 -30.22236 -4.115741 
19.17751 2.191592 -29.92317 -3.90714 
21.69487 2.499311 -30.35661 -4.058797 
20.86205 3.216464 -29.66927 -4.020641 
19.53281 2.802143 -30.298 -3.513009 
18.43923 3.182918 -29.50722 -3.837352 
16.86205 4.559877 -30.36942 -3.918314 
17.27075 6.520815 -30.24136 -3.707584 
16.82717 4.492135 -30.02657 -3.769468 
22.5803 4.131887 -30.80829 -4.077575 
20.63683 4.676633 -29.8293 -3.913691 
22.32611 5.661568 -30.19787 -3.970421 
22.36865 2.664901 -30.0359 -3.809988 
