Delta_1 Delta_2 
3.152527 -2.258646 
2.904152 -2.21502 
2.094541 -2.084936 
2.725129 -2.418528 
3.578084 -1.967506 
3.901363 -1.791011 
1.6747 -1.710335 
1.763934 -1.621163 
1.594911 -1.548873 
1.937607 -1.619146 
1.95599 -1.382209 
3.73524 -1.789087 
2.43952 -1.773698 
2.099466 -2.001621 
6.409771 -2.163533 
5.313376 -2.844287 
2.186922 -2.328398 
3.163979 -2.186504 
3.788408 -2.173307 
3.606883 -2.071414 
3.250348 -2.014996 
3.063806 -1.864241 
1.908459 -1.838722 
3.591882 -1.785221 
3.470629 -1.753382 
1.695925 -1.295265 
1.887786 -1.611446 
0.5203755 -1.739097 
1.102563 -1.683604 
4.866338 -1.77015 
5.502765 -3.492559 
5.219142 -3.227649 
5.806226 -2.935068 
4.27637 -3.129303 
6.519647 -3.031145 
4.701836 -2.604264 
4.837388 -2.058925 
4.04636 -2.188022 
5.634928 -2.988296 
4.92768 -2.93083 
2.31531 -2.620997 
3.740013 -2.725013 
2.538556 -2.900767 
6.529878 -2.695092 
6.053463 -2.269398 
5.427463 -2.205247 
5.884879 -2.136578 
5.88422 -2.086651 
4.598865 -2.080895 
2.51071 -1.894418 
2.447165 -1.987608 
0.07028467 -1.915117 
2.126835 -1.968185 
5.706918 -1.86861 
9.343276 -2.381261 
10.17021 -2.842985 
7.176312 -2.988988 
7.308579 -2.993765 
5.834513 -2.153996 
5.325238 -2.28514 
3.601553 -2.330018 
2.816996 -2.51309 
2.880065 -1.671901 
1.634793 -1.63744 
2.515315 -1.370691 
1.62757 -1.410123 
1.659121 -1.404831 
0.3668307 -1.523966 
0.8232806 -1.606767 
1.037044 -1.464603 
1.790168 -1.784593 
2.674008 -2.22863 
4.14551 -2.683052 
1.149462 -2.62273 
6.152307 -2.570358 
6.765919 -2.816307 
5.120597 -2.933993 
1.467503 -3.063614 
2.72782 -2.454869 
0.8640597 -2.172868 
4.230038 -2.001768 
3.949648 -2.596238 
3.799204 -2.406786 
1.905538 -2.203662 
6.699414 -2.53326 
8.087267 -3.156611 
8.469152 -3.625555 
8.397629 -3.867606 
5.823769 -3.644694 
7.514572 -3.232389 
3.258599 -3.158886 
1.899141 -2.853856 
3.159431 -2.530867 
2.645245 -1.868865 
1.803182 -1.804735 
3.296215 -1.64922 
4.090366 -1.895087 
2.675369 -1.741078 
2.149805 -1.744953 
0.9608429 -1.974264 
1.545709 -1.734967 
4.134179 -1.840913 
4.263529 -2.140588 
5.325831 -2.352245 
5.039748 -2.420074 
5.090787 -2.256697 
3.13443 -2.344604 
2.100946 -2.44175 
3.247377 -2.250374 
3.878937 -2.320538 
4.421014 -2.039876 
1.722641 -2.249 
3.748666 -2.256175 
3.70269 -2.499971 
2.106845 -1.878133 
3.476384 -2.307131 
5.286452 -3.206792 
3.51303 -2.920667 
6.129482 -2.243435 
4.454069 -2.653675 
4.777643 -2.961879 
4.356122 -2.547576 
1.754424 -2.426328 
8.942325 -2.664352 
6.662508 -2.527347 
8.156657 -2.766319 
7.166122 -2.505028 
6.617974 -1.670078 
6.079351 -1.65663 
4.417249 -1.888864 
2.47749 -1.777949 
4.801085 -2.389892 
6.695014 -2.278139 
6.334004 -2.48875 
8.099263 -2.253356 
7.545479 -2.604806 
6.025209 -1.703704 
5.363822 -2.050012 
3.564778 -1.925937 
3.665654 -1.524274 
4.430866 -1.632948 
5.467376 -1.950701 
5.405014 -2.100572 
3.734788 -2.746315 
2.912289 -2.781224 
4.380489 -2.587844 
4.467716 -2.457548 
3.854501 -3.319809 
3.875916 -3.081453 
4.25179 -3.469185 
4.92992 -2.986962 
6.301014 -3.44919 
4.613317 -3.56684 
6.442503 -3.402527 
5.576168 -3.340248 
5.302651 -3.290133 
3.906625 -2.694424 
4.239825 -2.271758 
3.085604 -1.885401 
3.52 -2.257208 
3.28292 -2.06036 
2.690924 -1.58083 
3.731711 -2.629628 
4.672856 -2.645114 
3.492463 -2.691611 
2.521634 -1.909675 
3.677605 -2.16782 
4.224071 -2.391348 
3.28526 -2.345001 
3.456342 -2.462294 
1.759148 -2.336883 
1.804661 -1.909821 
1.742449 -1.884152 
2.448657 -2.049676 
2.260402 -2.089484 
3.121593 -2.204142 
4.854659 -2.193921 
4.515118 -1.728994 
3.81412 -1.328605 
3.746669 -1.176918 
2.47027 -1.351453 
1.568912 -1.485699 
0.9665302 -1.441309 
1.111353 -1.456042 
2.292039 -1.408084 
3.106666 -1.501682 
4.450159 -2.3213 
4.190291 -2.115944 
1.976781 -2.201789 
3.397948 -1.799028 
4.994379 -2.132691 
4.082784 -1.9338 
4.330823 -2.391852 
4.485237 -2.066485 
4.790679 -2.351216 
4.579014 -3.146753 
6.67175 -3.087448 
7.43862 -3.474592 
6.333836 -3.737322 
5.774409 -3.750693 
6.512081 -3.636886 
6.667814 -3.68738 
7.177457 -3.232445 
7.996729 -3.574499 
6.666867 -3.808787 
6.750299 -3.597477 
5.13602 -3.886816 
3.482689 -3.776503 
3.900937 -3.437106 
4.68849 -3.169632 
6.109328 -2.969557 
7.643191 -3.463702 
5.236396 -3.142804 
