beta1_1 beta2_1 beta1_2 beta2_2 
19.99081 3.535543 -29.76533 -3.928653 
21.62594 3.192861 -30.91605 -4.055144 
17.1488 6.094844 -29.33351 -3.717117 
21.25685 2.530344 -31.23895 -3.964803 
20.49468 4.249541 -29.92851 -3.952982 
19.41821 4.046383 -30.09595 -3.574461 
19.63592 4.867464 -31.00064 -4.039707 
19.60839 5.944312 -30.77816 -4.001221 
19.18365 4.839578 -29.90131 -3.877453 
18.75364 3.250781 -30.66835 -3.783419 
16.96027 3.379703 -29.38438 -4.006112 
18.96868 2.620037 -29.57938 -3.972033 
25.24061 4.853634 -31.48904 -4.051353 
21.08402 4.935154 -30.08552 -4.067551 
18.38695 6.522462 -29.95052 -4.120275 
18.10369 6.628954 -30.08978 -3.97022 
18.90281 5.252054 -30.32688 -3.876197 
19.3285 7.409309 -30.28095 -4.082751 
18.01968 6.560677 -29.64276 -4.076152 
21.19274 6.715214 -29.99691 -3.968527 
20.13485 5.486789 -29.43425 -3.839897 
23.32992 4.539112 -30.10011 -3.869866 
18.88799 4.250492 -31.50305 -3.917139 
16.21469 3.969198 -30.37494 -3.958644 
17.32737 6.177971 -29.66683 -3.803017 
18.95198 6.762532 -29.70825 -3.539796 
17.85583 9.016488 -29.57268 -3.726025 
19.57623 8.1696 -29.9992 -3.921447 
20.22538 6.168753 -29.73157 -3.931997 
22.4956 4.47697 -29.9814 -3.83515 
21.7061 3.982858 -30.18988 -4.016892 
18.88062 7.033933 -29.66754 -3.984745 
20.16124 6.565782 -31.1685 -3.837585 
16.68731 6.559249 -29.70655 -4.08079 
18.2295 3.484974 -29.4 -3.887758 
18.23472 4.910882 -30.39904 -4.012072 
18.65995 5.061151 -31.05082 -3.992528 
17.56587 5.998123 -30.8347 -4.075349 
19.12654 6.806505 -31.61076 -3.914104 
17.08851 4.640131 -30.39195 -3.724173 
18.66995 3.914943 -30.29172 -3.940699 
16.86734 5.688283 -30.12566 -4.10328 
17.56474 7.024233 -30.4341 -3.877918 
19.81329 3.117793 -30.49044 -3.903723 
18.87569 3.339742 -29.53201 -3.928915 
21.54868 4.056961 -31.60984 -3.954324 
16.14206 12.5329 -29.77972 -3.710625 
21.00647 3.635683 -30.25495 -3.711137 
15.4584 4.374964 -30.81052 -3.972581 
20.78868 4.628578 -29.34756 -3.825359 
24.9464 4.04013 -29.87019 -3.814883 
22.4098 6.904749 -30.01388 -3.920161 
23.07177 6.266714 -29.76121 -3.943524 
18.35836 6.011557 -29.87891 -3.894629 
19.09921 3.634401 -29.5434 -3.796235 
22.20977 5.367816 -31.38076 -3.885845 
20.08634 7.101593 -29.72424 -3.83244 
17.93947 6.444147 -30.15412 -3.935033 
17.76217 6.149186 -29.17215 -3.914715 
18.86184 5.702664 -31.01902 -4.059018 
18.56587 7.704078 -29.68463 -4.06838 
19.56994 3.92362 -29.92836 -3.795557 
23.77141 4.258073 -31.43557 -3.8967 
20.60362 3.684737 -30.45588 -3.715789 
19.19978 4.176286 -30.43971 -4.184434 
20.50281 3.490808 -29.89977 -3.939029 
19.82386 5.006657 -30.98894 -3.954692 
19.1444 4.607163 -31.81995 -3.930423 
18.09705 3.57962 -30.37949 -3.818284 
17.49341 5.890801 -30.02304 -3.883449 
18.90192 3.824247 -30.16995 -4.150887 
17.84527 6.559238 -30.03215 -3.971147 
17.5847 4.185174 -31.0883 -3.817841 
20.57551 1.71549 -31.04431 -3.862191 
21.63151 2.797289 -30.72343 -3.846822 
21.89072 5.136495 -30.42328 -3.706047 
21.03534 4.674791 -29.8305 -3.72146 
20.15176 2.068261 -30.98948 -4.063895 
18.43831 4.702803 -29.62668 -4.215545 
19.95042 5.225209 -30.98907 -4.034738 
17.99849 3.999381 -29.55898 -3.98801 
24.28208 4.91951 -32.15266 -3.743646 
19.43371 4.053717 -29.2756 -4.088001 
23.50994 6.041812 -31.42196 -4.03553 
18.75708 3.990196 -29.76736 -3.823582 
21.47447 6.939236 -31.71433 -3.937375 
19.66831 4.407764 -30.29587 -3.870541 
17.41728 4.838404 -29.33641 -3.924171 
17.05855 5.478883 -29.77517 -3.858977 
23.05976 1.935207 -32.7969 -4.053924 
19.2378 7.016312 -32.08937 -4.075509 
20.96273 4.218949 -29.561 -3.893551 
19.63273 4.121129 -30.0981 -3.827016 
20.55731 5.011102 -31.07159 -4.163272 
18.52884 4.833023 -30.27575 -3.920925 
18.18709 3.685465 -30.29086 -4.103132 
21.65332 -0.1072649 -30.22226 -3.999003 
19.50549 3.567348 -29.85175 -3.998074 
18.93763 6.466949 -30.1432 -3.872155 
21.09823 4.852074 -30.34701 -4.111856 
22.96514 7.231363 -30.99376 -4.132788 
22.74454 5.633568 -31.04949 -3.866303 
20.4813 4.595092 -30.17424 -4.106745 
18.49503 5.041962 -31.1248 -3.988014 
17.56654 2.754622 -31.02841 -3.774696 
18.25981 4.397454 -29.31007 -3.917274 
31.68961 3.425265 -49.44788 -3.846758 
15.32798 6.9684 -29.79534 -3.958759 
19.12483 2.667275 -31.11636 -3.75197 
17.3955 4.653243 -30.27363 -3.721471 
23.20501 7.16386 -31.71797 -3.893242 
23.81603 1.966214 -31.26478 -3.972443 
20.63987 5.645307 -29.69073 -3.705275 
20.32602 5.595101 -29.81512 -3.86352 
19.5704 4.059245 -29.88706 -3.778009 
21.20598 3.821169 -31.18246 -3.978215 
18.04328 5.236029 -30.37123 -3.745218 
18.76128 3.105441 -29.2044 -4.037176 
18.39334 5.102741 -29.62082 -3.940784 
21.31145 5.438737 -30.73419 -3.813589 
19.2086 4.487378 -29.7847 -4.099166 
19.02836 3.904283 -30.01822 -3.709772 
20.24222 2.851443 -30.10001 -3.905646 
18.59912 5.11566 -29.7012 -3.848763 
16.44776 5.234104 -29.51938 -3.868291 
20.56094 2.556104 -32.03615 -4.046024 
17.59539 3.687736 -30.25811 -4.124897 
17.54946 6.616288 -30.43931 -3.999242 
20.36693 2.867231 -31.24831 -3.807465 
17.24881 4.793788 -30.33296 -4.031779 
17.87502 5.160396 -30.26375 -3.816709 
20.00932 4.278972 -29.59322 -3.491077 
18.84017 4.46939 -29.46707 -4.012615 
20.89236 5.368833 -30.51038 -4.100545 
19.61035 4.995397 -29.53469 -3.727928 
20.21074 5.731808 -29.94354 -3.943456 
19.13397 5.390444 -29.4419 -4.07701 
23.38023 4.407128 -31.65176 -4.004459 
17.97208 3.853619 -30.89535 -3.355962 
18.02759 8.083635 -29.57707 -3.933039 
20.132 8.830151 -30.06553 -4.004858 
23.04553 8.068113 -31.3413 -3.852048 
