Delta_1 Delta_2 Delta_3 Delta_4 
-3.404779 1.52561 0.7526332 1.536999 
0.1131182 -0.05098678 0.6139736 6.748635 
7.261386 1.40567 0.7645705 25.79026 
-0.8651796 2.389435 0.7563749 15.0695 
0.5389852 0.4389592 0.7676324 15.99226 
-0.5191863 1.26134 0.7017185 13.29547 
1.299684 0.5853228 0.7543899 -12.79016 
2.262209 -1.717127 0.8062727 10.26714 
-0.350122 1.754398 0.9081807 5.328984 
-1.595621 4.047006 0.9805278 12.25043 
1.271804 1.992735 1.190529 -8.059293 
-1.871979 1.877788 1.325605 -10.57307 
1.150976 2.580222 1.12128 7.534817 
0.8651151 0.5256792 1.101288 9.645879 
-2.128022 1.818542 0.8828538 2.04685 
-2.470702 1.330824 0.5365305 -4.535714 
8.117981 2.461595 0.3924029 -11.06442 
7.670908 3.623373 0.4811101 24.77068 
12.21635 1.37044 0.7073931 -14.708 
-6.559982 1.043783 0.8146446 -7.649764 
4.935487 -2.447501 1.213412 4.859603 
9.953996 -4.208514 1.078875 3.368335 
15.0874 1.681782 0.9708101 8.153293 
16.37413 1.464366 0.6110224 -22.79289 
-6.763001 -0.3799845 0.6237046 -2.124821 
-6.411268 4.647642 0.7428478 -1.343725 
10.18338 2.744278 0.8401805 -4.4412 
11.61166 0.3302061 0.6163249 -2.681958 
6.648188 -10.72769 0.5349303 1.721847 
3.117202 1.53473 0.6570798 2.013558 
-0.363216 5.167803 0.5703711 1.804049 
1.441136 0.5691012 0.6226902 -0.1849129 
3.524017 1.129709 0.812328 1.881014 
4.742921 -0.2849263 1.012495 12.03125 
-3.362446 -1.119607 1.1289 7.821297 
-1.131567 1.822254 1.114011 -7.693274 
-0.6206679 -0.2521879 1.28337 -11.93365 
-0.3234554 0.4995613 1.154363 6.4856 
-0.593013 3.570011 0.9002142 12.36427 
1.445269 2.58746 1.055665 -5.275646 
-3.629799 2.310225 1.09921 -12.25242 
-1.001867 -2.892029 1.060568 -6.269879 
-0.4299728 -0.09322003 0.9210417 3.115349 
-2.542822 0.3092086 0.849014 -13.33226 
-2.620808 -1.211217 1.032492 5.559897 
-1.136729 1.287223 0.7413799 -6.11898 
4.710291 0.9425259 0.6436334 1.087797 
8.008798 -2.106669 0.6717498 0.4790197 
3.86386 -0.9795991 0.5778714 3.744755 
-4.037875 -0.6011687 0.6379021 5.420915 
18.40474 -1.592763 0.7727475 2.215401 
-17.61049 -0.8803052 0.6170716 0.1529241 
9.535533 0.9511851 0.4673933 -0.1393559 
10.98267 -1.226772 0.5746137 -1.37994 
-0.8676197 2.122194 0.6358915 1.399309 
0.2399237 0.7381841 0.79472 1.269325 
2.278346 1.045557 0.5660567 23.8664 
1.037796 1.308784 0.561322 -5.083014 
0.06196598 -1.911277 0.5380339 3.704276 
-0.3904917 0.04694266 0.7496427 10.37656 
-1.060273 -0.3912294 0.8246875 12.62142 
6.340567 0.09376033 0.7687057 10.7557 
8.411685 -0.3479141 0.634399 6.230988 
14.24223 -1.845769 1.05355 14.45273 
-6.054439 4.486481 1.092477 3.51907 
2.73073 0.082089 1.072338 4.573756 
5.581233 1.110507 0.9426293 -1.07905 
0.2707535 -0.1251205 1.095455 -1.570935 
-4.682131 -0.8468384 1.492407 0.7318851 
-0.2500157 -2.580623 0.9446028 3.273426 
3.27274 -1.160881 1.247353 7.305812 
11.057 2.174244 1.409821 8.830195 
10.57774 -1.769701 1.065632 11.01069 
11.02243 -2.119554 1.060678 -11.44408 
-6.601519 0.2283817 1.014333 -8.757308 
-12.13005 2.804317 1.123741 12.41755 
11.55029 0.5925903 0.9924074 6.086585 
0.5590328 0.6702041 1.156504 11.76566 
4.943993 -1.87469 1.393913 9.459166 
0.2552383 1.206058 1.466799 -11.96943 
-12.95001 -1.073604 1.177644 -0.258961 
10.91178 -0.3541966 1.031511 5.756296 
5.979217 1.235432 0.7893694 5.659891 
-6.215211 1.810578 0.8134869 -1.650528 
-16.04525 1.807612 0.8458122 -0.7371806 
-16.81318 -0.3071452 0.8288557 0.1006197 
-7.319846 -0.5349221 0.9433808 0.3653075 
8.890814 0.402645 0.945605 4.61126 
3.722924 0.2627536 0.9875584 0.6484193 
-2.743074 1.238557 1.275071 5.43528 
-2.520862 0.1324351 1.441251 -0.7888035 
-7.40771 1.318288 1.26428 4.280675 
20.72626 -2.732369 1.080093 0.439042 
-12.62055 1.166235 1.088136 0.6715652 
-20.30536 -0.8313529 1.005154 2.668191 
-1.326741 0.7409136 0.8427279 6.411733 
-5.044682 0.9893966 0.6635135 4.502075 
0.993972 1.031652 0.6389204 -1.783636 
4.994917 2.753186 0.6698035 5.842393 
4.027723 3.398326 0.781727 18.74096 
0.3406655 2.789659 0.8322055 -12.9521 
5.707304 0.3656118 0.9655031 -7.04708 
11.95319 -1.552476 1.052121 15.6813 
-19.84165 1.249913 0.8822357 17.05088 
