beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
-18.84459 -8.486296 -8.928412 -4.968964 -0.2358994 3.944171 12.80847 7.973444 
-18.34661 -2.847539 -10.47328 -4.156385 -0.1044343 3.961906 -6.135812 13.23254 
-15.67884 -7.336841 -8.847667 -5.49195 -0.08735059 3.96319 0.6327127 0.6116121 
-23.53547 -4.347386 -7.884332 -6.032996 -0.1990332 3.966505 1.249949 -7.764447 
-22.78158 -4.813262 -9.253424 -4.30448 -0.04249797 3.967219 2.853229 -14.02468 
-23.97696 -4.62426 -8.168865 -4.804246 0.2858442 3.914487 5.428023 -8.891499 
-22.56015 -4.632522 -8.939295 -6.841788 -0.1054976 3.960805 -6.766888 7.48061 
-21.05535 -4.54936 -10.80739 -5.011575 -0.161384 3.801939 -3.911313 -7.970616 
-22.51528 -4.840372 -8.921276 -5.726998 -0.1081727 3.957028 -2.890202 14.95373 
-23.66724 -4.284258 -9.281837 -4.391295 -0.1129919 3.969517 14.46539 -7.898315 
-22.99294 -3.864852 -10.33003 -3.448361 0.1065285 4.015041 10.74329 -4.165052 
-22.32012 -4.255005 -9.227442 -5.355471 0.03129966 3.943979 -4.069661 -19.41715 
-22.63552 -4.343401 -8.725849 -6.42071 -0.04905333 3.972629 7.794158 -0.9100115 
-23.08656 -4.144894 -9.457449 -4.875421 -0.09274501 3.997434 5.994774 -5.278134 
-23.11849 -4.963865 -8.797982 -5.346803 -0.08459075 3.985825 -1.478538 -12.3081 
-20.16042 -11.59593 -8.231948 -5.396192 -0.0672471 3.936313 -3.196881 5.374715 
8.540052 -8.312592 -0.9549263 -3.045712 0.5840516 3.963729 -29.50931 -10.39054 
-6.883344 -4.077409 -4.730212 -2.953186 0.1606032 4.003729 -4.212825 -15.85819 
-8.973221 -6.652955 -8.164052 -5.19986 0.04465233 3.98104 -0.3334271 8.23753 
-22.10517 -7.132125 -8.409397 -5.974407 0.04245365 3.92353 -2.911842 -15.10629 
-6.935091 -14.14862 -9.846661 -4.535055 0.03383541 4.012106 6.607258 0.353509 
-4.423136 -0.06945117 -12.08181 -5.104245 -0.02046161 3.960863 -4.71871 6.49274 
-13.712 -4.775341 -9.365724 -6.667743 -0.1401489 3.996743 2.656468 -9.085232 
-1.493175 -9.296266 -7.764724 -4.959805 -0.01222832 3.967593 -0.3872334 6.291715 
-3.529233 -8.667219 -15.26961 -19.36769 -0.3580923 4.03781 -10.14354 -3.201916 
-17.73059 -3.853001 -15.3203 -16.21906 -0.2545533 3.933896 -8.764731 -5.104255 
-16.72192 -3.791292 1.915138 3.78685 -0.3141217 3.978671 -10.62803 -5.792766 
-11.74984 -4.198446 3.281197 -0.1035363 -0.2638968 3.964499 -10.71473 -5.088715 
-11.71555 -14.15814 7.537249 2.401917 -0.2610084 3.969345 -7.948988 -5.566354 
