Delta_1 Delta_2 Delta_3 Delta_4 
1.04678 2.224956 1.142348 1.29146 
2.637816 -4.438183 0.9596023 -2.47416 
0.7886325 8.304924 1.076588 10.06156 
1.563654 19.5722 1.115583 11.56209 
-2.682297 4.554762 0.8514898 12.17082 
2.229503 23.19024 0.8645859 1.775173 
0.4685681 10.7839 0.8150325 3.603328 
-1.398814 0.3522237 0.9640838 1.2464 
0.3208296 -0.1520129 1.151931 1.414426 
2.125107 -0.7183589 1.016824 0.2909593 
-0.7475182 -0.502882 1.14511 12.19913 
-2.786422 -0.3337213 1.150695 -18.43096 
-2.184106 -0.2573355 1.096783 -8.161257 
-2.69312 -10.15593 1.139757 7.833935 
0.9712726 -7.965646 1.029003 6.352848 
0.1484093 -5.561047 1.239985 13.55845 
1.325566 -16.9778 1.020619 -4.299387 
20.84966 -12.02608 1.13702 1.078982 
11.96437 -2.154532 1.03032 -0.9151783 
19.30319 -13.11567 1.081668 -0.5358797 
12.04787 15.88555 1.086354 -0.4705684 
9.491397 -10.90389 0.8681028 -0.5102988 
17.99697 -17.32118 0.9109766 2.006064 
-7.866573 0.2847063 0.9007879 -0.6030847 
-12.6429 -0.5577134 0.7909244 0.2078145 
-17.91947 14.3608 0.6669758 -0.9127161 
5.102954 -7.839485 1.04158 0.898785 
-14.15919 -2.294522 1.208364 1.647802 
3.572146 -1.423298 1.141726 -0.8104468 
-1.623224 1.316439 1.23922 1.893365 
0.9133299 -5.170739 1.420469 -1.133283 
0.4643734 8.954471 1.497877 -10.02883 
0.6392088 5.939833 1.342523 11.66856 
4.181789 1.609848 1.169422 1.552873 
-0.5338383 0.008230372 1.2958 -6.620684 
-0.1707815 1.142245 1.014103 -9.15813 
1.101557 0.3709627 1.078728 8.654605 
-0.687742 -3.7059 1.142535 -2.164514 
-2.189335 -0.409635 1.049521 2.11218 
-2.496804 1.075959 0.9171783 4.916997 
-1.740924 -0.1063364 1.114703 -0.2935746 
-1.374049 1.054145 0.919384 9.95546 
1.431855 -3.474964 1.072458 -3.818733 
1.093329 -0.8918712 1.116167 -7.318641 
