Delta_1 Delta_2 Delta_3 
-6.025444 0.803268 -2.439892 
-5.934615 0.758492 -1.824369 
-4.782017 0.9310401 -1.636939 
-5.563995 0.8707403 -1.692655 
-5.151494 0.7785689 -1.598787 
-4.926919 0.8369038 -1.94157 
-4.257232 1.093235 -1.593359 
-3.36889 1.085737 -1.873869 
-3.703442 0.6809956 -1.806458 
-4.194566 0.696268 -2.196699 
-3.430019 0.8672791 -2.431124 
-4.42979 0.3796278 -1.792854 
-3.46613 0.2822424 -1.244201 
-3.74391 0.2732899 -1.447683 
-4.463208 0.4965947 -0.9995392 
-4.056724 0.65542 -1.86338 
-4.013962 0.6130553 -1.523941 
-4.489693 0.8190597 -2.165245 
-4.608197 0.8976884 -2.228381 
-5.128388 0.7981957 -1.927013 
-5.158762 0.3226326 -1.545874 
-5.453386 0.9026713 -1.565591 
-3.041314 1.139523 -1.246556 
-2.838549 1.060467 -1.239268 
-3.683224 0.2626908 -1.626333 
-3.786654 0.5299163 -1.510181 
-4.105451 0.6443676 -1.703733 
-4.478635 0.8551547 -1.245966 
-4.864945 0.3871586 -1.56517 
-4.371891 0.7861324 -1.68363 
-2.829337 0.6091243 -1.695718 
-2.530247 0.3479413 -1.611498 
-4.466251 0.9081133 -0.9945813 
-4.094701 0.4682731 -0.9615497 
-4.006442 0.5742168 -1.632304 
-4.413349 1.072304 -1.933112 
-4.360104 1.023064 -2.394098 
-3.679007 0.4828512 -1.332148 
-3.764628 0.4760134 -0.9677101 
-4.23271 0.4508069 -1.068364 
-3.997779 0.5878474 -0.8905683 
-4.006413 0.8831283 -1.539309 
-4.268241 0.587068 -1.020297 
-4.584789 1.045404 -0.5915185 
-4.483187 0.3897872 -1.479186 
-4.290324 0.8262736 -1.786121 
-4.021116 0.4928342 -1.190849 
-4.552483 0.527505 -2.058172 
-4.444656 0.6934854 -1.809617 
-4.297434 0.570795 -0.8754565 
-4.770599 0.5666373 -1.516169 
-5.168482 0.6912872 -1.167722 
-4.985942 0.6711787 -1.111696 
-4.051977 0.7210276 -1.41498 
-4.611794 0.5857307 -1.693179 
-5.277106 0.8146962 -1.49106 
-4.839208 0.8195794 -1.999424 
-5.252724 0.7145055 -2.130245 
-4.8448 0.7363078 -1.582873 
-5.123371 0.9580487 -1.533923 
-5.994453 0.3949646 -1.537716 
-5.817975 0.7927344 -1.776854 
-5.4496 1.135799 -1.918757 
