beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 
-31.8083 -3.907386 29.78088 3.963727 15.16521 4.335829 
-32.09128 -4.000971 29.88071 4.065486 15.62472 3.897823 
-31.32429 -4.139985 29.94583 3.972849 15.57347 4.079736 
-31.3685 -3.906729 29.75207 3.917734 15.88713 4.117182 
-31.56261 -4.017487 29.99279 3.88953 16.04411 4.04421 
-30.95381 -4.087954 29.91803 4.10371 15.62638 4.204021 
-30.70568 -4.129113 30.06681 3.830817 15.57126 4.245283 
-29.83218 -4.223989 30.01408 3.815898 15.41829 4.357778 
-30.43745 -3.560709 29.91564 3.832969 15.42411 4.08646 
-31.05426 -3.843847 29.91716 3.818413 14.94617 4.224232 
-29.71002 -3.933887 29.77996 3.95915 15.17226 4.433265 
-30.13031 -3.983215 29.64672 4.249952 15.57756 4.330558 
-30.67528 -4.186076 29.55216 3.852763 15.42999 4.174974 
-30.58056 -4.125452 29.60671 3.969286 15.63907 4.037849 
-30.86118 -4.262134 29.72025 3.952216 15.99523 4.289803 
-31.70218 -3.969317 29.92073 4.156831 14.94907 4.238087 
-30.60431 -4.042357 29.73339 3.861414 15.65565 4.304162 
-31.07566 -3.924295 29.69903 3.987702 15.14776 4.072826 
-30.1487 -4.248641 29.86917 3.982832 15.43536 4.305782 
-32.18097 -3.944765 29.89448 3.771874 15.36526 4.183884 
-31.82729 -3.803107 29.69477 4.139462 15.6951 4.16163 
-31.72281 -4.027428 29.99848 4.021368 15.78137 4.323541 
-29.98668 -3.808897 30.25611 4.014701 15.29494 4.321112 
-30.19753 -3.350471 30.24794 3.816695 15.65876 4.545462 
-30.91744 -4.169318 29.55774 3.885292 15.2124 4.167095 
-31.38003 -4.115743 29.78187 3.988336 14.96324 4.20407 
-30.73554 -4.0878 29.67777 4.087237 15.11447 4.106324 
-31.41134 -4.13924 29.94453 4.094143 15.43706 4.18497 
-30.94753 -3.814388 29.69303 4.024334 15.54324 4.171377 
-30.67649 -4.145253 29.71729 3.748516 15.97212 3.833012 
-29.6472 -3.973656 29.51324 3.938484 15.53064 4.269427 
-30.16136 -4.03632 30.02503 3.954547 14.97083 4.230962 
-30.82439 -3.795455 29.84708 3.985605 16.0034 4.181907 
-31.17387 -4.108991 29.61694 4.038435 15.74862 4.2826 
-30.5233 -4.095978 29.79718 3.936044 15.57718 4.020761 
-30.74365 -4.161244 30.17658 3.759839 15.53003 4.494835 
-30.23426 -4.333061 29.78255 3.969316 15.21781 4.755397 
-30.52506 -4.033933 29.69565 3.922069 15.42086 4.157191 
-31.1799 -3.947396 29.76071 3.898809 15.51213 3.93559 
-31.96183 -4.131206 29.66617 4.08969 15.80828 4.187628 
-32.13565 -3.84656 29.86704 4.133821 15.39426 4.177215 
-32.81248 -3.92296 30.58294 3.989597 14.38998 4.306667 
-32.15909 -3.795422 29.90453 3.774911 15.41513 4.427041 
-31.75347 -3.949808 30.0565 3.9707 15.66993 4.043992 
-31.31578 -3.982789 29.55618 4.06192 15.58803 4.316317 
