"res" "LCI" "UCI"
-3.58176730227479 -3.87731244541801 -3.3090910279743
-3.1689951744981 -3.4061336896562 -2.94675057676681
-2.93887740119069 -3.14570896549377 -2.74285720149086
-2.87694689129445 -3.07567495898373 -2.68814542011077
-2.79287774837726 -2.98225597930482 -2.61388308998071
-2.73348094653173 -2.91769546879013 -2.56028021393186
-2.67947410591695 -2.8548709209444 -2.51300536124518
-2.50776859860299 -2.66667951160977 -2.35642959746865
-2.434073094397 -2.58842104469317 -2.28703816664369
-2.42346330415959 -2.57640889287259 -2.27672927543005
-2.41173429810641 -2.56522359230336 -2.26519834255008
-2.38724241629189 -2.53907422239949 -2.24212573065666
-2.35865191944602 -2.50563521599537 -2.21764423967424
-2.30479445253706 -2.44996126693338 -2.16483244029174
-2.29335951377045 -2.43909569754294 -2.15095317069211
-2.18381849140708 -2.31993213420828 -2.05117842101629
-2.08815468203551 -2.21863476425573 -1.96017492703185
-1.99602317044727 -2.12532260828895 -1.86877645361652
-1.98231720082853 -2.1079403632484 -1.85856369442615
-1.97531313854897 -2.10115749070431 -1.85106850056016
-1.94312952190033 -2.06505757032002 -1.82047175805063
-1.91743825084104 -2.04071224515786 -1.79782115061808
-1.91145962856161 -2.033258474044 -1.79210737998452
-1.90462151006367 -2.02712449370179 -1.78587952113456
-1.89673782731844 -2.01754086786845 -1.77915387333999
-1.88463119156724 -2.00534036948639 -1.76616998256002
-1.87700904089865 -1.99748964019076 -1.75937194239791
-1.8721392424192 -1.99264500238109 -1.75471025465206
-1.84086629193139 -1.95979551207963 -1.72417671046911
-1.83640921638242 -1.95554299977558 -1.7209248740927
-1.83000011232931 -1.94837886113509 -1.71294897677043
-1.82251585648491 -1.94170309326642 -1.70328045371349
-1.81515010832715 -1.93446611340151 -1.69645846879347
-1.79921768617562 -1.91806285405713 -1.68006360731242
-1.78448059177202 -1.9017853817343 -1.66804720446527
-1.77641196338854 -1.89173313650936 -1.66289516545736
-1.76598553566495 -1.88124040436674 -1.65031079582145
-1.75668280220853 -1.87186816883102 -1.64118157776706
-1.75086156452183 -1.86604194031753 -1.63712704844005
-1.74631239930904 -1.86049389634886 -1.63266504638408
-1.70828463825716 -1.82059208139508 -1.5981151666111
-1.67398958785149 -1.7895182578264 -1.56417894956283
-1.65421884225027 -1.76675497459618 -1.54283576709064
-1.63305576746524 -1.74591885704656 -1.52375934907547
-1.62767852074767 -1.740443149725 -1.51740029253954
-1.62014651122503 -1.73245687514928 -1.50908922532051
-1.61012980841091 -1.72148329221297 -1.50133766189058
-1.60655048161982 -1.71758934159493 -1.49842736341866
-1.60312163764591 -1.71266313549187 -1.49501872499275
-1.59782266090675 -1.70752749094755 -1.4907702201758
-1.59034777990906 -1.70206118461529 -1.48115015831938
-1.58709762113215 -1.6985908701839 -1.47798362557292
-1.58430664643644 -1.69535565780899 -1.47510152016353
-1.57788779299982 -1.6884703527695 -1.46882352837721
-1.57316883989696 -1.68338916214238 -1.46373780137368
-1.56731297649254 -1.67857290848854 -1.45889606298183
-1.55836629287318 -1.66930856340523 -1.45093859216085
-1.54828489665618 -1.65635966371528 -1.44294662879672
-1.54073906258488 -1.64860034553389 -1.43565391590953
-1.53493996845792 -1.64320728797139 -1.43052080452651
-1.52296668877047 -1.63072210383982 -1.41632499614324
-1.51885249840501 -1.62736440436988 -1.4111317233219
-1.51210818198806 -1.61996079232642 -1.40730874424105
-1.502821254683 -1.60882526754952 -1.39808947210728
-1.4962327626746 -1.60334850936362 -1.39215676392324
-1.48795649648118 -1.59372695682302 -1.38385146919316
-1.48069105372955 -1.58722413997612 -1.37686867086743
-1.4702871337507 -1.57856702234181 -1.3659638177702
-1.46199115459731 -1.57182595765591 -1.35469784672259
-1.45905249432303 -1.56891839276789 -1.35113432443731
-1.45678135305927 -1.56637690023204 -1.3491394608294
-1.45078569322496 -1.55802126013758 -1.34510208408791
-1.44771365630635 -1.55460145440452 -1.3419273916804
-1.44418692007348 -1.55083958938661 -1.3390210920066
-1.43426653075913 -1.53862591193913 -1.332395908529
