"Delta_1" "Delta_2" "Delta_3"
-2.174889 1.034333 -2.656883
-2.087369 0.9833166 -2.892024
-2.103327 1.045921 -2.976742
-1.940346 0.9829762 -3.061571
-2.002162 0.9903679 -2.671602
-1.942665 1.000491 -2.750338
-2.095598 1.025607 -2.84549
-2.131807 0.9569674 -2.882335
-2.055558 1.040218 -3.08086
-2.007788 1.101008 -3.329438
-2.112668 1.221858 -3.286358
-2.007317 1.213504 -3.181862
-2.077936 1.157547 -3.276697
-2.086487 1.151367 -2.947083
-2.089837 1.003873 -3.052612
-2.375176 1.245868 -3.225461
-2.251391 1.181612 -3.020251
-2.283236 1.166945 -3.135565
-2.209552 1.079333 -2.955396
-2.237237 1.111487 -3.253973
-2.033571 1.074936 -3.192934
-2.030054 1.170112 -2.947324
-2.096897 1.154279 -2.983609
-2.056975 1.176437 -2.809747
-2.051091 1.254924 -3.021203
-1.975762 1.262957 -3.220485
-2.206746 1.250446 -3.063198
-2.1502 1.124925 -3.174274
-2.034428 1.158734 -2.859112
-2.110522 1.024372 -3.054969
-2.145834 1.095466 -2.634834
-2.019102 1.193351 -2.661968
-1.958892 1.200978 -2.887015
-1.90454 1.216352 -2.642986
-2.00878 1.047758 -3.197595
-2.027782 1.002123 -2.703796
-1.996215 1.085565 -2.779935
-2.013887 1.046836 -2.718957
-2.088837 0.9337264 -2.852354
-2.036954 0.9877725 -2.814242
-1.956425 1.005124 -2.731487
-2.033923 0.9763539 -2.821163
-2.017003 1.038395 -3.098606
-2.011505 1.030171 -3.047779
-2.03667 1.137797 -2.778957
-1.95091 1.107532 -2.902228
-1.789375 1.084582 -3.039344
-1.822239 1.162614 -2.886544
-1.82803 1.148471 -2.974233
-1.979744 1.215926 -2.896103
-2.121437 1.193979 -2.739183
-2.050895 1.16187 -2.747064
-2.091586 1.198233 -3.015713
-2.113276 1.237049 -2.832023
-2.154222 1.219588 -2.539454
-2.236574 1.244938 -2.789463
-2.124569 1.198256 -3.044075
-2.226152 1.189271 -2.787528
-2.325075 1.246818 -3.072974
-2.207785 1.230938 -3.119323
-2.237272 1.256344 -3.014842
-2.210088 1.174797 -3.007476
-2.220112 1.221109 -3.007591
-2.227294 1.230251 -2.892945
-2.074534 1.252759 -2.261908
-2.255212 1.26364 -2.996646
-2.300591 1.218312 -3.053507
-2.27731 1.241333 -3.11072
-2.15464 1.197789 -3.006615
-2.116258 1.136271 -3.000868
-2.095019 1.15306 -2.765539
-2.065991 1.108859 -2.686037
-2.075466 1.041772 -2.772803
-1.907975 1.127302 -2.919821
-1.941412 1.099669 -2.66696
-1.86836 1.208507 -2.701841
-1.937172 1.18959 -2.850801
-1.889327 1.207195 -2.899163
-1.974242 1.242478 -2.919859
-1.968586 1.271183 -2.885003
-1.99422 1.225733 -2.784373
-2.098068 1.229019 -3.240031
-2.035256 1.104088 -3.039702
-2.140892 1.179091 -2.884411
-2.280917 1.230969 -3.052033
-2.278153 1.2371 -2.8545
-2.38647 1.241887 -2.7102
