"p_1" "p_2"
0.6949981 0.3050019
0.777814 0.222186
0.7128783 0.2871217
0.6304253 0.3695747
0.7364762 0.2635238
0.5720024 0.4279976
0.6471787 0.3528213
0.7429977 0.2570023
0.6260974 0.3739026
0.7116607 0.2883393
0.6733028 0.3266972
0.7279962 0.2720038
0.7854521 0.2145479
0.779397 0.220603
0.7529823 0.2470177
0.7381424 0.2618576
0.6979905 0.3020095
0.7723073 0.2276927
0.7766729 0.2233271
0.7110138 0.2889862
0.7132074 0.2867926
0.72231 0.27769
0.6972207 0.3027793
0.6999248 0.3000752
0.7394247 0.2605753
0.6536443 0.3463557
0.6899205 0.3100795
0.7517288 0.2482712
0.7178125 0.2821875
0.6892131 0.3107869
0.6960174 0.3039826
0.6795173 0.3204827
0.6638471 0.3361529
0.7195229 0.2804771
0.6392714 0.3607286
0.7163276 0.2836724
0.6579278 0.3420722
0.6976138 0.3023862
0.7778298 0.2221702
0.6839933 0.3160067
0.674263 0.325737
0.6086112 0.3913888
0.6604264 0.3395736
0.6707314 0.3292686
0.749316 0.250684
0.6986965 0.3013035
0.7312388 0.2687612
0.7066864 0.2933136
0.7483907 0.2516093
0.7476079 0.2523921
0.683531 0.316469
0.6523367 0.3476633
0.6619741 0.3380259
0.8233367 0.1766633
0.7470033 0.2529967
0.7369527 0.2630473
0.6918049 0.3081951
0.742242 0.257758
0.7137602 0.2862398
0.7270809 0.2729191
0.7307024 0.2692976
0.7007429 0.2992571
0.6922541 0.3077459
0.7094715 0.2905285
0.6264052 0.3735948
0.6915289 0.3084711
0.6520226 0.3479774
0.6390332 0.3609668
0.6914619 0.3085381
0.6551882 0.3448118
0.6913022 0.3086978
0.7370942 0.2629058
0.7113305 0.2886695
0.66775 0.33225
0.6223842 0.3776158
0.6215749 0.3784251
0.7712547 0.2287453
0.7631439 0.2368561
0.7207689 0.2792311
0.7491984 0.2508016
0.6290674 0.3709326
0.6887738 0.3112262
0.6817993 0.3182007
0.5741615 0.4258385
0.6796876 0.3203124
0.7793928 0.2206072
0.7433544 0.2566456
0.6131503 0.3868497
0.6767203 0.3232797
0.6745451 0.3254549
0.7874825 0.2125175
0.6313637 0.3686363
0.723096 0.276904
0.7702623 0.2297377
0.6679784 0.3320216
0.7192499 0.2807501
0.7140032 0.2859968
0.7391977 0.2608023
0.7170112 0.2829888
0.7522115 0.2477885
0.7192859 0.2807141
0.679198 0.320802
0.6479538 0.3520462
0.7540555 0.2459445
0.7142582 0.2857418
0.7628075 0.2371925
0.6115339 0.3884661
0.717363 0.282637
0.6901881 0.3098119
0.5955907 0.4044093
0.706289 0.293711
0.7520686 0.2479314
0.7780314 0.2219686
0.7236511 0.2763489
0.7364089 0.2635911
0.6397273 0.3602727
0.7267834 0.2732166
0.7453938 0.2546062
0.6514528 0.3485472
0.7869877 0.2130123
0.8429188 0.1570812
0.6410484 0.3589516
0.7806286 0.2193714
0.7118281 0.2881719
0.7590893 0.2409107
0.7667081 0.2332919
0.6891449 0.3108551
0.6789924 0.3210076
0.6492547 0.3507453
0.719162 0.280838
0.6416605 0.3583395
0.7295667 0.2704333
0.6565007 0.3434993
0.8529464 0.1470536
0.7632896 0.2367104
0.7545097 0.2454903
0.6789345 0.3210655
0.6827318 0.3172682
0.7536708 0.2463292
0.7365187 0.2634813
0.7794217 0.2205783
0.6971354 0.3028646
0.7180757 0.2819243
0.5111156 0.4888844
0.6829892 0.3170108
0.7756856 0.2243144
0.7510938 0.2489062
0.7078344 0.2921656
0.7966565 0.2033435
0.7623578 0.2376422
0.7194924 0.2805076
0.7371039 0.2628961
0.6998333 0.3001667
0.6433322 0.3566678
0.666299 0.333701
0.7150974 0.2849026
0.7505418 0.2494582
0.7841467 0.2158533
0.653729 0.346271
0.7161702 0.2838298
0.6853388 0.3146612
0.6751477 0.3248523
0.7736401 0.2263599
0.6719186 0.3280814
0.7482084 0.2517916
0.7217092 0.2782908
0.7351021 0.2648979
0.6793514 0.3206486
0.6087125 0.3912875
0.6519803 0.3480197
0.7691457 0.2308543
0.7481414 0.2518586
