"Delta_1" "Delta_2" "Delta_3"
0.9478977 -1.88803 0.06871288
0.9794609 -1.650083 -1.567071
0.998569 -2.148547 -2.013981
1.017713 -1.966419 -1.954286
0.9806182 -2.049567 -2.79627
0.9870442 -1.958175 -2.153288
1.006494 -2.279425 1.741888
1.002792 -2.233569 -0.1904529
0.9670554 -1.785386 -0.9521656
1.007799 -2.053253 0.03950511
1.032528 -2.10909 -3.016485
1.05928 -2.236394 -2.594071
1.087613 -2.018103 2.585825
1.15964 -2.004381 -3.23549
1.139414 -2.158528 -1.867326
1.144504 -2.286578 -0.5429837
1.106109 -1.990277 -3.008685
1.057216 -2.005801 -2.838908
1.042401 -2.34413 -1.841788
1.035375 -2.216868 -2.095913
1.057887 -2.400022 0.4025735
1.031712 -2.058906 -1.132261
1.05443 -2.043393 -2.676045
1.012171 -2.275376 -0.9570991
1.047588 -1.862688 -1.724078
0.9988512 -2.355192 -2.991264
1.045246 -2.631966 0.9066931
1.051374 -2.415999 -1.412051
0.9866908 -2.407967 -1.145039
1.058639 -2.1072 -2.605334
1.008799 -2.520255 2.4165
0.9736696 -2.199185 0.1184148
0.952639 -1.422848 1.847748
0.9842115 -1.972914 -0.327069
1.007296 -2.228337 -1.930498
0.9796975 -2.071294 -2.170719
1.063351 -2.255687 -1.737641
1.011638 -2.273194 -1.919802
1.059925 -2.145794 -2.811706
1.033108 -1.999664 -4.226548
1.009176 -1.878986 -3.569218
1.000139 -1.824043 -3.446139
0.9748196 -1.997548 0.1234567
1.024501 -1.839374 0.458503
0.9966525 -2.015324 0.4680969
1.018589 -2.062134 -2.693922
1.037603 -1.939463 0.3904429
1.000646 -1.952998 -0.2370982
1.012983 -2.061679 -0.6444244
1.057845 -1.982619 -2.288142
0.9983428 -2.031088 -1.948521
1.0394 -2.114869 -2.967042
1.066322 -2.564973 -3.321153
1.099642 -2.439588 -2.393318
1.069258 -2.126337 -1.972982
1.061931 -2.21428 -1.134798
1.092026 -1.759963 -0.2661802
1.066306 -2.05934 0.6352791
1.034875 -1.843974 -3.57977
1.019832 -2.294756 -3.155903
0.9435305 -2.454443 0.4992107
0.9384916 -2.053404 -1.108795
0.9980957 -2.356371 -0.4707003
0.9682901 -2.16105 2.290826
0.9672405 -1.642904 -1.872692
0.941185 -1.789365 -1.417452
0.9552741 -1.759157 -3.354756
0.9758006 -1.746921 0.4863355
1.002797 -2.125272 -0.6699403
0.9587571 -2.220471 -0.703186
1.018745 -2.289208 -1.573571
0.9732309 -2.326285 -3.434524
0.9431306 -2.371484 -3.132435
1.025871 -2.587762 -1.258019
1.031022 -2.20984 -2.281179
1.030653 -2.009952 -1.117868
1.035217 -2.65998 0.3355992
1.063252 -2.494602 -2.61365
1.068314 -2.12034 -0.1237545
1.034695 -2.055515 -0.8056446
1.037903 -1.998514 -2.673066
1.040434 -1.90709 -2.194161
1.065966 -2.359805 0.7184609
1.154765 -1.975085 -1.403019
1.150458 -2.459957 1.091525
1.153556 -2.237396 -2.470812
1.216117 -2.48479 -0.2617892
1.217501 -1.937747 0.5645676
1.210203 -2.336972 -2.963896
1.212738 -2.461205 -2.761704
1.183473 -2.458777 -1.457568
1.172426 -2.380278 -0.7137564
1.146563 -2.685188 -2.08772
1.124818 -2.57468 1.349991
1.099212 -2.591498 -2.948299
1.083464 -2.535378 -1.284182
1.126467 -2.430067 -3.852027
1.088452 -1.920871 -3.87241
1.03362 -2.18087 -2.780729
1.09064 -1.721131 -0.5629062
1.016454 -1.488312 -1.906464
0.995984 -1.819459 0.06952251
1.003627 -2.063455 -3.233923
0.9824899 -1.579378 -0.03194467
1.005324 -1.879687 0.5956741
1.003355 -2.480338 -1.701014
1.035885 -2.130803 -0.6555412
1.085771 -2.007229 -2.84443
1.024857 -1.453501 -2.517595
1.067393 -1.883311 0.7906304
1.081761 -1.98517 -3.536745
