"beta1_1" "beta2_1" "beta1_2" "beta2_2"
22.46051 4.115965 -29.81359 -3.898033
21.97799 4.052225 -29.66692 -3.933034
22.06719 3.510826 -29.87742 -3.984006
22.27635 3.680556 -29.89651 -3.739035
21.94553 3.471235 -29.85426 -3.775771
22.59236 3.837829 -29.89003 -3.784151
21.40285 3.450269 -29.83561 -3.755852
22.34402 3.884776 -29.96726 -3.864401
22.22592 3.384338 -29.71123 -3.909466
22.21883 3.335248 -29.77161 -3.52994
21.76903 3.941728 -29.82312 -3.904302
22.12674 3.901152 -29.9875 -3.7211
22.69953 3.682584 -29.95971 -3.732009
22.39501 3.630604 -29.82006 -3.820073
21.92074 4.008448 -29.96076 -3.708066
22.11341 3.843462 -30.2119 -3.834667
22.23243 3.485227 -29.84717 -3.820914
22.09798 4.054471 -29.72698 -3.798569
22.60151 3.857631 -29.83262 -4.087117
22.31757 3.56591 -29.68161 -3.914753
23.07371 3.718026 -29.97635 -3.850909
22.29344 3.857272 -29.77064 -3.811935
22.1531 3.834989 -29.87975 -3.765053
22.17486 3.529926 -29.7509 -3.858793
22.32348 3.625544 -29.76932 -3.878567
22.32392 3.6023 -29.9392 -3.796525
22.69473 3.714099 -30.02221 -3.851769
21.89077 3.920567 -29.96106 -3.674215
22.31156 3.870679 -29.82331 -3.930358
21.88525 4.061655 -29.90507 -3.828399
22.52862 3.724642 -30.17394 -3.846673
22.36493 3.930505 -29.9822 -3.675891
22.33965 3.746595 -29.70492 -3.594403
22.89639 4.062785 -29.77198 -3.818691
22.14365 4.025257 -29.73772 -3.902128
22.62187 3.928199 -29.78119 -3.871401
21.88988 3.786837 -29.69615 -3.820539
22.32315 3.571708 -29.4937 -3.90857
22.48832 3.801648 -29.73278 -3.895671
21.78302 3.856436 -29.64996 -3.9719
21.62997 3.889755 -29.80191 -3.778994
22.41327 3.805977 -29.80247 -3.871674
22.25813 3.760756 -29.82737 -3.823102
22.44234 4.081845 -29.68232 -3.711152
21.81317 3.569077 -29.30269 -3.716184
22.80995 3.864844 -29.72013 -3.689552
22.49918 3.991667 -29.67947 -3.806586
21.83781 4.244782 -29.97948 -3.874858
22.79481 3.804872 -29.92961 -3.796951
22.05502 3.783056 -29.83557 -3.685825
22.35218 3.347058 -29.90148 -3.805465
22.00602 4.013686 -29.91995 -3.871127
22.47142 3.151098 -30.22732 -3.773841
21.89445 3.614432 -30.2655 -3.738896
22.65025 3.926377 -29.92551 -3.831647
21.7588 3.856125 -29.93855 -3.824254
21.92493 3.731602 -29.83077 -3.91726
21.94316 3.243627 -29.98973 -3.778917
22.55585 3.723534 -30.0776 -3.85735
21.73389 3.501273 -30.05407 -3.900374
22.14636 3.887475 -29.9946 -3.804731
22.02616 3.852603 -30.04686 -3.86081
22.90387 3.5865 -29.81125 -3.842099
22.23961 3.749365 -29.89333 -3.953669
22.23038 3.957264 -30.05426 -3.879663
22.85529 4.125507 -30.1426 -4.014072
21.90583 3.493494 -29.76725 -3.81673
21.84477 3.993573 -29.86645 -3.899016
22.6507 3.806227 -29.65209 -3.813984
22.21948 4.22461 -29.60117 -3.841823
22.22376 3.952794 -29.6396 -3.837306
22.80745 3.486964 -30.02019 -3.91457
22.09738 3.688467 -29.75528 -3.809152
22.45126 3.557297 -29.7482 -3.892508
22.1738 3.725276 -29.72378 -3.820529
22.09137 3.942068 -29.96005 -3.698461
22.31172 3.731359 -30.09188 -3.775582
21.92792 4.069301 -30.03561 -3.838356
22.66834 4.026626 -29.92476 -3.708713
22.52415 3.156047 -29.9472 -3.684969
22.79707 3.669909 -30.01671 -3.79909
21.89689 3.878244 -30.02803 -3.744351
21.63471 3.793126 -30.15388 -3.783718
22.59011 4.113524 -30.18532 -3.901689
22.02231 3.850301 -30.01315 -3.778356
22.3306 3.829257 -30.15007 -3.862347
22.38725 3.700501 -29.92063 -3.744907
22.05727 3.643018 -29.79272 -3.776549
21.87761 3.509458 -29.67675 -3.881442
21.27423 3.24066 -29.79344 -3.799317
22.54854 3.614052 -30.17945 -3.832672
23.06044 3.488391 -29.82142 -3.729258
22.78157 3.879802 -29.77184 -3.887783
21.85677 3.90023 -29.74439 -3.597649
22.2111 3.780535 -30.09098 -3.833415
21.80475 3.449119 -29.97307 -3.802656
21.79875 3.52451 -30.11025 -3.907415
22.223 3.731487 -29.75231 -4.071282
22.6959 3.826066 -29.86373 -3.941374
21.94953 3.693403 -30.0259 -3.930116
22.40264 3.830273 -30.08442 -3.73355
22.04614 4.092828 -30.05515 -3.777857
22.03979 3.89654 -30.06364 -3.707458
21.68971 4.039266 -29.84123 -3.816859
21.24019 3.800521 -30.04703 -3.903598
21.37046 3.67095 -30.02579 -3.807153
22.0569 3.226997 -29.48783 -3.817839
21.83022 3.494818 -29.47185 -3.871086
22.47594 3.591437 -29.78955 -3.854573
21.72499 3.731121 -29.68313 -3.754162
22.30398 4.218704 -29.62818 -3.821331
22.31052 3.444657 -29.76066 -3.920101
22.16016 3.52624 -29.91691 -3.918711
22.70065 3.8469 -29.80029 -3.83742
22.3006 3.660261 -30.05989 -3.790941
21.70334 3.605813 -29.84245 -3.990225
22.62835 3.976948 -29.81219 -3.886351
21.90588 3.735645 -29.89563 -3.95201
23.00715 4.031047 -29.8206 -3.887731
22.38435 3.505927 -29.83582 -4.019941
22.20756 3.51595 -29.83333 -3.890845
21.82673 4.246976 -29.66817 -3.855404
21.94221 4.204106 -29.84027 -3.820984
22.33193 3.893828 -29.74614 -3.858075
22.11154 3.994683 -30.00012 -3.703355
21.69478 3.608382 -29.88236 -4.156472
22.36978 3.765837 -30.13799 -3.772138
21.99385 3.552699 -30.09615 -3.91711
22.15736 3.615824 -30.15723 -3.835137
22.37935 4.001208 -29.96065 -3.815112
21.53235 3.692611 -30.11538 -3.82965
21.56573 3.492234 -29.85821 -3.721225
22.90762 3.726022 -30.01991 -3.733735
21.57241 3.322548 -29.61242 -3.843417
22.85364 3.510877 -29.81277 -3.779164
22.21577 3.999436 -29.67108 -3.866452
22.46066 4.051361 -29.86797 -3.851761
22.57691 3.641838 -29.9239 -3.936172
22.2386 3.784341 -29.72301 -3.867092
22.31474 3.510299 -29.91267 -3.776212
21.77975 3.894685 -30.00692 -3.893635
22.35481 3.676218 -29.83134 -3.808209
22.06919 3.916037 -29.95148 -3.847671
22.28094 3.872045 -29.9313 -3.866408
22.81419 3.525869 -30.00474 -3.773469
22.29184 3.715487 -29.92684 -3.783863
22.31117 3.806994 -29.92925 -3.867561
22.67735 3.928067 -29.85754 -3.783206
