"Delta_1" "Delta_2"
10.56639 -3.212519
11.5379 -3.50664
10.51396 -3.422774
10.81638 -3.329603
10.41665 -3.376409
10.4331 -3.437578
10.01068 -3.342907
10.09271 -3.340249
10.01792 -3.067228
10.35793 -3.312629
9.314644 -3.049873
9.847858 -3.286985
11.26551 -3.461484
11.60142 -3.426181
10.88622 -3.483743
10.69985 -3.604748
10.59236 -3.465449
11.04952 -3.325695
10.79325 -3.254844
11.17819 -3.214132
10.65067 -3.359726
10.84152 -3.227224
10.44338 -3.226922
10.96911 -3.453224
11.34487 -3.546439
10.51239 -3.342307
10.49124 -3.405615
10.82614 -3.751573
10.23516 -3.522524
11.11256 -3.366046
11.565 -3.722531
10.95627 -3.836407
10.99077 -3.309483
11.38373 -3.187918
10.62977 -3.319534
10.60207 -2.923236
10.01431 -3.00205
10.40177 -2.925106
10.6914 -3.310726
11.00381 -3.337376
10.3877 -3.488028
9.874242 -3.118069
11.14344 -3.358537
10.2401 -2.944652
10.64507 -2.754825
10.74161 -3.026264
10.58568 -3.120148
10.19968 -3.474473
10.6104 -3.209426
10.78144 -3.355346
10.98818 -3.370637
10.37992 -3.279298
10.6592 -3.489216
10.85837 -3.930363
11.08926 -3.62094
9.865965 -3.503089
10.31706 -3.554718
10.45795 -3.779996
10.91429 -3.674365
10.74436 -3.390611
10.86579 -3.421472
10.02541 -3.427948
11.15914 -3.127096
10.43381 -3.425526
10.47545 -3.448919
11.00333 -3.601998
11.13482 -3.432512
10.50718 -3.188101
10.82337 -3.319675
9.93849 -2.978502
10.1793 -3.08887
10.80469 -3.410236
10.45351 -3.370321
11.22888 -3.330625
10.88425 -3.364532
10.44334 -3.467266
10.16429 -3.457795
10.60194 -3.50242
11.01126 -3.376573
11.23193 -3.489187
11.06355 -3.659561
10.8217 -3.749962
10.44268 -3.769186
11.04231 -3.786505
10.69885 -3.953048
10.91576 -3.583225
10.5333 -3.259051
10.80378 -3.389599
10.45512 -3.442698
10.31512 -3.447835
11.43192 -3.700633
11.67915 -3.312385
11.01022 -3.262612
9.952581 -3.295962
10.85474 -3.82211
10.87364 -3.753307
10.19581 -3.670561
11.1903 -3.574857
11.51353 -3.562118
10.81577 -3.747798
10.13848 -3.575489
10.38306 -3.471072
10.03533 -3.453018
10.24217 -3.609105
10.41234 -3.677538
9.986941 -3.836787
10.64204 -3.087946
10.53742 -3.348013
10.25817 -3.15682
10.3201 -3.134851
9.567741 -2.900934
10.51919 -3.131811
9.89838 -3.13705
11.24092 -3.266667
10.11112 -3.452523
10.28837 -3.412691
10.96917 -3.086947
10.11394 -3.374826
10.96317 -3.294671
10.91824 -3.478693
10.44121 -3.418475
10.68168 -3.227507
10.29995 -3.542341
10.16743 -3.245585
10.67666 -3.375449
10.12909 -3.579202
10.58515 -3.459062
9.968474 -3.612015
10.79983 -3.695328
10.95089 -3.846563
9.858004 -3.500583
9.542748 -3.295855
11.17121 -3.422714
10.52867 -3.337726
11.05207 -3.348629
10.48352 -3.373603
10.93035 -3.41888
10.30678 -3.390714
10.82768 -3.437694
10.7321 -3.593042
10.4765 -3.56022
10.46747 -3.464301
10.19405 -3.499085
11.11996 -3.754976
12.00501 -3.568576
10.62351 -3.516248
10.53923 -3.417452
10.63389 -3.353743
9.940961 -3.103096
10.19101 -3.078154
10.34784 -3.234258
10.61316 -3.225728
11.59626 -3.350375
10.18405 -3.316775
11.13116 -3.607936
10.22467 -3.168779
10.50901 -3.136459
11.79117 -3.386926
10.6083 -3.610742
10.36713 -3.88451
11.27671 -3.747038
10.35206 -3.896425
10.72345 -4.084903
11.02071 -3.793953
10.90624 -3.566403
10.35951 -3.419977
10.53001 -3.288286
9.789131 -3.053355
9.348249 -2.938524
9.542621 -3.055379
9.818666 -3.236277
10.77142 -3.098714
10.12664 -3.245874
9.898104 -2.900219
9.876403 -3.02948
10.53896 -3.358013
10.72031 -3.61813
11.06505 -3.465199
10.17529 -3.715015
10.70248 -3.620354
9.714465 -3.319271
10.38903 -3.248887
10.56962 -3.323242
10.62386 -2.988564
11.45053 -3.354695
10.18585 -3.265989
10.87301 -3.613851
10.85854 -3.394515
10.3812 -3.662687
10.59059 -3.723371
11.71498 -3.822972
10.48154 -3.510558
10.85038 -3.2021
10.4961 -3.302087
10.50778 -3.07117
11.15924 -3.518656
11.87039 -3.558476
10.5458 -3.464981
10.74014 -3.319759
10.09388 -3.627232
10.28192 -3.723299
11.46673 -3.478975
10.58098 -3.195241
11.01757 -3.562719
11.36218 -3.40303
11.11163 -3.535917
10.49233 -3.070302
10.77567 -3.281487
11.31951 -3.511665
10.83305 -3.492049
10.54741 -3.558302
9.626268 -3.384915
10.48904 -3.382558
10.90713 -3.346167
10.11765 -3.645368
11.63212 -3.566786
11.11796 -3.247476
11.47453 -3.180983
10.33048 -3.169527
10.0925 -3.117085
11.07938 -3.365156
11.01244 -3.127886
10.67129 -2.990659
11.79579 -3.234186
11.67428 -3.430469
10.78752 -3.264557
10.51053 -3.455769
10.1363 -3.382852
10.37686 -3.510733
9.826965 -3.519305
9.601287 -3.740922
10.15396 -3.529914
10.76678 -3.596998
10.50496 -3.311793
10.61237 -3.690467
11.64561 -3.657329
10.82087 -3.491365
11.32818 -3.277606
10.57171 -3.527562
10.90797 -3.596737
11.12849 -3.387312
10.68836 -3.63072
10.50164 -3.6974
10.51299 -3.86974
10.92476 -3.834644
11.47643 -3.765919
10.45603 -3.46384
10.27272 -3.585317
10.78039 -3.67207
10.28873 -3.520396
10.23332 -3.552451
10.22045 -3.404611
9.496242 -3.108385
10.21863 -3.435088
10.77319 -3.402098
9.714498 -3.294719
10.32466 -3.055676
10.04765 -3.035285
10.75039 -2.843485
10.2163 -3.440978
11.0519 -3.283959
10.95755 -3.204011
9.791491 -3.420121
10.11247 -3.275722
10.76004 -3.327215
10.59507 -3.470929
10.83211 -3.328527
10.30974 -3.456066
9.673514 -3.400699
10.21141 -3.118952
10.89835 -2.865399
10.18686 -3.004783
10.5528 -3.011194
11.26139 -3.363468
11.23145 -3.152697
10.16645 -3.294693
11.02824 -3.667186
11.20706 -3.697503
10.75682 -3.591311
10.8574 -3.484282
11.20343 -3.679866
11.77673 -3.733122
11.49204 -3.378619
10.64687 -2.909459
10.49109 -3.005896
10.91461 -3.161459
10.66551 -3.247447
10.19929 -3.144087
10.24818 -3.556092
10.97538 -3.344437
9.829041 -3.332066
10.58885 -3.279643
11.36911 -3.527074
10.85752 -3.536424
11.06686 -3.263546
10.71152 -3.069645
9.723137 -3.131558
10.72928 -3.295964
10.45498 -3.081338
10.50313 -3.549113
10.647 -3.595489
10.46898 -3.357996
9.85898 -3.212023
10.87882 -3.367869
10.99282 -3.547049
10.74622 -3.434551
11.14795 -3.52325
11.26143 -3.403566
10.84853 -3.27452
11.20312 -3.311432
10.99846 -3.527275
11.33824 -3.492609
10.6687 -3.303125
10.44858 -3.209136
10.98154 -3.34199
11.34364 -3.393156
10.58732 -3.275817
10.92747 -3.497647
10.65713 -3.443049
10.77055 -3.383074
10.55689 -3.163359
10.52869 -2.878942
9.905807 -3.374664
11.73086 -3.66463
11.14788 -3.523935
11.26552 -3.633927
11.06334 -3.510796
10.69874 -3.372774
9.932699 -3.660988
11.17534 -3.528555
10.78806 -3.601404
10.64698 -3.478696
10.12007 -3.237404
10.96028 -3.338924
10.23906 -3.364311
10.56052 -3.379161
10.0722 -3.464949
11.05369 -3.505619
10.40859 -3.053311
9.70926 -3.144955
11.25984 -3.523253
10.49135 -3.65925
10.9892 -3.713449
11.90904 -3.401709
10.91671 -3.637706
11.00341 -3.305266
10.82677 -3.142386
10.72165 -3.125914
10.54148 -3.412061
10.58735 -3.382962
11.00874 -2.924039
11.33508 -3.197928
10.96201 -2.74257
10.8041 -3.011325
10.45083 -3.09845
