"p_1" "p_2"
0.6962906 0.3037094
0.7046652 0.2953348
0.6969223 0.3030777
0.7081996 0.2918004
0.7119636 0.2880364
0.7061772 0.2938228
0.7170445 0.2829555
0.6767759 0.3232241
0.7085614 0.2914386
0.6943099 0.3056901
0.7453297 0.2546703
0.69963 0.30037
0.676172 0.323828
0.7200872 0.2799128
0.6978442 0.3021558
0.6809377 0.3190623
0.6879085 0.3120915
0.6683606 0.3316394
0.7036109 0.2963891
0.7175033 0.2824967
0.7250832 0.2749168
0.7074444 0.2925556
0.7239997 0.2760003
0.7166453 0.2833547
0.7158591 0.2841409
0.709264 0.290736
0.7179937 0.2820063
0.7257646 0.2742354
0.7089615 0.2910385
0.708165 0.291835
0.7335809 0.2664191
0.7246352 0.2753648
0.6985943 0.3014057
0.6881145 0.3118855
0.6950292 0.3049708
0.7165043 0.2834957
0.6936787 0.3063213
0.7190011 0.2809989
0.7281188 0.2718812
0.7093432 0.2906568
0.6896352 0.3103648
0.7045664 0.2954336
0.7006164 0.2993836
0.729978 0.270022
0.7214108 0.2785892
0.7025659 0.2974341
0.7002172 0.2997828
0.7084466 0.2915534
0.691508 0.308492
0.6847805 0.3152195
0.6782144 0.3217856
0.6937552 0.3062448
0.7073646 0.2926354
0.6938915 0.3061085
0.6921535 0.3078465
0.6931417 0.3068583
0.7018408 0.2981592
0.6795321 0.3204679
0.7014631 0.2985369
0.7149368 0.2850632
0.702716 0.297284
0.7018091 0.2981909
0.690347 0.309653
0.6810207 0.3189793
0.6933919 0.3066081
0.6900304 0.3099696
0.6953558 0.3046442
0.7000882 0.2999118
0.7096592 0.2903408
0.6933672 0.3066328
0.7306001 0.2693999
0.6984103 0.3015897
0.694869 0.305131
0.7096753 0.2903247
0.704288 0.295712
0.6975119 0.3024881
0.6920054 0.3079946
0.6949881 0.3050119
0.7134824 0.2865176
0.7241305 0.2758695
0.6832779 0.3167221
0.711059 0.288941
0.697842 0.302158
0.7001406 0.2998594
0.7228221 0.2771779
0.6893434 0.3106566
0.6997727 0.3002273
0.720159 0.279841
0.6848614 0.3151386
0.7054065 0.2945935
0.7113205 0.2886795
0.6806579 0.3193421
0.7007584 0.2992416
0.6653983 0.3346017
0.703621 0.296379
0.7100907 0.2899093
0.7196946 0.2803054
0.7156701 0.2843299
0.6783497 0.3216503
0.7106458 0.2893542
0.7096484 0.2903516
0.6965393 0.3034607
0.7221954 0.2778046
0.7244619 0.2755381
0.7239783 0.2760217
0.7049826 0.2950174
0.7151904 0.2848096
0.7014439 0.2985561
0.6835621 0.3164379
0.7070944 0.2929056
0.7141878 0.2858122
0.6937507 0.3062493
0.6865665 0.3134335
0.6885569 0.3114431
0.7019209 0.2980791
0.6894709 0.3105291
0.7035099 0.2964901
0.6921007 0.3078993
0.7121936 0.2878064
0.7079106 0.2920894
0.6735934 0.3264066
0.6935049 0.3064951
0.7262615 0.2737385
0.7314233 0.2685767
0.7207302 0.2792698
0.6966155 0.3033845
0.6924598 0.3075402
0.7042337 0.2957663
0.6855203 0.3144797
0.6890031 0.3109969
0.7070105 0.2929895
0.7031675 0.2968325
0.6995672 0.3004328
0.6907538 0.3092462
0.6952427 0.3047573
0.7087706 0.2912294
0.6996959 0.3003041
0.6801372 0.3198628
0.7012725 0.2987275
0.7169331 0.2830669
0.701687 0.298313
0.7028297 0.2971703
0.6771278 0.3228722
0.7089687 0.2910313
0.6837006 0.3162994
0.6966394 0.3033606
0.7231985 0.2768015
0.7155004 0.2844996
0.7034395 0.2965605
0.7231476 0.2768524
0.7184132 0.2815868
0.7168414 0.2831586
0.7087821 0.2912179
0.6968511 0.3031489
0.68424 0.31576
0.7145059 0.2854941
0.7115101 0.2884899
0.6955981 0.3044019
0.7275626 0.2724374
0.6981923 0.3018077
0.728582 0.271418
0.7088649 0.2911351
0.7219222 0.2780778
0.6809642 0.3190358
0.6870815 0.3129185
0.6884233 0.3115767
0.7201177 0.2798823
0.7022596 0.2977404
0.7207137 0.2792863
0.7121233 0.2878767
0.7201916 0.2798084
0.7077861 0.2922139
0.7098292 0.2901708
0.6859265 0.3140735
0.7065782 0.2934218
0.7219113 0.2780887
0.7031421 0.2968579
0.7026975 0.2973025
0.6930205 0.3069795
0.6862564 0.3137436
0.6798942 0.3201058
0.6934303 0.3065697
0.7004611 0.2995389
0.6913581 0.3086419
0.6786782 0.3213218
0.7305011 0.2694989
0.7165659 0.2834341
0.7092068 0.2907932
0.6990302 0.3009698
0.6997116 0.3002884
0.7296599 0.2703401
0.7073311 0.2926689
0.6986407 0.3013593
0.6982337 0.3017663
0.7122932 0.2877068
0.7038611 0.2961389
0.6959058 0.3040942
0.6999643 0.3000357
0.6891097 0.3108903
0.6856906 0.3143094
0.6882872 0.3117128
0.6907268 0.3092732
0.7000587 0.2999413
0.7001689 0.2998311
0.6798944 0.3201056
0.7065858 0.2934142
0.6968274 0.3031726
0.7010656 0.2989344
0.7093961 0.2906039
0.6983107 0.3016893
0.6946321 0.3053679
0.6947423 0.3052577
0.6956818 0.3043182
0.7075929 0.2924071
0.7274925 0.2725075
0.6906302 0.3093698
0.6983469 0.3016531
0.7165929 0.2834071
0.7357624 0.2642376
0.7035754 0.2964246
0.6938006 0.3061994
0.706538 0.293462
0.6981693 0.3018307
0.7085052 0.2914948
0.70412 0.29588
0.7149562 0.2850438
0.6911393 0.3088607
0.7161169 0.2838831
0.7029418 0.2970582
0.7025214 0.2974786
0.7059189 0.2940811
0.7241704 0.2758296
0.709073 0.290927
0.7061074 0.2938926
0.6984871 0.3015129
0.7003465 0.2996535
0.6735791 0.3264209
0.7210883 0.2789117
0.6974483 0.3025517
0.7030607 0.2969393
0.694206 0.305794
0.6991199 0.3008801
0.7046131 0.2953869
0.7069814 0.2930186
0.7075644 0.2924356
0.6846813 0.3153187
0.7082368 0.2917632
0.7267733 0.2732267
0.6998768 0.3001232
0.6907065 0.3092935
0.6853094 0.3146906
0.7061172 0.2938828
0.6808695 0.3191305
0.6984414 0.3015586
0.7135354 0.2864646
0.6831517 0.3168483
0.6862123 0.3137877
0.7004826 0.2995174
0.7046443 0.2953557
0.7231185 0.2768815
0.6960001 0.3039999
0.6956046 0.3043954
0.7221531 0.2778469
0.7159528 0.2840472
0.703954 0.296046
0.7071457 0.2928543
0.7064539 0.2935461
0.7009275 0.2990725
0.7068369 0.2931631
0.7017339 0.2982661
0.6976576 0.3023424
0.7109201 0.2890799
0.7040818 0.2959182
0.6929123 0.3070877
0.7007708 0.2992292
0.7040194 0.2959806
0.7198442 0.2801558
0.7027035 0.2972965
0.7170462 0.2829538
0.7007954 0.2992046
0.6783033 0.3216967
0.7043767 0.2956233
0.6681872 0.3318128
0.7260708 0.2739292
0.7064334 0.2935666
0.7117644 0.2882356
0.6901712 0.3098288
0.7136035 0.2863965
0.6946026 0.3053974
0.7167881 0.2832119
0.7153661 0.2846339
0.6856855 0.3143145
0.7378105 0.2621895
0.7255835 0.2744165
0.7228193 0.2771807
0.6983638 0.3016362
0.6963177 0.3036823
0.6954672 0.3045328
0.6912756 0.3087244
0.6967396 0.3032604
0.7094901 0.2905099
0.6860306 0.3139694
0.7000553 0.2999447
0.686395 0.313605
0.7141198 0.2858802
0.6876695 0.3123305
0.6992009 0.3007991
0.6983645 0.3016355
0.6999265 0.3000735
0.7086682 0.2913318
0.6850781 0.3149219
0.7009596 0.2990404
0.7028081 0.2971919
0.7115192 0.2884808
0.684077 0.315923
0.6858478 0.3141522
0.6835161 0.3164839
0.7170311 0.2829689
0.7036514 0.2963486
0.7298529 0.2701471
0.6824833 0.3175167
0.6726295 0.3273705
0.6813986 0.3186014
0.7058829 0.2941171
0.6837509 0.3162491
0.6864607 0.3135393
0.6880732 0.3119268
0.7063927 0.2936073
0.6956676 0.3043324
0.7071459 0.2928541
0.7136067 0.2863933
0.689575 0.310425
0.6777527 0.3222473
0.6968751 0.3031249
0.7235536 0.2764464
0.689956 0.310044
0.7265158 0.2734842
0.6820671 0.3179329
0.6747694 0.3252306
0.7100931 0.2899069
0.6893477 0.3106523
0.6934446 0.3065554
