Delta_1 Delta_2 Delta_3 Delta_4 
-3.58809 0.3130523 -1.972244 8.086935 
-4.347085 -5.838484 -0.696798 12.74581 
-4.189576 -12.16651 -1.170379 -15.36805 
-4.147549 -1.233886 0.630574 -20.59256 
-3.749768 -5.220883 -1.206825 -0.9426187 
-3.369993 5.055219 0.7261474 1.232617 
-3.140036 1.741421 -1.019515 0.9821466 
-3.755159 9.761922 1.660926 -0.6665785 
-4.079311 -18.30456 -0.438027 0.3748239 
-3.31139 -8.784949 0.2763794 -0.2915912 
-4.023315 -4.92016 2.071862 -0.1227744 
-3.941596 -1.520597 2.311998 0.06533076 
-4.190129 -2.79833 -0.4524476 2.162333 
-3.310899 -25.02226 -1.527208 -0.1688675 
-3.348385 9.00587 0.708362 -1.442983 
-3.310503 0.9748227 0.7643502 -0.6467016 
-3.321891 -2.759457 -0.571001 0.1363239 
-3.189406 -8.671981 0.5034059 -0.447527 
-3.244476 0.2384179 1.011566 -0.2457479 
-2.571286 16.48324 -2.584802 0.2828541 
-3.26789 -14.474 -2.102543 -0.6334283 
-3.19932 -1.415411 0.8484287 -0.2725661 
-2.649662 21.72888 0.365265 0.7428813 
-2.461388 4.37116 0.2209992 -1.422848 
-2.928365 -7.110558 0.9047998 -0.6089899 
-2.708459 0.9681051 0.08965752 0.4945026 
-3.360743 4.427358 1.950954 0.1415929 
-3.626335 -0.5974329 1.06886 -0.5016827 
-2.565304 -14.97632 1.071329 -4.757732 
-2.011455 -3.744383 2.635624 -13.3821 
-2.336217 -1.574224 0.2932097 -11.06657 
-2.542865 -0.4537817 -2.471329 17.76687 
-2.680883 0.3832209 -0.5283879 1.656718 
-2.600573 2.075361 -0.8073976 14.07586 
-2.686094 -0.2675664 -0.3003532 -11.85201 
-2.430573 -0.1055626 1.391404 -17.38817 
-2.487076 0.1134299 1.445382 -20.15729 
-2.393188 0.005737952 0.7016373 0.6978625 
-2.369785 -0.02399745 -1.183823 -5.657793 
-2.364344 -0.9256718 0.9985936 11.76784 
-3.728845 -0.3699986 -1.128148 -0.0780408 
-3.259024 -0.9963587 0.2324573 -4.62311 
-2.175006 -0.7260795 0.06247248 -9.815555 
-2.165937 -0.3543997 -2.57719 -16.57779 
-2.296483 -0.03244224 -2.273256 7.686637 
-2.072311 -3.56756 -1.811242 1.572526 
-1.560781 -0.6760952 -1.27644 -4.713179 
-1.918242 0.4509218 -2.385152 11.04321 
-2.419169 -0.1670574 0.3579117 -13.80538 
-2.536854 -0.1412939 -0.6586909 -0.9465052 
-2.523065 -1.44977 -0.8620306 8.322272 
-2.554901 -1.525284 -0.8554663 -12.99285 
-2.395865 -0.6361655 0.5335403 0.7123739 
-2.541846 -3.564052 1.547627 -4.178616 
-2.769018 -1.8528 0.5610581 1.017072 
-3.065851 0.3619844 -0.4097843 -11.21831 
-3.348433 1.179516 -2.557079 18.38732 
-2.439336 0.2658232 -0.1978403 0.1257195 
-3.311157 -3.479885 0.5072515 -8.714085 
-3.554897 0.5215771 -0.06991738 -23.02124 
