p_1 p_2 p_3 
0.3857362 0.01273782 0.601526 
0.2577668 0.02465038 0.7175828 
0.3311544 0.0021391 0.6667065 
0.2960426 0.00109918 0.7028582 
0.314014 0.0001406843 0.6858453 
0.301117 0.0003250312 0.6985579 
0.3666942 0.0155753 0.6177305 
0.2505757 0.004296364 0.7451279 
0.3243422 0.003561762 0.6720961 
0.3035065 0.01034548 0.686148 
0.3235594 0.009144265 0.6672964 
0.3141223 0.00113256 0.6847451 
0.3280164 0.0007359969 0.6712476 
0.2977224 0.001743526 0.7005341 
0.3730304 0.0004454625 0.6265242 
0.3198604 0.01471969 0.6654199 
0.4065047 0.01187964 0.5816157 
0.288746 0.003269356 0.7079847 
0.2767467 0.003734509 0.7195188 
0.3891264 0.004900556 0.605973 
0.421379 0.001961635 0.5766594 
0.3529185 0.0131436 0.6339379 
0.2619385 0.006317809 0.7317437 
0.3246712 0.003891942 0.6714369 
0.3488738 0.003457322 0.6476689 
0.3040299 0.01642561 0.6795445 
0.3098178 0.005728456 0.6844538 
0.2545385 0.02759181 0.7178697 
0.3018877 0.0002058102 0.6979065 
0.2388891 0.009238352 0.7518726 
0.3779215 0.01297568 0.6091028 
0.3004908 0.0158657 0.6836435 
0.2774782 0.001321728 0.7212001 
0.3425207 0.002481352 0.654998 
0.2796521 0.01347959 0.7068683 
0.3145392 0.002502293 0.6829585 
0.3522607 0.004664149 0.6430751 
0.2524163 0.001744794 0.7458389 
0.2228766 0.004404228 0.7727192 
0.3091198 0.01094372 0.6799365 
0.2554692 0.004205674 0.7403251 
0.2765829 0.0117779 0.7116392 
0.2437266 0.002466488 0.7538069 
0.1961262 0.005955422 0.7979184 
0.3444844 0.008853365 0.6466623 
0.3308268 0.003108768 0.6660645 
0.3133863 0.005277417 0.6813363 
0.3619046 0.01743232 0.6206631 
0.2952066 0.002656084 0.7021373 
0.2582046 0.05129699 0.6904984 
0.3479878 0.008281533 0.6437307 
0.2022596 0.00722946 0.7905109 
0.2683812 0.001629026 0.7299898 
0.2732275 0.001490298 0.7252822 
0.3058289 0.00514134 0.6890298 
0.2280712 0.006817848 0.7651109 
0.3693526 0.008400147 0.6222472 
0.2624982 0.006302991 0.7311988 
0.2737931 0.02180137 0.7044055 
0.3129491 0.0048167 0.6822342 
0.3022988 0.002332254 0.695369 
0.2517741 0.003754911 0.744471 
0.3076024 0.007710929 0.6846867 
0.218573 0.008455663 0.7729714 
0.2435196 0.0005855267 0.7558948 
0.3063321 0.002050354 0.6916176 
0.2324901 0.003283603 0.7642263 
0.2898468 0.002747317 0.7074059 
0.3261525 0.001135915 0.6727115 
0.2961246 0.004331023 0.6995444 
0.314158 0.01079823 0.6750438 
0.3026915 0.004886038 0.6924224 
0.2722209 0.0005421074 0.727237 
0.4124806 0.01989866 0.5676207 
0.3544441 0.003571271 0.6419847 
0.2373192 0.00245787 0.7602229 
0.2884724 0.01063266 0.7008949 
0.3981041 0.01578505 0.5861108 
0.2951383 0.01249414 0.6923676 
0.2841398 0.004249441 0.7116107 
0.4189712 0.00102606 0.5800027 
0.2868692 0.0008058662 0.7123249 
0.3038999 0.006035723 0.6900644 
0.2944742 0.004396389 0.7011294 
0.2126106 0.001113712 0.7862757 
0.2965194 0.02057048 0.6829101 
0.2338405 0.01303575 0.7531237 
0.3929818 0.002783814 0.6042344 
0.3484119 0.001247593 0.6503405 
0.2435816 0.00137626 0.7550422 
0.3195491 0.001247747 0.6792031 
0.2762713 0.002931078 0.7207976 
0.4346367 0.004680223 0.5606831 
0.2777323 0.02272092 0.6995468 
0.3106817 0.0006103727 0.6887079 
0.3065857 0.008670104 0.6847442 
0.3643983 0.003044197 0.6325575 
0.3001078 0.004096572 0.6957956 
0.2504858 0.004101594 0.7454126 
0.396089 0.002676979 0.6012341 
0.3005414 0.0195461 0.6799125 
0.297329 0.01147687 0.6911942 
0.3845285 0.003859815 0.6116117 
0.2339713 0.003132547 0.7628962 
0.3298756 0.009548329 0.6605761 
0.4147985 0.004613543 0.580588 
0.2322443 0.01277046 0.7549853 
0.2667379 0.007118269 0.7261438 
0.2563156 0.02434115 0.7193432 
0.2841797 0.004972341 0.710848 
0.278659 0.009816407 0.7115246 
0.3218108 0.008591641 0.6695975 
0.2218218 0.005118827 0.7730593 
0.2699774 0.006199424 0.7238232 
0.2953246 0.005332539 0.6993428 
0.1845736 0.004410555 0.8110158 
0.3369308 0.02357024 0.639499 
0.3972051 0.00586173 0.5969331 
0.287536 0.004074566 0.7083894 
0.3021363 0.001823618 0.6960401 
0.3044954 0.0145587 0.6809459 
0.2959537 0.01252889 0.6915174 
0.3452537 0.006264165 0.6484822 
0.3362255 0.01055258 0.6532219 
0.3008266 0.02477604 0.6743974 
0.2658245 0.001552282 0.7326232 
0.275194 0.005503675 0.7193023 
0.3026223 0.002819147 0.6945586 
0.2480706 0.004754264 0.7471751 
0.2608427 0.003819382 0.7353379 
0.3054245 0.006715802 0.6878597 
0.3031421 0.009835263 0.6870226 
0.342896 0.006073259 0.6510307 
0.2403756 0.007850336 0.751774 
