"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-29.77453 -3.875381 22.59282 3.606446
-30.01445 -3.861577 22.56586 3.594963
-29.91322 -3.846472 22.35778 3.993139
-29.90188 -3.932025 22.90998 3.404245
-29.8855 -3.920038 22.21757 3.696234
-29.85213 -3.713913 22.28858 3.399542
-29.8163 -3.862162 22.83463 3.706667
-29.81825 -3.78425 21.89799 3.613844
-29.92313 -3.970297 22.00429 3.983844
-29.66916 -3.889009 21.95247 3.730912
-29.93594 -3.633699 22.14541 3.775635
-29.83977 -3.833295 22.24305 3.46518
-29.93326 -3.854688 22.38813 3.537009
-30.20291 -3.900607 21.53334 3.917863
-29.75452 -3.828492 22.77782 4.024521
-29.6792 -3.725541 22.5018 3.80022
-29.85075 -3.854317 22.41957 3.493997
-29.88942 -3.810076 23.02607 3.752356
-29.55923 -3.783614 22.54656 3.592204
-29.8677 -3.663012 22.34171 3.687326
-29.75747 -3.857755 21.93283 4.054841
-29.70932 -3.840653 22.3248 3.83921
-29.71519 -3.865016 22.64657 3.686258
-29.97634 -3.931732 22.16449 3.668241
-30.04626 -3.786985 22.05859 3.701073
-29.92561 -3.775419 22.02341 3.849371
-30.01992 -3.783014 22.55139 3.545637
-29.93175 -3.9019 22.67176 3.473553
-29.79155 -3.754657 22.22388 3.261132
-30.21183 -3.905532 22.77971 3.401444
-30.18219 -3.834183 22.71739 3.602962
-30.03669 -3.826038 21.97804 3.671184
-30.06253 -3.810042 22.36273 3.514917
-29.86136 -3.797804 22.34109 3.978892
-29.84636 -3.684338 22.03061 4.089347
-29.93611 -3.738018 21.83089 3.464535
-29.8135 -3.903739 22.22783 3.499134
-29.80872 -3.952076 22.29482 3.798562
-29.90565 -3.755274 22.37821 3.674793
-30.24729 -3.694457 22.64258 3.354964
-29.79104 -3.894144 22.52767 4.216513
-29.69422 -3.845813 22.4331 3.82007
-30.13914 -3.865415 22.92219 3.534693
-30.07988 -4.017076 22.18066 3.794795
-30.15575 -3.723499 22.4226 3.787266
-29.84205 -3.812722 21.83645 3.506694
-30.269 -3.709024 22.07994 3.6576
-29.83749 -3.940152 21.73047 3.691728
-29.88212 -3.770773 22.61488 3.57938
-29.88281 -3.92165 22.18606 3.380186
-29.9602 -3.799317 22.30827 3.883946
-29.78235 -4.00213 22.28676 3.478308
-29.9544 -3.912527 22.01102 4.264714
-29.72581 -3.967777 21.74586 4.100589
-29.6418 -3.714341 22.33347 3.274753
-29.53032 -3.824364 21.96854 3.832283
-29.64175 -4.007649 22.10591 3.831441
-29.82916 -3.887106 21.54201 4.090724
-29.78974 -3.714118 21.55985 4.001769
-30.05663 -3.78601 22.76257 3.296742
-30.13466 -3.841839 22.18988 4.270967
-30.1195 -4.05017 22.4288 3.531757
-30.1958 -3.856641 22.52241 3.451152
-29.90031 -3.794164 21.55994 3.38415
-29.74952 -3.887522 22.01097 3.934418
-29.82763 -3.861676 22.58799 3.972187
-30.06718 -3.947676 21.66056 3.416081
-29.81626 -3.626645 21.27754 3.429235
-30.04654 -3.750067 22.04732 3.771225
-29.91578 -3.717352 22.45361 3.651142
-29.7981 -3.945466 22.372 3.617861
-29.77183 -3.979812 22.74783 3.876793
-29.87745 -3.920911 22.36508 3.547083
-29.65207 -3.850658 21.7939 3.40033
-29.78862 -3.794228 22.14354 3.824101
-29.73188 -3.76067 22.35944 3.593141
-30.1533 -3.732312 22.52798 3.848728
-29.83782 -3.852175 22.54295 3.794618
-29.48098 -3.859067 22.23652 3.798981
-29.95701 -3.694894 22.14024 3.995335
-29.82965 -3.714146 22.31473 3.578428
-30.08485 -4.06293 21.52621 4.322246
-29.9408 -3.947058 21.48695 3.889893
-30.01183 -3.934248 22.13825 3.877869
-30.51014 -3.805569 21.83392 3.632016
-29.95171 -3.901206 22.17271 3.678983
-29.94328 -3.901049 22.22142 3.886268
-29.69299 -3.903176 22.18006 4.132392
-29.96248 -4.086931 21.73786 3.562014
-30.09437 -3.804188 22.04376 3.676128
-30.16726 -3.891653 22.10863 3.808189
-30.05806 -3.770454 22.60065 3.577605
-30.01047 -3.749713 22.34555 3.609334
-29.94119 -3.795481 22.81084 3.682271
-29.94207 -3.67617 21.89167 3.8386
-29.94122 -3.775034 22.56049 3.764952
-29.93226 -3.84319 22.1168 4.242776
-30.01471 -3.683095 21.76138 3.996653
-29.95558 -3.609084 22.26572 3.669788
-30.01114 -3.848824 22.10228 3.901209
-29.79417 -3.861751 21.81469 3.554707
-29.81285 -3.897933 21.8547 3.960139
-29.83411 -3.790751 22.29438 3.651714
-29.87133 -3.739153 21.85655 3.775459
-29.89335 -3.771509 23.26069 3.634794
-29.78809 -3.802307 22.56405 3.952164
-29.90307 -3.597192 22.0256 3.816581
-29.83865 -3.732856 22.01967 3.883924
-29.92291 -3.952964 22.14848 3.548834
-29.86799 -3.779907 22.51294 4.0482
-29.72941 -3.768029 22.26405 4.305053
-29.52538 -3.795389 22.61622 3.720084
-29.56634 -3.848967 21.91905 3.702647
-29.63184 -3.882211 21.72536 3.790671
-29.71149 -3.708369 22.29796 4.099748
-29.90264 -3.69407 22.51338 3.707923
-29.75598 -3.821353 22.34236 4.198723
-29.88433 -3.8613 22.36374 3.951271
-29.92255 -3.841901 22.26186 3.549416
-29.9357 -3.868106 22.1755 4.009837
-29.58906 -3.901467 22.11005 4.304754
-29.81992 -3.65027 21.90227 3.885753
-30.06644 -3.784719 22.41561 3.412493
-29.90667 -3.875079 22.56303 3.470144
-29.79575 -3.857203 22.09344 3.238554
-29.93454 -3.881924 22.3085 3.636662
-29.71347 -3.949295 22.46124 3.825685
-29.84943 -3.864998 22.66245 3.821358
-29.83843 -3.838715 22.6954 3.84767
-29.98602 -3.869557 22.48163 3.633074
-29.89185 -3.86085 22.10651 3.69212
-30.05094 -3.824834 22.53139 4.129763
-29.78593 -3.916045 22.45407 3.847045
-29.77301 -3.761236 22.46384 3.754589
-29.78629 -3.889227 21.83889 4.048094
-29.65719 -3.703246 21.77192 3.902595
-30.11086 -3.783629 22.52091 4.224343
-29.71357 -4.121326 22.25161 3.941794
-29.95444 -3.72546 21.76134 3.723957
-30.08261 -3.854315 22.16369 3.65915
-29.92062 -3.776917 21.59668 3.432508
-30.05587 -3.886538 21.4023 4.266543
-30.13195 -3.710834 22.22481 3.818513
-29.87758 -3.894262 22.09188 3.928553
-29.74937 -3.834339 22.24606 3.325736
-29.88462 -3.716629 21.82931 3.770445
-29.79534 -3.645624 23.121 3.983353
-29.70153 -4.165158 22.77322 3.888537
-29.66617 -3.812201 22.02084 3.448958
-29.7342 -3.764 23.07316 3.564029
-29.69919 -3.643902 22.40919 3.746079
-29.9852 -3.73161 22.8184 3.923386
-29.5865 -3.636103 22.67554 3.761378
-29.85104 -3.651186 21.96705 3.830551
-29.79075 -3.868544 22.13145 3.820502
-30.20903 -3.899549 22.39709 3.552604
-29.86969 -3.96999 21.9925 3.97459
-29.72957 -4.052581 22.66652 3.470536
-29.91995 -3.65106 22.32124 3.592161
-29.81554 -3.695739 22.95727 3.857625
-29.80585 -3.97967 22.15578 3.851276
-29.97384 -3.774741 22.31932 3.862468
-29.68742 -3.930734 22.03311 3.921894
-29.67713 -3.822762 22.60455 3.957645
-29.81487 -3.698736 21.97748 3.765382
-29.79989 -3.703256 22.51813 3.453195
-30.14166 -3.849049 22.41938 3.589373
-29.80565 -3.714911 22.67451 3.789508
-29.61246 -3.936248 22.76504 3.917766
