"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-30.04817 -3.815073 30.24478 4.000286 14.84867 3.963759
-29.89318 -3.759073 30.18176 4.049718 14.98547 3.985354
-30.26419 -3.79098 30.13893 4.004701 14.98002 4.011247
-29.94602 -3.780809 30.13787 3.991285 15.05705 4.079915
-30.04334 -3.766488 30.31702 3.988554 14.8648 4.076048
-30.2233 -3.785819 30.20382 4.026362 15.01819 4.01328
-30.11619 -3.862185 30.18374 4.017356 14.9171 4.005438
-29.79922 -3.799679 30.27965 4.032682 15.06442 4.057506
-29.97183 -4.003233 30.20679 3.972326 15.00263 4.018516
-29.86707 -3.79969 30.05164 4.036763 15.01239 3.964046
-30.00527 -3.814385 30.22587 4.03536 14.85717 4.08495
-29.94442 -3.651718 30.07132 3.999823 15.10871 4.07675
-30.19864 -3.899268 30.09789 4.01395 15.08478 4.054425
-30.00911 -3.866702 30.04833 4.022629 14.9495 4.096421
-29.86975 -3.807905 30.12135 4.012313 14.87291 4.025842
-29.75883 -3.864742 30.11818 4.01948 14.70591 4.050713
-29.79994 -3.822566 30.05201 3.997818 14.89288 3.981152
-29.93233 -3.861712 30.24961 4.016723 14.80308 4.009528
-29.85241 -3.788969 30.27672 4.036602 14.85281 4.025499
-30.01614 -3.90413 30.24139 3.99645 14.78015 4.056096
-29.95135 -3.732414 30.20121 4.011789 14.98405 3.993316
-30.18931 -3.792386 30.31581 4.031479 14.93913 3.986544
-30.11614 -3.867266 30.20489 3.990977 15.13736 4.063948
-30.20861 -3.857875 30.19405 4.01044 15.00796 4.033222
-30.10691 -3.798453 30.13751 4.033256 14.89068 3.986121
-29.91454 -3.83615 30.20953 3.996887 14.89782 3.993497
-30.01168 -3.793517 30.1761 3.970056 14.98374 3.970851
-29.83753 -3.831394 30.05342 4.003245 15.07338 3.970517
-29.91169 -3.619973 30.08729 4.012121 15.19064 3.902852
-29.92176 -3.891718 30.08176 4.017175 14.78187 4.040325
-30.03763 -3.831575 30.2189 4.011969 14.67347 4.008432
-30.09679 -3.733341 30.27146 4.027528 14.93216 4.012582
-29.8466 -3.791037 30.15738 4.058235 14.90011 3.927072
-29.84549 -3.717118 30.11803 4.026705 14.93299 4.02148
-29.91398 -3.862692 30.20871 4.007123 14.89365 4.024377
-30.00363 -3.917503 30.16302 3.95687 14.97428 3.935205
-29.93273 -4.004353 30.12629 4.029791 14.97834 3.974679
-30.1559 -3.875283 30.11704 4.005239 15.16102 4.011343
-29.82549 -3.758068 30.06866 4.024892 15.20769 3.957246
-29.47186 -3.718723 30.23128 3.991437 15.02187 4.040605
-29.8121 -3.80504 30.22401 4.011569 14.91259 4.089282
-29.7033 -3.828616 30.18947 3.95744 15.02599 4.06387
-30.06669 -3.698437 30.30947 3.993877 14.8175 4.023617
-29.89645 -3.792001 30.32039 3.973488 14.99745 3.984069
-29.98841 -3.889187 30.28047 4.036089 15.08689 4.063503
-29.74769 -3.681409 30.20641 4.016131 14.9676 4.052586
-30.20499 -3.891758 30.24842 4.006424 14.87913 4.03691
-30.24813 -3.799362 30.11443 4.003513 14.95443 3.995863
-30.00095 -3.776832 30.04983 4.028584 15.04297 4.004708
-29.81912 -3.75778 30.10245 4.005412 14.97367 4.059662
-29.94815 -3.661273 30.15141 4.074808 15.16162 3.988857
-30.5502 -3.668641 30.33394 4.056396 14.95251 3.97737
-29.95842 -3.57164 30.12917 4.006954 15.19022 4.026021
-29.96018 -3.9161 30.15724 4.014576 15.07559 4.031991
-29.74285 -3.74158 30.12347 4.022567 14.99842 4.078135
-29.74793 -3.739108 30.15164 3.967567 15.00417 4.031045
-30.22516 -3.689716 30.12942 4.028496 15.01747 3.963499
-29.96185 -3.765852 30.19608 4.017721 14.96633 4.006911
-29.5925 -3.803222 30.08007 4.012252 15.23614 4.041495
-29.70096 -3.779129 30.17648 3.973144 14.98774 4.055499
-29.74414 -3.895043 30.18775 4.014811 14.9808 3.999087
-29.70687 -3.841411 30.17956 3.997925 14.91226 4.031846
-29.83988 -3.925347 30.16093 4.013944 14.95463 4.026104
-29.96823 -3.801381 30.22003 3.99608 14.92111 4.07575
-29.84502 -3.867205 30.14548 4.01113 14.95366 4.024362
-29.88974 -3.937853 30.10824 3.994108 15.04387 4.08155
-29.92969 -3.907163 30.11254 4.013371 14.94436 4.070323
-30.26748 -3.926142 30.13234 4.023642 15.03127 4.008116
-30.12263 -3.89611 30.16646 3.983361 14.98106 4.041907
-29.94695 -3.769287 30.09881 4.005054 14.87773 4.004672
-29.90669 -3.725369 30.04929 3.976711 14.93589 4.148581
-29.8797 -3.743421 30.23587 4.016232 14.85655 4.089585
-29.65908 -3.790296 30.16615 4.043346 15.01639 4.032208
-29.99015 -3.850071 30.37519 3.999509 14.85215 4.11566
-30.09098 -3.87785 30.23191 4.005435 15.08786 4.001747
-30.17324 -3.693051 30.24456 4.035552 14.89207 3.995024
-29.69488 -3.780466 30.11648 4.001862 14.96488 4.020121
-29.79006 -3.785227 30.11699 3.988673 14.91013 4.057425
-29.8191 -3.839609 30.12796 4.018444 14.83703 4.041071
-29.74541 -3.714977 30.10852 4.011893 15.01879 3.993902
-29.93745 -3.682783 30.12034 4.006373 14.898 4.03942
-30.05172 -3.725913 30.09211 4.018996 14.9888 4.036821
-29.93265 -3.883336 30.09745 4.050452 15.03852 4.019772
-30.12097 -3.785807 30.10482 4.000292 15.03505 4.041619
-29.8864 -3.747778 30.16959 3.993859 15.04124 4.013642
-30.09841 -3.827669 30.10534 4.002812 15.00969 3.979302
-29.70687 -3.852853 30.11971 4.019125 14.99167 4.031467
-29.89527 -3.752975 30.0726 4.019152 15.09358 4.085202
-29.60524 -3.987717 30.13923 4.006362 14.9635 4.06094
-29.79379 -3.699855 30.1827 3.968931 14.69526 3.976095
-30.06422 -3.815696 30.20519 4.037753 14.54804 4.063734
-29.90615 -4.006608 30.11319 3.97777 14.76221 3.970393
-30.07141 -3.805695 30.26791 3.991022 14.6438 4.012324
-30.05421 -3.808682 30.16855 4.047693 15.01086 4.057436
-29.9878 -3.744309 30.17988 3.98507 15.06008 3.983967
-29.65787 -3.964576 30.17144 4.031483 15.07149 4.036402
-30.1923 -3.738788 30.13758 4.050938 14.91567 4.018715
-29.92936 -3.905922 30.26748 4.007382 14.89987 4.056287
-29.71827 -3.795951 30.22481 4.017804 14.75888 4.051613
-29.94155 -3.806988 30.20948 3.984469 14.77688 3.991635
-29.82541 -3.791108 30.18354 4.00691 14.87755 4.038842
-30.20802 -3.828743 30.18117 4.015742 14.85369 4.122741
-29.79284 -3.732328 30.15527 4.005007 15.09197 3.979009
-29.94163 -3.902875 30.17827 4.0147 15.09327 3.990734
-29.90071 -3.873678 30.3379 3.932223 14.77585 4.02854
-29.64013 -3.926953 30.17469 4.013329 14.841 4.011278
-29.82227 -3.955538 30.22931 4.049015 14.97258 4.060693
-29.90755 -3.880946 30.18751 4.016514 14.96679 4.038829
-29.92329 -3.923397 30.18645 4.02205 14.92026 4.067251
-30.09771 -3.846521 30.17605 4.020903 14.95326 3.977201
-30.22826 -3.637612 30.26154 4.014411 14.94851 4.049588
-29.9011 -3.780029 30.30939 4.028092 14.90272 4.100822
-30.29538 -3.771558 30.26156 3.984416 14.92521 4.013546
-29.97308 -3.864515 30.2456 4.025657 14.91675 4.026628
-30.03006 -3.95657 30.10263 4.016911 15.02479 3.974459
-30.31551 -3.60367 30.05774 4.003147 14.92048 4.007222
-30.17413 -3.696378 30.06626 4.020798 14.93166 4.062588
-29.93253 -3.66344 30.10606 4.037927 14.87945 3.999428
-29.96547 -3.85831 30.06388 4.0291 14.83142 4.003952
-29.97086 -3.849513 30.08413 3.990345 14.84526 4.016664
-30.12051 -3.812668 30.12237 4.017071 14.811 4.018749
-30.08708 -3.834769 30.08535 4.03741 14.64997 4.058592
-29.97982 -3.952222 30.11447 4.057109 14.78113 4.012691
