"p_1" "p_2"
0.8762936 0.1237064
0.7791308 0.2208692
0.7927315 0.2072685
0.8267012 0.1732988
0.8124961 0.1875039
0.6628733 0.3371267
0.8568706 0.1431294
0.852136 0.147864
0.8152258 0.1847742
0.8187347 0.1812653
0.863116 0.136884
0.7660388 0.2339612
0.8483802 0.1516198
0.8526072 0.1473928
0.760613 0.239387
0.7520823 0.2479177
0.8413942 0.1586058
0.8857724 0.1142276
0.820322 0.179678
0.7975578 0.2024422
0.7689011 0.2310989
0.7943421 0.2056579
0.8318005 0.1681995
0.8591535 0.1408465
0.8052716 0.1947284
0.8183089 0.1816911
0.7998727 0.2001273
0.8297258 0.1702742
0.7748629 0.2251371
0.8170201 0.1829799
0.8235287 0.1764713
0.8210268 0.1789732
0.8287717 0.1712283
0.8316653 0.1683347
0.8153281 0.1846719
0.8206019 0.1793981
0.8125573 0.1874427
0.8697897 0.1302103
0.7461032 0.2538968
0.8179559 0.1820441
0.8052282 0.1947718
0.8366958 0.1633042
0.834838 0.165162
0.7994788 0.2005212
0.8738533 0.1261467
0.7523212 0.2476788
0.8308156 0.1691844
0.7874734 0.2125266
0.7338587 0.2661413
0.7753157 0.2246843
0.7824013 0.2175987
0.7681315 0.2318685
0.8384826 0.1615174
0.8262437 0.1737563
0.8596916 0.1403084
0.7634292 0.2365708
0.8456081 0.1543919
0.7843556 0.2156444
0.8200425 0.1799575
0.8542914 0.1457086
0.8850606 0.1149394
0.7896619 0.2103381
0.7683598 0.2316402
0.7965053 0.2034947
0.7268149 0.2731851
0.7753799 0.2246201
0.7945171 0.2054829
0.7914327 0.2085673
0.8477601 0.1522399
0.8475225 0.1524775
0.7593215 0.2406785
0.8059655 0.1940345
0.8010387 0.1989613
0.759964 0.240036
0.8105678 0.1894322
0.852323 0.147677
0.8105453 0.1894547
0.8651998 0.1348002
0.7862719 0.2137281
0.8800136 0.1199864
0.7587549 0.2412451
0.8666638 0.1333362
0.7905795 0.2094205
0.787951 0.212049
0.880169 0.119831
0.8578173 0.1421827
0.7350596 0.2649404
0.8471563 0.1528437
0.7419015 0.2580985
0.8150048 0.1849952
0.7921479 0.2078521
0.7701235 0.2298765
0.8355337 0.1644663
0.8496652 0.1503348
0.8468585 0.1531415
0.8113907 0.1886093
0.8357931 0.1642069
0.8056216 0.1943784
0.7408566 0.2591434
0.7867326 0.2132674
0.8595017 0.1404983
0.8755151 0.1244849
0.8226313 0.1773687
0.7791906 0.2208094
0.8132487 0.1867513
0.869405 0.130595
0.8587949 0.1412051
0.8520246 0.1479754
0.7861999 0.2138001
0.8222989 0.1777011
0.8148317 0.1851683
0.8005945 0.1994055
0.8359735 0.1640265
0.8316385 0.1683615
0.8453582 0.1546418
0.8896313 0.1103687
0.8511682 0.1488318
0.8020927 0.1979073
0.7980908 0.2019092
0.8062171 0.1937829
0.7846743 0.2153257
0.7802291 0.2197709
0.8605885 0.1394115
0.8224909 0.1775091
0.8175948 0.1824052
0.79488 0.20512
0.7490389 0.2509611
0.7757481 0.2242519
0.8797667 0.1202333
0.8411051 0.1588949
0.8201949 0.1798051
0.7748976 0.2251024
0.7349598 0.2650402
0.8387965 0.1612035
0.8380655 0.1619345
0.8453316 0.1546684
0.7772456 0.2227544
0.8220701 0.1779299
0.8182565 0.1817435
0.8560944 0.1439056
0.7883796 0.2116204
0.8437381 0.1562619
0.8441949 0.1558051
0.8369617 0.1630383
0.7991466 0.2008534
0.7829154 0.2170846
0.7709604 0.2290396
0.8376229 0.1623771
0.8107248 0.1892752
0.8222082 0.1777918
0.822663 0.177337
0.8440282 0.1559718
0.8149252 0.1850748
0.8503887 0.1496113
0.7980632 0.2019368
0.8490208 0.1509792
0.7661846 0.2338154
0.8275323 0.1724677
0.8369481 0.1630519
0.7851624 0.2148376
0.7861465 0.2138535
0.7914882 0.2085118
0.8583926 0.1416074
0.8217832 0.1782168
0.7073169 0.2926831
0.8298266 0.1701734
0.8233312 0.1766688
0.7271145 0.2728855
0.7868184 0.2131816
0.7555415 0.2444585
0.8570065 0.1429935
0.812125 0.187875
0.8143424 0.1856576
0.8400889 0.1599111
0.7754967 0.2245033
0.7638663 0.2361337
0.8411875 0.1588125
0.8129724 0.1870276
0.8283281 0.1716719
0.8140537 0.1859463
0.8187679 0.1812321
0.7505758 0.2494242
0.797756 0.202244
0.8201086 0.1798914
0.8650361 0.1349639
0.7705432 0.2294568
0.8271722 0.1728278
0.8327874 0.1672126
0.8564425 0.1435575
0.7965507 0.2034493
0.7269634 0.2730366
0.7749118 0.2250882
0.8524047 0.1475953
0.7293908 0.2706092
0.7424916 0.2575084
0.7953525 0.2046475
0.8365347 0.1634653
0.8593168 0.1406832
0.7687163 0.2312837
0.751955 0.248045
0.7874825 0.2125175
0.8508943 0.1491057
0.7968286 0.2031714
0.8093133 0.1906867
0.8136103 0.1863897
0.8099615 0.1900385
0.7746619 0.2253381
0.7463473 0.2536527
0.8072369 0.1927631
0.801367 0.198633
0.8327188 0.1672812
0.7706641 0.2293359
0.837169 0.162831
0.8349919 0.1650081
0.860947 0.139053
0.8234283 0.1765717
0.8532111 0.1467889
0.7908731 0.2091269
0.8274529 0.1725471
0.8346356 0.1653644
0.8294067 0.1705933
0.8219784 0.1780216
0.7911566 0.2088434
0.8380728 0.1619272
0.8215503 0.1784497
0.8054916 0.1945084
0.8391985 0.1608015
0.742612 0.257388
0.8362703 0.1637297
0.8174156 0.1825844
0.7828757 0.2171243
0.804844 0.195156
0.8265385 0.1734615
0.7879286 0.2120714
0.8011991 0.1988009
0.8506594 0.1493406
0.9051308 0.09486917
0.7375664 0.2624336
0.8604237 0.1395763
0.8552553 0.1447447
0.8714344 0.1285656
0.8068282 0.1931718
0.8342039 0.1657961
0.7817698 0.2182302
0.8001315 0.1998685
0.8226899 0.1773101
0.8276638 0.1723362
0.8264058 0.1735942
0.8129053 0.1870947
0.8103933 0.1896067
0.8517935 0.1482065
0.7453421 0.2546579
0.8712185 0.1287815
