"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3" "beta1_4" "beta2_4"
14.93906 4.076743 13.23821 0.7504639 -30.02615 -3.855663 30.21438 3.993709
15.08403 4.027259 -14.29908 0.9228882 -29.80273 -3.944501 30.22898 3.99026
15.17066 3.958401 9.238914 0.8731457 -29.74531 -3.946079 30.23809 4.001692
14.89161 4.016492 -17.47722 -3.655625 -30.15103 -3.675418 30.21311 4.049039
15.03886 3.957499 -0.6213752 -12.15474 -29.75659 -3.927645 30.10837 4.014944
15.03034 3.975737 -10.62922 9.248453 -29.58853 -3.829027 30.10114 3.98282
14.97731 4.038798 5.776493 -3.09014 -30.06125 -3.853103 30.09569 4.014361
15.08205 4.001331 6.378988 9.944659 -29.88487 -3.726315 30.02251 3.956867
14.89193 4.030431 -8.124138 7.47443 -30.62069 -3.837877 30.12587 3.988393
14.9314 4.067187 4.26414 9.096859 -30.22813 -3.718762 30.13562 3.972821
14.89986 4.042154 -9.362565 -6.387906 -30.0778 -3.773429 30.13165 4.002377
14.77001 4.049599 5.610209 -2.398642 -29.90827 -3.851105 30.16839 4.02322
14.95333 4.05518 6.171906 -11.80261 -29.56454 -3.876155 30.15189 3.98561
14.88841 3.998 -17.88475 1.650024 -29.71592 -3.857185 30.23553 4.041212
14.78512 4.012244 -2.24325 -5.876431 -29.96093 -3.866006 30.25898 3.990636
14.76948 4.003917 2.477792 -5.058864 -29.79114 -4.016397 30.16667 4.016004
14.92212 3.969937 -1.605761 2.519609 -29.64033 -3.757556 30.02458 3.992646
14.80406 4.006117 2.632393 -0.576126 -30.10957 -3.643514 30.09624 3.946772
14.87856 4.002655 -15.48193 5.00614 -30.12295 -3.892333 30.10894 4.038429
14.87989 3.991942 3.436669 -9.927561 -30.00338 -3.879541 30.02441 3.976936
15.00337 3.938564 -9.441818 14.017 -29.88245 -3.730718 30.04819 4.021664
14.78619 3.97375 6.548145 -4.09755 -29.79434 -3.645927 30.18047 4.005546
14.84524 4.00855 -5.89348 -14.53123 -29.71021 -3.696568 30.13492 3.989494
14.76407 4.037989 0.5898638 1.697703 -30.07299 -3.817875 30.20591 4.023462
14.94932 4.029991 11.76766 -1.146642 -29.73139 -3.957019 30.15456 3.98419
14.79798 4.034815 -14.51583 10.57783 -29.88205 -3.84552 30.24269 4.028389
14.87294 4.00709 -14.37994 2.786606 -29.98914 -3.836869 30.30085 4.025757
14.95882 4.029142 -2.792985 5.680796 -30.16481 -3.853987 30.24139 3.975755
15.08198 4.019794 4.422164 3.584418 -29.98917 -3.796716 30.1013 4.041451
14.74914 4.012917 -3.175622 -5.277983 -30.29324 -3.772 30.21019 3.995101
14.96259 4.002468 -13.43229 4.771986 -30.19435 -3.799961 30.17366 4.019356
15.00937 4.049552 2.491334 13.76399 -30.13535 -3.834373 30.22152 4.001241
14.91766 4.00344 10.10183 -2.016741 -30.02516 -3.643353 30.22058 3.994653
15.03485 4.047643 -11.2197 6.974389 -29.5812 -3.728599 30.28071 4.04574
15.06016 4.005716 -5.801309 -13.1082 -29.54074 -3.751178 30.19454 4.003809
14.85687 4.016692 17.36632 6.648563 -29.6693 -3.676902 30.2335 4.024033
14.89274 4.088251 2.661778 3.74289 -30.01407 -3.691739 30.14074 4.02706
14.84247 4.03717 -15.34444 15.88427 -30.49141 -3.909852 30.2532 4.034557
15.05894 3.984836 20.10174 8.634023 -29.8553 -3.840758 30.20198 4.023355
14.97162 4.01605 -8.444658 15.82126 -30.07047 -3.793652 30.15948 4.021274
14.8602 3.990263 -8.178881 1.676565 -29.89226 -3.853784 30.14137 3.949246
14.88253 3.986035 -8.317578 -7.349199 -29.79736 -3.639259 30.16912 3.987788
14.82367 4.021448 -5.009647 19.25093 -29.842 -3.760726 30.09342 3.981504
14.88032 4.019647 -0.5004161 -0.9377046 -29.81232 -3.793705 30.1024 4.005033
14.82315 4.034465 1.458871 0.1942681 -30.28206 -3.841604 30.12141 4.001931
14.89695 3.977468 3.515009 6.969154 -29.91509 -3.693367 30.15359 4.009799
14.88074 4.032137 7.593539 -3.822585 -30.09978 -3.759181 30.0574 4.038108
14.79985 3.967925 -14.14982 -21.41888 -30.17077 -3.837577 30.12584 3.978668
14.83467 3.975971 -8.488931 13.79513 -29.87948 -3.727893 30.10737 3.960272
14.87597 4.090059 -11.12872 9.43677 -29.73152 -4.006395 30.07375 4.009521
14.82703 4.052284 11.25908 5.965231 -29.95457 -3.835565 30.18801 4.011076
14.87752 4.035554 -21.84834 -11.47686 -29.78642 -3.784593 30.22495 3.994039
14.86544 4.03727 5.072559 -15.14589 -29.83712 -4.003233 30.25579 4.03395
15.05584 3.996543 -2.658526 -13.6443 -30.08894 -3.588664 30.11561 4.005038
15.01933 4.040732 -15.64264 2.1276 -30.16778 -3.833872 30.17573 3.987577
15.19277 4.016718 1.648198 -12.06327 -29.57922 -3.703635 30.06803 3.972325
15.05918 4.031239 0.7406384 -5.579819 -29.9056 -3.771546 30.17621 4.042984
15.06053 4.038235 5.150117 2.783725 -29.80346 -3.880712 30.1079 3.998487
14.98138 3.99132 -9.204249 8.262746 -29.87625 -3.793855 30.10739 3.994339
14.7994 4.032217 14.37399 11.09853 -30.10151 -3.939612 30.29502 4.014324
14.75625 4.043811 -7.87839 0.9393425 -29.83737 -3.87821 30.16807 3.997059
14.70337 4.03861 11.91228 -11.94452 -29.96674 -3.871452 30.16855 4.023774
14.97702 4.008149 13.23509 -2.79225 -29.8944 -3.872609 30.05644 4.012548
14.61096 3.990647 -6.402085 10.1956 -29.84391 -3.910955 30.19578 3.99693
14.83584 4.034133 -14.91841 1.16055 -30.02012 -3.832701 29.98177 4.016461
14.98723 4.126876 9.51809 0.4958036 -29.881 -3.701239 30.01876 3.995916
15.04179 4.003595 -11.17425 11.71217 -30.01641 -3.784971 30.08031 3.987582
15.20669 4.037591 5.676681 -1.822309 -29.89799 -3.849981 30.25984 3.964195
15.29932 4.153774 12.23955 -2.525035 -29.88042 -3.678274 30.22528 3.977091
14.99094 4.032476 9.468301 -0.5099018 -30.04281 -3.68058 30.33293 4.053806
15.13782 4.026755 10.4806 -0.3664227 -29.99296 -3.80272 30.3337 4.027443
15.20079 4.001265 -7.676817 -26.16693 -30.18577 -3.863991 30.31119 4.058694
15.17178 4.063666 2.79053 -1.114698 -29.93726 -3.869144 30.24944 4.004017
15.10153 3.999013 -4.188196 5.850781 -30.01575 -3.802326 30.34906 4.023762
15.16114 4.053085 11.59304 -5.892813 -29.95224 -3.843354 30.17288 3.995117
15.18014 3.928657 11.14028 0.7403046 -29.87075 -3.802821 30.22681 3.984355
15.16994 4.028388 13.97535 -3.451653 -29.86284 -3.926309 30.15492 4.002059
15.07723 4.049323 1.051967 1.494419 -29.78104 -3.767727 30.12307 3.998672
14.80017 4.000908 -5.228253 11.84617 -30.04117 -3.717942 30.13294 4.064732
14.97269 3.952746 2.821568 -2.956503 -29.64953 -3.917985 30.04255 4.012233
14.81855 4.038333 7.45872 2.007787 -29.93632 -3.947899 30.17023 4.003476
14.92081 4.030083 -1.969493 -12.47704 -30.13204 -3.796392 30.09071 4.003423
14.97443 4.053954 -8.727534 10.38892 -30.08135 -3.968239 30.05477 4.028078
15.10108 4.038164 9.027751 3.718158 -30.09351 -3.819467 30.07592 4.006991
14.77499 4.013683 11.58205 4.518695 -30.31682 -3.954821 30.23629 4.002208
14.89751 4.066505 10.51437 -0.3554906 -29.91633 -3.889275 30.18737 4.017327
14.87716 4.069146 -4.280176 -13.78346 -30.0848 -3.775292 30.28125 4.017145
15.05579 4.082598 -20.57536 18.32632 -29.7653 -3.859836 30.2384 4.051132
14.99946 4.060321 13.36086 -1.236516 -29.97475 -3.778261 30.23492 3.988851
15.13676 3.975158 7.538034 3.184254 -29.98955 -3.872516 30.28793 4.03254
15.00924 3.969056 10.84176 -6.180839 -30.10364 -3.702464 30.28692 3.960993
14.98163 3.974513 6.92471 -2.876557 -30.22138 -3.72076 30.1215 4.039293
15.09161 4.031149 5.677441 5.967631 -30.22879 -3.755051 30.0934 4.022106
14.88576 3.985214 2.364503 2.330697 -30.35275 -3.947411 30.25325 4.066092
14.86161 3.97662 -0.7334213 -5.689243 -30.23692 -3.721103 30.19675 4.005992
14.78641 4.117208 3.930351 1.16956 -29.97314 -3.744479 30.19915 3.967691
15.05078 4.072159 -6.526607 25.57222 -29.64965 -3.750182 30.09751 4.017698
14.93093 4.063551 -6.292289 3.996207 -29.88107 -3.684599 30.16479 3.982889
14.87979 4.024784 7.276628 -3.260816 -29.82254 -3.843461 30.13597 4.023808
14.95022 3.989115 8.791195 0.5207307 -29.68687 -3.894179 29.99526 4.035126
14.93717 4.004821 5.980482 16.0576 -29.75044 -3.758053 29.98494 3.975346
14.84195 4.056879 -14.38672 -5.230003 -29.90491 -3.872402 30.02851 3.984284
14.90774 4.066091 16.19081 -3.036853 -30.08306 -3.587715 30.15363 4.022033
15.00851 4.014171 -16.86343 11.71341 -30.14576 -3.740034 30.16717 3.974669
