Delta_1 Delta_2 Delta_3 
-0.3145954 -3.253015 -0.8929921 
-1.316787 -3.629076 1.701558 
0.5959495 -3.612294 -0.4075437 
-0.3749948 -3.183138 0.22481 
-6.698304 -3.398614 1.471935 
-6.452526 -3.63928 4.022895 
-3.035567 -3.827239 1.726825 
0.1830152 -3.212971 2.030749 
0.1251924 -3.720204 -0.7883061 
0.05909423 -3.624308 1.253871 
-1.053606 -3.451884 -2.253431 
0.1613922 -3.287344 1.280531 
-2.490155 -3.146672 -2.023162 
-1.528544 -2.896954 -3.482247 
0.2226236 -2.880563 0.6174477 
-1.605949 -4.104062 -2.206933 
1.223643 -4.177316 -1.545822 
0.6124238 -3.862349 -0.4315624 
-0.5984632 -3.579957 2.985138 
-0.4955644 -3.470914 2.901576 
-0.4688319 -3.843745 -2.609487 
-2.037588 -3.184015 -1.689898 
0.4561434 -2.952105 1.478015 
-0.5899551 -2.95989 0.009784984 
-7.736694 -2.852934 2.522906 
-6.669641 -2.880866 0.9346785 
-5.042224 -2.793397 0.6766283 
-1.385413 -2.412652 0.9531974 
-0.5120168 -2.240955 -1.725936 
-0.2379228 -3.197807 -1.790298 
0.03203226 -2.317515 -0.3546911 
-3.636489 -2.475739 0.1812071 
0.4006545 -3.00463 1.730777 
-0.680057 -3.297442 -0.5892763 
2.796346 -3.17698 -2.508281 
-0.02965555 -3.339959 -1.769309 
-0.004783802 -3.144866 -1.057469 
2.064709 -3.551461 -0.3795166 
-0.182214 -3.963389 -0.6666119 
-0.5822198 -3.554637 -1.440653 
-0.3236366 -2.83087 -0.8504966 
0.07189553 -2.097343 -2.167971 
1.272589 -2.144157 -2.220468 
0.6946715 -2.196435 -1.401807 
0.6212049 -2.248169 -0.4156815 
-0.2517879 -1.87535 1.031643 
-1.287062 -2.131996 0.5021474 
6.013325 -2.531672 0.404391 
-5.191786 -3.103268 0.4200088 
-2.325816 -2.597381 1.469161 
-2.002168 -2.353974 -2.800067 
0.9476217 -2.452644 -1.051867 
-1.883014 -2.848514 0.4979346 
0.001398898 -2.836631 -0.514217 
-1.777837 -3.498278 0.160094 
0.45858 -3.386783 -0.2736295 
-1.295213 -3.88448 0.009037781 
-1.283077 -3.51883 -5.312389 
0.4953299 -2.08321 -4.41366 
1.575152 -2.213629 -2.647428 
1.229335 -2.36564 -2.849161 
-0.0472091 -2.863707 -0.4961796 
0.2469176 -2.052968 2.482465 
2.468897 -2.931441 2.234278 
-1.597874 -1.933664 1.09619 
-0.1508349 -2.38551 2.299315 
-0.3511711 -1.704012 1.215975 
-0.2207482 -2.049852 0.8220875 
0.0400885 -2.340503 -0.453618 
0.08810894 -2.404034 -2.430874 
-0.2365158 -3.014819 0.2356454 
2.431381 -3.067167 -0.4043963 
-0.08449998 -3.196635 -2.123551 
-0.209174 -3.035392 0.2547982 
-3.587549 -3.587639 -0.732661 
-0.2478076 -3.471221 -2.481391 
-0.1187167 -3.531653 1.074744 
0.5733002 -2.350045 2.010042 
-0.4726801 -1.768978 -0.4608326 
-0.9840453 -2.559746 0.3958454 
-0.5309452 -2.762218 0.2495131 
0.02281879 -2.16806 0.7228616 
-0.4418909 -2.343562 -0.6763784 
0.5780559 -2.337437 0.1203148 
-0.5512137 -1.688721 -0.2033532 
-0.2169709 -2.314717 -0.4216554 
-0.1869248 -2.228675 -0.3313013 
-2.664062 -2.983113 1.454789 
-1.889638 -2.755399 0.1078212 
0.6162732 -2.90348 1.881801 
-1.110165 -3.398427 0.4599464 
0.5942972 -3.491916 -1.296608 
0.0726965 -3.539981 -1.939641 
-0.6608398 -3.693774 -1.185079 
-0.2799582 -3.433297 0.399784 
1.010124 -2.865354 -0.1041458 
-0.3028963 -3.155258 0.04791876 
-0.3644933 -2.352659 0.7294119 
-0.4583507 -2.460759 0.8860208 
0.4454948 -2.517726 0.5712733 
-1.055926 -1.88083 -2.030214 
-2.363468 -1.818746 0.3431596 
-1.075224 -2.45513 0.5034564 
0.02943955 -2.127967 -1.475297 
-0.2143031 -2.490924 0.8185702 
-0.2465288 -2.080771 -0.5930681 
-1.270758 -3.020121 1.758239 
-0.02798144 -3.372447 -0.9665366 
0.4286105 -3.623835 0.7247977 
-0.1658532 -3.047174 -0.887051 
0.5233711 -3.435692 -1.862694 
0.3464067 -3.064687 0.3683232 
0.5713166 -3.20439 -1.712502 
-0.1024963 -2.794772 1.307286 
-0.5342018 -3.272586 0.2570306 
-0.7471649 -3.337795 0.2292266 
0.03692409 -3.639083 0.6075282 
-0.5331988 -2.78175 0.4052232 
0.8616079 -2.911535 -2.340822 
-0.3428341 -1.922993 0.4969342 
-4.226474 -2.49454 0.4363104 
-0.8844769 -2.290904 -0.930051 
-0.2479222 -2.627541 0.8199617 
1.43854 -3.023012 -1.563249 
0.3938988 -3.750389 1.83464 
0.1651118 -4.244235 -0.9900801 
-0.0239557 -3.731863 1.07201 
-4.595561 -3.631388 -0.2787498 
7.516361 -3.043124 2.136423 
