"comp1" "comp2" "comp3"
-0.7647428 1.172415 0.9195557
-0.1442951 0.7496566 0.739133
1.172851 0.7141993 0.5938147
0.2837786 0.5158155 0.6989251
0.1259744 -1.153523 0.7158541
0.727515 1.105285 0.6198764
0.6986739 1.397657 0.7460733
0.9343971 2.098262 0.6727825
3.929621 -2.34679 0.7437304
-0.6686103 1.270453 1.050025
0.7199206 1.150337 0.9936124
-0.8541875 2.28058 0.7274165
3.063255 0.3211503 0.5506672
0.3498344 -0.8754027 0.5608522
0.7187931 -0.4585801 0.5831623
-0.6189487 0.06746104 0.7032588
3.596111 -0.2295176 0.7528112
0.5290619 2.152761 0.6979864
2.758715 1.19837 0.5369478
5.370691 -0.2856247 0.5740237
2.983496 -0.1327389 0.391163
-1.802597 -0.7886226 0.475526
-0.2848289 0.1138646 0.5699034
2.309054 0.2816881 0.78024
11.48695 1.267958 0.7080948
11.06969 3.102007 0.8300969
1.527387 3.801838 0.6400176
-0.1088671 3.647481 0.4658628
1.44569 1.769285 0.5768628
-0.2126222 -0.6523491 0.8365523
3.084621 0.5714083 0.9488774
1.47552 1.928368 0.874558
8.589373 0.6682052 0.9852776
-1.304824 0.6515941 0.8897729
0.7208073 -1.342439 0.9436758
2.300613 -1.80365 0.8825271
1.923673 0.1460062 0.913041
-0.3910362 -0.1050936 0.8184262
-0.3986547 0.2607801 0.84565
0.7111708 -2.74065 0.8336611
-1.598132 -2.078215 0.9361468
1.00817 -1.125218 0.8400998
3.987929 0.8855738 0.7531988
3.789108 -1.806487 0.6664904
4.106201 0.5733893 1.065749
5.573748 0.4111664 0.9082907
8.807407 0.5048387 1.077104
1.71404 1.875315 1.102809
0.3286662 -1.81759 1.225191
3.319643 3.281998 0.9478779
2.865681 3.949286 1.347896
0.4023445 -0.004774123 1.173119
18.49227 -3.307061 0.9679525
6.826395 0.4683189 0.9246553
22.55823 0.6037595 0.9215599
6.318623 -3.804689 0.9561812
3.104673 -3.088508 0.734804
11.4511 -4.173222 1.034702
-1.050356 -1.858224 0.7579154
0.9091744 -1.230413 0.8832718
5.905348 -2.215942 0.8157841
5.167287 1.43681 0.9048743
6.797972 2.238487 1.020333
5.094537 2.46106 1.076576
12.53113 1.335065 1.002717
15.90421 -0.1862777 1.039891
11.29317 1.361773 0.8057563
6.734313 0.2471608 1.127923
8.599331 -0.9989327 0.9062326
0.9368238 1.095044 1.11231
-1.133284 -1.079474 0.9639414
1.028387 2.617024 1.076306
-0.2192068 0.3322774 0.8263744
9.007085 2.028686 1.14322
6.063393 1.174921 1.021843
7.242665 2.642561 1.167369
10.08525 1.4661 0.9432026
9.591739 -3.256861 0.8412618
16.21783 3.040029 1.054139
