"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-29.85421 -3.84888 15.53171 4.20899 29.57838 3.910006
-29.91777 -4.03565 14.30797 4.085685 30.29188 4.225155
-29.86803 -4.319991 15.37019 3.995326 29.76738 3.824874
-30.58625 -3.895173 15.4401 4.392488 30.12852 4.286276
-31.84013 -3.788154 14.68079 4.523422 30.01258 3.924031
-29.86993 -4.138376 15.95742 4.468931 30.0365 3.404451
-29.73598 -4.123093 15.72552 4.367452 29.964 3.753498
-29.53096 -4.145129 15.34288 4.090621 29.86384 3.856201
-30.62005 -4.025118 14.5998 4.304181 29.9149 3.877998
-30.4829 -4.153522 15.34014 4.234314 29.78265 3.891788
-31.71616 -4.03545 14.68509 4.038276 30.07615 4.225785
-31.16179 -4.33575 15.0315 4.220472 29.54751 3.988881
-29.97051 -3.760661 15.4779 4.359385 29.80084 3.982459
-30.64228 -4.096937 15.34005 4.193858 29.90726 3.973141
-29.52702 -3.79283 15.67915 4.183786 29.72734 3.776721
-30.08506 -4.065238 15.73549 4.310602 29.40697 4.021822
-29.55664 -4.152802 15.65706 4.403196 29.78507 4.164262
-30.83571 -3.924262 15.22363 4.374179 29.64529 4.129237
-30.01282 -4.029365 15.94611 4.368223 29.76386 3.912419
-31.32773 -4.005709 15.78244 4.493431 29.79912 4.16949
-33.02699 -4.03687 15.04975 4.344009 29.94694 3.714429
-30.58651 -3.914984 14.93755 4.272052 29.87358 4.155645
-30.20022 -3.828512 15.63888 4.107954 29.78632 3.901247
-29.63105 -4.192575 15.742 4.165922 29.49366 4.045074
-30.48824 -4.026967 14.87757 3.894367 29.58951 4.139249
-29.77254 -4.075844 15.70478 4.202675 29.87725 4.161705
-30.25481 -4.122323 15.78423 4.368371 29.75116 3.972534
-29.98232 -3.857828 15.90063 4.056122 29.72884 3.932211
-30.98298 -3.707994 15.05632 4.48829 30.13854 4.054431
-30.52659 -4.007215 15.87446 3.72926 30.10962 4.150015
-30.24586 -3.965947 15.68847 3.950841 29.47609 4.045204
-29.80212 -4.175559 16.00959 4.303956 29.91961 3.831377
-32.13371 -4.120739 15.21826 4.081806 30.1872 3.814074
-29.82289 -4.062757 15.4343 4.306377 29.72746 3.860905
-30.70311 -4.049059 15.74599 4.074707 29.79301 4.040073
-30.85866 -3.980274 15.26784 4.047233 29.90041 3.753198
-31.13431 -4.093259 14.88604 4.091287 29.54953 3.914783
-30.79582 -4.205646 15.5568 4.189443 30.20884 3.952813
-30.18701 -3.988641 15.5429 4.289837 29.76041 4.062483
-30.25275 -4.073845 15.31898 4.379066 29.87255 3.912467
-29.46952 -4.073912 15.71523 4.17577 29.63509 3.89571
-29.89919 -3.920274 15.38435 4.103646 29.86715 3.963077
-29.58305 -3.990514 14.99661 4.344899 29.99296 3.753985
-30.48628 -3.890292 15.8033 4.256083 29.62145 3.953335
-30.36526 -4.119955 15.3799 4.112282 29.6477 3.962717
-30.12555 -4.167384 15.97332 4.132867 29.53085 3.972364
-30.49796 -3.803187 15.98511 3.998017 30.12501 3.979521
-30.67231 -4.029372 15.28674 4.019885 29.78157 3.92629
-34.16651 -4.154338 15.40227 4.125884 30.12317 3.819346
-32.7412 -4.161377 15.69304 4.092536 29.57503 4.000817
-32.68707 -3.846965 15.49157 3.998853 29.70052 3.883534
-30.86933 -4.373594 15.0246 3.958936 29.88858 3.953463
-31.82211 -3.868486 15.60998 4.306908 29.94216 3.904997
-33.08458 -3.877304 15.69872 4.527795 29.79197 3.787699
-32.5904 -4.3872 15.64775 4.38949 29.6418 3.971773
-32.98356 -3.912229 15.26369 4.604926 29.70405 3.792638
-32.86421 -4.008874 15.05891 4.307841 29.71479 3.915
-31.50884 -3.753222 15.53811 4.419749 29.87781 3.815325
-32.14142 -4.088114 15.67924 4.52195 29.94486 4.102106
-29.85175 -4.036071 15.47419 3.915112 29.93231 3.953798
-30.05041 -4.331583 15.20585 4.462877 29.86144 3.848623
-29.27601 -4.154541 15.46205 4.17354 29.65078 3.885106
-30.29574 -4.061773 14.77463 4.132874 29.77871 4.385277
-29.73799 -3.839832 15.93029 4.233112 29.81698 3.866971
-30.39373 -4.273605 15.28291 4.378137 29.75397 3.895032
-31.27043 -4.010981 15.26529 4.301664 29.9597 4.019147
-29.63122 -3.934589 15.41058 4.269629 29.78712 3.885993
-29.84517 -3.744051 15.24701 4.133589 30.10537 4.052573
-30.38755 -3.882131 15.61794 4.383721 30.05453 3.81227
-30.92982 -3.875484 15.34332 4.206091 29.54957 4.017614
-29.67091 -4.250209 15.4203 4.201373 29.78935 4.062799
-29.52322 -3.782545 15.52867 3.919854 29.7659 4.054092
-30.66496 -3.823194 15.55658 4.1272 30.00155 3.907954
-31.40598 -4.097748 15.75751 4.15313 29.87336 3.935961
-31.82589 -4.074236 14.92235 4.452618 30.15355 3.63876
-30.86199 -4.046997 14.94993 4.363596 29.85196 4.047101
-30.18493 -4.122714 15.31561 4.037691 29.90348 4.126653
-30.36091 -4.642937 14.35736 4.300099 29.88905 3.985307
-30.10339 -3.943893 15.32653 4.340896 29.87911 3.968268
-30.36525 -3.869062 15.03468 4.131855 29.84831 4.130149
-29.93638 -3.992712 15.41757 4.545437 30.00107 4.047605
-32.29372 -4.080888 15.03329 4.058369 30.54632 3.957978
-29.78683 -4.04525 15.20628 4.109201 29.64225 4.196944
-32.0879 -4.121687 14.82633 4.288115 30.19959 3.881963
-30.10451 -4.058588 15.37423 4.310951 29.71228 3.896563
-30.27378 -4.004691 15.66582 4.097248 29.87828 4.082897
-31.11286 -4.083639 15.86602 3.698494 30.02696 3.921728
-30.70449 -3.899377 15.40938 4.119471 30.06198 3.807622
-31.026 -3.866626 15.89739 4.421155 29.55738 4.076915
-30.50817 -4.073309 15.8425 4.249862 29.84985 4.1408
-31.15282 -3.77359 15.23531 4.171721 29.77786 3.998247
-31.89499 -4.192572 15.32524 4.197538 29.61813 3.728023
-30.11004 -4.129427 15.51766 4.050338 29.66837 3.858246
-30.84434 -3.874727 15.89401 4.417216 29.58725 4.059502
-29.47706 -3.854921 14.42186 4.287359 29.84178 4.220034
-29.40961 -4.057417 15.10673 4.038138 29.59957 3.902384
-31.00943 -3.995389 15.37887 4.208792 29.82933 4.047137
-29.78902 -4.122485 15.77306 4.384376 30.13167 3.785243
-32.43185 -3.882885 15.11274 4.152553 30.48095 3.866685
-30.21158 -4.14007 16.13131 4.12445 29.7797 4.029936
-30.24425 -4.004699 15.66428 4.065287 29.6894 4.080287
-30.90809 -3.959208 15.26295 3.944446 30.00802 4.023216
-30.33751 -4.016138 14.97597 4.389974 30.01582 4.127313
-31.1263 -3.862431 15.45961 4.132696 29.90112 3.894342
-31.14143 -4.318288 15.5246 4.023017 29.69524 3.797546
-30.87428 -3.728768 15.64014 3.904039 29.96033 3.74536
-29.76355 -3.965995 15.23336 4.406344 29.55929 3.92469
-31.82904 -3.989037 15.76391 4.284402 30.37387 4.267016
-30.05025 -3.892573 15.54408 4.308597 29.74573 4.14227
-30.32604 -3.969926 15.62375 4.191636 29.69157 3.869723
-29.02909 -3.418225 15.73125 3.908678 29.83452 4.142835
-29.35964 -3.890135 15.61688 3.784612 29.85371 4.052243
-30.2718 -3.701132 15.00723 4.438188 29.70343 4.017863
-32.26428 -4.040872 15.50246 4.097229 29.87445 4.037801
-31.84457 -4.118984 15.28312 3.888628 29.9513 3.999287
-30.60044 -3.762455 15.37846 4.232858 29.86387 3.925257
-31.37268 -3.638424 15.85615 4.206102 29.90831 3.951691
-31.29906 -4.202062 15.83936 4.30613 29.41556 3.920601
-30.13441 -4.189951 14.93663 4.086107 29.81455 4.085867
-30.18856 -4.145636 15.19 4.358179 29.89376 4.042386
-30.96692 -4.135512 15.94548 4.481257 29.81692 3.942486
-33.63232 -4.433411 14.38139 4.404705 30.25186 3.910824
-30.8888 -4.095156 15.84246 4.007429 29.84307 4.014947
-30.68671 -4.095716 15.84624 3.969733 29.72436 4.054008
-31.9471 -4.271293 15.70483 4.122365 29.97119 3.815309
-31.20935 -4.185881 15.51316 4.203851 29.56675 3.784098
-31.45493 -3.935371 15.41235 3.876299 29.7781 3.885333
-30.88023 -4.05136 15.45896 3.976001 30.14234 4.07186
-30.63573 -3.989755 15.7875 4.233646 29.7123 3.932838
-32.12278 -3.819896 15.43673 4.056081 29.7513 3.878404
-31.79833 -3.366724 15.69205 4.341261 29.80129 4.103675
-31.57773 -4.144533 15.63386 4.283142 29.69179 3.810714
-31.5264 -3.635881 15.89037 4.284206 29.8066 3.885662
-30.72131 -4.171227 15.65333 4.398318 29.48346 3.989917
-31.62087 -3.984751 15.63007 4.392962 29.96508 3.966783
-30.65105 -4.08642 15.67801 4.010509 29.82744 3.963074
-30.25907 -3.947843 15.50542 4.333748 29.68577 3.825834
