Delta_1 Delta_2 Delta_3 
-0.009268987 -0.01503697 8.842963 
0.00733307 -0.03548015 -16.30855 
0.02942813 -0.005536211 -13.21187 
0.01953306 -0.0464478 12.3913 
-0.007641258 -0.09834318 17.26361 
0.004875906 -0.02936439 -4.85302 
0.01680052 -0.06669743 3.383917 
-0.01964896 -0.0165842 8.015111 
-0.02021807 0.01323826 -0.7631071 
-0.005626048 -0.0423629 -0.2066987 
-0.008196597 -0.04881704 3.528301 
0.01101875 -0.0164703 22.0721 
0.01415903 -0.03833687 19.17737 
-0.008677875 -0.003092129 1.958497 
-0.01174765 -0.03527125 12.41297 
0.0003117679 -0.04585349 2.820962 
-0.0003410915 0.0812434 10.86896 
-0.005246209 0.1048265 -7.743583 
-0.01713153 -0.03016492 3.777101 
-0.009360603 0.06729418 -17.48907 
-0.03006444 0.009899279 -5.755041 
0.003177194 -0.02890038 5.114692 
-0.006757234 -0.01453773 -9.781909 
0.006107714 -0.06238452 -4.145215 
-0.01636773 -0.02247069 -3.554535 
0.006089487 -0.01943215 9.740579 
-0.004180337 -0.06075332 -4.663439 
-0.0008695157 -0.06869842 -3.317158 
-0.02415818 -0.114552 -9.876089 
0.02990015 0.01460683 -4.321216 
-0.01808365 -0.02527134 -2.880422 
-0.01582972 -0.04202744 -0.6362973 
-0.00640405 -0.007216077 -16.67126 
-0.01383398 0.001283297 1.950757 
0.008834566 -0.001119905 -34.83482 
0.002260232 0.06535323 0.4698077 
0.009175658 -0.03514582 -8.381674 
0.013119 -0.03816336 -5.165842 
0.01637458 0.06595965 -5.050934 
-0.004552641 -0.01207051 -1.575345 
-0.00706457 0.09715372 -6.778772 
-0.01232636 0.08142558 -1.450509 
-0.02685954 -0.06066392 9.660361 
0.00739742 0.004917338 13.05302 
0.007141417 -0.01845348 -4.764345 
0.0005012907 -0.01197605 6.976442 
-0.01490888 -0.03296195 15.38884 
0.0166316 -0.03759794 9.662646 
0.006174907 -0.09209088 0.8520941 
-0.008397268 0.03668313 10.21061 
-0.005134218 0.08789177 -4.065167 
0.004025058 -0.1191543 14.6451 
-0.003017939 -0.07561193 3.972803 
-0.01177694 -0.04140607 -6.457147 
-0.02611757 0.03128707 -19.67225 
0.005837344 -0.02592202 10.16214 
-0.04540149 0.06235422 -3.025529 
0.01794244 0.05990455 13.45174 
-0.006142959 -0.07828243 -1.018116 
0.01376375 -0.06870615 -3.70224 
-0.02723326 0.05126836 -1.943273 
0.005388441 -0.05051526 4.760914 
0.01743435 -0.0275388 -11.82879 
-0.008707991 -0.01393317 4.446492 
0.002871363 -0.0281857 3.122236 
-0.01858368 -0.1007277 -3.220107 
-0.01414997 0.01050238 10.71428 
0.01714924 -0.04402705 2.177929 
-0.003488035 -0.1144389 4.407392 
-0.03664575 0.04547202 2.65304 
0.009160268 -0.03634744 5.626166 
-0.01258041 -0.07457958 -10.75457 
-0.006758386 -0.191638 -2.256212 
0.008793985 -0.002760807 -4.908803 
-0.008140805 0.1429557 -1.113785 
-0.006385591 0.03865641 2.90092 
0.002886046 0.1250254 6.061756 
0.0007096743 0.08392825 -8.135784 
0.01536481 -0.05785587 -6.574393 
-0.005717769 -0.1016992 11.84645 
-0.001412233 -0.04603201 -15.86118 
-0.01319239 0.05632345 8.369051 
-0.01882565 0.0221462 20.02537 
0.006967828 -0.03263168 6.15934 
-0.02362684 -0.05951714 -7.100552 
0.02883615 -0.01849686 -0.01942091 
0.03065882 -0.23529 -16.40979 
0.01510691 -0.05373973 1.482589 
-0.01115397 -0.03011914 4.861118 
0.006058721 -0.006563504 -4.840857 
-0.002140196 -0.07819968 15.2376 
0.02254213 -0.02625357 8.352193 
-0.01579716 0.09006787 -21.74827 
-0.007989002 0.01892745 2.179653 
-0.02270895 -0.1450685 -21.68464 
-0.001884301 -0.04938081 4.343563 
0.01286068 -0.06411097 -16.04118 
0.001138078 -0.05484727 -3.013754 
-0.007672693 0.08326175 1.325314 
-0.005650682 0.06477386 2.241778 
-0.01133335 -0.004546529 -17.57765 
