Delta_1 Delta_2 Delta_3 
0.2050945 -0.00101681 6.281135 
-0.08857231 -0.0009884719 6.550542 
-0.1079315 -0.008468879 0.7332981 
-0.08969417 0.002750509 -9.191364 
-0.102435 -0.03005953 0.7032086 
-0.006016256 -0.02293675 -12.78957 
-0.02793666 -0.002157391 10.18615 
0.08061704 0.01501914 1.20349 
-0.04705095 0.02254232 20.30223 
-0.03432328 0.006236321 -0.5800073 
-0.00994359 0.007932206 -3.195943 
-0.003793065 0.001396616 7.483918 
-0.03214763 -0.008883249 3.28415 
-0.05506742 0.01726136 2.637135 
-0.04407949 -0.004899421 -14.97084 
-0.0145447 0.008114879 -7.843516 
-0.03207982 -0.01115001 19.07673 
-0.02740844 0.02695686 12.57401 
-0.04691847 -0.04540708 -0.5259137 
0.04620367 -0.01191284 21.79556 
-0.0259238 0.02615555 -8.245492 
-0.002747444 0.02201625 -7.660911 
0.02499053 -0.01947074 3.428585 
-0.1242383 0.01524267 -9.734686 
-0.09401488 -0.004144474 -2.635229 
0.05824679 -0.006198649 -2.431195 
-0.09203025 -0.01814838 -0.3023186 
-0.08199861 0.01036163 -9.614342 
-0.1206253 -0.03254362 -3.296517 
-0.04525898 0.01213215 20.76749 
0.01452306 -0.01752881 4.269584 
-0.0621548 -0.004374398 -3.414611 
0.00803753 0.01174842 -16.20797 
-0.02730236 0.001923672 -11.96713 
-0.006265092 0.0284555 -12.0921 
0.03182554 -0.009707197 2.948558 
-0.03691918 -0.01373797 -4.744262 
-0.03416572 -0.01903332 -2.218471 
0.006399925 -0.002255678 15.10686 
-0.01898358 -0.007483153 19.58778 
-0.009728722 0.02269442 -2.446672 
-0.01008398 0.01997205 -24.16096 
-0.01801013 0.01977507 -15.52445 
-0.06771005 -0.005587739 14.36818 
0.003557839 -0.002344987 -0.08754514 
-0.02830318 0.01123201 -9.155955 
0.003982537 -0.02192906 15.9957 
-0.03367227 0.003329987 10.78026 
-0.05876106 0.01880076 1.749414 
-0.0134906 0.01296113 -18.81176 
-0.06993982 -0.008698601 -2.473575 
-0.01693232 0.01412039 4.49609 
0.04801788 0.01264265 -14.65262 
0.01556326 -0.005717692 0.5132714 
0.01409723 0.001025309 -8.64746 
-0.02195672 0.01871776 -8.406732 
-0.03448901 -0.001771378 -7.329801 
-0.09804204 0.008826389 8.70827 
-0.1788963 -0.007204519 9.348651 
-0.02222314 -0.01257034 -15.77598 
-0.05815559 -0.004842663 -6.357691 
-0.07726173 0.01841457 10.97031 
-0.05899873 0.01352713 0.7046005 
-0.04534342 -0.003596832 -5.335612 
-0.04485328 -0.001186191 18.43654 
0.03833112 -0.02787237 3.876362 
-0.02991089 -0.001545016 4.647639 
0.01739814 -0.001554435 -1.838344 
-0.04867431 -0.009283947 -5.550971 
0.02178454 -0.007887362 -13.72917 
-0.05735624 -0.007589632 -17.73536 
-0.01293859 0.005421834 -21.48679 
-0.0332733 0.01611712 7.101855 
0.01070496 0.001729165 -5.40998 
-0.03605048 -0.02201195 -5.682619 
0.05923899 0.004644187 0.1710988 
-0.03899467 -0.02211387 -15.85521 
0.01252086 -0.02568462 -3.139183 
-0.06366443 0.005081298 -17.94719 
-0.03737979 0.0005546396 -9.619418 
0.01866535 0.01930013 17.46242 
-0.1076855 -0.004962055 -7.947333 
-0.01675732 0.006513661 -10.18308 
-0.02107134 0.01322931 -4.781406 
-0.048639 -0.00650174 -18.39465 
-0.1246769 0.006532875 -23.22532 
-0.0692134 0.005055451 22.47067 
-0.07194721 0.02715258 3.358909 
0.03181708 0.009818814 2.801589 
-0.03237686 0.008209861 1.930534 
0.02707597 0.01052593 0.238366 
-0.02097879 0.02586185 -12.62273 
-0.04317767 -0.006143037 8.363061 
0.02679348 0.01190686 3.044844 
-0.08200041 -0.007036707 -23.43866 
-0.03588456 -0.02452406 5.069774 
0.02075952 -0.02705228 7.974003 
-0.03221502 -0.001148228 6.676895 
-0.07553064 -0.03353928 -10.86655 
-0.08489052 0.01333713 10.33371 
-0.0842282 -0.0129694 -1.126575 
-0.07285986 -0.02711808 3.899586 
-0.04030331 0.004091527 -12.10493 
-0.102101 0.01519444 13.88993 
-0.02662143 0.001735968 -12.64038 
0.05080674 -0.001786107 12.5684 
-0.006218539 -0.005059271 -5.517112 
0.0051211 0.01220015 3.83327 
-0.02282357 -0.0003631541 -3.988866 
0.005533729 -0.01354619 24.3022 
0.0422134 0.007686348 -9.362832 
0.05011524 0.01657367 3.281243 
-0.04848355 -0.02237432 -2.944848 
0.007591457 0.01975378 -7.748158 
-0.007788029 0.002513872 19.76562 
0.07321567 -0.01554006 -8.462083 
0.03023988 -0.02406835 21.18345 
0.01948148 -0.002942639 -0.3154551 
0.01984056 0.0009259258 -5.972802 
-0.05244859 0.01445365 -2.508209 
-0.05416207 -0.01054106 -14.73061 
-0.04970612 -0.01924224 15.71515 
0.02629779 -0.03037259 15.29108 
-0.06490107 0.02104665 -1.604064 
0.01998729 -0.03504201 -11.07616 
-0.0009445163 0.01377732 12.47302 
-0.1018252 0.001557635 -14.76523 
0.2042523 -0.01052262 7.929858 
-0.03844499 0.01160073 6.655023 
-0.1299889 -0.001031662 -9.755567 
-0.05915654 -0.009925734 11.98932 
-0.03436271 0.00262208 -7.368566 
-0.04129268 0.020482 1.953852 
