p_1 p_2 p_3 
0.767983 0.1768027 0.05521432 
0.7857826 0.1546828 0.05953457 
0.814462 0.1421129 0.04342506 
0.7605377 0.1370114 0.1024509 
0.8147871 0.1270243 0.05818855 
0.8491497 0.1197484 0.03110194 
0.8417874 0.1012064 0.05700614 
0.8485291 0.07703634 0.07443461 
0.7570262 0.1938584 0.04911539 
0.75176 0.1919277 0.05631237 
0.8670889 0.09631811 0.03659296 
0.8295463 0.1503402 0.02011347 
0.8225543 0.1189151 0.05853057 
0.7926151 0.1549255 0.05245937 
0.8706181 0.07900407 0.05037783 
0.8360678 0.123052 0.04088021 
0.8671013 0.09366711 0.03923159 
0.8207377 0.1181567 0.06110562 
0.8352202 0.107791 0.05698884 
0.7966667 0.1485804 0.05475287 
0.8356617 0.1239696 0.04036871 
0.8001 0.1586756 0.04122446 
0.8452376 0.09055194 0.0642105 
0.8007265 0.1444653 0.05480814 
0.8242612 0.1211504 0.05458838 
0.7934605 0.1680588 0.03848075 
0.8566779 0.0763646 0.06695749 
0.7829778 0.1406923 0.07632987 
0.8354288 0.1212966 0.04327462 
0.7942077 0.1483101 0.05748223 
0.7810482 0.1554878 0.06346401 
0.7651147 0.1181777 0.1167076 
0.8344051 0.1181184 0.04747646 
0.827571 0.1340114 0.03841759 
0.8074331 0.1168029 0.07576401 
0.8040186 0.134609 0.06137244 
0.7452074 0.207454 0.04733863 
0.8039858 0.1408379 0.05517635 
0.8354994 0.1262971 0.03820346 
0.7378576 0.1973175 0.06482488 
0.7807151 0.1852537 0.03403124 
0.7804533 0.1593847 0.06016207 
0.7894491 0.111477 0.09907393 
0.799663 0.131886 0.06845106 
0.8273799 0.1394361 0.03318397 
0.7181481 0.1250103 0.1568416 
0.8633774 0.09201091 0.04461167 
0.8034209 0.1467841 0.04979497 
0.8262347 0.1306007 0.04316453 
0.8694539 0.114496 0.01605014 
0.7670957 0.1079164 0.1249879 
0.7249161 0.2378629 0.03722103 
0.84807 0.1142167 0.03771323 
0.7860689 0.141465 0.07246617 
0.7965362 0.1770261 0.02643774 
0.8114203 0.1700091 0.01857061 
0.8171682 0.141646 0.0411858 
0.8298292 0.1232304 0.0469404 
0.8488731 0.1002398 0.05088707 
0.8428144 0.1095999 0.04758566 
0.7940656 0.1347721 0.07116229 
0.8120198 0.1069231 0.08105714 
0.8255107 0.1215202 0.05296909 
0.8436908 0.07723334 0.07907582 
0.8767665 0.07978514 0.0434484 
0.8310903 0.1258813 0.04302845 
0.7872498 0.1888475 0.02390274 
0.8043675 0.1232862 0.07234631 
0.7708544 0.1539575 0.07518813 
0.8489842 0.08152726 0.06948851 
0.7777433 0.1416679 0.08058883 
0.7906724 0.1402798 0.06904771 
0.8190322 0.1254498 0.055518 
0.7708355 0.160434 0.06873053 
0.8263898 0.1370004 0.03660977 
0.8894067 0.08666026 0.02393301 
0.8021531 0.1378681 0.05997885 
0.8270398 0.1261488 0.0468114 
0.7242256 0.1992243 0.07655018 
0.7794215 0.1785427 0.0420358 
0.8148265 0.1273113 0.05786223 
0.8093385 0.1308262 0.05983535 
0.7750879 0.1526458 0.07226634 
0.8351866 0.1366049 0.02820856 
0.8516186 0.1068318 0.04154958 
0.7839933 0.1278928 0.08811391 
0.8080802 0.1266587 0.06526101 
0.7772893 0.1794294 0.0432813 
0.8407045 0.09613481 0.06316068 
0.7122091 0.1845946 0.1031963 
0.7786699 0.1810906 0.04023956 
0.7887578 0.1677078 0.04353443 
0.7576961 0.1500247 0.09227919 
0.7134435 0.2045478 0.08200872 
0.7988919 0.1192665 0.08184157 
0.8107303 0.11507 0.07419979 
0.7985986 0.1621111 0.03929033 
0.7622816 0.1865308 0.05118757 
0.7528138 0.2046155 0.04257071 
0.8175858 0.1454956 0.03691854 
0.8102904 0.1155342 0.07417547 
0.7332212 0.2531122 0.01366654 
0.795662 0.1329007 0.07143725 
0.8630317 0.08019652 0.0567718 
0.8178598 0.1528839 0.0292563 
0.8306213 0.1416183 0.02776042 
0.7438212 0.1698623 0.08631656 
0.8129659 0.1310144 0.05601967 
0.7963893 0.10832 0.09529071 
0.7652164 0.1725554 0.06222819 
0.7494836 0.1765043 0.07401207 
0.8098387 0.1505641 0.03959716 
0.7281642 0.2183822 0.05345365 
0.8443172 0.1176729 0.03800986 
0.7252735 0.200139 0.07458743 
0.7976151 0.1256243 0.07676058 
0.7892267 0.1079384 0.1028349 
0.7732084 0.1617922 0.06499937 
0.8245659 0.1403168 0.03511726 
0.8021229 0.171478 0.02639908 
0.8329734 0.1211822 0.04584438 
0.8135839 0.1332264 0.05318968 
0.7711223 0.147139 0.08173864 
0.8439822 0.1213121 0.03470573 
0.8676209 0.07465651 0.05772262 
0.7783593 0.1733994 0.04824133 
0.8231047 0.1380756 0.03881969 
0.8740474 0.09284385 0.03310873 
0.8337813 0.1174781 0.04874064 
0.8515561 0.07288572 0.07555821 
0.805525 0.1446478 0.04982717 
0.8475453 0.1041006 0.04835413 
0.8152265 0.1534637 0.03130981 
0.7588217 0.1943842 0.04679411 
0.7876211 0.1618784 0.05050047 
0.8592451 0.06774174 0.07301312 
0.7933019 0.1474271 0.05927098 
0.7962313 0.143065 0.06070367 
0.7506512 0.1925392 0.05680963 
0.8174619 0.1321295 0.05040864 
0.8056538 0.1330221 0.06132414 
0.8868966 0.08693667 0.02616673 
0.7968998 0.110803 0.09229721 
0.8366072 0.1196111 0.04378174 
0.7487227 0.1987649 0.05251241 
0.8020472 0.155491 0.0424618 
0.8331701 0.1395269 0.0273031 
0.7987972 0.1604185 0.04078433 
0.8711382 0.07087255 0.05798929 
0.7544993 0.1941851 0.05131562 
0.8059366 0.1714836 0.02257973 
0.8346513 0.1157486 0.04960011 
0.8155369 0.139793 0.04467014 
0.8146643 0.1291393 0.05619646 
0.8085722 0.1301792 0.06124851 
0.8029204 0.1217773 0.07530224 
0.854654 0.1206147 0.02473133 
