tau2_1 tau2_2 tau2_3 
0.1887643 0.9852745 0.3501658 
0.0756799 0.2095858 0.08784122 
0.05683929 0.874863 0.03791911 
0.1095384 0.4252885 0.09757707 
0.08026958 0.03224852 0.04286538 
0.1805576 1.071204 0.08311706 
0.08130153 1.183334 0.06108787 
0.2608283 0.477483 0.08357489 
0.166472 1.16663 0.08558755 
0.137932 0.1944904 0.2275778 
0.1637396 0.5321286 0.0467744 
0.3873524 0.3186261 0.01846992 
0.178708 0.3687838 0.0477488 
0.1539183 0.1961359 0.1223318 
0.2654273 0.1132909 0.03913661 
0.1454279 1.617993 0.5055921 
0.2354024 0.152418 0.04199897 
0.01745998 0.09611642 0.1086248 
0.6522652 0.03657782 0.1780219 
0.4121838 0.7569881 0.1502218 
0.1904218 1.077201 0.1859368 
0.03723486 2.639733 0.5432579 
0.2166 0.09982867 0.163081 
0.215164 0.6054011 1.976301 
1.117656 0.8517094 0.3844944 
0.3294 1.173637 0.7287057 
0.256948 0.06276175 1.187621 
0.1714885 3.230983 0.2228484 
0.07450075 1.601883 0.03697585 
0.1213538 0.2233753 0.02001384 
0.3811024 0.8953353 0.04351055 
0.1301965 0.5744887 0.05989884 
0.2092645 1.224042 0.02447632 
0.09365323 0.8019675 0.1952992 
0.2176026 2.119319 0.2193064 
0.1728995 5.575335 448.531 
0.07034036 1.603555 0.4547137 
0.2526805 1.808099 0.2138159 
0.08521491 1.138161 2.055042 
0.2279634 0.8864703 0.02663265 
0.1701655 0.3751674 0.5860669 
0.151244 1.027632 0.07947456 
0.1715689 0.3895473 0.1359815 
0.2286033 0.03563246 0.08559268 
0.3646181 0.7373138 3.625613 
0.1053041 0.2753544 0.3278495 
0.321797 1.187029 0.6241454 
0.02015871 0.2639601 2.119865 
0.0507237 0.07139909 0.510336 
0.04857792 1.022863 0.1120456 
0.0414878 0.08315352 0.1958857 
0.04911788 0.4887653 0.122807 
0.1776016 0.152253 0.08219158 
0.07907047 0.6092671 1.690984 
0.1381038 1.805198 0.07903949 
0.2327629 1.705442 0.07071749 
0.1555353 0.4558411 0.1157162 
0.06400798 2.180778 0.8917637 
0.1967394 1.905413 0.09455447 
0.1221977 0.8229386 0.8649032 
0.2466728 0.6013319 0.7238619 
0.1827763 0.9497052 0.5358441 
0.08680467 1.4396 0.1229828 
0.1612092 0.7429145 0.1934117 
0.5172145 0.3813503 0.1361941 
0.2072977 0.3954548 0.027385 
0.1230111 0.7121143 0.1322358 
0.205615 0.4958385 0.04518302 
0.1915828 0.4945678 0.02183586 
0.06388021 0.3760505 0.04653158 
0.383145 0.6665641 0.03945739 
0.4670158 0.1658598 0.06447287 
0.2534859 0.7415273 0.09803012 
0.1781568 2.043089 0.03402293 
0.8731702 0.4639456 0.1295547 
0.2274896 1.188307 0.8046109 
0.1316513 0.3919912 0.06115063 
0.1806793 1.879454 0.03366355 
0.3973062 0.3324674 0.1478574 
0.1734498 0.2807608 0.02360078 
0.289212 0.9041134 0.1250252 
0.150826 0.6525666 0.09701954 
0.1516463 0.09653994 0.2935811 
0.2578756 0.02128622 0.3420166 
0.2280348 0.5950877 0.8903396 
0.2856414 1.138377 1.125611 
1.055724 0.5278127 0.02766924 
0.4916092 1.092052 4.37608 
0.40325 0.7462824 0.08306407 
0.1823071 1.157671 0.07889423 
0.07385747 0.3098571 0.1136336 
0.2162444 0.1799067 0.04753589 
0.2088275 0.710656 0.1260335 
0.5937033 0.8808081 0.4313484 
0.1644197 0.06781666 0.2432816 
0.139707 0.3234767 0.2258878 
0.06257179 0.7624878 0.1405535 
0.161727 0.7370411 0.9794557 
0.2449821 0.8621519 0.1000609 
0.09210645 0.3664929 0.06780141 
0.09125436 0.3748066 0.4379681 
0.2311473 1.009638 3.100391 
0.2827923 0.2712731 20.92034 
0.1931876 0.1956863 22.93733 
0.6118409 0.8897773 0.3385659 
0.718103 0.3821489 0.04933632 
0.3059446 1.172989 0.077766 
0.5936367 0.3209639 0.07785884 
0.3153234 0.4032203 0.8057317 
0.615829 2.039803 0.06630173 
0.1328171 0.2180849 0.54513 
0.1290427 1.143471 0.0815836 
0.0857877 0.2672893 0.06748605 
0.2434769 0.1662175 0.05547872 
0.08477216 0.9770593 0.1855924 
0.05214611 0.470812 0.04332861 
0.9238609 0.3073735 0.02490847 
0.3622355 0.4899732 0.06622444 
0.1918168 1.38979 0.1002007 
0.168186 0.5253826 0.04946728 
0.08386019 0.486657 0.4427568 
0.3410909 1.345554 0.03581956 
0.6244841 0.4819292 0.01631845 
0.1856852 1.098982 0.06520199 
0.4018104 0.5999642 0.04742955 
0.1580217 1.019715 0.08327283 
0.07526791 0.5590918 0.102978 
0.2381821 0.5007455 0.215269 
0.2001414 0.6540283 0.02828378 
0.2589921 1.249351 0.4781425 
0.05903884 1.187686 0.1393707 
0.492679 0.5082572 0.7956845 
0.1703317 0.4185033 0.28227 
0.2081413 0.2530963 0.07676615 
0.7222077 1.991313 0.119861 
0.1975633 0.1212951 0.0138881 
0.5580673 0.2228596 0.4435522 
0.1735516 0.2408499 0.1856106 
0.05410959 0.4278941 0.0938505 
0.5917973 1.26226 0.1130955 
0.1986625 1.114154 0.3373526 
0.1409342 2.482669 0.02951763 
0.1448223 1.798605 20.77786 
0.1365281 0.02596127 12.39786 
0.1569262 0.4581466 0.2336251 
0.1754095 0.4962452 0.02920799 
0.3962938 0.6990584 0.1191378 
0.1365723 0.3731934 0.346933 
0.3503717 0.2302367 0.05975816 
0.5280523 0.2989885 0.15342 
0.3267682 2.040954 0.02508217 
0.2596996 1.062473 0.05684525 
0.4586466 1.749378 0.04718617 
0.2408712 0.2164064 1.718721 
0.3855435 1.945405 3.227154 
0.1923068 1.59984 0.1048807 
0.289477 0.2941515 0.0624982 
0.3867006 0.9722213 0.2968701 
0.07918451 1.77948 0.3503138 
0.2953254 0.5045051 0.1242941 
0.04376225 0.787067 0.1581771 
0.1003712 1.751641 0.2595523 
0.5326072 0.8851298 0.1049653 
0.1906666 0.1279718 0.1456877 
0.2058042 0.8625861 0.1176724 
0.4611575 0.8194462 0.7321596 
0.2160286 0.6618147 0.2001272 
0.1147729 0.2409322 0.1906106 
0.2089216 2.207505 0.05459078 
1.076796 0.238879 0.2720773 
0.2039936 0.7694982 0.1707833 
0.2656967 0.6204985 3.37541 
0.4139753 1.706639 0.6945182 
0.1207873 0.7839982 0.3135801 
0.3100446 1.199614 0.5950347 
0.30682 0.3984425 0.01226417 
0.2171231 1.203327 0.01229943 
0.2690658 1.530425 0.0510881 
0.100506 1.482531 0.04439114 
0.08211425 0.7294002 0.8227063 
0.1263972 1.220939 0.03182015 
0.1529918 0.3832633 0.09019857 
0.210717 0.5155152 0.5257628 
0.5678251 0.09171264 0.2348715 
0.2787234 0.2668564 0.06601583 
0.3915849 0.3977971 0.1099147 
0.2112221 0.1220734 2.4163 
0.4039318 0.3923899 0.4380676 
0.136094 0.8318613 50.97018 
0.1199939 0.1470758 0.3295911 
0.0974123 0.5484748 0.2450344 
0.06487482 0.3531658 0.1559017 
0.07199258 0.2046248 4.197425 
0.1550634 0.7730453 0.08055305 
0.1838554 0.658384 0.3516053 
0.0343951 0.5422695 0.3940413 
0.2003882 1.135079 0.09316643 
0.770374 0.05250614 2.885905 
0.1329648 1.346348 3.958765 
0.06304205 0.5209894 0.3503429 
0.1967271 0.3589128 0.6927333 
0.149037 0.620498 0.2887423 
0.07033395 1.185895 0.08886371 
0.1615392 0.3253207 32.88466 
0.134213 0.2969401 0.07993023 
0.190711 0.1890213 0.07407693 
0.1533617 0.3988386 0.8673024 
0.289626 0.997639 0.02779193 
0.2511505 0.7416855 0.6286893 
0.8543761 1.387351 0.1505187 
0.1571261 1.295407 2.056058 
0.1109912 0.4244537 0.04902371 
0.245348 0.2180134 0.2129011 
0.1068501 0.2376721 0.03794641 
0.03511449 1.785818 0.06275655 
0.1690671 2.039873 0.07098933 
0.1744767 0.4521 0.382773 
0.07200141 2.427824 0.09549889 
0.2267314 0.3436835 0.02584076 
0.3033646 0.1753987 0.1357948 
0.2051353 0.5741247 0.09569317 
0.08780532 0.2476815 21.05605 
0.4120038 1.490928 5.481227 
