beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 
-29.7364 -3.761036 15.26022 3.63747 29.36057 3.850024 
-30.37072 -3.65118 15.28775 4.806118 29.58674 4.397843 
-29.46773 -3.770519 15.20764 2.78201 28.5298 4.642797 
-29.84551 -3.948253 15.2834 4.257592 28.96088 4.352745 
-30.21418 -3.842883 14.7282 4.09393 29.17097 4.467744 
-29.93581 -3.650558 15.45303 4.985705 30.21063 3.904078 
-30.33949 -3.947032 15.43181 3.845071 29.1455 4.145064 
-29.93237 -3.886254 15.05038 3.580306 29.53081 3.818055 
-30.42039 -3.905551 17.08154 3.277152 29.01782 4.324433 
-29.71347 -3.868879 15.63521 3.119019 28.12611 4.321163 
-30.44398 -4.03735 16.0999 3.110244 28.34647 5.025189 
-29.31933 -3.700911 15.82905 3.160454 28.44566 4.20943 
-29.17543 -3.993685 15.11504 3.10818 28.91048 4.536178 
-30.39456 -3.652775 14.0146 3.896941 29.03804 4.244277 
-30.33542 -3.995265 14.01511 4.053755 28.65165 5.06829 
-30.80746 -3.873744 14.49734 5.134609 29.65308 4.977314 
-30.48286 -3.881955 16.35885 3.934748 29.09434 4.671301 
-29.50559 -3.745204 15.46677 4.447502 29.38532 4.054994 
-30.44164 -3.677004 15.24036 4.105785 29.00871 4.581569 
-29.73274 -4.173591 15.99828 2.185801 29.17238 4.314293 
-29.91123 -3.915367 16.05392 3.324125 29.5446 4.385381 
-29.60238 -3.898302 16.61366 2.908701 29.23656 5.764785 
-29.77318 -3.788771 15.60139 3.154681 28.6596 5.35738 
-30.23474 -3.832084 15.82587 3.944736 24.81592 9.351296 
-29.70776 -4.198124 15.13933 3.978872 28.93182 4.934059 
-30.59997 -3.999522 15.71369 3.323191 29.10093 3.646129 
-30.69702 -3.592499 14.2685 3.95101 29.38195 3.883081 
-29.78102 -4.117571 13.64474 4.686597 28.46015 4.484412 
-30.09259 -3.97671 15.55202 5.890958 29.22806 3.996176 
-29.89509 -4.056576 14.73124 4.73123 28.73804 4.696173 
-29.56166 -3.835104 15.71021 4.30962 29.66034 3.977178 
-29.96331 -4.060583 15.59048 2.70008 29.09236 4.474281 
-29.8484 -3.981087 16.49029 3.517266 29.2612 4.337121 
-31.67618 -4.062419 14.88363 3.951775 29.14815 3.763915 
-29.80563 -3.431999 16.14958 3.810742 28.60413 4.917489 
-30.62644 -3.757436 13.28835 4.784967 5.301645 0.8002168 
-30.71064 -3.8455 15.5134 4.416167 29.24507 3.904595 
-30.9055 -4.040208 15.33269 5.687289 28.94033 5.23786 
-29.83491 -3.889785 16.04895 2.660372 28.00103 4.76436 
-30.17126 -3.796205 16.03311 2.948104 28.97096 4.378272 
-29.96655 -3.897587 15.93752 2.935639 31.04245 4.090649 
-30.08105 -4.091675 15.61385 3.023632 29.11078 7.226515 
-29.56091 -4.07415 15.7076 3.66097 31.3751 5.911809 
