Delta_1 Delta_2 Delta_3 
0.01126451 -0.03109257 -4.391497 
-0.01859346 -0.00542911 -2.199097 
-0.004850468 0.04940746 1.417788 
0.007700494 -0.01938976 12.47031 
-0.01061575 -0.1681311 -13.10003 
-0.01838238 0.01763693 -0.776834 
-0.002841681 0.02151933 -15.55791 
-0.01496804 0.07450227 4.896822 
0.01065487 0.01005462 6.468584 
-0.005860015 -0.03800432 15.14289 
0.009642923 -0.02965009 -7.563176 
0.01837306 -0.04094634 -15.08302 
0.01884813 -0.02839769 -8.550456 
0.009451996 -0.08108265 -11.0117 
-0.0475166 -0.1352776 16.05703 
0.005926455 -0.03514143 1.419809 
-0.01544949 0.0821641 4.493315 
0.009275915 -0.1181718 -6.381569 
0.001559467 -0.117695 -2.326697 
-0.00430514 0.004043117 12.24684 
-0.001432173 0.01706499 -0.1794716 
0.01359059 -0.06602865 -15.78676 
-0.002298999 0.03687667 -8.77995 
0.01237651 0.108032 8.859718 
-0.01155729 -0.04569473 18.38815 
-0.02025465 -0.02954375 -7.116688 
-0.007692717 -0.117782 11.78475 
0.0001246239 -0.04364051 0.1037655 
-0.01082756 -0.02633138 -5.104335 
-0.02198569 -0.06017825 11.01633 
0.005991825 -0.0004927041 -4.036359 
-0.01975614 0.03181163 3.599339 
-0.01810617 0.01509792 0.9634846 
0.01338733 0.07895488 -12.40382 
-0.009600539 -0.02242404 -2.616446 
0.006486502 -0.04149112 9.979995 
-0.01577407 -0.08068901 6.014369 
-0.005115495 -0.0112543 2.830616 
0.02650673 -0.006551615 2.000517 
0.01634702 -0.08444849 -2.740052 
-0.01320158 0.09380672 -4.994077 
-0.02110261 -0.048783 -6.673335 
0.008339515 0.03612779 -14.1379 
-0.01601792 0.04756892 12.01751 
0.02171946 -0.08318207 -15.52862 
-0.01832147 -0.0544691 8.974324 
0.0176728 -0.02076014 0.1063373 
-0.01820395 -0.06589523 -8.19781 
-0.02589944 -0.02100587 -6.734667 
0.008463831 -0.0148894 11.96114 
-0.01324076 -0.007535628 1.060208 
0.01671134 -0.03134039 15.07633 
0.02606915 -0.006843084 9.786883 
-0.01762116 -0.04859632 0.9104652 
-0.02924939 -0.0676415 4.047163 
0.008064713 -0.02982906 12.20031 
-0.01669642 -0.003244207 16.39297 
-0.007602181 -0.02686938 -0.08912394 
0.01906387 0.007755838 -5.62969 
-0.03065884 0.001996214 -13.54725 
0.0005818654 0.01038047 5.205366 
0.006675909 0.08934785 5.91538 
-0.005594954 -0.01655462 0.3797428 
-0.03937962 -0.0100185 -0.5535763 
-0.03316558 -0.05753594 -14.85359 
-0.005517853 0.01167895 -0.4572398 
-0.01774715 0.07192823 18.39541 
0.002432811 -0.0593883 -4.430469 
-0.005056593 -0.02453634 12.33433 
0.009182066 -0.09463389 6.884345 
0.009641158 -0.03745299 8.317011 
0.01026104 -0.01886939 5.276892 
0.02369367 -0.07046162 -10.51425 
0.001147154 -0.00600533 -4.950035 
-0.008660601 0.03916781 13.10732 
-0.0007740768 0.03066205 4.749911 
-0.008643798 0.03712046 -6.341587 
0.004728332 -0.005561759 -4.527125 
-0.03551761 -0.01915071 11.82759 
0.002159186 0.02899109 3.741204 
0.01342006 -0.04067629 -6.634124 
-0.02534021 -0.03630295 -12.11528 
0.02345592 -0.03118113 -2.868428 
-0.00210153 -0.05010619 12.75613 
-0.01413988 0.009020514 -0.01210469 
-0.02120494 -0.04763414 2.905556 
0.001691366 -0.02703753 -2.525798 
0.01310721 -0.1121496 1.796062 
-0.01568652 -0.02615385 7.725846 
-0.00629147 0.02254329 -10.40467 
0.02277839 -0.001036731 3.4618 
-0.01281869 -0.04830149 20.20435 
0.02245149 0.002406012 3.036232 
-0.01177124 -0.0463678 13.54962 
0.0268509 -0.05881048 12.85096 
0.0008380731 -0.0256058 4.169458 
-0.007974566 -0.004515785 1.885086 
-0.0284749 0.05572186 -8.041916 
-0.01406231 -0.0350892 -17.01489 
-0.01890172 0.1009124 -15.06625 
-0.02609954 -0.09496185 -9.395189 
-0.03869251 0.03791055 -8.903082 
0.008193446 -0.07272513 1.402007 
-0.03257665 -0.07223621 3.936833 
-0.001560457 0.02704594 11.92082 
0.001757826 -0.06667685 3.230284 
0.01554843 -0.01047106 -15.66587 
-0.02029089 -0.007504615 -23.36358 
-0.01968225 -0.070971 4.175288 
-0.001758855 -0.08536202 -9.966692 
0.03279511 -0.03145495 -4.914968 
0.01655879 -0.1056978 -0.7880181 
0.007023973 -0.03126068 6.976851 
-0.00308895 -0.0199122 16.62178 
0.0001861671 -0.1332011 -23.38564 
0.002016031 -0.02989657 -2.36729 
0.02389025 0.08526722 -9.913563 
0.01126273 -0.07356477 -3.419866 
-0.01926105 -0.06770553 -23.84742 
-0.01475297 -0.03879775 -2.073734 
0.02504882 0.02217914 21.36163 
0.007736514 -0.05271832 -4.066247 
0.003772679 0.007811092 13.49183 
0.003502504 0.09483828 10.51148 
0.009738696 -0.08688346 -9.24539 
-0.001813465 -0.03888932 -1.050681 
-0.04597848 -0.02204272 -1.188992 
-0.01065617 0.03405836 1.692353 
0.007699384 0.1208957 -0.3658149 
0.01604282 0.07772344 15.26114 
-0.01719298 -0.037645 -2.910322 
0.0005219524 -0.08807884 1.578026 
-0.03305179 -0.07724324 -15.58386 
-0.001973231 -0.120945 2.723398 
-0.01011822 -0.0438897 -3.466186 
0.0006728808 -0.01261994 3.824692 
-0.01355578 0.01661709 -3.609223 
0.006711747 -0.06132082 12.97135 
0.0286588 -0.02618653 10.68705 
-0.005221457 -0.1599177 7.856536 
0.02194428 0.006410016 -10.35033 
0.005496642 -0.1071705 -3.74498 
0.01099775 -0.07574827 -9.880989 
