u.bar t.bar 
1.012748 0.8527975 
0.9918426 0.8731656 
1.000597 0.8091925 
1.137751 1.088813 
1.036261 0.762462 
0.991092 0.8449324 
1.199381 0.7861074 
1.016172 0.851658 
1.114306 0.8768484 
0.966424 1.016662 
1.106254 1.075691 
0.9804532 0.7722639 
1.020079 0.8896779 
1.167985 0.978353 
1.074479 0.8169667 
1.051591 0.8700718 
0.9862412 0.8474394 
1.016598 0.77353 
1.005084 0.7958346 
0.9692473 0.8500344 
1.024825 0.896611 
1.004921 0.9776024 
1.022737 0.8190138 
0.9853128 0.7640208 
1.048476 0.8357991 
1.046231 0.978263 
0.9957685 0.8063001 
1.033918 0.9519069 
1.023079 0.9897984 
1.062328 0.8258087 
1.042545 0.8185441 
0.9862495 0.8795319 
0.9904476 0.794364 
1.058965 0.9429091 
0.9996001 0.9390246 
1.052224 0.7289168 
0.972919 0.8324843 
0.9790984 0.9603563 
0.9634232 0.8115825 
1.042243 0.7999107 
1.015371 0.9871432 
0.9877601 0.7590918 
1.02169 0.7795205 
0.9957284 0.8885781 
1.118253 0.7733634 
0.9898115 0.8539815 
0.9969135 0.7843784 
1.057716 0.8897531 
1.040169 0.9614058 
1.0287 0.846396 
1.03065 0.792481 
1.145423 0.9080667 
1.014701 0.8922418 
0.9910515 0.7981384 
0.9951252 1.005128 
1.038309 0.7924266 
1.052027 0.9500292 
0.9710759 0.8308494 
1.057503 0.7464161 
1.079216 0.9661638 
1.015929 0.7841703 
1.004718 0.7944998 
1.067437 0.8373058 
1.075834 0.770524 
1.051794 0.7565537 
0.9984562 0.8560701 
0.9883796 0.7924906 
0.9959263 0.7698574 
1.010885 0.8313192 
1.029538 0.9441355 
1.105342 0.993572 
1.057098 0.7903214 
0.9915369 0.8813285 
1.060897 0.8435821 
0.9941543 0.8075559 
1.040516 0.9443712 
1.09174 0.7736564 
1.010731 0.8957435 
1.127466 0.8387773 
0.9834695 0.842929 
0.9838868 0.9502311 
1.038242 0.7984581 
1.114256 0.9338243 
1.094872 0.9303265 
1.035306 0.9209615 
0.9883547 0.8556161 
1.118215 0.8028387 
1.014263 0.7877434 
1.065502 0.8775745 
1.053059 0.9124307 
0.9881983 0.7961364 
1.045442 0.7766158 
1.189306 0.9710119 
1.139855 0.7798922 
1.007015 0.7050293 
1.179843 1.180146 
1.148614 1.013513 
1.035338 0.9088852 
0.9103698 0.9837665 
1.052522 0.9956312 
1.095727 0.8364613 
1.016323 0.807049 
1.088189 0.8526169 
1.016712 0.8724061 
0.9822848 0.8620501 
1.105041 0.92213 
1.037819 1.028576 
1.055816 0.8572321 
1.042004 0.8596463 
0.9983065 0.7832306 
1.050173 0.7835281 
0.9587136 0.8165946 
1.006767 0.8284942 
1.059498 0.8534669 
1.111553 0.8035734 
1.035794 0.8126402 
0.9717161 0.746904 
1.038232 0.7768174 
1.024411 0.8110295 
0.9963067 0.7113373 
0.9908126 0.89025 
1.043454 0.8381014 
1.012267 0.8214551 
1.067675 0.7835351 
1.027995 0.8372549 
1.076504 0.8865267 
0.9912738 0.7874446 
1.054971 0.8623865 
0.9705529 0.9027828 
0.9931096 0.755249 
1.063002 0.8695678 
0.9931954 0.7590279 
1.038898 0.8874223 
1.011688 0.8297429 
1.05275 0.8368918 
0.9870016 0.8309619 
1.048775 0.8259878 
1.030426 0.816605 
1.082025 0.8836821 
0.9929661 0.7932498 
1.044338 0.8259189 
1.019542 0.7962595 
0.9631353 0.8899536 
1.068396 0.9772625 
1.116022 0.7686731 
1.015924 0.7726033 
1.037562 0.7852165 
1.062398 0.8759724 
1.049808 0.8404478 
0.9299395 0.8442929 
1.059615 0.946939 
1.27166 1.040406 
0.9928988 0.8512184 
1.002799 0.8608699 
0.9771532 0.8173282 
1.019197 0.9392101 
1.054669 0.897575 
1.057613 0.9362017 
1.105452 0.8690218 
1.031445 0.8177909 
1.142606 0.9236913 
1.084235 0.8559249 
1.009257 0.931536 
1.111586 0.9178961 
1.077506 0.9868185 
1.028321 0.7419784 
1.004167 0.8461763 
0.9738822 0.7932331 
1.034742 0.8891217 
1.104786 0.9080449 
1.016956 0.9041572 
1.116976 0.858359 
1.112745 0.7554867 
1.143697 1.075325 
0.9776933 0.7971751 
1.035963 0.8753766 
1.053933 0.8647588 
1.183855 0.9126647 
1.007326 0.9138962 
0.9816529 0.7603266 
1.064402 0.8468719 
1.022697 0.7661732 
1.013677 0.8175548 
1.036399 0.7201318 
1.041814 0.808291 
1.047012 0.9570203 
1.012636 0.7571699 
1.032259 0.8147711 
1.061731 1.081362 
0.9974825 0.8530928 
1.013282 0.8575992 
1.039886 0.7942423 
1.037901 0.74409 
1.019409 0.8713788 
1.082743 0.9676263 
1.029677 0.8235013 
1.090842 0.9829407 
1.040189 0.7219188 
1.073075 0.8854916 
1.080114 0.7659142 
1.085571 0.9963825 
1.18548 1.043682 
1.078045 1.024736 
0.9908781 0.6875367 
1.02945 1.049849 
1.08794 0.9290001 
1.03725 0.8024118 
0.9914206 0.7505085 
0.9997474 0.7295303 
1.014076 0.7910362 
1.040543 0.9845116 
1.011391 0.9209276 
1.065636 0.8459005 
1.107555 1.035238 
1.0667 0.7665333 
1.00139 0.7699849 
1.014508 0.7832194 
1.023606 0.8393601 
1.025266 0.9404806 
1.052613 0.8997779 
1.070768 1.01475 
0.982189 0.8695907 
1.006111 0.9252604 
1.03753 0.7479237 
0.9927699 0.9699073 
1.071135 0.8485006 
0.9860401 0.7763106 
1.025063 0.8174858 
1.10928 0.889746 
0.9854587 0.7840658 
0.9899625 0.8366253 
0.9558799 0.9303347 
1.18343 1.057705 
1.006719 0.8246154 
0.9993346 0.803598 
0.9725519 0.8288633 
1.045013 0.8132242 
1.010929 0.7739073 
1.015034 0.8268585 
1.079148 1.043366 
0.9892997 0.8430088 
0.9565532 0.9052357 
1.005569 1.037046 
1.089769 0.7859971 
1.063242 0.8706333 
1.011212 0.8949842 
1.051682 0.8332498 
1.18064 0.8329113 
1.001574 0.8631981 
0.9977444 0.8399598 
1.132694 0.8887263 
1.016121 0.8514905 
1.027563 0.7635918 
1.062106 0.8223857 
1.025212 0.9112706 
1.023307 0.8770349 
1.09177 1.10957 
1.117697 0.9459574 
1.024044 1.042447 
1.003947 0.8650899 
1.038765 0.8747667 
1.156669 0.8494372 
1.000368 0.8914722 
1.006711 0.7259024 
0.999441 0.8154415 
0.9967787 0.9133827 
0.9832374 0.9091048 
1.024739 0.8247147 
1.101733 0.8847909 
1.174542 0.7684966 
1.067136 0.8650647 
1.064333 0.722282 
0.9476811 0.987448 
0.9766997 1.089631 
1.051523 0.8792885 
1.110197 0.8424761 
1.033271 0.8580134 
1.039558 0.9071091 
1.132242 0.7813682 
1.063454 0.9207946 
1.035373 0.785677 
1.028317 0.8783669 
1.037661 0.8320437 
0.9812024 0.8771308 
0.9988451 0.9000593 
1.054711 0.8814234 
1.048566 0.8634842 
1.099959 1.000814 
1.042153 0.9814826 
1.019396 0.9937175 
1.02492 0.8897383 
1.052432 0.7443325 
1.041029 0.785586 
1.048699 0.7829076 
0.9867617 0.8214779 
1.028836 0.7036408 
1.155938 0.9534849 
1.02816 0.8579641 
1.041543 0.9706211 
1.112536 0.8999592 
0.9938504 1.001197 
1.050995 0.7821273 
1.01768 0.7884521 
0.9884312 0.8317377 
1.008419 0.9366208 
1.023658 0.8756908 
1.003312 0.8868888 
0.9971444 0.7963753 
0.9815384 0.8544502 
1.082632 0.8299125 
1.037566 0.8636866 
0.9906557 0.8401125 
0.9904279 0.8787547 
1.146403 0.9813279 
0.9896699 1.128438 
0.9936988 0.8848041 
1.026865 0.8642064 
1.050584 0.9207029 
1.049484 0.9901028 
0.9886202 0.908748 
1.234363 0.862343 
1.067523 0.7888885 
1.045768 0.7748581 
1.144649 0.767793 
1.037585 0.7770235 
1.057479 0.9708889 
1.093464 0.898531 
0.9839252 0.7893672 
1.036432 1.13453 
1.010573 0.8738207 
1.049398 1.08294 
1.01752 0.9643777 
1.056091 0.8042766 
1.07895 0.9002745 
1.013308 0.8367515 
1.079245 0.8418946 
1.005861 0.8311087 
1.123403 0.8846244 
1.079658 0.8216051 
1.02332 0.8252897 
1.066395 0.8582785 
1.142914 0.9930623 
1.108829 0.8404019 
1.079113 0.8543533 
1.022748 0.7886507 
0.9982701 0.7592525 
1.139699 0.7890586 
1.006096 0.9765354 
0.9842043 0.8091697 
1.02016 0.8781404 
1.029351 1.112077 
1.090791 1.129152 
1.003094 0.8175815 
1.042098 0.7580596 
1.039299 0.8347763 
0.9932681 0.8770641 
1.022432 0.9616154 
1.049114 0.8224804 
1.024842 0.907113 
1.02181 0.7521502 
0.9765234 0.8153154 
1.018581 0.8493437 
1.041381 0.9137154 
1.050883 0.9175082 
1.01858 0.8771851 
0.9644668 0.9237248 
1.126228 0.8180455 
1.000497 0.7344845 
0.975823 0.8011571 
1.064851 0.825863 
1.060501 0.865534 
1.032118 0.8310162 
1.029072 1.113008 
