"comp1" "comp2"
4.511674 0.1572719
4.145168 0.1229996
4.97882 0.169322
4.361065 0.2282392
4.720915 0.2174715
6.279298 0.1348127
5.458706 0.1997016
6.15899 0.1522822
5.127768 0.2185545
4.273561 0.1320202
5.774899 0.06096725
5.617427 0.06263169
5.820048 0.0684537
5.678442 0.1374229
6.011538 0.2837808
6.319854 0.1135673
5.630876 0.1869423
6.421553 0.2177678
3.699005 0.1448861
4.528727 0.2836694
6.500764 0.2094729
8.32146 0.1804288
4.963572 0.1480667
6.063325 0.1927969
7.276403 0.08974597
5.613508 0.1290149
6.374354 0.06647335
5.985402 0.09873928
4.730981 0.08185051
4.433679 0.1118665
5.282115 0.2535089
4.409182 0.2155613
5.815373 0.144453
5.849662 0.1623299
6.781538 0.08749894
8.393308 0.07409201
7.397031 0.09356738
4.722737 0.2064809
5.110823 0.1424278
7.192294 0.2505221
6.796286 0.1924496
5.683475 0.1348537
5.291358 0.1813234
5.998397 0.2685131
6.831142 0.2817002
5.129462 0.175071
5.898556 0.1318143
5.577064 0.2781658
5.396233 0.08279991
5.63048 0.4128948
4.644849 0.07891983
6.063924 0.1972246
4.666445 0.2768602
4.726119 0.1467364
5.81119 0.08767294
6.403886 0.1168257
6.544598 0.2466827
6.395203 0.2928753
7.646069 0.09831826
5.698277 0.1756336
4.93223 0.09761171
6.486584 0.1209687
3.661759 0.1477231
4.599292 0.1413851
6.074979 0.1505121
8.178387 0.03411603
6.330778 0.07137362
4.72436 0.08340421
5.753369 0.1007172
6.09197 0.3748639
7.115105 0.5585571
7.516313 0.2635686
4.162897 0.08563935
5.895225 0.0513066
5.82361 0.1184023
3.968554 0.1650535
5.069653 0.1479357
4.104402 0.2157139
4.674939 0.2047907
7.658338 0.1439512
6.117446 0.1728772
4.786321 0.06897333
5.244256 0.4179871
6.916796 0.1192424
5.26972 0.2200549
4.381572 0.2077518
7.023987 0.1624828
5.849252 0.09234816
3.16687 0.1265877
4.908489 0.1884154
4.471256 0.1295729
7.443712 0.2245415
4.839513 0.3815727
7.404954 0.2496273
5.211929 0.1302648
6.456115 0.1054346
6.088371 0.2572008
5.72366 0.1505006
6.632552 0.3138983
4.825019 0.1003386
8.326381 0.05551617
4.738752 0.1302627
6.960057 0.1470598
5.254982 0.1180212
4.433906 0.07908476
7.07438 0.1096022
4.905895 0.1168913
6.876636 0.1728344
5.17986 0.3482305
4.338467 0.1853851
3.683437 0.216954
4.856118 0.3103197
4.580583 0.0771248
3.664793 0.1146788
5.036622 0.2230524
7.352234 0.1218586
5.86126 0.1110245
4.295003 0.1170929
4.47135 0.1768031
6.173506 0.2482858
6.784353 0.06713636
6.622876 0.1518264
5.841265 0.08359576
6.269386 0.1652785
5.828687 0.2233866
4.081312 0.1704888
6.399192 0.1265485
4.499189 0.08914909
5.285937 0.1356395
5.002622 0.1932232
6.059842 0.1469071
5.696812 0.1161235
5.140936 0.05788707
4.726508 0.154058
5.951598 0.1816373
6.818527 0.09708031
8.127638 0.1319106
4.994223 0.07453366
5.751789 0.1658674
8.213299 0.1683949
5.380967 0.1031136
5.53349 0.3443152
