Delta_1 Delta_2 
-2.555822 3.249086 
-2.512958 3.603756 
-2.527206 2.67109 
-2.214768 4.355102 
-2.273169 2.374671 
-2.636134 4.417073 
-2.774164 4.088516 
-2.850224 6.630409 
-2.441863 4.888285 
-2.404713 4.52266 
-2.841528 6.854565 
-2.31217 7.435214 
-2.525245 5.395073 
-2.723624 4.417325 
-3.67379 4.95505 
-4.116848 6.904111 
-3.594467 6.655752 
-3.878607 6.369987 
-3.63094 9.013451 
-3.29595 9.697425 
-3.76403 9.497064 
-2.871121 8.470725 
-2.865654 6.61679 
-2.986474 4.745585 
-2.242534 4.576207 
-1.826144 4.659931 
-1.958812 5.222505 
-2.328559 2.502473 
-3.018744 3.457297 
-2.765643 4.119983 
-2.214696 4.562613 
-2.102428 4.004415 
-2.440431 4.368473 
-2.112295 4.70354 
-1.892641 3.904907 
-2.445826 3.723801 
-2.041667 0.948633 
-2.201239 2.240411 
-2.574878 3.123485 
-2.682537 2.668891 
-2.886909 3.314938 
-2.539904 4.170342 
-2.308446 4.225169 
-2.515647 4.019036 
-2.581202 3.825674 
-2.459341 3.980361 
-2.526628 3.939192 
-2.729993 3.87849 
-2.812744 4.897852 
-2.835492 5.397043 
-2.917923 7.080083 
-2.482644 2.683578 
-2.513711 2.997939 
-2.334929 2.354285 
-2.182354 0.7645249 
-2.199214 2.951725 
-2.37102 0.4513394 
-3.600357 -5.190221 
-2.661793 5.731064 
-2.059079 4.265855 
-1.923271 3.550852 
-2.258051 2.060554 
-2.350257 3.30621 
-1.967098 5.174706 
-2.270465 5.012315 
-2.415362 4.275223 
-2.897295 4.85672 
-2.874537 6.157507 
-2.403554 6.717314 
-2.057271 7.075946 
-1.716678 7.652619 
-2.747981 5.706808 
-2.934224 7.243956 
-2.534003 8.340506 
-3.168285 4.417824 
-3.110213 1.426362 
-2.323011 3.339709 
-3.236564 7.182473 
-2.890852 6.912251 
-3.651997 7.054867 
-3.322386 5.211578 
-2.799132 5.48043 
-2.709708 4.272471 
-2.72229 7.786576 
-2.552396 6.445758 
-2.665566 7.113005 
-2.851025 5.798093 
-2.23899 6.089113 
-2.005998 6.718754 
-2.804582 6.080579 
-2.586525 8.191949 
-3.349288 6.358586 
-3.685383 6.888023 
-3.629364 6.359392 
-3.242301 6.430289 
-2.592905 6.866989 
-3.022117 7.186073 
-3.028891 7.200707 
-2.414875 6.84515 
-2.255131 5.175991 
-2.463987 4.097099 
-2.498852 3.755896 
-2.699534 7.149731 
-2.681981 3.527936 
-2.855152 4.47127 
-2.38031 4.740753 
-2.352576 6.397071 
-2.632505 5.531386 
-2.616441 5.089309 
-2.131764 5.327379 
-2.997996 4.562595 
-2.842064 3.237062 
-3.097866 4.566087 
-2.480529 4.676326 
-1.920656 3.135341 
-1.805241 2.747553 
-1.610564 2.10901 
-1.9413 1.955837 
-2.04808 2.949398 
-1.509661 4.285257 
-2.679746 4.009704 
-2.624276 4.405563 
-2.476398 3.97998 
-2.77942 4.508347 
-2.382348 5.850476 
-2.762522 4.339581 
-2.458819 4.81009 
-2.450057 6.335148 
-1.984854 5.971819 
-2.289584 4.684017 
-2.37141 4.791874 
