"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-1.957047 1.022641 -1.64696 6.683227
-2.452708 1.022861 -1.71721 -13.54783
-2.854068 1.037954 -2.241603 2.933464
-2.041348 1.025115 -1.41152 5.039305
-1.789091 1.01344 -1.859469 3.596779
-2.210783 1.018164 -3.604183 3.978952
-2.025461 1.0336 -1.945711 -3.725755
-2.255797 0.9947704 0.7657535 -1.04797
-1.865919 0.9910277 -0.6191507 -2.103208
-1.898252 1.02985 -0.3005523 0.3561219
-2.170622 1.045822 -0.758332 -4.477136
-1.688214 1.064088 -2.725374 -2.576329
-2.251127 1.061468 -1.783115 -8.384829
-2.113621 1.058372 -2.162387 5.262679
-1.843561 1.006496 -1.231411 0.3766563
-2.252791 1.021464 0.04914647 19.06541
-2.253289 1.031727 -1.22641 -6.367031
-1.828756 1.077673 -2.001619 19.4485
-2.506958 1.099521 -2.933208 6.265228
-2.338939 1.028525 -1.254384 3.456807
-2.345592 0.983592 -0.2403746 0.2876099
-2.778814 1.043101 -2.970959 10.81829
-2.489601 1.071676 -0.7759861 1.344417
-2.331935 1.098896 -0.8255785 0.4686055
-2.294777 1.058363 -2.127639 9.069489
-2.644341 1.046173 0.588654 -6.754865
-2.640632 1.062586 -3.439026 3.916679
-2.33387 1.0511 -2.83815 15.37869
-2.191898 1.069724 -2.93703 -6.64262
-2.108587 1.135995 -4.209296 -6.080039
-2.684078 1.147999 -3.106455 -0.09419862
-2.349297 1.105729 -0.3905885 4.786947
-2.388642 1.100925 -4.228631 0.0226029
-2.265285 1.137047 -3.113597 -13.31836
-2.224853 1.113117 -2.853286 -6.172345
-2.115604 1.113713 0.4648736 -3.451224
-1.941433 1.122131 -2.067903 3.940555
-2.08902 1.065179 1.288294 -2.784376
-2.011502 1.049612 -2.497053 -8.110088
-2.06569 1.077952 -0.9999102 -4.289222
-1.921562 1.106855 0.2337857 -1.505858
-1.958287 1.104179 -1.169935 8.382934
-1.846816 1.067065 -3.643008 -27.73462
-2.301505 1.042349 -2.925432 14.2407
-2.573506 1.04082 -4.182283 17.77546
-2.349574 1.071084 -3.067998 0.4362842
-2.304611 1.068103 -4.105608 6.186013
-2.267066 1.059101 -0.8187848 2.927104
-2.792965 1.073402 -0.8790022 -7.10477
-2.634977 1.059791 -3.110086 0.6488123
-2.007026 1.069064 -2.837376 -3.808867
-2.27296 1.062001 -3.528386 3.4427
-1.943617 1.088838 0.1356205 6.827671
-2.068133 1.037579 -3.269444 6.433924
-2.367452 1.021735 -2.986884 -25.04687
-2.177596 0.9696146 -3.252351 5.119947
-2.062005 1.072236 -1.510629 -0.6179395
-2.141469 1.061585 -2.76394 1.098993
-2.330405 1.089103 -0.8495238 19.03369
-2.214342 1.061255 -2.574191 -0.6106411
-2.211414 1.103971 -1.261703 -19.77936
-2.332049 1.037081 -1.266139 0.5500356
-2.327241 0.9652425 -0.05410532 -2.886759
-1.94642 1.003627 1.539092 7.166459
-2.218203 1.004464 -0.18075 0.6860242
-2.183039 0.9940046 1.608896 1.693226
-2.339762 1.005579 -0.6434549 7.758213
-2.1452 0.9636383 -2.64813 11.94509
-2.359622 1.033325 2.429329 4.678524
-2.093706 1.045343 0.6528348 4.614939
-2.151642 1.043991 -1.871745 -0.4263468
-2.236824 1.029901 0.9017091 9.229076
-2.019345 1.065678 2.50762 -8.930128
-2.323698 1.014903 -2.725032 2.645746
-2.433679 1.054719 -2.26692 -10.0767
-2.111644 1.071706 -3.585738 -2.670237
-2.057113 1.06035 -1.65957 -13.36856
-1.939995 1.028135 -3.443266 5.299863
