"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3" "beta1_4" "beta2_4"
-9.837449 -5.180705 -0.01325474 3.979791 -24.3039 -4.793144 11.64386 7.205609
-10.39987 -5.084057 0.04586442 3.963709 -25.0931 -4.933841 -3.041046 -3.247384
-10.67522 -4.968036 0.0243274 3.951561 -24.74407 -4.588091 10.08901 -22.67228
-10.40375 -5.132452 0.08513773 3.957926 -24.87201 -4.29087 5.755145 -11.5251
-10.03467 -4.978048 0.08224709 3.981212 -24.59111 -3.994226 1.314313 16.16469
-10.14249 -5.067271 -0.02831006 3.991284 -25.19851 -4.978837 -13.95843 -11.75121
-10.02611 -4.980974 -0.03238783 3.950308 -24.81183 -4.737452 15.48952 23.43168
-10.20305 -5.015413 -0.002288495 4.000578 -24.20803 -4.127721 1.527718 -12.74872
-10.02406 -5.069613 0.0001743252 3.967743 -24.1726 -4.575117 11.2873 -9.283008
-10.02175 -5.094903 -0.05956184 3.944766 -23.84349 -4.281144 -6.873746 -20.41945
-10.05215 -5.089464 -0.004942247 3.986407 -24.05724 -4.994448 8.546227 7.929709
-9.667337 -5.139888 -0.03422174 3.964582 -24.53062 -4.664706 15.758 14.83591
-10.37447 -4.902569 0.06715713 3.996031 -24.40431 -4.262351 1.604567 4.491844
-10.17825 -5.025696 0.02207858 3.978355 -24.76272 -3.841023 8.518387 -3.98765
-10.15333 -5.203639 0.009177797 3.995951 -24.02549 -5.005913 -1.882246 1.30528
-10.37768 -5.091271 0.02817772 3.978691 -24.4868 -4.798412 7.47224 -19.31949
-10.27834 -5.022468 0.0105967 3.975765 -24.72927 -4.152158 -1.57459 -0.8382157
-10.20211 -4.860556 0.01888311 3.984974 -24.21309 -4.843969 -14.9244 6.166916
-9.984014 -5.034491 -0.05279426 3.963242 -23.93973 -4.366763 -0.4476196 -0.2652859
-10.33952 -4.975681 -0.07680892 3.993888 -24.83506 -4.345933 5.779518 -4.576945
-10.37968 -5.096126 -0.02968668 3.954862 -24.1404 -4.321338 4.489337 -4.210452
-10.64447 -4.950446 -0.04717367 3.978139 -24.74607 -4.592556 1.470988 -10.88218
-10.22581 -5.215184 0.02205944 3.969767 -24.88834 -4.667198 5.059898 3.687406
-10.19976 -5.150719 0.04772692 3.98728 -24.61117 -4.103908 7.145086 5.0106
-10.36846 -5.137558 0.07446644 3.966605 -24.62438 -4.397322 -12.76835 11.83487
-10.54425 -4.919794 0.04799226 3.995306 -24.66896 -4.981689 -13.82416 3.215541
-10.49014 -4.875221 0.02080329 3.963545 -26.00434 -4.74197 -27.52446 -20.78237
-10.28198 -5.089678 -0.04514013 3.988163 -24.97307 -4.63733 -13.1897 -12.80205
-10.25001 -5.147964 -0.01556506 3.972498 -25.5123 -4.69313 10.87661 10.15113
-10.00164 -5.010411 -0.004470286 4.003474 -25.60164 -4.610115 16.79139 -3.224064
-10.50217 -4.986309 0.1007976 3.982661 -25.25618 -4.322149 -6.565812 -14.92819
-10.41168 -4.975659 0.07730847 3.954883 -24.52391 -4.793422 17.149 -12.39281
-10.13916 -5.038799 -0.03429663 3.990263 -24.9693 -5.438741 4.416385 0.4982988
-10.14652 -4.971454 -0.01405424 3.986139 -25.76028 -4.600898 18.19481 10.29585
-10.29575 -4.999656 0.1078443 4.005267 -24.90198 -4.850807 -0.4401065 -10.5158
-10.05229 -5.008159 0.006078984 4.004482 -23.25692 -5.807831 3.630184 -1.399945
-10.28945 -4.992513 0.08349883 3.977114 -24.57398 -4.443187 -12.14634 -9.228233
-9.946759 -4.863415 -0.024228 3.992683 -24.76299 -3.9153 10.0074 -6.228368
-10.03904 -4.92286 0.04104787 3.99155 -24.7096 -4.851745 6.832148 12.82779
-10.25404 -5.105586 0.08735757 3.974061 -25.05158 -4.647748 -2.34154 -3.562424
-9.974478 -5.085332 -0.0221645 3.990151 -24.30528 -4.251076 14.67809 21.11324
-9.772129 -5.117556 -0.01409557 3.987161 -23.69204 -4.317696 -1.885446 -11.37357
-9.952357 -5.01914 0.0134447 3.970361 -25.36296 -4.975171 -9.794965 19.32872
-10.41298 -5.038951 0.03502635 3.980957 -25.23653 -4.373729 -9.154451 -3.908156
-10.23828 -5.12949 -0.04620052 3.994468 -25.73679 -5.108744 -7.038166 -1.612694
-10.47424 -5.10786 0.02880436 3.969629 -25.16155 -5.144851 -16.08598 -7.195175
-10.22795 -4.916891 -0.0330145 3.950288 -26.42058 -5.171913 11.77168 10.61691
-10.36166 -4.873638 -0.07089439 3.954156 -24.31894 -4.514556 6.644395 3.782564
-10.60102 -4.963709 -0.07168145 3.978536 -24.36612 -5.173088 -17.09683 -13.46941
-10.44841 -4.901718 -0.08943323 4.0038 -24.643 -5.24757 3.148535 3.288796
-10.02037 -5.033689 -0.03600227 3.975613 -24.91984 -4.042402 4.051139 -1.377723
-10.31134 -4.859733 0.03364622 3.978605 -25.12875 -5.143265 -3.824913 7.889341
-10.04176 -4.986348 0.04781655 3.987063 -24.74435 -4.412373 1.884599 -6.109342
-9.900526 -5.00382 -0.03990649 3.9827 -24.22871 -4.556275 -15.05297 -0.1176088
-10.28315 -4.968882 0.02658609 3.976143 -25.68168 -4.370913 -3.481007 -11.20896
-10.24415 -5.054728 0.03358286 3.958556 -25.03706 -4.910114 6.197848 1.601917
-9.957531 -5.032894 -0.007555058 3.987699 -24.23739 -4.317638 6.264571 2.754423
-10.22522 -5.076493 0.06507373 3.987697 -24.99841 -4.996333 -6.925484 -14.65505
-10.13597 -5.169329 -0.05137323 3.984266 -24.0592 -4.937843 -9.59043 -12.34221
-10.52949 -5.040813 0.08786453 3.984439 -24.8504 -4.836514 3.843177 10.27415
-10.19068 -4.913455 0.05367046 3.953003 -24.14044 -4.713583 0.3777256 -5.839246
-10.20684 -5.023116 -0.01604464 3.976234 -25.30206 -4.168944 11.84944 -0.8608159
-10.42272 -5.060406 0.0008331506 4.002171 -25.14897 -4.893005 14.72703 -2.505577
-10.06586 -5.003313 0.007776086 3.990046 -24.2762 -4.75759 2.768055 -2.730299
-10.03541 -5.134371 -0.07128801 3.963946 -24.55957 -3.502589 16.75822 4.15178
-10.29152 -5.141051 0.03656518 3.969035 -23.46519 -4.53975 3.958865 13.13293
-10.21001 -4.997717 -0.05311574 4.001855 -25.32387 -4.68099 -14.82516 5.585882
-10.39831 -4.931148 -0.02253254 3.970077 -25.11146 -4.692325 15.85502 -7.302186
-10.33908 -4.865199 -0.04299949 3.965462 -23.63896 -5.444027 4.069476 -5.115613
-10.09046 -4.926904 0.05751794 3.980233 -25.16789 -3.8461 -13.17272 -4.080705
-10.05941 -4.99583 -0.05113334 3.981498 -24.06257 -4.821187 7.708659 7.640677
