"p_1" "p_2"
0.7744939 0.2255061
0.8174342 0.1825658
0.800044 0.199956
0.7721322 0.2278678
0.7591923 0.2408077
0.7621316 0.2378684
0.8188205 0.1811795
0.8257158 0.1742842
0.7661265 0.2338735
0.8585537 0.1414463
0.7962336 0.2037664
0.8072934 0.1927066
0.8607753 0.1392247
0.8134415 0.1865585
0.8044765 0.1955235
0.8292127 0.1707873
0.8506397 0.1493603
0.8390035 0.1609965
0.8277894 0.1722106
0.8427595 0.1572405
0.8435613 0.1564387
0.7371933 0.2628067
0.8362418 0.1637582
0.8138566 0.1861434
0.8572919 0.1427081
0.7625107 0.2374893
0.7983856 0.2016144
0.8189527 0.1810473
0.813291 0.186709
0.7211505 0.2788495
0.8544429 0.1455571
0.8460496 0.1539504
0.8463762 0.1536238
0.7943969 0.2056031
0.7842364 0.2157636
0.7394561 0.2605439
0.8020124 0.1979876
0.7821883 0.2178117
0.8122881 0.1877119
0.7456528 0.2543472
0.7938982 0.2061018
0.8294479 0.1705521
0.7825808 0.2174192
0.8102203 0.1897797
0.8447151 0.1552849
0.8411006 0.1588994
0.7855041 0.2144959
0.7386825 0.2613175
0.7949544 0.2050456
0.8361055 0.1638945
0.7948402 0.2051598
0.8805655 0.1194345
0.8603697 0.1396303
0.759077 0.240923
0.7753014 0.2246986
0.7658286 0.2341714
0.7854818 0.2145182
0.8169531 0.1830469
0.8405557 0.1594443
0.8375164 0.1624836
0.8880808 0.1119192
0.7789243 0.2210757
0.7724025 0.2275975
0.7836344 0.2163656
0.8270934 0.1729066
0.8042838 0.1957162
0.7758975 0.2241025
0.7968646 0.2031354
0.7631648 0.2368352
0.8319138 0.1680862
0.8421581 0.1578419
0.8428556 0.1571444
0.8594031 0.1405969
0.7555866 0.2444134
0.7831417 0.2168583
0.776667 0.223333
0.8240782 0.1759218
0.7879816 0.2120184
0.8554396 0.1445604
0.7978833 0.2021167
0.769501 0.230499
0.8637559 0.1362441
0.8168443 0.1831557
0.8523155 0.1476845
0.7919131 0.2080869
0.8005334 0.1994666
0.825314 0.174686
0.839061 0.160939
0.7571577 0.2428423
0.8469308 0.1530692
0.7470024 0.2529976
0.8605963 0.1394037
0.8505858 0.1494142
0.8082182 0.1917818
0.8307958 0.1692042
0.7871443 0.2128557
0.7911467 0.2088533
0.8038694 0.1961306
0.764468 0.235532
0.8302389 0.1697611
0.7894187 0.2105813
0.8027651 0.1972349
0.8655907 0.1344093
0.7935194 0.2064806
0.8282595 0.1717405
0.761553 0.238447
0.813673 0.186327
0.8420185 0.1579815
0.7628946 0.2371054
0.8576547 0.1423453
0.833327 0.166673
0.8123992 0.1876008
0.7980355 0.2019645
0.7933154 0.2066846
0.734778 0.265222
0.8638033 0.1361967
0.8358554 0.1641446
0.7944567 0.2055433
0.8214795 0.1785205
0.85154 0.14846
0.7578961 0.2421039
0.8100038 0.1899962
0.7912979 0.2087021
0.8287452 0.1712548
0.8863236 0.1136764
0.7219278 0.2780722
0.8010109 0.1989891
0.8446429 0.1553571
