nu alpha 
4.059701 0.344597 
6.624875 0.1668213 
2.67913 0.235656 
5.519375 0.3804534 
4.797442 0.3079575 
5.112226 0.2756942 
5.106956 0.1960528 
14.58257 0.167085 
6.373637 0.3097226 
10.52516 0.3193277 
4.894107 0.3886262 
8.252294 0.08905875 
13.36619 0.07641474 
6.22972 0.4814507 
9.507211 0.440593 
5.216763 0.4949129 
7.728445 0.2208126 
5.854816 0.07504835 
5.027941 0.1112018 
4.399527 0.08756233 
9.03846 0.1435597 
5.582146 0.1749981 
4.365119 0.3589601 
5.6073 0.1106007 
5.297308 0.1356821 
8.97853 0.2744087 
5.612261 0.228764 
4.189681 0.2723577 
11.36498 0.1880002 
5.364637 0.4531993 
6.066113 0.1428735 
5.07704 0.4616435 
5.525623 0.08063349 
7.860678 0.2817099 
7.227929 0.2454992 
3.898023 0.1171442 
7.369905 0.05234388 
8.889072 0.0239047 
9.80379 0.112473 
5.824565 0.1285588 
9.309862 0.2526362 
8.365006 0.1539278 
7.707347 0.05707654 
8.891866 0.2163788 
7.211818 0.1655054 
4.454794 0.1643018 
4.683587 0.1973651 
2.334029 0.3305017 
3.427489 0.4791593 
10.84305 0.1582681 
10.92115 0.2918976 
3.969147 0.4775279 
18.6247 0.1886349 
8.304354 0.3374616 
13.06437 0.1258364 
4.365546 0.1344919 
5.797011 0.1780595 
7.626039 0.05884136 
7.089244 0.1018246 
7.480288 0.1755097 
9.776913 0.037177 
8.374747 0.2863212 
5.678942 0.1588519 
3.460122 0.4260408 
9.264768 0.2109663 
5.595363 0.2064527 
13.23153 0.161249 
4.550965 0.3861927 
12.46576 0.2571756 
5.462354 0.2825705 
4.591449 0.1738392 
8.886959 0.1331086 
15.36789 0.06087033 
14.33372 0.05376469 
8.046551 0.3198003 
7.198199 0.1488555 
4.673429 0.4534881 
6.642487 0.23129 
7.825038 0.3783032 
5.479257 0.4992718 
5.588485 0.3632873 
4.035687 0.04257523 
4.234429 0.2689227 
16.09847 0.05767092 
9.288173 0.4236981 
7.662824 0.1111117 
9.921492 0.09812379 
5.044471 0.2182134 
13.1167 0.1735626 
6.224598 0.3351735 
17.31079 0.1275392 
7.068084 0.09028858 
7.190126 0.04677317 
9.50528 0.1707241 
9.464778 0.02914813 
6.350541 0.2039288 
6.569064 0.1355049 
4.471066 0.3436033 
8.430993 0.1015089 
7.090587 0.07036431 
7.388113 0.3434449 
4.91715 0.1451026 
7.38504 0.3145382 
7.525707 0.4568638 
12.14772 0.03371827 
6.293744 0.08391859 
9.568609 0.441777 
6.203641 0.4844522 
7.120291 0.1203779 
5.886176 0.09902768 
3.555904 0.3728118 
3.213336 0.1671786 
3.348365 0.4046258 
4.133398 0.1894274 
4.178206 0.1700556 
2.407344 0.2061199 
3.325537 0.1631158 
3.641451 0.295148 
3.125565 0.1325993 
5.988613 0.4898082 
3.556413 0.4797926 
3.199561 0.1387274 
2.712781 0.1347244 
4.734428 0.4144613 
3.196841 0.2730241 
3.940038 0.3730109 
3.311267 0.2319677 
9.010224 0.09811546 
5.576194 0.2058148 
9.852832 0.207503 
8.542606 0.257088 
3.753281 0.4162554 
3.595013 0.2433384 
8.026409 0.1993383 
6.673255 0.2932147 
4.752691 0.1779354 
3.338707 0.3813271 
5.53493 0.4281734 
12.01607 0.2714059 
6.599778 0.0835353 
3.832722 0.1167868 
5.415786 0.144601 
12.83186 0.1767146 
4.47714 0.3461634 
4.813213 0.2815566 
7.304977 0.359195 
6.878903 0.1680837 
4.217533 0.2973542 
10.14631 0.2137572 
16.16082 0.06081383 
9.502607 0.2547248 
7.733354 0.144813 
6.372351 0.3392833 
6.926128 0.2928525 
6.797543 0.2609554 
5.632906 0.3707075 
5.330227 0.2646461 
3.704884 0.3863728 
3.919059 0.3544211 
3.530485 0.3935156 
6.647767 0.06497367 
4.075849 0.2021318 
5.046708 0.2503219 
4.215559 0.05347373 
6.408051 0.1381613 
8.105497 0.02316019 
5.541353 0.3133371 
5.39838 0.2137488 
3.90092 0.03510265 
4.563689 0.0326575 
5.753314 0.1227863 
7.427442 0.07973434 
7.998982 0.1945539 
4.290654 0.4915041 
4.052955 0.03705855 
7.570537 0.2998197 
3.29986 0.3617133 
5.005474 0.2248721 
8.707997 0.3612511 
9.134945 0.186122 
18.65126 0.04217929 
4.535152 0.394362 
7.7916 0.1211482 
8.868077 0.03778997 
7.465011 0.2649024 
8.613775 0.4042949 
7.44615 0.3242279 
3.987272 0.4860755 
7.38786 0.4806364 
5.760617 0.07068031 
6.821673 0.2282414 
7.811134 0.208233 
7.775638 0.1055582 
8.420012 0.07026769 
7.357441 0.06292403 
5.43544 0.4934747 
10.87711 0.4375777 
6.935403 0.07740507 
5.255372 0.06321545 
7.047514 0.3148096 
9.452645 0.1365177 
4.916107 0.4681645 
2.559472 0.1978721 
8.997414 0.1886376 
3.037933 0.155358 
14.61007 0.1963153 
5.344343 0.2817702 
6.00299 0.2038287 
8.418819 0.3674403 
9.234851 0.07715408 
12.82167 0.08741677 
5.886404 0.02033882 
4.295205 0.2768446 
6.271387 0.2302454 
4.893724 0.3895726 
6.466239 0.05918596 
7.042528 0.328492 
5.026859 0.4594172 
7.808936 0.1616511 
4.933074 0.09551244 
8.971089 0.191078 
3.71895 0.2194341 
4.115058 0.4433066 
4.556915 0.3659324 
4.529672 0.4429381 
4.664088 0.3478373 
3.236434 0.1652748 
7.377439 0.1801145 
10.32674 0.05892162 
6.041475 0.4236625 
4.109764 0.3134487 
2.610031 0.392923 
4.058621 0.32384 
2.851884 0.2431501 
3.537727 0.3167803 
2.112432 0.4825466 
5.166684 0.2749633 
3.173323 0.1883613 
7.348452 0.2299347 
4.62398 0.1657306 
3.503602 0.2980382 
7.093861 0.1324789 
4.187918 0.377355 
3.597048 0.3050487 
7.584455 0.348799 
3.368199 0.1610689 
8.193094 0.4013423 
11.55569 0.328944 
2.95613 0.2833426 
6.684066 0.2438595 
19.99381 0.3108874 
6.172442 0.3897617 
