p_1 p_2 
0.2865169 0.7134831 
0.2796031 0.7203969 
0.3013557 0.6986443 
0.355705 0.644295 
0.3066121 0.6933879 
0.2983349 0.7016651 
0.3019856 0.6980144 
0.3758739 0.6241261 
0.2744095 0.7255905 
0.2963906 0.7036094 
0.3109385 0.6890615 
0.3514096 0.6485904 
0.3427352 0.6572648 
0.2848676 0.7151324 
0.3127295 0.6872705 
0.2818067 0.7181933 
0.2775414 0.7224586 
0.3451501 0.6548499 
0.367119 0.632881 
0.267954 0.732046 
0.2611783 0.7388217 
0.382341 0.617659 
0.2483891 0.7516109 
0.2490825 0.7509175 
0.362134 0.637866 
0.2146466 0.7853534 
0.3214916 0.6785084 
0.2935587 0.7064413 
0.3122014 0.6877986 
0.2752655 0.7247345 
0.3669069 0.6330931 
0.2397918 0.7602082 
0.2263966 0.7736034 
0.3445071 0.6554929 
0.256572 0.743428 
0.3882034 0.6117966 
0.2646628 0.7353372 
0.320239 0.679761 
0.2795708 0.7204292 
0.3050902 0.6949098 
0.2906671 0.7093329 
0.359619 0.640381 
0.2849554 0.7150446 
0.3763299 0.6236701 
0.2620127 0.7379873 
0.2553009 0.7446991 
0.2907353 0.7092647 
0.3040552 0.6959448 
0.3401932 0.6598068 
0.2421452 0.7578548 
0.3523451 0.6476549 
0.3425564 0.6574436 
0.3333681 0.6666319 
0.2913052 0.7086948 
0.3391384 0.6608616 
0.3113738 0.6886262 
0.3044061 0.6955939 
0.2881319 0.7118681 
0.343363 0.656637 
0.3090228 0.6909772 
0.2556675 0.7443325 
0.2480768 0.7519232 
0.3588025 0.6411975 
0.2824622 0.7175378 
0.2590323 0.7409677 
0.3212664 0.6787336 
0.3154629 0.6845371 
0.3278476 0.6721524 
0.2516324 0.7483676 
0.3000636 0.6999364 
0.3246317 0.6753683 
0.3082327 0.6917673 
0.3063268 0.6936732 
0.3387688 0.6612312 
0.3505056 0.6494944 
0.2627557 0.7372443 
0.3355699 0.6644301 
0.2994176 0.7005824 
0.3040199 0.6959801 
0.4057532 0.5942468 
0.2696223 0.7303777 
0.2799972 0.7200028 
0.3122406 0.6877594 
0.3075655 0.6924345 
0.2897502 0.7102498 
0.3065245 0.6934755 
0.2801934 0.7198066 
0.3376081 0.6623919 
0.3217138 0.6782862 
0.3930316 0.6069684 
0.2696471 0.7303529 
0.353843 0.646157 
0.3442824 0.6557176 
0.321181 0.678819 
0.2895483 0.7104517 
0.3246013 0.6753987 
0.3644148 0.6355852 
0.289102 0.710898 
0.339774 0.660226 
0.2155016 0.7844984 
0.3420885 0.6579115 
0.2654462 0.7345538 
0.2672758 0.7327242 
0.3771543 0.6228457 
0.3341438 0.6658562 
0.316521 0.683479 
0.362031 0.637969 
0.4183512 0.5816488 
0.2567195 0.7432805 
0.3329416 0.6670584 
0.368991 0.631009 
0.2656536 0.7343464 
0.2487072 0.7512928 
0.3643421 0.6356579 
0.2751648 0.7248352 
0.2471435 0.7528565 
0.325721 0.674279 
0.3482877 0.6517123 
0.3032791 0.6967209 
0.2592989 0.7407011 
0.3080724 0.6919276 
0.224925 0.775075 
0.2474934 0.7525066 
0.3232468 0.6767532 
0.3392674 0.6607326 
0.3022154 0.6977846 
0.3747686 0.6252314 
0.3207799 0.6792201 
0.3042926 0.6957074 
0.3631233 0.6368767 
0.3168027 0.6831973 
0.3744419 0.6255581 
0.2893645 0.7106355 
0.323484 0.676516 
0.3935425 0.6064575 
0.3420438 0.6579562 
0.2577706 0.7422294 
0.2971222 0.7028778 
0.3174774 0.6825226 
0.3069648 0.6930352 
0.3109325 0.6890675 
0.2824548 0.7175452 
0.2905807 0.7094193 
0.2686463 0.7313537 
0.3266663 0.6733337 
0.2805436 0.7194564 
0.2631712 0.7368288 
0.2687464 0.7312536 
0.318764 0.681236 
0.3310009 0.6689991 
0.3998088 0.6001912 
0.3523539 0.6476461 
0.3276867 0.6723133 
0.232611 0.767389 
0.2828006 0.7171994 
0.3233191 0.6766809 
0.2258219 0.7741781 
0.2721025 0.7278975 
0.3136991 0.6863009 
0.2539425 0.7460575 
0.3573531 0.6426469 
0.3543287 0.6456713 
0.2582104 0.7417896 
0.3366959 0.6633041 
0.3654556 0.6345444 
0.2999156 0.7000844 
0.3462806 0.6537194 
0.3455555 0.6544445 
0.2813913 0.7186087 
0.3405434 0.6594566 
0.3339564 0.6660436 
0.2454079 0.7545921 
0.3365885 0.6634115 
0.3202052 0.6797948 
0.3624266 0.6375734 
0.334188 0.665812 
0.349334 0.650666 
0.3069117 0.6930883 
0.2824629 0.7175371 
0.2703558 0.7296442 
0.297555 0.702445 
0.2607393 0.7392607 
0.3997937 0.6002063 
0.3665095 0.6334905 
0.3281437 0.6718563 
0.3055738 0.6944262 
0.2743618 0.7256382 
0.2198788 0.7801212 
0.3379764 0.6620236 
0.2809555 0.7190445 
0.3538756 0.6461244 
0.3594557 0.6405443 
0.360304 0.639696 
0.2953879 0.7046121 
0.286281 0.713719 
0.2967626 0.7032374 
0.2258924 0.7741076 
0.3577473 0.6422527 
0.3942269 0.6057731 
0.3249618 0.6750382 
0.4032908 0.5967092 
0.3461256 0.6538744 
0.3332422 0.6667578 
0.2519019 0.7480981 
0.3078998 0.6921002 
0.2367865 0.7632135 
0.3496647 0.6503353 
0.2683024 0.7316976 
0.3013024 0.6986976 
0.3245612 0.6754388 
0.2622794 0.7377206 
0.3933261 0.6066739 
0.2579794 0.7420206 
0.3305708 0.6694292 
0.3677385 0.6322615 
0.3589121 0.6410879 
0.3605466 0.6394534 
0.3121175 0.6878825 
0.3675989 0.6324011 
0.2850281 0.7149719 
