tau2_1 tau2_2 
0.02828 2.349098 
0.02816842 1.370565 
0.1347529 0.8960342 
0.8371037 1.140478 
0.1060669 1.626928 
0.03634943 9.709424 
0.623663 0.8215128 
0.0791906 2.246509 
0.3306956 0.9594712 
0.3888905 1.584028 
0.1725817 1.715357 
0.04055998 1.586016 
0.3925744 2.296662 
0.5986057 2.391154 
0.2776938 3.244706 
0.2156765 1.204394 
0.07825986 2.950697 
0.04992927 3.612492 
0.5426688 1.413793 
0.1161131 1.668306 
0.07568708 0.4149941 
0.04523871 1.405131 
0.07171849 1.262262 
0.5348 1.286933 
0.1063108 0.3502249 
0.1435281 0.102752 
0.08849844 0.1411993 
0.02222525 1.166096 
0.01855986 0.9344255 
0.09242822 0.6243044 
0.06331655 0.7743398 
0.07139897 2.906156 
0.1056542 2.861189 
0.2853585 0.4062095 
0.1436576 5.443434 
0.1461369 2.153121 
0.03615179 2.435252 
0.05855722 0.1864558 
0.1609083 5.946143 
0.0380504 2.604226 
0.1696932 0.6722704 
0.07190501 1.185059 
0.01865262 0.1975303 
0.2889886 0.9979809 
0.4947127 0.6359498 
0.3414007 3.608844 
0.3994376 2.291061 
0.3122514 0.7317958 
0.3086975 1.166205 
0.3026502 0.7040271 
0.05056734 3.563187 
0.2121817 2.978986 
0.1273554 4.155785 
0.07524453 3.786987 
0.07504416 0.8553907 
0.1247933 2.378501 
0.5040936 1.296948 
0.2124656 4.521659 
0.05077943 4.354883 
0.06228406 1.516176 
0.07319869 2.350312 
0.05734462 0.9663469 
0.3200654 2.925674 
0.06619395 0.4142608 
0.1218255 0.4579933 
0.5295026 0.4017497 
0.08465055 4.089653 
0.01925409 0.3491388 
0.1490833 1.022516 
0.2743257 0.9090088 
1.966714 1.533457 
0.05990382 2.096919 
1.432489 0.4353914 
0.2252898 1.466781 
0.05023904 0.7091786 
0.3058623 0.7690955 
0.0486589 1.323219 
0.04194466 1.786947 
0.0563452 0.5621008 
0.05705449 1.141562 
0.7357887 1.830817 
0.1126548 3.714698 
0.067713 0.9060876 
0.1992917 1.702392 
0.01728802 0.9328681 
0.08145221 1.780766 
0.09576661 0.7910659 
0.350184 0.2534419 
0.5365165 3.724571 
1.188622 2.604007 
1.001475 2.33487 
0.07571215 0.8447737 
0.3837752 0.2673275 
1.367969 1.828844 
0.09108544 0.8582994 
0.05667754 1.256087 
0.05089892 0.379135 
0.03523828 1.187756 
0.10454 5.717088 
0.04295289 1.255072 
0.2710589 0.8777723 
0.05166008 1.057171 
0.2316515 2.513924 
0.3728431 1.048607 
0.1272035 0.5975346 
0.07610923 1.059753 
0.08855061 6.915783 
0.1766269 4.604119 
0.02463326 2.986387 
0.09270768 1.736105 
0.1668647 0.7116989 
0.3440652 0.6076908 
0.1443007 1.089648 
0.241675 0.4875792 
0.05791171 10.91305 
0.04108791 4.33421 
0.3483641 4.304001 
0.7911479 10.58147 
0.02974047 0.7086061 
0.09812845 0.1747585 
0.1012518 2.604701 
0.1910479 0.6767965 
0.1749548 0.3041749 
0.1127459 1.369274 
0.4651017 1.244395 
0.2965269 6.698334 
0.03708778 0.733097 
0.2328979 2.923491 
0.3630397 4.318469 
0.1081823 1.422523 
0.1157014 1.582446 
0.664664 1.965568 
0.1072473 1.291267 
1.901261 1.463111 
0.04660252 1.001894 
0.3455681 0.1250325 
0.06032929 3.903815 
0.03556901 5.315774 
0.1098791 2.19087 
0.141298 2.47928 
0.06306695 0.8564754 
0.1519956 1.185368 
0.1673778 1.582084 
0.2965448 1.141586 
0.05762612 1.36443 
0.1078815 0.334951 
0.8906776 1.185087 
0.5497592 17.09905 
0.165635 2.862197 
0.2009504 2.54824 
0.08082365 4.184787 
0.0261787 1.737671 
0.9685003 1.119658 
0.2608308 1.300448 
0.3976502 5.833991 
0.05311678 2.616467 
0.07880246 4.635627 
0.02145093 2.39267 
0.05727317 1.125975 
0.1231637 7.861896 
0.2047711 3.812106 
0.786023 1.469784 
0.03467592 0.4488504 
0.06547879 1.838464 
0.09628377 2.225933 
0.1597721 3.432418 
0.1351199 2.184506 
0.01034282 0.5514618 
2.65001 2.29174 
0.02491465 4.2721 
0.2656924 1.973948 
0.04316432 0.5388317 
0.01645665 3.8872 
0.04269867 1.630727 
0.08135386 0.5668031 
0.05369322 2.143515 
0.04588251 3.484067 
0.03839096 2.595204 
0.6572128 1.249046 
0.1004695 1.066711 
0.1162353 2.444493 
0.4426808 0.6780559 
0.4367621 2.120269 
0.2475125 2.897802 
0.08090942 2.12856 
0.06199918 1.749804 
0.5768504 5.476598 
0.07282267 1.765304 
0.04900866 1.721747 
0.0603719 1.742481 
0.2600568 1.182515 
0.550034 0.1703762 
0.1196632 0.5015228 
0.1149042 0.6047198 
0.06420796 0.5132297 
0.04495669 1.03374 
0.1173881 0.6860641 
0.103378 1.113121 
0.08225436 0.2992417 
0.5614679 1.389322 
0.04605353 1.076495 
0.05181114 2.556123 
0.08868573 2.670932 
0.05000627 1.029136 
0.0542835 0.7120312 
0.09527158 0.08951972 
0.127208 1.557368 
0.02792122 2.584328 
0.1180846 0.3610056 
0.02344285 0.214467 
0.1437861 1.039814 
0.1323431 2.708369 
0.1863737 0.1856071 
0.1672282 0.8347992 
0.02904918 1.446923 
0.1080624 1.259768 
0.04239707 0.6219692 
0.1240934 2.655602 
0.1528363 0.3618315 
0.06196374 0.4917402 
0.0605644 0.2459897 
0.8063307 1.893243 
0.5105508 0.351499 
0.1668173 0.4371786 
0.2346003 0.4597858 
0.5889157 1.121189 
0.3101168 0.3253641 
0.1471272 1.986139 
0.06514576 1.1326 
0.01992017 5.310853 
0.08170531 2.156137 
0.02720228 0.6099993 
0.05432047 5.306772 
0.08841731 0.6483641 
0.06497445 0.6087403 
0.1610415 4.540927 
0.0921876 1.990469 
0.04850312 1.540695 
0.7749609 5.315973 
0.1649948 10.35633 
0.1050579 1.23002 
0.1393413 1.402381 
1.014749 0.723561 
0.1639996 1.496086 
0.05014743 2.433526 
0.04997123 1.916151 
0.2496227 0.8408019 
1.124543 0.2391298 
0.1306536 3.756693 
0.2473078 2.624975 
0.06393483 1.656041 
0.04561039 1.925949 
0.08220687 0.898117 
0.1629837 9.267926 
0.02656218 2.408928 
0.2166413 1.938153 
0.5703614 2.973018 
0.02365433 1.879167 
0.4048656 1.836704 
1.031961 4.558032 
0.1022675 3.351614 
0.2336558 0.9078918 
0.4768001 1.004043 
0.1936285 0.6981638 
0.3545296 2.071267 
0.06882732 1.687849 
0.04912504 0.2760054 
0.06945782 0.412226 
0.1295583 0.9247525 
0.2150571 0.3199844 
0.3387367 0.2411538 
0.2328733 0.6598159 
0.2577872 4.287196 
0.1326813 2.098898 
0.08839513 6.146026 
0.33757 3.849527 
0.2147609 2.554386 
0.02486439 0.7416503 
0.1522005 9.340511 
0.08403973 1.362377 
0.06504788 7.24256 
0.1235017 4.398063 
0.7165222 0.6580949 
0.155078 5.106599 
0.07320095 2.321799 
0.0616278 0.2469486 
0.1021055 0.1310301 
0.119401 7.836542 
0.1779199 0.8100334 
0.7694032 0.4949949 
0.1353127 0.9279535 
0.03378795 2.055418 
0.050212 1.988117 
0.3196814 6.389684 
0.07722738 0.9635819 
0.5208302 2.418943 
0.04581984 2.010025 
0.1118178 1.201423 
0.110233 2.408289 
0.2085199 1.5272 
0.05827799 1.598624 
0.2257148 2.073127 
0.03436587 2.078193 
0.7064481 0.5891169 
0.2752718 1.149087 
0.1244866 0.1794038 
0.8861513 1.833111 
0.532879 2.12258 
0.04606826 0.6752768 
0.02564675 0.6653002 
0.1505928 0.2332832 
0.1270109 0.09356067 
0.1928786 2.231793 
0.05952617 2.056008 
0.02440519 2.562624 
0.06698368 0.9120985 
0.03649323 0.2993996 
0.5593345 0.2736032 
0.1898174 2.266406 
0.07494993 2.419111 
0.4571958 0.3294788 
0.2586423 0.2169115 
0.04133228 0.2626797 
0.09521767 1.725074 
0.1443699 0.9871202 
0.09658297 1.819856 
0.1639209 1.692608 
0.08554355 1.076572 
0.3600317 15.42507 
0.1771981 0.694943 
0.4089245 0.3699631 
0.07360587 0.3221679 
0.1092364 2.25236 
0.07888133 0.3170129 
0.5306197 1.142627 
0.1361508 0.6206073 
0.07034334 2.131111 
0.3181788 1.631263 
0.07912368 0.9720166 
0.1118042 3.284355 
0.1104333 1.015461 
0.2858322 4.129927 
1.258044 1.9514 
0.1331593 1.763845 
0.05652369 1.907066 
0.08030443 4.36387 
0.1631663 3.035399 
0.07654857 1.909125 
0.1904308 19.41174 
0.122807 3.607672 
0.2228011 2.282321 
0.1313306 1.002685 
0.3285434 1.813952 
1.684514 2.612779 
0.07902755 2.809834 
0.08943146 6.352974 
0.1467146 1.539637 
0.1500934 1.452317 
0.5045867 1.133308 
0.2666953 1.881285 
0.1671392 0.6407177 
0.03079787 1.008733 
