beta1_1 beta2_1 beta1_2 beta2_2 
-31.01726 -4.123223 20.43806 3.071913 
-31.41707 -4.138714 21.85117 4.511219 
-32.24608 -4.107065 27.69437 4.868244 
-29.889 -3.801751 22.23702 4.150838 
-31.69791 -4.045576 24.12326 5.121706 
-30.49682 -4.070881 22.8183 5.32256 
-31.32772 -3.541202 21.78209 4.348246 
-30.25216 -3.401458 23.34681 4.075668 
-30.86939 -3.608164 22.45361 4.405979 
-30.87134 -3.898473 25.26099 4.278995 
-30.56773 -4.076295 22.82016 5.088121 
-30.60885 -4.013398 20.44302 4.452843 
-31.85113 -3.694902 20.26161 4.4259 
-31.85575 -4.15764 21.71842 4.326098 
-30.00977 -3.60692 22.47954 5.281805 
-30.38448 -3.921557 20.85369 5.627638 
-30.48399 -4.111336 21.77345 4.557908 
-31.19416 -3.936632 21.14106 5.030721 
-31.83574 -3.515137 22.74396 5.517926 
-29.98587 -3.968348 21.32092 4.571396 
-31.04914 -4.139342 21.84467 4.793928 
-30.49341 -3.974844 21.0295 4.55057 
-31.47503 -4.078349 22.06032 3.925982 
-34.91844 -4.011075 31.91664 4.859722 
-31.75802 -3.905775 25.00589 5.245421 
-29.99676 -4.134521 22.37367 5.368729 
-30.12006 -4.168405 21.35075 5.119582 
-30.51358 -4.118436 22.25051 5.281956 
-30.68464 -3.805193 23.14302 4.799677 
-43.03911 -4.007615 40.406 4.156646 
-30.25645 -4.06147 20.59615 4.534924 
-30.768 -3.919291 19.86709 4.203101 
-38.64321 -4.054874 35.15526 4.688955 
-35.52663 -4.152071 31.71934 4.085587 
-31.15427 -3.96146 23.42078 5.534596 
-30.5432 -3.849654 22.54877 4.534889 
-30.37821 -3.943212 22.13105 5.242714 
-32.4183 -4.064747 24.03477 4.844318 
-30.17166 -4.178194 20.04328 3.670029 
-32.812 -4.094047 26.3926 3.778925 
-34.18984 -3.935761 28.22617 4.294178 
-38.66569 -4.015375 36.11032 3.721008 
-35.61458 -3.996595 28.85794 3.603848 
-34.84539 -4.128231 28.6968 3.938585 
-31.95084 -3.761643 23.83027 3.988933 
-41.61997 -3.925513 34.6432 4.587278 
-30.50047 -3.921714 22.00912 5.706105 
-31.32048 -4.38953 22.87605 3.976085 
-29.94505 -4.454385 21.46932 5.152376 
-31.42535 -4.078237 22.93584 4.082705 
-30.71597 -3.888275 24.04942 4.249625 
-30.72486 -4.163797 21.76928 5.2266 
-32.37295 -3.995712 24.8219 5.207011 
-29.40679 -4.126822 21.24199 3.190487 
-32.57755 -4.201777 25.02335 5.347613 
-29.96871 -3.96792 21.65079 4.306927 
-30.30955 -4.255696 21.69482 4.423929 
-29.44533 -4.275334 20.66852 3.229175 
-30.50122 -3.534758 23.96527 3.757362 
-32.24599 -4.558897 25.17998 4.309711 
-31.86753 -4.006967 21.66874 3.385472 
-29.70476 -4.247341 20.73723 3.324667 
-30.24726 -3.760925 22.95029 3.980823 
-29.92864 -4.053639 22.21861 4.769106 
-30.42044 -3.768427 24.00706 4.31047 
-32.33482 -4.083839 35.85027 5.117256 
-29.34163 -4.034742 21.64347 4.670123 
-31.57269 -4.129453 24.59769 4.242778 
-65.44088 -3.990961 106.279 4.034411 
-22.34023 -4.064517 0.9748024 3.580244 
-30.27338 -4.109451 23.67903 4.043033 
-33.80098 -3.991827 56.13282 4.085106 
-36.98762 -4.29111 58.48644 4.321459 
-34.0346 -4.072745 34.31735 3.050481 
-39.1797 -4.047018 48.06082 4.073808 
-31.61698 -4.003366 26.50329 3.40529 
-33.50907 -4.070525 30.25384 4.58373 
-31.47133 -3.9976 25.35078 3.964219 
-18.79641 -3.940243 -6.752642 4.193208 
-263.1344 -4.005357 653.0503 4.945206 
-29.69746 -4.292381 24.06036 4.121565 
-29.7983 -4.200791 24.12868 4.007949 
-31.95442 -4.000451 27.25029 3.49509 
296.6178 -3.988084 -719.8644 4.768353 
-31.1576 -4.022504 26.91491 4.441751 
-31.52296 -4.092945 27.20772 4.121174 
-30.04222 -4.170093 23.69948 4.129176 
-4.578936 -3.962823 -44.02494 5.472846 
-36.19724 -3.748033 37.04802 5.027564 
-30.4657 -3.638596 23.08675 4.4335 
-29.97797 -4.132501 21.8799 5.072306 
-47.58186 -4.316775 68.59822 5.224765 
-20.74371 -4.031191 -0.2826585 4.804938 
-35.60163 -3.975834 28.65784 4.377571 
-56.02436 -4.037271 59.87332 4.027793 
-35.49138 -4.07293 28.45565 4.273073 
-32.13576 -3.98155 22.25523 4.085575 
-32.02311 -4.075276 22.3703 4.420318 
-38.98083 -3.926084 33.91223 4.347107 
-32.89581 -4.035457 24.01812 2.985444 
-31.84807 -3.683696 21.51641 3.971533 
-33.27367 -4.005242 26.28911 4.381807 
-33.11285 -3.810389 23.78827 4.41172 
-31.39452 -3.880114 22.7383 4.418308 
-40.86642 -3.967221 39.45595 4.627729 
-34.17409 -4.154003 29.45175 4.917457 
-29.86701 -4.159154 22.00218 4.002345 
-33.51828 -4.19096 22.83009 3.9436 
-33.76845 -4.13 23.15025 4.701378 
-31.43633 -3.935519 21.28183 3.523442 
-31.93722 -3.99108 20.90778 4.137599 
