Delta_1 Delta_2 
-5.065658 8.266985 
-4.648951 8.309412 
-3.495036 8.102463 
-3.312318 8.237111 
-4.067123 9.862771 
-3.990109 8.962483 
-5.34538 7.428008 
-5.25183 10.63988 
-5.158978 9.848798 
-3.472086 8.984812 
-3.632046 10.34736 
-4.157285 6.730635 
-6.558352 8.433428 
-5.360808 9.60562 
-4.616354 9.080258 
-4.580074 8.825894 
-4.034517 8.685863 
-3.911336 7.923712 
-4.961847 8.586777 
-3.576359 7.689042 
-3.687259 7.317521 
-3.047651 6.852103 
-2.587403 4.649454 
-2.606586 5.767101 
-2.652731 5.798071 
-2.567982 6.337393 
-2.346023 5.535627 
-2.530496 6.330599 
-2.983677 6.229601 
-3.062064 4.873054 
-3.106887 6.505766 
-3.03022 4.664748 
-2.773512 4.986465 
-2.306771 4.515884 
-2.744994 5.736018 
-3.178577 6.404428 
-3.241274 6.443788 
-3.361036 6.146696 
-2.994863 5.207475 
-2.789441 5.768766 
-2.845025 5.62516 
-2.629076 4.966108 
-2.627128 4.35674 
-2.59312 4.720596 
-2.480272 4.559932 
-3.554851 4.801011 
-2.673499 5.959946 
-3.941017 7.140279 
-3.484378 8.37391 
-4.231044 7.413449 
-3.133159 7.799804 
-4.234599 9.275036 
-4.414015 8.639532 
-2.767532 7.275166 
-3.159352 6.822517 
-4.028512 9.601758 
-5.257132 8.682763 
-3.784342 8.510062 
-3.179243 8.285649 
-4.075115 7.404212 
-4.33193 7.265003 
-3.90376 7.6447 
-3.027462 6.76742 
-2.436989 6.338769 
-2.570807 6.092871 
-1.336782 5.326863 
-1.589772 4.066655 
-1.686982 3.60646 
-1.529624 3.643926 
-1.383572 3.953128 
-1.133836 3.753006 
-0.6643562 4.059796 
-1.024565 4.515545 
-1.677601 4.444079 
-1.590605 4.392837 
-1.829455 4.457547 
-1.836034 4.108688 
-1.710329 4.182858 
-1.421315 3.65258 
-1.353938 3.654073 
-1.29258 3.93941 
-1.499439 4.860928 
-1.476074 3.692536 
-1.754924 3.980648 
-1.411889 3.845175 
-1.550984 4.408917 
-1.279759 4.437631 
-1.74389 4.452302 
-1.608118 4.093098 
-1.928885 5.580638 
-2.170147 6.066008 
-1.948145 5.12382 
-1.830422 4.069712 
-2.322565 4.169171 
-2.287995 3.605144 
-2.342414 3.525429 
-2.253437 3.342286 
-2.272393 3.891088 
-2.512392 4.047163 
-2.403573 4.070971 
-2.592247 3.975383 
-2.436671 4.393776 
-2.32275 3.754314 
-2.500438 4.477248 
-2.54084 4.347966 
-2.202829 4.682111 
-2.401307 5.44198 
-4.944906 6.162973 
-4.569975 6.359737 
-3.861227 5.985152 
-4.743723 5.548556 
-3.41748 5.953609 
-3.898508 5.488317 
-3.662272 5.917851 
-3.727555 6.621918 
-3.312171 7.965434 
-4.343916 7.878417 
-4.447589 9.688319 
-6.95009 8.635905 
-5.664229 8.70093 
-4.288486 7.858695 
-3.96984 9.115287 
-3.69672 10.07978 
-5.061898 10.00777 
-6.265106 10.26576 
-3.077385 10.11512 
-3.338942 8.579541 
-3.875341 8.310528 
-3.45919 7.511459 
-4.152639 5.793686 
-3.325198 6.690858 
-2.982365 6.42462 
-3.938568 6.80463 
-3.739861 6.613719 
-3.768027 7.212403 
-3.731471 7.131321 
-3.561416 8.723701 
-3.949161 9.946621 
-3.289351 6.601111 
-3.241785 6.465806 
-3.953414 8.326206 
-3.798836 8.886327 
-3.468162 9.106246 
-3.682932 8.695506 
-3.947773 8.820238 
-3.066014 9.885056 
-2.405376 7.793533 
-4.046572 8.372801 
-4.394036 7.54129 
-4.661089 7.580435 
-4.79266 9.902615 
-4.799435 10.16024 
-5.709311 8.311121 
-6.729629 9.279178 
-6.111528 7.968006 
-4.59844 9.18907 
-5.199658 8.370902 
-4.825016 8.469458 
