"p_1" "p_2" "p_3"
0.1095097 0.1642596 0.7262307
0.0552087 0.1539919 0.7907994
0.04802647 0.1413605 0.810613
0.07136193 0.1382258 0.7904122
0.09485469 0.07926156 0.8258837
0.1140615 0.125557 0.7603816
0.03542723 0.1404711 0.8241017
0.02173048 0.1746756 0.803594
0.1483716 0.1100681 0.7415603
0.07647922 0.09263545 0.8308853
0.05440438 0.1215782 0.8240174
0.05937101 0.1596647 0.7809643
0.04744204 0.1448487 0.8077093
0.03288661 0.09534976 0.8717636
0.05520141 0.105133 0.8396656
0.08137808 0.1311644 0.7874575
0.09512553 0.1003543 0.8045202
0.04103869 0.1346731 0.8242883
0.0674741 0.1169908 0.8155351
0.05380572 0.1305649 0.8156294
0.08408488 0.07544372 0.8404714
0.07345209 0.1267734 0.7997745
0.01621886 0.1576104 0.8261707
0.04264368 0.134156 0.8232003
0.1431398 0.1920561 0.6648041
0.08817287 0.116923 0.7949042
0.04046064 0.1858108 0.7737286
0.03965801 0.1806053 0.7797366
0.01961025 0.2300621 0.7503276
0.0004528867 0.1089446 0.8906025
0.002753665 0.212107 0.7851394
0.006231015 0.1690518 0.8247172
0.02552965 0.1994802 0.7749902
0.04444545 0.073903 0.8816516
0.09268198 0.1610486 0.7462694
0.1186433 0.09609618 0.7852605
0.03097991 0.1539654 0.8150547
0.1035877 0.1189585 0.7774538
0.06435271 0.1139746 0.8216727
0.08004918 0.09600227 0.8239486
0.06711184 0.1033809 0.8295073
0.1259564 0.1604455 0.7135981
0.07112345 0.136234 0.7926425
0.1008652 0.1127925 0.7863424
0.04332179 0.09706871 0.8596095
0.03980423 0.09940776 0.860788
0.08818793 0.1591992 0.7526128
0.04516298 0.1009664 0.8538706
0.1063433 0.06414953 0.8295071
0.06577667 0.1089903 0.825233
0.04835848 0.09232899 0.8593125
0.08735339 0.09682924 0.8158174
0.03980282 0.1484298 0.8117674
0.1092659 0.09283642 0.7978977
0.07148219 0.1144999 0.8140179
0.05258739 0.1231466 0.824266
0.07288544 0.115935 0.8111796
0.03332071 0.1236804 0.8429989
0.06528068 0.1703944 0.7643249
0.03965792 0.1098187 0.8505233
0.07796226 0.09336142 0.8286763
0.1202695 0.1049804 0.7747501
0.05694857 0.1424955 0.8005559
0.1212003 0.09165529 0.7871444
0.004967681 0.1737145 0.8213178
0.02048442 0.1379997 0.8415159
0.05693668 0.1295279 0.8135354
0.08927275 0.08363651 0.8270907
0.108088 0.1275917 0.7643203
0.06978372 0.1055037 0.8247126
0.0374068 0.1362448 0.8263484
0.05492548 0.2017087 0.7433658
0.05821839 0.1677451 0.7740365
0.06745875 0.1064392 0.826102
0.0682431 0.1294622 0.8022947
0.01467424 0.2117413 0.7735844
0.07609592 0.1415002 0.7824038
0.08263938 0.1628224 0.7545382
0.05845528 0.1080693 0.8334754
0.06126188 0.1482282 0.79051
0.06907362 0.1319477 0.7989786
0.04302712 0.1238768 0.833096
0.1531634 0.134468 0.7123686
0.1279682 0.1060018 0.76603
0.07313198 0.1129634 0.8139046
0.005197744 0.2714454 0.7233569
0.01072467 0.2695809 0.7196944
0.01787101 0.1800115 0.8021175
0.0540654 0.09969816 0.8462364
0.08111129 0.145941 0.7729477
0.07306739 0.1613041 0.7656285
0.03671676 0.1363406 0.8269426
0.07285168 0.1062335 0.8209148
0.07669818 0.1512273 0.7720745
0.1357527 0.09146585 0.7727814
0.06841986 0.08494586 0.8466343
0.08296428 0.1280393 0.7889964
0.03978042 0.170497 0.7897226
0.05762907 0.1583394 0.7840315
0.07976924 0.1071277 0.8131031
0.03649928 0.1499719 0.8135288
0.06288865 0.1492332 0.7878781
0.09286331 0.1393771 0.7677596
0.06937385 0.1512334 0.7793928
0.06061656 0.1011702 0.8382132
0.04482887 0.1187938 0.8363774
