"Delta_1" "Delta_2" "Delta_3"
-2.23918 0.727766 -3.288733
-2.315043 1.006718 -3.082175
-2.476256 0.7487943 -2.925909
-2.50812 1.035667 -2.972046
-2.239824 0.9700822 -3.211638
-2.198526 1.087124 -3.07606
-2.020082 0.8681885 -3.153046
-2.040023 0.9716282 -3.246145
-2.216911 1.017765 -3.247807
-2.346894 1.429778 -3.30956
-2.431029 0.9864653 -3.284132
-2.298851 1.116953 -3.315937
-2.149278 0.8771834 -3.288
-2.248024 1.217978 -3.230543
-2.218891 1.157016 -3.097378
-2.179987 1.073376 -3.07864
-2.163331 1.114566 -2.957434
-2.128209 1.167259 -3.067944
-2.245692 1.012149 -3.162142
-2.404919 0.8618737 -3.172105
-2.585198 1.03859 -3.231031
-2.374474 1.114539 -3.406455
-2.406568 1.15096 -3.124126
-2.020472 1.010269 -3.224273
-2.13122 1.341137 -3.084311
-2.465813 0.9234342 -3.128345
-2.2453 1.184179 -3.10799
-2.152354 1.039488 -3.354732
-2.215556 0.7725998 -3.284315
-2.273439 1.279666 -3.337283
-2.157699 1.118101 -3.128404
-2.439829 0.8769248 -3.11545
-2.270534 1.029254 -3.178631
-1.997261 0.7969858 -3.394206
-2.027732 0.9562265 -3.397151
-2.194912 0.7662422 -3.304797
-2.289053 1.159512 -3.210193
-2.184024 1.080355 -3.333739
-2.11384 0.8871867 -3.027076
-2.155234 1.100535 -3.062562
-2.294218 1.579332 -3.1751
-2.545608 1.177206 -3.254325
-2.138453 1.040327 -3.144504
-2.181355 1.181046 -3.161666
-2.390581 0.9160153 -3.146361
-2.475683 1.113909 -3.209005
-2.466417 1.11166 -3.186493
-2.174616 0.7284543 -3.185265
-2.367943 1.149371 -2.936095
-2.121479 1.017349 -3.037691
-1.956491 0.7826344 -2.870864
-1.993896 1.198625 -2.710898
-1.806708 1.093717 -2.756121
-2.129429 1.028148 -2.804964
-1.921481 0.9271074 -2.889298
-2.351653 0.9202219 -2.92583
-2.105508 1.159265 -2.97975
-2.515565 0.7038742 -2.790881
-2.104422 1.164554 -2.900801
-2.163201 1.050047 -2.840012
-2.302569 0.9718796 -2.91525
-2.200193 1.197185 -3.145683
-2.164795 1.316122 -3.13174
-2.334036 0.9174239 -3.307137
-2.322372 0.9358265 -3.185683
-2.357259 0.9786025 -3.268651
-2.613964 0.9028024 -3.326734
-2.663371 1.393411 -3.129458
-2.429067 1.168241 -3.009279
-2.324289 1.206476 -3.152322
-2.162053 1.030357 -3.086284
-2.111272 1.180673 -3.23084
-1.973151 1.303431 -3.196303
-1.90381 1.188581 -2.98572
-1.867562 1.056091 -3.189216
-2.010438 1.22537 -3.057375
-1.967606 1.059872 -3.080544
-2.033507 0.8409257 -3.228557
-2.021969 1.02614 -2.977838
-2.178432 0.9943629 -3.074303
-1.934959 1.040429 -2.979807
-2.390945 1.206941 -2.856458
-2.037124 1.077563 -3.050608
-2.050212 1.134146 -3.161094
-2.178839 1.131889 -3.200349
-2.380674 1.116547 -3.045293
-2.325434 1.152499 -2.78785
-2.006327 0.8865646 -3.005048
-1.908762 0.7895719 -3.102726
-2.24072 1.219227 -3.300756
-2.388172 1.457181 -3.208247
-2.287706 0.7400624 -3.208497
-2.169652 0.9161663 -3.158117
-2.333381 0.7541972 -3.252474
-2.162756 1.088024 -3.207219
-2.291729 0.9156506 -3.43613
-2.429387 1.361261 -3.376463
-2.2254 1.397269 -3.299079
-2.458588 1.563199 -3.375386
-1.894402 1.014828 -3.280974
-2.41181 1.020047 -3.152054
-2.365104 1.018012 -3.221376
-2.184253 0.7758851 -3.109801
-2.146415 0.7614006 -3.20976
-2.277901 0.6157321 -3.120364
-2.147585 1.14356 -3.138564
-2.100955 1.073815 -2.990301
-2.424211 0.8943456 -3.092832
-2.528868 0.8707496 -2.926369
-2.238835 1.223958 -3.01914
-2.064689 1.07917 -2.733961
-2.101542 0.9116171 -2.722366
-1.712108 0.8666493 -2.751817
-1.747147 1.024502 -2.722596
-1.76928 0.8097422 -2.730237
-1.928979 0.7535792 -2.651391
-2.269367 1.088616 -2.709127
-2.141328 1.141139 -2.973833
-2.058346 1.193746 -3.037721
-2.0743 0.9193291 -3.061277
-2.026563 1.082317 -2.874934
-1.71572 0.754643 -2.950017
-2.082451 1.11119 -2.952341
-2.100309 0.9677308 -2.97847
-1.899574 1.201858 -3.031238
-2.179565 1.238575 -3.065713
-2.479991 0.8527566 -3.166704
-2.451285 1.017918 -3.03603
-2.308617 1.157148 -3.087317
-2.31209 0.9657442 -2.973414
-2.046261 1.026515 -3.118597
-2.103051 1.000982 -3.064524
-2.45848 0.8732581 -3.345023
-2.3711 0.6495565 -3.395565
-2.2755 0.6530124 -3.360889
-2.353285 1.327302 -3.401323
-2.454741 0.964349 -3.209341
-2.319162 0.8909774 -3.116228
-2.148464 1.134053 -3.353181
-1.994457 1.02293 -3.163455
-2.144952 1.329415 -3.053744
-2.343407 1.249863 -2.910598
-1.848477 0.9043687 -2.954461
-2.305179 0.9880418 -2.911694
-2.312098 0.7906981 -3.044055
-2.111612 1.112891 -3.003679
-2.341985 1.35079 -2.909797
-2.242471 0.8117552 -2.964045
-1.878671 1.019034 -2.961294
-2.141423 0.8467017 -2.886218
-2.12973 0.9654699 -3.117011
-2.225655 1.183047 -2.960522
-2.368522 1.227816 -3.079323
-2.474597 1.150238 -3.096127
-2.146176 1.12964 -3.10389
-2.041959 0.8644397 -2.949477
-2.071546 1.3788 -2.998061
-2.038076 0.9679796 -3.162911
-1.989512 1.025096 -2.894007
-2.194789 1.079979 -3.031086
-2.198131 1.115283 -3.025463
-2.364662 0.844153 -3.061501
-2.525939 0.5392251 -2.991123
-2.326318 0.9215111 -3.094602
-2.337604 0.8369653 -3.237926
-2.074169 1.132137 -3.182708
-2.078855 1.333541 -3.075147
-1.715735 1.174053 -3.054167
-2.397094 1.274827 -3.285402
-2.259792 1.265695 -3.408969
-2.087752 1.247158 -3.348741
-2.532211 1.052838 -3.278723
-2.602186 1.171646 -3.340716
-2.678914 0.7600599 -3.313411
-2.447965 0.8872255 -3.335993
-2.324874 1.022178 -3.125017
-2.447717 0.8998365 -2.923921
-2.297892 0.7761788 -2.932069
-2.218693 0.7737036 -2.897395
-1.942763 1.407968 -2.869922
-2.078881 0.7785756 -2.749128
-2.253971 0.8801859 -2.843259
-2.099979 0.9393128 -2.803549
-2.069933 1.056007 -2.927541
-1.955403 1.039606 -2.859534
-1.902431 1.047785 -2.735373
-2.191201 1.064106 -2.84395
-2.170634 1.213922 -2.949017
-2.111246 1.061608 -2.92103
-2.267716 0.9518268 -2.95628
-2.171624 0.8297406 -3.117093
-2.31855 0.8353478 -3.057413
-2.22281 0.8703531 -3.044989
-2.180214 0.9653245 -3.068985
-1.896812 0.9011988 -3.012743
-1.858245 1.087829 -3.002889
-2.342905 1.069112 -3.06631
-2.32866 1.121285 -2.972772
-2.236995 0.9835904 -2.996591
-1.937611 1.027087 -2.980281
-2.275866 1.23279 -3.105932
-2.267615 1.059522 -3.021717
-2.449261 1.222031 -3.116666
-2.412104 0.9107958 -2.973386
-2.469382 0.8277807 -3.026437
-2.469614 1.121128 -2.955055
-2.178432 1.142297 -3.145704
-2.42269 1.106616 -3.201335
-2.39669 0.6375385 -3.065752
-2.324195 0.911727 -3.151879
-2.170485 0.9022245 -3.126657
-2.170441 1.23336 -3.056096
-2.096324 1.532431 -3.101439
-2.145116 0.9065932 -3.004768
-2.049448 1.1609 -2.9776
-2.244187 0.8679602 -2.990743
-2.110766 1.311914 -2.827084
-2.280182 1.476689 -2.775593
-2.571306 0.7874725 -2.843303
-2.089302 0.956047 -2.821177
-2.290242 0.6136743 -2.991669
-2.234551 0.5403531 -2.917484
-2.307911 0.9519158 -2.894966
-2.132156 0.8966265 -2.949783
-2.124648 1.068616 -2.838899
-2.283865 0.42656 -2.91453
-2.103464 0.682682 -2.917419
-2.138674 0.7096003 -2.892999
-2.072058 0.68807 -2.780611
-2.096455 0.9789033 -2.703167
-2.102325 0.8245109 -2.819291
-1.87151 0.6048977 -2.838147
-1.870324 0.8042561 -2.915348
-2.243931 0.7383858 -2.920852
-2.131621 1.030207 -2.892307
-2.124325 1.032273 -2.818729
-2.072584 1.07692 -2.864901
-2.066882 0.9487262 -2.829057
-2.565021 0.8079227 -3.093021
-2.500407 1.180267 -3.063481
-2.281878 1.156042 -3.075647
-2.151013 1.077067 -3.278861
-2.241923 0.9732969 -3.169717
-2.045962 0.8294141 -3.203107
-2.058217 0.8869605 -3.121348
-2.56006 0.8988816 -3.335135
-2.554248 0.9785573 -3.18961
-2.050326 1.028521 -3.055707
-2.108308 1.018615 -3.249984
-2.154913 0.9792837 -2.99839
-2.125937 0.7093574 -3.193125
-2.117532 1.154307 -3.114928
-2.19312 1.206644 -3.172788
-2.388185 1.11685 -3.00992
-2.200956 0.9126204 -3.16344
-1.903762 1.079535 -3.412767
-2.13962 1.073795 -3.18232
-2.183387 1.120193 -3.210555
-2.177042 1.117535 -3.290763
-2.129424 1.071605 -3.264445
-2.247502 1.091099 -3.30854
-2.198864 1.010993 -3.218308
-2.03779 1.113671 -3.238388
-2.10947 1.15611 -3.385415
-2.091491 1.14428 -3.380511
-2.102498 1.22977 -3.247815
-2.135923 1.18713 -3.107323
-1.877344 0.938339 -3.031004
-1.845259 0.6968123 -3.085844
-2.154569 0.756729 -3.007694
-1.859027 1.041722 -2.987112
-2.205604 0.8157252 -2.92897
-2.076273 0.9704133 -2.802667
-2.578442 1.028901 -2.80079
-2.496946 0.8225934 -3.065752
-2.271702 1.142367 -3.155695
-2.486901 1.078868 -3.391734
-2.426157 0.8687001 -3.178253
-2.011983 0.9590901 -3.148297
-1.992829 1.27415 -3.073761
-2.338391 1.057213 -3.04351
-2.159859 0.7752719 -2.865027
-2.228132 0.7008287 -2.935071
-1.935192 0.9168934 -2.729679
-1.984885 0.775878 -2.739147
-2.350797 0.9809421 -2.732741
-2.266274 0.3877204 -3.043367
-2.441969 0.8446304 -3.037007
-2.293851 1.029117 -3.073612
-2.381069 0.8471463 -3.007118
-2.478716 0.921544 -3.200895
-2.168891 1.092534 -3.179332
-2.215612 0.8062532 -3.126935
